eng_Latn,tam_Taml
"""""""It contains a request from Jacques Sennacques, dated July 31, 1697, to his cousin Pierre Le Pers, a French merchant in The Hague, for a certified copy of a death notice of one Daniel Le Pers,"""" the paper reports.""
","ஜாக் சென்னாக்ஸ் (Jacques Sennacques) என்பவர் ஜூலை 31, 1697 அன்று, ஹேக் நகரில் வாழ்ந்த தனது உறவினரான பிரெஞ்சு வணிகர் 'பியர் லு பெர்ஸ்' (Pierre Le Pers) என்பவரிடம் 'டேனியல் லு பெர்ஸ்' என்பவரின் மரணச் சான்றிதழை அனுப்பி வைக்குமாறு அனுப்பிய செய்தி உள்ள கடிதம், உலக வரலாற்றில் முதன்முறையாக, பிரிக்கப்படாமல் படிக்கப்பட்டுள்ளது.
"
"""""""It contains a request from Jacques Sennacques, dated July 31, 1697, to his cousin Pierre Le Pers, a French merchant in The Hague, for a certified copy of a death notice of one Daniel Le Pers.""
","ஜாக் சென்னாக்ஸ் (Jacques Sennacques) என்பவர் ஜூலை 31, 1697 அன்று, ஹேக் நகரில் வாழ்ந்த தனது உறவினரான பிரெஞ்சு வணிகர் 'பியர் லு பெர்ஸ்' (Pierre Le Pers) என்பவரிடம் 'டேனியல் லு பெர்ஸ்' என்பவரின் மரணச் சான்றிதழை அனுப்பி வைக்குமாறு அனுப்பிய செய்தி உள்ள கடிதம், உலக வரலாற்றில் முதன்முறையாக, பிரிக்கப்படாமல் படிக்கப்பட்டுள்ளது.
"
"""""""It's a huge deal that Nick brought Priyanka to his cousin's wedding.""
","""""""நிக் பிரியங்காவை தனது உறவினரின் திருமணத்திற்கு அழைத்து வந்தது ஒரு பெரிய ஒப்பந்தம்.""
"
"""""""It's a huge deal that Nick brought Priyanka to his cousin's wedding....""
","""""""நிக் பிரியங்காவை தனது உறவினரின் திருமணத்திற்கு அழைத்து வந்தது ஒரு பெரிய ஒப்பந்தம்.""
"
"""""""Mum panicked when my cousin told us my brother had been arrested.""
","""""""என் சகோதரர் கைது செய்யப்பட்டதாக என் உறவினர் சொன்னபோது அம்மா பீதியடைந்தார்.""
"
"""""""My cousin and his daughter are coming over from the States.""
","""""""அண்ணனும், அண்ணியும் அமெரிக்காவிலிருந்து வர்றாங்களாம்.""
"
"""""""My cousin died from a bite.""
","""""""என் மாமனார் மாரடைப்பினால் இறந்துவிட்டார்.""
"
"""""""My cousins live there.""
",""" """"ஓம். என்னுடைய உறவினர் அங்கு வாழ்கிறார்கள்.""
"
"""""""My little cousin.""
","""""""என் சிறிய தந்தை.""
"
"""""""No cousin.""
","""""""இல்லை அண்ணை.""
"
"""""""Oh, my cousin?""
","""""""ஆரு அண்ணனா?""
"
"""""""Some of my cousins [in London and India], thanks to the surgery, were able to give the community what they expect.""
","""""""எனது சில உறவினர்கள் [லண்டன் மற்றும் இந்தியாவில்], அறுவை சிகிச்சைக்கு நன்றி, சமூகத்திற்கு அவர்கள் எதிர்பார்ப்பதை வழங்க முடிந்தது.""
"
"""""""That Mac's your cousin?""""""
","""""""மாமாவா உன் மாமனார் ?""
"
"""""""That's the thing, we live in this universe where if Dylan came on as an identical twin cousin to Jughead, people would be like, what does this have to do with the drugs and the maple syrup barrel.""
","'இதுதான் விஷயம், நாங்கள் இந்த பிரபஞ்சத்தில் வாழ்கிறோம், அங்கு டிலான் ஜுக்ஹெட்டுக்கு ஒத்த இரட்டை உறவினராக வந்தால், மக்கள் எப்படி இருப்பார்கள், இதற்கு மருந்துகள் மற்றும் மேப்பிள் சிரப் பீப்பாயுடன் என்ன சம்பந்தம்?
"
"""""""That's the thing, we live in this universe where if Dylan came on as an identical twin cousin to Jughead, people would be like, what does this have to do with the drugs and the maple syrup barrel?""""""
","'இதுதான் விஷயம், நாங்கள் இந்த பிரபஞ்சத்தில் வாழ்கிறோம், அங்கு டிலான் ஜுக்ஹெட்டுக்கு ஒத்த இரட்டை உறவினராக வந்தால், மக்கள் எப்படி இருப்பார்கள், இதற்கு மருந்துகள் மற்றும் மேப்பிள் சிரப் பீப்பாயுடன் என்ன சம்பந்தம்?
"
"""""""The spaces in which my cousins are based in, mean it matters, the illusion of virginity is needed.""""""
","""""""எனது உறவினர்கள் அடிப்படையாகக் கொண்ட இடங்கள், அது முக்கியமானது, கன்னித்தன்மையின் மாயை தேவை.""
"
"""""""We shall meet at your cousin's in the evening.""
","""""""அண்ணனை இன்னிக்கு நாங்க சாயங்காலம் சந்திக்கப் போறோம்.""
"
"""""""We started with a very specific vision in mind: to get all of our ingredients from within 200 miles of the brewery, and a large part of that is the malt,"""" notes co-founder and president (and, incidentally, Stanley's cousin), Nicole Carrier.""
","'நாங்கள் ஒரு குறிப்பிட்ட பார்வையை மனதில் கொண்டு தொடங்கினோம்ஃ மதுபானம் தயாரிக்கும் 200 மைல்களுக்குள் இருந்து எங்கள் பொருட்கள் அனைத்தையும் பெற, அதில் பெரும்பகுதி மால்ட் ஆகும்' என்று இணை நிறுவனர் மற்றும் ஜனாதிபதி குறிப்பிடுகிறார் (மற்றும், தற்செயலாக, ஸ்டான்லியின் உறவினர்), நிக்கோல் கேரியர்.
"
"""""""We would be at school right now, he would probably be trying out for band, starting sixth grade with his cousin,"""" she said, according to The Times.""
","'நாங்கள் இப்போதே பள்ளியில் இருப்போம், அவர் தனது உறவினருடன் ஆறாம் வகுப்பைத் தொடங்கி இசைக்குழுவுக்கு முயற்சி செய்வார்,' என்று அவர் கூறினார்.
"
"""""""What did he have to say about his cousin?""
","""""""உங்க பேரன் கிட்ட விஷயம் சொன்னதுக்கு அவர் என்ன சொன்னார்?""
"
"""""""What did he tell you about his cousin?""""""
","""""""உங்க பேரன் கிட்ட விஷயம் சொன்னதுக்கு அவர் என்ன சொன்னார்?""
"
"""""""Where have you met my cousins?""
","""""""எனது அடியார்களை எந்நிலையில் சந்தித்தீர்கள்?""
"
"""""""Why does he always call me cousin?""""""
","""""""என்னை ஏன் மாமா அடிக்கடி தேவான்னு கூப்புடற?""
"
"""""""Yeah, where is your cousin?""""""
","""""""ஆமா உன் பிரண்டு எங்க?""
"
"""""""You are just my cousin.""
","""""""அப்போ நீங்க என் அண்ணியோட அண்ணன் மட்டும் தான்.""
"
"""""""You're just my cousin.""
","""""""அப்போ நீங்க என் அண்ணியோட அண்ணன் மட்டும் தான்.""
"
"""""""You're my brother, cousin.""
","""""""நீங்கள்தான் எனது அண்ணன், எனது தளபதி.""
"
"""""""Your cousin is very ambitious.""
","""""""உங்க மாமனார் ரொம்ப விவரமானவருடி.""
"
"""0 Response to """"My cousin's wedding""""""
","""0 Response to """"தோழியின் திருமண பரிசு""""""
"
"""A desperate Wajid Ali from Samastipur told the Times: """"My cousin Mohammed Atamul, who is about 18 years old, I saw his body.""
","""நம்பிக்கையிழந்து போன சமஸ்திபூரைச் சேர்ந்த வாஜித் அலி, """"18 வயதான மொஹமத் அடமுல் என்ற எனது உறவினரின் உடலை நான் பார்த்தேன்.""
"
"""After four months, he came up to my room with a gun and told me I had to marry my cousin.""""""
","நான்கு மாதங்களுக்குப் பிறகு, அவர் துப்பாக்கியுடன் என் அறைக்கு வந்து, என் உறவினரை திருமணம் செய்து கொள்ள வேண்டும் என்று என்னிடம் கூறினார்.
"
"""As directed by my cousin, """"I'm type late,"""" but thank God I have experienced this song and this ministry.""
","""என் உறவினர் இயக்கிய என, """"நான், டைப் நான் தாமதமானால்,"""" ஆனால் கடவுளுக்கு நன்றி நான் இந்த பாடல் மற்றும் இந்த அமைச்சகம் அனுபவித்தவர்கள்.""
"
"""Bride's cousin said that """"the groom's family had kept us in the dark about his education.""
","""உறவினர் கூறினார்ஃ """"மணமகனின் குடும்பம் அவருடைய கல்வியைப் பற்றி எங்களை இருளில் ஆழ்த்தியது.""
"
"""Collectively, """"altcoins"""" are gaining ground on their bigger cousin.""
","""கூட்டாக, """"altcoins"""" தங்கள் பெரிய உறவினர் மீது தரையில் பெறுகின்றனர்.""
"
"""He added, """"She is the sister of my cousin's wife who lives in Karachi, that's how I know her.""
","""அவர் மேலும் கூறியதாவதுஃ """"அவர் கராச்சியில் வசிக்கும் என் உறவினரின் மனைவியின் சகோதரி, நான் அவளை அப்படித்தான் அறிவேன்.""
"
"""He added: """"She is the sister of my cousin's wife who lives in Karachi, that's how I know her.""
","""அவர் மேலும் கூறியதாவதுஃ """"அவர் கராச்சியில் வசிக்கும் என் உறவினரின் மனைவியின் சகோதரி, நான் அவளை அப்படித்தான் அறிவேன்.""
"
"""He continued, """"She is the sister of my cousin's wife who lives in Karachi, that's how I know her.""
","""அவர் மேலும் கூறியதாவதுஃ """"அவர் கராச்சியில் வசிக்கும் என் உறவினரின் மனைவியின் சகோதரி, நான் அவளை அப்படித்தான் அறிவேன்.""
"
"""He's my third cousin.""""""
","""அவன்தான் என்னுடைய மூன்றாவது குரு.""""""
"
"""In our family, we don't allow women to dance in public,"""" bride's cousin said.""
","எங்களது குடும்பத்தில் பொது இடங்களில் வைத்து பெண்களை ஆட அனுமதிக்க மாட்டோம்' என மணமகளின் சகோதரர் ஒருவர் இந்த விவகாரம் தொடர்பாக குறிப்பிட்டுள்ளார்.
"
"""It said they included the king's wife Lalla Salma Bennani, his cousin Prince Moulay Hicham Alaoui, nicknamed the """"red prince"""" for his progressive views, a former son-in-law of the late King Hassan II, entrepreneur Fouad Filali, and Hassan II's former bodyguard, Mohamed Mediouri, who is the current king's stepfather.""
","""ராஜாவின் மனைவி லல்லா சல்மா பென்னானி, அவரது உறவினர் இளவரசர் மவுலே ஹிச்சாம் அல ou ய், அவரது முற்போக்கான கருத்துக்களுக்கு """"சிவப்பு இளவரசன்"""" என்று செல்லப்பெயர் சூட்டினர், மறைந்த மன்னர் ஹசன் II இன் முன்னாள் மருமகன், தொழில்முனைவோர் ஃப ou ட் பிலாலி மற்றும் ஹசன் II முன்னாள் மெய்க்காப்பாளர், தற்போதைய மன்னரின் மாற்றாந்தாய் முகமது மெடியூரி.""
"
"""It shows Mitchell standing with two cousins and wearing a T-shirt with an image of King and the words """"GET YOUR KNEE FROM OUR NECKS"""" and """"BLM,"""" standing for Black Lives Matter.""
","""இது மிட்செல் இரண்டு உறவினர்களுடன் நிற்பதையும், கிங்கின் படத்துடன் ஒரு டி-ஷர்ட்டையும், பிளாக் லைவ்ஸ் மேட்டருக்கான """"உங்கள் அறிவைப் பெறுங்கள்"""" மற்றும் """"பி. எல். எம்"""" என்ற சொற்களையும் காட்டுகிறது.""
"
"""It shows Mitchell standing with two cousins and wearing a T-shirt with a picture of King and the words, """"GET YOUR KNEE OFF OUR NECKS"""" and """"BLM,"""" for Black Lives Matter.""
","""இது மிட்செல் இரண்டு உறவினர்களுடன் நிற்பதையும், கிங்கின் படத்துடன் ஒரு டி-ஷர்ட்டையும், பிளாக் லைவ்ஸ் மேட்டருக்கான """"உங்கள் அறிவைப் பெறுங்கள்"""" மற்றும் """"பி. எல். எம்"""" என்ற சொற்களையும் காட்டுகிறது.""
"
"""Justice Sangwan, in the current case, pointed out ...""""in the present petition also, the petitioner has not disclosed the fact that he is the first cousin of the girl and, therefore, the submission in the present petition that as and when she attains the age of 18 years, they will perform marriage is also per se illegal.""""""
","""தற்போதைய மனுவில் தரப்பினருக்கான ஆலோசனையை கேட்ட நீதிபதி, """"தற்போதைய மனுவிலும், அவர் சிறுமியின் முதல் உறவினர் என்ற உண்மையைப் பற்றி மனுதாரர் வெளியிடவில்லை என்பதையும், எனவே, சமர்ப்பிப்பு அவர் 18 வயதை எட்டும்போது, அவர்கள் திருமணத்தை செய்வார்கள் என்பது சட்டவிரோதமானது.""
"
"""Justice Sangwan, in the existing case, explained ..."""" in the present petition also, the petitioner has not divulged the reality that he is the very first cousin of the lady and, therefore, the submission in the present petition that as and when she obtains the age of 18 years, they will carry out marriage is also per se illegal.""""""
","""தற்போதைய மனுவில் தரப்பினருக்கான ஆலோசனையை கேட்ட நீதிபதி, """"தற்போதைய மனுவிலும், அவர் சிறுமியின் முதல் உறவினர் என்ற உண்மையைப் பற்றி மனுதாரர் வெளியிடவில்லை என்பதையும், எனவே, சமர்ப்பிப்பு அவர் 18 வயதை எட்டும்போது, அவர்கள் திருமணத்தை செய்வார்கள் என்பது சட்டவிரோதமானது.""
"
"""Known popularly as the """"oxygen man,"""" the 32-year-old sold his cherished SUV last June to fund the initiative after his friend's pregnant cousin died in a rickshaw while trying to get admitted to a hospital.""
","""""""ஆக்ஸிஜன் மனிதன்"""" என்று பிரபலமாக அறியப்பட்ட 32 வயதான தனது நண்பரின் கர்ப்பிணி உறவினர் ஒரு ரிக்ஷாவில் மருத்துவமனையில் அனுமதிக்க முயன்றபோது இந்த முயற்சியை நிதியளிப்பதற்காக கடந்த ஜூன் மாதம் தனது நேசத்துக்குரிய எஸ்யூவியை விற்றார்.""
"
"""Many cousins came and asked me, """"Do you remember me?""""""
","""அநேகர் என்னிடத்தில் வந்து """"என்னை ஞாபகம் இருக்கிறதா?""
"
"""Ms Nessa's cousin Jubail Ahmed previously said she was a """"beautiful spirit"""" and appealed for help to find whoever was responsible for the """"horrific crime.""""""
","""திருமதி நெஸ்ஸாவின் உறவினர் சுபெல் அகமது, ஆசிரியர் ஒரு """"அழகான ஆன்மா"""" என்றும் """"கொடூரமான குற்றத்திற்கு"""" பொறுப்பான நபரைக் கண்டுபிடிக்க உதவுமாறு வேண்டுகோள் விடுத்தார்.""
"
"""Ms Nessa's cousin Zubel Ahmed has previously said she was a """"beautiful soul"""" and appealed for help to find whoever was responsible for the """"horrific crime.""""""
","""திருமதி நெஸ்ஸாவின் உறவினர் சுபெல் அகமது, ஆசிரியர் ஒரு """"அழகான ஆன்மா"""" என்றும் """"கொடூரமான குற்றத்திற்கு"""" பொறுப்பான நபரைக் கண்டுபிடிக்க உதவுமாறு வேண்டுகோள் விடுத்தார்.""
"
"""Newly divorced Amirah, who is a 24-year-old professional, shares that: """"My father felt a pang of guilt ... On reflection, he felt that he should never have agreed to his brother's request of getting me married to my first cousin, who is uneducated.""""""
","""புதிதாக விவாகரத்து பெற்ற 24 வயதான தொழில்முறை நிபுணர் அமிரா இவ்வாறு பகிர்ந்துகொள்கிறார்ஃ """"என் தந்தை குற்ற உணர்ச்சியை உணர்ந்தார். . . பிரதிபலிப்பில், எனது முதல் உறவினருடன் என்னை திருமணம் செய்து கொள்ள வேண்டும் என்ற தனது சகோதரரின் வேண்டுகோளுக்கு அவர் ஒருபோதும் ஒப்புக் கொள்ளக்கூடாது என்று அவர் உணர்ந்தார், யார் படிக்காதவர்.""
"
"""Now my 3-year-old and his cousins use it to say, """"I love you,"""" wrote one happy customer.""
","இப்போது என் 3 வயது மற்றும் அவரது உறவினர்கள் இதைப் பயன்படுத்துகிறார்கள், ஐ லவ் யூ என்று எழுதினார் ஒரு மகிழ்ச்சியான வாடிக்கையாளர் .
"
"""One of Mr. Jarrah's cousins, Ziad al-Jarrah, was among the 19 hijackers who carried out the terrorist attacks of Sept. 11, 2001, """" said the Times.""
","இக்குடும்பத்தின் மற்றொரு அங்கத்தினரான ஸியாத் அல் ஜர்ராஹ் (Ziad al-Jarrah) 2001 செப்டம்பர் 11 -ல் நடந்த தாக்குதலில் பங்கெடுத்த 19 விமானக் கடத்திகளில் ஒருவர் என டைம்ஸ் பத்திரிக்கை கூறுகிறது.
"
"""One of Mr. Jarrah's cousins, Ziad al-Jarrah, was among the 19 hijackers who carried out the terrorist attacks of Sept. 11, 2001,"""" said the Times.""
","இக்குடும்பத்தின் மற்றொரு அங்கத்தினரான ஸியாத் அல் ஜர்ராஹ் (Ziad al-Jarrah) 2001 செப்டம்பர் 11 -ல் நடந்த தாக்குதலில் பங்கெடுத்த 19 விமானக் கடத்திகளில் ஒருவர் என டைம்ஸ் பத்திரிக்கை கூறுகிறது.
"
"""Parineeti previously said that her cousin Priyanka Chopra advised her to choose """"interesting"""" films instead of doing films """"just for the sake of it.""""""
","""பரினிதி முன்பு தனது உறவினர் பிரியங்கா சோப்ரா, """"அதற்காக"""" திரைப்படங்களைச் செய்வதற்குப் பதிலாக """"சுவாரஸ்யமான"""" படங்களைத் தேர்வு செய்யுமாறு அறிவுறுத்தியதாகக் கூறினார்.""
"
"""Rocky Sapra, Mr Singh's cousin, said the incident has left the victim's wife """"distraught.'""
","""திரு சிங்கின் உறவினர் ராக்கி சப்ரா, இந்த சம்பவம் பாதிக்கப்பட்டவரின் மனைவியை """"கலக்கத்தில் ஆழ்த்தியுள்ளது"""" என்றார்.""
"
"""Saddam Hussein's cousin, Ali Hassan al-Majid was directly in charge of the chemical attacks against the Kurds, earning him the epithet, """"Chemical Ali.""""""
","""சதாம் ஹுசைனின் உறவினரான அலி ஹாசன் அல்-மஜித் நேரடியாக குர்துகளுக்கு எதிரான இரசாயன தாக்குதல்களுக்கு பொறுப்பாளராக இருந்தார், அவருக்கு """"கெமிக்கல் அலி"""" என்ற பெயரைப் பெற்றார்.""
"
"""Saddam Hussein's cousin, Ali Hassan al-Majid was directly in charge of the chemical attacks against the Kurds, earning him the epithet, """"Chemical Ali.""""""""""
","""சதாம் ஹுசைனின் உறவினரான அலி ஹாசன் அல்-மஜித் நேரடியாக குர்துகளுக்கு எதிரான இரசாயன தாக்குதல்களுக்கு பொறுப்பாளராக இருந்தார், அவருக்கு """"கெமிக்கல் அலி"""" என்ற பெயரைப் பெற்றார்.""
"
"""She continued: """"My thoughts and feelings of dread were not just about that moment, but about a future where my children, cousins, and cousins will face the same discrimination and hatred.""
","""குர்லைன் தொடர்ந்தார்ஃ """"எனது எண்ணங்களும் பய உணர்வும் அந்த தருணத்தில் மட்டுமல்ல, என் குழந்தைகள், மருமகள் மற்றும் மருமகன்கள் ஒரே பாகுபாட்டையும் வெறுப்பையும் எதிர்கொள்ள வேண்டிய எதிர்காலத்தைப் பற்றியது.""
"
"""She explained: """"I'll never forget I was in Maine for my cousin's wedding...""
","அவர் விளக்கினார்ஃ 'என் உறவினரின் திருமணத்திற்காக நான் மைனேயில் இருந்தேன் என்பதை நான் ஒருபோதும் மறக்க மாட்டேன். . .
"
"""Siblings: """"He is a player known not only for his athletic achievements but for his ability to interact and stay close to his siblings,"""" said Michel, his cousin.""
","""உடன்பிறப்புகள்ஃ """"அவர் தனது தடகள சாதனைகளுக்காக மட்டுமல்ல, அவருடைய உடன்பிறப்புகளுடன் நெருக்கமாகத் தொடர்புகொள்வதற்கும் அவரது திறனுக்காகவும் அறியப்பட்ட ஒரு வீரர் ஆவார்"""" மைக்கேல், அவரது உறவினர் கூறினார்.""
"
"""Sumit's cousin, Sandeep said: """"He had everything that a man wanted.""
","""சுமித்தின் உறவினரான சந்தீப் கூறுகையில், """"ஒரு மனிதன் விரும்பிய எல்லாவற்றையும் அவர் கொண்டிருந்தார்.""
"
"""Sumit's cousin, Sandeep, who is close to him, said, """"He had everything that a man wanted.""
","""சுமித்தின் உறவினரான சந்தீப் கூறுகையில், """"ஒரு மனிதன் விரும்பிய எல்லாவற்றையும் அவர் கொண்டிருந்தார்.""
"
"""The XP200 is its dual-purpose cousin, with 21"""" wheels.""
","""எக்ஸ்பி 200 அதன் இரட்டை-நோக்கத்திற்கான உறவினர், 21"""" சக்கரங்களுடன் உள்ளது.""
"
"""The bride's cousin said, """"The groom's family had kept us in the dark about his education.""
","""உறவினர் கூறினார்ஃ """"மணமகனின் குடும்பம் அவருடைய கல்வியைப் பற்றி எங்களை இருளில் ஆழ்த்தியது.""
"
"""The cousin acted unreasonably.""""""
","""மாமனார் தகாத முறையில் நடந்துகொண்டார்""""""
"
"""The judge, after hearing counsel for the parties in the present petition, said, """"I find that in the present petition also, the petitioner has not disclosed about the fact that he is first cousin of the girl and, therefore, the submission in the present petition that as and when she attains the age of 18 years, they will perform marriage is also per se illegal.""
","""தற்போதைய மனுவில் தரப்பினருக்கான ஆலோசனையை கேட்ட நீதிபதி, """"தற்போதைய மனுவிலும், அவர் சிறுமியின் முதல் உறவினர் என்ற உண்மையைப் பற்றி மனுதாரர் வெளியிடவில்லை என்பதையும், எனவே, சமர்ப்பிப்பு அவர் 18 வயதை எட்டும்போது, அவர்கள் திருமணத்தை செய்வார்கள் என்பதும் சட்டவிரோதமானது.""
"
"""The judge, after hearing counsel for the parties in the present petition, said, """"I find that in the present petition also, the petitioner has not disclosed about the fact that he is first cousin of the girl and, therefore, the submission in the present petition that as and when she attains the age of 18 years, they will perform marriage is also per se illegal.""""""
","""தற்போதைய மனுவில் தரப்பினருக்கான ஆலோசனையை கேட்ட நீதிபதி, """"தற்போதைய மனுவிலும், அவர் சிறுமியின் முதல் உறவினர் என்ற உண்மையைப் பற்றி மனுதாரர் வெளியிடவில்லை என்பதையும், எனவே, சமர்ப்பிப்பு அவர் 18 வயதை எட்டும்போது, அவர்கள் திருமணத்தை செய்வார்கள் என்பதும் சட்டவிரோதமானது.""
"
"""This origin, which is a cousin to ginger, is native to Southeast Asia and sometimes called """"Indian Saffron"""" as a result of its attractive golden shade.""
","""இஞ்சிக்கு உறவினராக இருக்கும் இந்த வேர் தென்கிழக்கு ஆசியாவை பூர்வீகமாகக் கொண்டது மற்றும் சில நேரங்களில் """"இந்திய குங்குமப்பூ"""" என்று அழைக்கப்படுகிறது, ஏனெனில் அதன் அழகான தங்க நிறம்.""
"
"""This prefix, like its cousin above, often should be translated as """"damned"""" thing , or something more mild than you might think.""
","""மேலே உள்ள உறவினரைப் போலவே இந்த முன்னுரிமையும் பெரும்பாலும் """" கெட்ட """" (விஷயம்) என மொழிபெயர்க்கப்பட வேண்டும், அல்லது நீங்கள் நினைப்பதை விட மென்மையானது.""
"
"""This prefix, like its cousin above, often should be translated as """"damned"""" thingor something more mild than you might think.""
","""மேலே உள்ள உறவினரைப் போலவே இந்த முன்னுரிமையும் பெரும்பாலும் """" கெட்ட """" (விஷயம்) என மொழிபெயர்க்கப்பட வேண்டும், அல்லது நீங்கள் நினைப்பதை விட மென்மையானது.""
"
"""This root can be said to be a cousin to ginger, originates from Southeast Asia and is sometimes called """"Indian Saffron"""" because of its pretty Golden color.""
","""இஞ்சிக்கு உறவினராக இருக்கும் இந்த வேர் தென்கிழக்கு ஆசியாவை பூர்வீகமாகக் கொண்டது மற்றும் சில நேரங்களில் """"இந்திய குங்குமப்பூ"""" என்று அழைக்கப்படுகிறது, ஏனெனில் அதன் அழகான தங்க நிறம்.""
"
"""This root, which is a cousin of ginger, is native to Southeast Asia and sometimes called """"Indian Saffron"""" because of its rich golden color.""
","""இஞ்சிக்கு உறவினராக இருக்கும் இந்த வேர் தென்கிழக்கு ஆசியாவை பூர்வீகமாகக் கொண்டது மற்றும் சில நேரங்களில் """"இந்திய குங்குமப்பூ"""" என்று அழைக்கப்படுகிறது, ஏனெனில் அதன் அழகான தங்க நிறம்.""
"
"""This root, which is a cousin to ginger, is native to Southeast Asia and sometimes called """"Indian Saffron"""" because of its beautiful golden color.""
","""இஞ்சிக்கு உறவினராக இருக்கும் இந்த வேர் தென்கிழக்கு ஆசியாவை பூர்வீகமாகக் கொண்டது மற்றும் சில நேரங்களில் """"இந்திய குங்குமப்பூ"""" என்று அழைக்கப்படுகிறது, ஏனெனில் அதன் அழகான தங்க நிறம்.""
"
"""This root, which is a cousin to ginger, is native to Southeast Asia and sometimes called """"Indian Saffron"""" because of its beautiful golden colour.""
","""இஞ்சிக்கு உறவினராக இருக்கும் இந்த வேர் தென்கிழக்கு ஆசியாவை பூர்வீகமாகக் கொண்டது மற்றும் சில நேரங்களில் """"இந்திய குங்குமப்பூ"""" என்று அழைக்கப்படுகிறது, ஏனெனில் அதன் அழகான தங்க நிறம்.""
"
"""Turmeric, which is a cousin to ginger, is native to Southeast Asia and sometimes called """"Indian Saffron"""" because of its beautiful golden colour.""
","""இஞ்சிக்கு உறவினராக இருக்கும் இந்த வேர் தென்கிழக்கு ஆசியாவை பூர்வீகமாகக் கொண்டது மற்றும் சில நேரங்களில் """"இந்திய குங்குமப்பூ"""" என்று அழைக்கப்படுகிறது, ஏனெனில் அதன் அழகான தங்க நிறம்.""
"
"""We had to break the devastating news to his four siblings, one older and three younger than him, and to his grandparents and many uncles, aunts and cousins.""""""
","அவரது நான்கு உடன்பிறப்புகளுக்கும், அவரை விட ஒரு வயதான மற்றும் மூன்று இளையவர்களுக்கும், அவரது தாத்தா, பாட்டி மற்றும் பல மாமாக்கள், அத்தைகள் மற்றும் உறவினர்களுக்கும் நாங்கள் பேரழிவு தரும் செய்தியை உடைக்க வேண்டியிருந்தது.
"
"""While opposing the anticipatory bail plea, the state counsel argued """"that the girl was aged about 17 years and is a minor, therefore, her parents have got the FIR registered as the youth and the girl are the first cousins as their fathers are real brothers.""""""
","""எதிர்பார்ப்பு ஜாமீன் மனுவை எதிர்க்கும் போது, அரசு ஆலோசகர் வாதிட்டார், """"சிறுமிக்கு சுமார் 17 வயது மற்றும் ஒரு மைனர், எனவே, அவரது பெற்றோர் இளைஞர்களாக எஃப். ஐ. ஆர் பதிவு செய்துள்ளனர், மேலும் அவர்களின் தந்தைகள் உண்மையான சகோதரர்கள் என்பதால் பெண் முதல் உறவினர்கள் .""""""
"
"""Why did you get my cousin away?""""""
","""ஏன் இப்படி என் மாமாவை விரட்டினாய் .""""""
"
"""v.4 Moses summoned Mishael and Elzaphan, sons of Aaron's uncle Uzziel, and said to them, """"Come here; carry your cousins outside the camp, away from the front of the sanctuary.""""""
","""4. மோசே, ஆரோனின் சிற்றப்பனாகிய உசியேலின் புதல்வராகிய மிசாவேலையும், எல்சாபானையும் அழைத்து, """"""""நீங்கள் இங்கே வந்து உங்கள் சகோதரரின் சடலங்களைத் தூயகத்தின் முன்னின்று எடுத்துப் பாளையத்திற்கு வெளியே கொண்டு போங்கள்"""""""" என்றார்.""
"
