eng_Latn,tam_Taml
"""""""Vikram Joshi was killed because he protested against his niece's harassment.""
","""""""விக்ரம் ஜோஷி தனது மருமகளின் துன்புறுத்தலுக்கு எதிர்ப்பு தெரிவித்ததால் கொல்லப்பட்டார்.""
"
"""""""When I saw him walking towards me, with Clarissa's niece Haelee, I could not hold it.""
","'அவர் என்னை நோக்கி நடப்பதை நான் பார்த்தபோது, கிளாரிசாவின் மருமகள் ஹெய்லியுடன், என்னால் பிடிக்க முடியவில்லைஅது.
"
"""Donald Trump is seeking the dismissal of a lawsuit claiming he defrauded his niece out of an inheritance worth tens of millions of dollars, accusing her of embracing """"conspiracy theories"""" in her quest to consume him with lawsuits after he leaves the White House.""
","""நியூயார்க்ஃ அமெரிக்க அதிபர் டொனால்ட் டிரம்ப் தனது மருமகளை பல்லாயிரக்கணக்கான டாலர் மதிப்புள்ள ஒரு பரம்பரையிலிருந்து மோசடி செய்ததாகக் கூறி ஒரு வழக்கை தள்ளுபடி செய்ய முயல்கிறார், அவர் வெளியேறிய பிறகு அவரை வழக்குகளுடன் நுகரும் தேடலில் """"சதி கோட்பாடுகளை"""" தழுவியதாக குற்றம் சாட்டினார்.""
"
"""Donald Trump's niece Mary L. Trump published a book titled """"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man.""""""
","அதிபர் ட்ரம்பின் நெருங்கிய உறவுக்கார பெண் மேரி எல். ட்ரம்ப் எழுதிய 'Too Much and Never Enough: How My Family Created the World's Most Dangerous Man' என்ற புத்தகம் வெளியான முதல் நாளிலேயே 1 மில்லியன் பிரதிகள் விற்றன.
"
"""He wrote, """"Journalist Vikram Joshi was killed for opposing the molestation of his niece.""
","இதுகுறித்து அவர் தனது ட்விட்டர் பக்கத்தில், 'தனது மருமகளை சிலர் துன்புறுத்தியதை எதிர்த்ததற்காக பத்திரிகையாளர் விக்ரம் ஜோஷி கொலை செய்யப்பட்டுள்ளார்.
"
"""Mary Trump, the niece of President Donald Trump, has written a tell-all book, """"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,"""" about what she calls a """"dysfunctional"""" and """"dangerous"""" Trump family.""
","""டிரம்பின் அண்ணன் மகளான மேரி டிரம்பின், """"டூ மச் அண்ட் நெவர் எனஃப்ஃ ஹவ் மை ஃபேமிலி க்ரியேடட் தி வேல்ட்ஸ் மோஸ்ட் டேஞ்சரஸ் மேன்"""" (Too Much and Never Enough: How My Family Created the World's Most Dangerous Man) புத்தகத்தில் டிரம்ப் ஒரு 'மோசக்காரர்' என்றும், 'அனைவரையும் அச்சுறுத்தும் ஒரு நபர்' என்றும் விவரிக்கப்பட்டுள்ளது.""
"
"""Meena Harris, an American lawyer who is the niece of Kamala Harris, had said: """"It's no coincidence that the world's oldest democracy was attacked not even a month ago, and as we speak, the most populous democracy is under assault.""""""
","""ஹாரிஸின் மருமகள் மீனா ஹாரிஸ், """"உலகின் பழமையான ஜனநாயகம் தாக்கப்பட்டு ஒரு மாதமாகவில்லை என்பது தற்செயல் நிகழ்வு அல்ல, நாங்கள் பேசும் நேரத்தில் மிகப்பெரிய ஜனநாயகம் தாக்குதலுக்கு உள்ளாகியுள்ளது"""" என்று கூறினார்.""
"
"""NEW YORK (Reuters) - U.S. President Donald Trump is seeking the dismissal of a lawsuit claiming he defrauded his niece out of an inheritance worth tens of millions of dollars, accusing her of embracing """"conspiracy theories"""" in her quest to consume him with lawsuits after he leaves the White House.""
","""நியூயார்க்ஃ அமெரிக்க அதிபர் டொனால்ட் டிரம்ப் தனது மருமகளை பல்லாயிரக்கணக்கான டாலர் மதிப்புள்ள ஒரு பரம்பரையிலிருந்து மோசடி செய்ததாகக் கூறி ஒரு வழக்கை தள்ளுபடி செய்ய முயல்கிறார், அவர் வெளியேறிய பிறகு அவரை வழக்குகளுடன் நுகரும் தேடலில் """"சதி கோட்பாடுகளை"""" தழுவியதாக குற்றம் சாட்டினார்.""
"
"""NEW YORK: US President Donald Trump is seeking the dismissal of a lawsuit claiming he defrauded his niece out of an inheritance worth tens of millions of dollars, accusing her of embracing """"conspiracy theories"""" in her quest to consume him with lawsuits after he leaves the White House.""
","""நியூயார்க்ஃ அமெரிக்க அதிபர் டொனால்ட் டிரம்ப் தனது மருமகளை பல்லாயிரக்கணக்கான டாலர் மதிப்புள்ள ஒரு பரம்பரையிலிருந்து மோசடி செய்ததாகக் கூறி ஒரு வழக்கை தள்ளுபடி செய்ய முயல்கிறார், அவர் வெளியேறிய பிறகு அவரை வழக்குகளுடன் நுகரும் தேடலில் """"சதி கோட்பாடுகளை"""" தழுவியதாக குற்றம் சாட்டினார்.""
"
"""The victim's six-year-old niece was present at the scene when Singh allegedly shouted """"Happy Holi"""" while shooting Shoree in front of her.""
","""ஷோரிக்கு முன்னால் சுடும் போது சிங் """"ஹேப்பி ஹோலி"""" என்று கூச்சலிட்டதாகக் கூறப்படும் சம்பவத்தில் பாதிக்கப்பட்டவரின் ஆறு வயது மருமகள் சம்பவ இடத்தில் இருந்தார்.""
"
"""Trump's niece Mary Trump has penned a memoir, """"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,"""" in which she says Trump's father is a """"high-functioning sociopath"""" who created an """"atmosphere of division"""" among his children.""
","""டிரம்பின் அண்ணன் மகளான மேரி டிரம்பின், """"டூ மச் அண்ட் நெவர் எனஃப்ஃ ஹவ் மை ஃபேமிலி க்ரியேடட் தி வேல்ட்ஸ் மோஸ்ட் டேஞ்சரஸ் மேன்"""" (Too Much and Never Enough: How My Family Created the World's Most Dangerous Man) புத்தகத்தில் டிரம்ப் ஒரு 'மோசக்காரர்' என்றும், 'அனைவரையும் அச்சுறுத்தும் ஒரு நபர்' என்றும் விவரிக்கப்பட்டுள்ளது.""
"
"""U.S. President Donald Trump is in search of the dismissal of a lawsuit claiming he defrauded his niece out of an inheritance value tens of tens of millions of {dollars}, accusing her of embracing """"conspiracy theories"""" in her quest to eat him with lawsuits after he leaves the White Home.""
","""நியூயார்க்ஃ அமெரிக்க அதிபர் டொனால்ட் டிரம்ப் தனது மருமகளை பல்லாயிரக்கணக்கான டாலர் மதிப்புள்ள ஒரு பரம்பரையிலிருந்து மோசடி செய்ததாகக் கூறி ஒரு வழக்கை தள்ளுபடி செய்ய முயல்கிறார், அவர் வெளியேறிய பிறகு அவரை வழக்குகளுடன் நுகரும் தேடலில் """"சதி கோட்பாடுகளை"""" தழுவியதாக குற்றம் சாட்டினார்.""
"
"""US President Donald Trump is seeking the dismissal of a lawsuit claiming he defrauded his niece out of an inheritance worth tens of millions of dollars, accusing her of embracing """"conspiracy theories"""" in her quest to consume him with lawsuits after he leaves the White House.""
","""நியூயார்க்ஃ அமெரிக்க அதிபர் டொனால்ட் டிரம்ப் தனது மருமகளை பல்லாயிரக்கணக்கான டாலர் மதிப்புள்ள ஒரு பரம்பரையிலிருந்து மோசடி செய்ததாகக் கூறி ஒரு வழக்கை தள்ளுபடி செய்ய முயல்கிறார், அவர் வெளியேறிய பிறகு அவரை வழக்குகளுடன் நுகரும் தேடலில் """"சதி கோட்பாடுகளை"""" தழுவியதாக குற்றம் சாட்டினார்.""
"
"""US Vice President Kamala Harris's niece Meena Harris wrote, """"It's no coincidence that the world's oldest democracy was attacked not even a month ago, and as we speak, the most populous democracy is under assault.""
","""ஹாரிஸின் மருமகள் மீனா ஹாரிஸ், """"உலகின் பழமையான ஜனநாயகம் தாக்கப்பட்டு ஒரு மாதமாகவில்லை என்பது தற்செயல் நிகழ்வு அல்ல, நாங்கள் பேசும் நேரத்தில் மிகப்பெரிய ஜனநாயகம் தாக்குதலுக்கு உள்ளாகியுள்ளது"""" என்று கூறினார்.""
"
"""Upon receiving the news of Eaton's death, Callie Broaddus - Eaton's niece - took to the Facebook group to express that she is """"forever grateful for the support"""" and ask everyone to """"avoid speculation on [the] page.""""""
","""ஈட்டனின் மரணச் செய்தியைப் பெற்றதும், ஈட்டனின் மருமகள் - காலீ பிராட்டஸ், பேஸ்புக் குழுவிற்கு அழைத்துச் சென்றார், அவர் """"ஆதரவுக்கு எப்போதும் நன்றியுள்ளவள்"""" என்பதை வெளிப்படுத்தவும், """"[பக்கத்தில்] ஊகங்களைத் தவிர்க்கவும்"""" அனைவரையும் கேட்டுக்கொள்ளவும்.""
"
"A lawyer, entrepreneur and author, Meena Harris is also the niece of Kamala Harris.
","வழக்கறிஞர் மற்றும் தொழில்முனைவர் மற்றும் எழுத்தாளரான மீனா ஹாரிஸ், கமலா ஹாரிஸின் தங்கை மகள் ஆவார்.
"
"A lawyer, entrepreneur and author, Meena Harris is also the niece of Vice President Kamala Harris.
","வழக்கறிஞர் மற்றும் தொழில்முனைவர் மற்றும் எழுத்தாளரான மீனா ஹாரிஸ், கமலா ஹாரிஸின் தங்கை மகள் ஆவார்.
"
"A man told WTTV that his niece was sitting in the driver's seat of her auto when the gunfire erupted, and she was wounded.
","துப்பாக்கிச் சூடு வெடித்தபோது தனது மருமகள் தனது காரின் டிரைவர் இருக்கையில் அமர்ந்திருந்ததாகவும், அவர் காயமடைந்ததாகவும் ஒருவர் WTTV இடம் கூறினார்.
"
"A man told WTTV that his niece was sitting in the driver's seat of her car when the gunfire erupted, and she was wounded.
","துப்பாக்கிச் சூடு வெடித்தபோது தனது மருமகள் தனது காரின் டிரைவர் இருக்கையில் அமர்ந்திருந்ததாகவும், அவர் காயமடைந்ததாகவும் ஒருவர் WTTV இடம் கூறினார்.
"
"A man told WTTV that his niece was sitting in the driver's seat of her vehicle when the gunfire erupted, and she was wounded.
","துப்பாக்கிச் சூடு வெடித்தபோது தனது மருமகள் தனது காரின் டிரைவர் இருக்கையில் அமர்ந்திருந்ததாகவும், அவர் காயமடைந்ததாகவும் ஒருவர் WTTV இடம் கூறினார்.
"
"A niece was crying.
","ஒரு மாமி ஓவென்று அழுதுவிட்டாள்.
"
"About Domenico Berardi's relatives: Away from Berardi's immediate family, not much is known about his maternal and paternal grandparents while his uncles, aunts, cousins, nephews and nieces are yet to be identified.
","டொமினிகோ பெரார்டியின் உறவினர்களைப் பற்றிஃ பெரார்டியின் உடனடி குடும்பத்திலிருந்து விலகி, அவரது மாமனார், அத்தை, உறவினர்கள், மருமகள் மற்றும் மருமகள் இன்னும் அடையாளம் காணப்படாத நிலையில், அவரது தாய் மற்றும் தந்தைவழி தாத்தா பாட்டி பற்றி அதிகம் தெரியவில்லை.
"
"About Donyell Malen's relatives: Away from Malen's immediate family life, he has a grandfather and grandmother identified as Joop and Marian respectively while there are no existing records of his uncles, aunts, cousins, nieces and nephews at the time of writing.
","டோனியல் மாலனின் உறவினர்களைப் பற்றிஃ மாலனின் உடனடி குடும்ப வாழ்க்கையிலிருந்து விலகி, அவருக்கு முறையே ஒரு தாத்தா மற்றும் பாட்டி ஜூப் மற்றும் மரியன் என அடையாளம் காணப்பட்டிருக்கிறார்கள், அதே நேரத்தில் எழுதும் நேரத்தில் அவரது மாமாக்கள், அத்தைகள், உறவினர்கள், மருமகள் மற்றும் மருமகன்கள் பற்றிய பதிவுகள் எதுவும் இல்லை.
"
"About Mario Balotelli Relatives: There is no denying the fact that Balotelli has uncles, aunts, cousins, nephews and nieces regardless of the fact that he doesn't identify with them.
","மரியோ Balotelli பற்றி உறவினர்கள்ஃ Balotelli மாமாக்கள், அத்தை, உறவினர்கள், மருமகன்கள் மற்றும் உறவினர்கள் ஆகியோருடன் அவர் அடையாளம் காணாத உண்மையைப் பொருட்படுத்துவதில்லை என்ற உண்மையை மறுக்க முடியாது.
"
"About Neres' Relatives: Away from Neres' immediate family life not much is known about his grandparents uncles and aunts including his cousins' nephews and nieces.
","Neres உறவினர்கள் பற்றிஃ Neres 'உடனடி குடும்ப வாழ்க்கையில் இருந்து அவரின் உறவினர்களிடமிருந்தும் உறவினர்களிடமிருந்தும் அவரது தாத்தா பாட்டி மாமாக்கள் மற்றும் அத்தை பற்றி அதிகம் அறியப்படவில்லை.
"
"About Ángel Correa relatives: Away from Angel Correa's family life, there is not much known about his ancestry and family roots, particularly as it relates to his paternal and maternal grandparents while his uncles, aunts, cousins, nieces and nephews are yet to be identified at the time of writing this bio.
","ஏஞ்சல் கொரியா உறவினர்கள் பற்றிஃ ஏஞ்சல் கொரியாவின் குடும்ப வாழ்க்கையிலிருந்து விலகி, அவரது வம்சாவளி மற்றும் குடும்ப வேர்களைப் பற்றி அதிகம் அறியப்படவில்லை, குறிப்பாக இது அவரது தந்தை மற்றும் தாய்வழி தாத்தா பாட்டிகளுடன் தொடர்புடையது, அதே நேரத்தில் அவரது மாமாக்கள், அத்தைகள், உறவினர்கள், மருமகள் மற்றும் மருமகன்கள் இன்னும் எழுதப்படவில்லை.
"
"After Rajeev Kapoor's death, his elder brother Randhir Kapoor and niece Kareena Kapoor were taken out of the hospital.
","ராஜீவ் கபூர் இறந்த பிறகு, அவரது மூத்த சகோதரர் ரந்தீர் கபூர் மற்றும் மருமகள் கரீனா கபூர் ஆகியோர் மருத்துவமனையில் இருந்து வெளியேற்றப்பட்டனர்.
"
"After all, Mr Aziz had been helping out with the wedding planning and transporting his niece's items to her new home.
","எல்லாவற்றிற்கும் மேலாக, திரு அஜீஸ் திருமண திட்டமிடல் மற்றும் அவரது மருமகளின் பொருட்களை தனது புதிய வீட்டிற்கு கொண்டு செல்வதில் உதவினார்.
"
"After he impregnated his niece, he insisted she have an abortion and then, when she died as a result, he deified her.
","அவர் தனது மருமகளை ஆட்டிப்படைத்த பிறகு, அவர் கருக்கலைப்பு செய்ய வேண்டும் என்று வலியுறுத்தினார், அதன் விளைவாக அவர் இறந்துவிட்டதால், அவர் அவளை வணங்கினார்.
"
"After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to recent bloodshed and chaos.
","கதை சுருக்கம்ஃ தனது தாயின் மர்மமான மரணத்திற்குப் பிறகு, நிக்கா தனது வருகை மகள் விளையாடும் பேசும், சிவப்பு ஹேர்டு பொம்மை சமீபத்திய இரத்தக் கொதிப்பு மற்றும் குழப்பங்களுக்கு முக்கியமாக இருக்கலாம் என்று சந்தேகிக்கத் தொடங்குகிறது.
"
"Again, neither have his uncles, aunts, cousins, nieces and nephews been identified.
","மீண்டும், அவரது மாமாக்கள், அத்தைகள், உறவினர்கள், மருமகள் மற்றும் மருமகன்கள் ஆகியோரும் அடையாளம் காணப்படவில்லை.
"
"All family members; his mum, dad, brother, sister, cousin, uncle, nephew niece, etc) pictured below are willing to do anything to protect their loved ones.
","அனைத்து குடும்ப உறுப்பினர்களும்; அவரது அம்மா, அப்பா, சகோதரர், சகோதரி, உறவினர், மாமா, மருமகன் மருமகள் போன்றவை) கீழே உள்ள படத்தில் தங்கள் அன்புக்குரியவர்களைப் பாதுகாக்க எதையும் செய்ய தயாராக உள்ளனர்.
"
"Another year has passed by, and my little niece has grown up a bit once more.
","இன்னொரு வருடம் கடந்துவிட்டது, என் சிறிய மகள் மீண்டும் ஒரு முறை வளர்ந்துவிட்டாள்.
"
"As a parent, you most likely want to help children that you know, such as foster children, grandchildren, nieces, nephews, as well as your own children love nature.
","ஒரு பெற்றோராக, வளர்ப்பு குழந்தைகள், பேரக்குழந்தைகள், மருமகள், மருமகன்கள் மற்றும் உங்கள் சொந்த குழந்தைகள் இயற்கையை நேசிப்பது போன்ற உங்களுக்குத் தெரிந்த குழந்தைகளுக்கு நீங்கள் உதவ விரும்புகிறீர்கள். இரு. . .
"
"Aunt and niece have not spoken to each other since then.
","அன்றிலிருந்து மருமகளுக்கும், மாமனுக்கும் பேச்சு வார்த்தை கிடையாது.
"
"Bhutto's niece and others have publicly accused Bhutto of complicity in the killing of her brother Murtaza Bhutto in 1996 by uniformed police officers while she was Prime Minister
","1996ல் பூட்டோ பிரதம மந்திரியாக இருந்த போது, சீருடை அணிந்த போலீஸால் அவரின் சகோதரர் முர்தாஜா பூட்டோ கொல்லப்பட்டதற்கு பெனசீர் உடந்தையாக இருந்தார் என்று பூட்டோவின் உறவினரும், பிறரும் வெளிப்படையாகவே பூட்டோவைக் குற்றஞ்சாட்டினார்கள்.
"
"Bhutto's niece and others have publicly accused Bhutto of complicity in the killing of her brother Murtaza Bhutto in 1996 by uniformed police officers while she was Prime Minister.
","1996ல் பூட்டோ பிரதம மந்திரியாக இருந்த போது, சீருடை அணிந்த போலீஸால் அவரின் சகோதரர் முர்தாஜா பூட்டோ கொல்லப்பட்டதற்கு பெனசீர் உடந்தையாக இருந்தார் என்று பூட்டோவின் உறவினரும், பிறரும் வெளிப்படையாகவே பூட்டோவைக் குற்றஞ்சாட்டினார்கள்.
"
"Bhutto's niece and others have publicly accused Bhutto of complicity in the killing of her brother Murtaza Bhutto in 1996 by uniformed police officers while she was Prime Minister.[32]
","1996ல் பூட்டோ பிரதம மந்திரியாக இருந்த போது, சீருடை அணிந்த போலீஸால் அவரின் சகோதரர் முர்தாஜா பூட்டோ கொல்லப்பட்டதற்கு பெனசீர் உடந்தையாக இருந்தார் என்று பூட்டோவின் உறவினரும், பிறரும் வெளிப்படையாகவே பூட்டோவைக் குற்றஞ்சாட்டினார்கள்.
"
"Bhutto's niece and others have publicly accused Bhutto of complicity in the killing of her brother Murtaza Bhutto in 1996 by uniformed police officers while she was Prime Minister.[48]
","1996ல் பூட்டோ பிரதம மந்திரியாக இருந்த போது, சீருடை அணிந்த போலீஸால் அவரின் சகோதரர் முர்தாஜா பூட்டோ கொல்லப்பட்டதற்கு பெனசீர் உடந்தையாக இருந்தார் என்று பூட்டோவின் உறவினரும், பிறரும் வெளிப்படையாகவே பூட்டோவைக் குற்றஞ்சாட்டினார்கள்.
"
"Bilkis Bano was in a group of 17 people that included her three-year-old daughter, her mother, a pregnant cousin, her younger siblings, nieces and nephews, and two adult men.
","தன்னுடைய மூன்று வயது மகள், தாய், கர்ப்பிணி உறவினர், அவருடைய இளையோர், உடன் பிறந்தவர் மகன்கள் மற்றும் மகள்கள், வயது வந்த ஆண்கள் இருவர் என மொத்தம் 17 பேர் குழுவில் பில்கிஸ் பானு இருந்தார்.
"
"Brisebois started her work on the series during the 9th season as Stephanie Mills, Archie and Edith's 9-year-old, Jewish niece.
","ப்ரிஸ்போயிஸ் 9 வது சீசனில் ஸ்டீபனி மில்ஸ், ஆர்ச்சி மற்றும் எடித்தின் 9 வயது, யூத மருமகள் என தனது தொடரில் தனது பணியைத் தொடங்கினார்.
"
"But the 59-year-old was unable to prevent her siblings from taking her nieces and grand-nieces for it.
","ஆனால், 59 வயதான அவரது சகோதரி தனது மகள்களையும் பேத்திகளையும் அதற்கு உட்படுத்து வதை தடுக்க முடியவில்லை.
"
"But you helped raise some of your siblings and some of your nieces and nephews.
","ஆனால் நீங்கள் உங்கள் உடன்பிறப்புகளில் சிலரையும் உங்கள் மருமகள் மற்றும் மருமகன்களையும் வளர்க்க உதவினீர்கள்.
"
"Curse of Chucky: After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to recent bloodshed and chaos.
","கதை சுருக்கம்ஃ தனது தாயின் மர்மமான மரணத்திற்குப் பிறகு, நிக்கா தனது வருகை மகள் விளையாடும் பேசும், சிவப்பு ஹேர்டு பொம்மை சமீபத்திய இரத்தக் கொதிப்பு மற்றும் குழப்பங்களுக்கு முக்கியமாக இருக்கலாம் என்று சந்தேகிக்கத் தொடங்குகிறது.
"
"Finally, to all the people, the whole Party, the entire army, to my nephews and nieces, young people and children I leave my boundless love.
","இறுதியாக, அனைத்து மக்களுக்கும், கட்சி முழுமைக்கும், ராணுவம் முழுமைக்கும், எனது மருமகன்கள், மருமகள்கள், இளைஞர்கள், குழந்தைகள் அனைவருக்கும் எல்லையற்ற, அளவில்லா என் அன்பை விட்டுச் செல்கிறேன்.
"
"Finally, to the whole people, the whole Party, the whole army, to my nephew and nieces, the youth and children, I leave my boundless love.
","இறுதியாக, அனைத்து மக்களுக்கும், கட்சி முழுமைக்கும், ராணுவம் முழுமைக்கும், எனது மருமகன்கள், மருமகள்கள், இளைஞர்கள், குழந்தைகள் அனைவருக்கும் எல்லையற்ற, அளவில்லா என் அன்பை விட்டுச் செல்கிறேன்.
"
"Finally, to the whole people, the whole Party, the whole army, to my nephews and nieces, the youth and children I leave my boundless love.
","இறுதியாக, அனைத்து மக்களுக்கும், கட்சி முழுமைக்கும், ராணுவம் முழுமைக்கும், எனது மருமகன்கள், மருமகள்கள், இளைஞர்கள், குழந்தைகள் அனைவருக்கும் எல்லையற்ற, அளவில்லா என் அன்பை விட்டுச் செல்கிறேன்.
"
"Finally, to the whole people, the whole Party, the whole army, to my nephews and nieces, the youth and children, I leave my boundless love.
","இறுதியாக, அனைத்து மக்களுக்கும், கட்சி முழுமைக்கும், ராணுவம் முழுமைக்கும், எனது மருமகன்கள், மருமகள்கள், இளைஞர்கள், குழந்தைகள் அனைவருக்கும் எல்லையற்ற, அளவில்லா என் அன்பை விட்டுச் செல்கிறேன்.
"
"For example, a man cannot marry his sister or his niece.
","எடுத்துக்காட்டாக, தனது மகள் அல்லது சகோதரியின் புதல்வனைத் தத்து எடுத்துக் கொள்ள முடியாது.
"
"Four days before the attack, he had complained to the police about his niece being harassed by a group of men.
","தாக்குதலுக்கு நான்கு நாட்களுக்கு முன்னர், தனது மருமகள் ஒரு குழுவினரால் துன்புறுத்தப்படுவதாக போலீசில் புகார் செய்திருந்தார்.
"
"He had another niece who was four years younger than me.
","அவனுக்கடுத்தது ஒரு தங்கை, என்னை விட 4 வயது சிறியவள்.
"
"He took out a gun and shot his niece in the back.
","அவர் ஒரு துப்பாக்கியை எடுத்து தனது மருமகளை பின்புறத்தில் சுட்டார்.
"
"His brothers and sisters, nieces and nephews live here, and his 25-year-old daughter.
","அவரது சகோதரர்கள், உடன் பிறந்தாரின் மகள், மகன் அனைவரும் இங்கே வாழ்கிறார்கள், அவரது 25 வயது மகளும் இங்கே வாழ்ந்து கொண்டிருக்கிறார்.
"
"His first marriage was with Kate McCarthy, a niece of Cuan McCarthy on 16 April 1994 in Pietermaritzburg.
","அவர் கூவன் மெக்கார்த்தியின் உறவினரான கேட் மெக்கார்த்தியை 1994 ஏப்ரல் 16 இல் பைடர்மாரிட்ஸ்பர்க்கில் திருமணம் செய்துகொண்டார்.
"
"His fourth wife, Anna of Austria, was his niece (his sister's son) as well as his first cousin once removed (her father was Philip's paternal first cousin).
","ஆஸ்திரியாவின் நான்காவது மனைவியாக அன்னா அவரது மகள் (அவரது சகோதரியின் மகன்) மற்றும் அவரது முதல் உறவினர் ஒருமுறை நீக்கப்பட்டார் (அவரது தந்தை பிலிப் தந்தையின் முதல் உறவினர்).
"
"His niece Harriet Lane fulfilled the role of hostess.
","அவரது மருமகன் ஹாரிட் லேன் விருந்தினரின் பாத்திரத்தை பூர்த்தி செய்தார்.
"
"His niece and his son participated.
","இதில், அவரது மனைவி மற்றும் மகன் பங்கேற்றனர்.
"
"How much Zendaya nephews and nieces have there is no word but a family photo of 2016 indicates that the flock is rather big.
","ஜெண்டயாவுக்கு எத்தனை மருமகள் மற்றும் மருமகன்கள் இருக்கிறார்கள் என்பது குறித்து எந்த வார்த்தையும் இல்லை, ஆனால் 2016 குடும்ப புகைப்படம் ஒரு பெரிய மந்தையை குறிக்கிறது.
"
"However, after her mother's mysterious death Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to the ensuing bloodshed and chaos.
","கதை சுருக்கம்ஃ தனது தாயின் மர்மமான மரணத்திற்குப் பிறகு, நிக்கா தனது வருகை மகள் விளையாடும் பேசும், சிவப்பு ஹேர்டு பொம்மை சமீபத்திய இரத்தக் கொதிப்பு மற்றும் குழப்பங்களுக்கு முக்கியமாக இருக்கலாம் என்று சந்தேகிக்கத் தொடங்குகிறது.
"
"I do have 2 nieces and a nephew.... read more
","எனக்கு ஓர் அண்ணாவும், இரண்டு அக்காக்களும் உ. . . read more
"
"I have seven sisters and two brothers and many nieces and nephews.
","நான் ஒரு மகள் இருபத்தி ஏழு மற்றும் பல சகோதரர்கள் மற்றும் சகோதரிகள்.
"
"I liked the niece, and this is the main thing.
","நான் மருமகளை விரும்பினேன், இது முக்கிய விஷயம்.
"
"I want to see my new niece back home.
","எங்கள் வீட்டின் புது வரவான என் மருமகனை பார்க்கச்செல்கின்றேன்.
"
"I'm not messing with you or your niece.
","உன்னையோ அண்ணியையோ தொல்லையே பண்ண மாட்டேன்.
"
"If the Brazilian player gets to attain more recognition, we would probably get to see many people acclaim themselves as his uncles, aunts, nephews, or nieces.
","பிரேசிலிய வீரர் அதிக அங்கீகாரத்தைப் பெற்றால், பலர் தங்களை அவரது மாமாக்கள், அத்தைகள், மருமகன்கள் அல்லது மருமகள் என்று பாராட்டுவதைப் பார்ப்போம்.
"
"In 2017, Upadhyay's niece and several politicians have demanded a fresh probe in his murder.
","2017 ஆம் ஆண்டில், உபாத்யாயாவின் மருமகளும் பல அரசியல்வாதிகளும் அவரது கொலையில் புதிய விசாரணை கோரினர்.
"
