eng_Latn,pan_Guru
"""15 Saul's uncle said, """"Tell me, please, what Samuel said to you.""""""
","""15 ਸ਼ਾਊਲ ਦੇ ਚਾਚੇ ਨੇ ਸਾਨੂੰ ਕਿਹਾ, """"ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਦੱਸ ਕਿ ਤੈਨੂੰ ਸਮੂਏਲ ਨੇ ਕੀ ਕਿਹਾ ਹੈ?""
"
"""15 So Saul's uncle said to him, """"Please tell me, what did Samuel say to you?""""""
","""15 ਸ਼ਾਊਲ ਦੇ ਚਾਚੇ ਨੇ ਸਾਨੂੰ ਕਿਹਾ, """"ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਦੱਸ ਕਿ ਤੈਨੂੰ ਸਮੂਏਲ ਨੇ ਕੀ ਕਿਹਾ ਹੈ?""
"
"""20 """"A man must not have sexual relations with his uncle's wife.""
","""20 """"ਕਿਸੇ ਆਦਮੀ ਨੂੰ ਆਪਣੇ ਚਾਚੇ ਦੀ ਪਤਨੀ ਨਾਲ ਜਿਨਸੀ ਸੰਬੰਧ ਨਹੀਂ ਬਨਾਉਣੇ ਚਾਹੀਦੇ।""
"
"""<20> """"A man must not have sexual relations with his uncle's wife.""
","""20 """"ਕਿਸੇ ਆਦਮੀ ਨੂੰ ਆਪਣੇ ਚਾਚੇ ਦੀ ਪਤਨੀ ਨਾਲ ਜਿਨਸੀ ਸੰਬੰਧ ਨਹੀਂ ਬਨਾਉਣੇ ਚਾਹੀਦੇ।""
"
"""And Saul's uncle said, """"Tell me, please, what Samuel said to you.""""""
","""ਸ਼ਾਊਲ ਦੇ ਚਾਚੇ ਨੇ ਸਾਨੂੰ ਕਿਹਾ, """"ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਦੱਸ ਕਿ ਤੈਨੂੰ ਸਮੂਏਲ ਨੇ ਕੀ ਕਿਹਾ ਹੈ?""
"
"""He said to his uncles and all of his mother's family group, 2 """"Ask the leaders of Shechem this question: 'Is it better for you to be ruled by the 70 sons of Jerub-Baal or to be ruled by only 1 man?'""
","""ਉਸਨੇ ਆਪਣੇ ਚਾਚਿਆਂ ਅਤੇ ਮਾਤਾ ਦੇ ਸਾਰੇ ਪਰਿਵਾਰ ਨੂੰ ਆਖਿਆ, 2 """"ਸ਼ਕਮ ਸ਼ਹਿਰ ਦੇ ਆਗੁਆਂ ਨੂੰ ਇਹ ਸਵਾਲ ਪੁਛੋ; 'ਕੀ ਤੁਹਾਡੇ ਲਈ ਯਰੁਬ੍ਬਆਲ ਦੇ 70 ਪੁੱਤਰਾਂ ਦੀ ਹਕੂਮਤ ਬਿਹਤਰ ਹੈ ਜਾਂ ਸਿਰਫ਼ ਇੱਕ ਆਦਮੀ ਦੀ ਹਕੂਮਤ?""
"
"""He said to his uncles and all of his mother's family, 2 """"Ask the leaders of the city of Shechem this question: 'Is it better for you to be ruled by the 70 sons of Gideon or to be ruled by only one man?""
","""ਉਸਨੇ ਆਪਣੇ ਚਾਚਿਆਂ ਅਤੇ ਮਾਤਾ ਦੇ ਸਾਰੇ ਪਰਿਵਾਰ ਨੂੰ ਆਖਿਆ, 2 """"ਸ਼ਕਮ ਸ਼ਹਿਰ ਦੇ ਆਗੁਆਂ ਨੂੰ ਇਹ ਸਵਾਲ ਪੁਛੋ; 'ਕੀ ਤੁਹਾਡੇ ਲਈ ਯਰੁਬ੍ਬਆਲ ਦੇ 70 ਪੁੱਤਰਾਂ ਦੀ ਹਕੂਮਤ ਬਿਹਤਰ ਹੈ ਜਾਂ ਸਿਰਫ਼ ਇੱਕ ਆਦਮੀ ਦੀ ਹਕੂਮਤ?""
"
"""He said to his uncles and all of his mother's family, <2> """"Ask the leaders of the city of Shechem this question: 'Is it better for you to be ruled by the 70 sons of Jerub Baal or to be ruled by only one man?""
","""ਉਸਨੇ ਆਪਣੇ ਚਾਚਿਆਂ ਅਤੇ ਮਾਤਾ ਦੇ ਸਾਰੇ ਪਰਿਵਾਰ ਨੂੰ ਆਖਿਆ, 2 """"ਸ਼ਕਮ ਸ਼ਹਿਰ ਦੇ ਆਗੁਆਂ ਨੂੰ ਇਹ ਸਵਾਲ ਪੁਛੋ; 'ਕੀ ਤੁਹਾਡੇ ਲਈ ਯਰੁਬ੍ਬਆਲ ਦੇ 70 ਪੁੱਤਰਾਂ ਦੀ ਹਕੂਮਤ ਬਿਹਤਰ ਹੈ ਜਾਂ ਸਿਰਫ਼ ਇੱਕ ਆਦਮੀ ਦੀ ਹਕੂਮਤ?""
"
"""NIV 14 Now Saul's uncle asked him and his servant, """"Where have you been?""""""
","""14 ਸ਼ਾਊਲ ਦੇ ਚਾਚੇ ਨੇਉਸਨੂੰ ਅਤੇ ਉਸਦੇ ਸੇਵਕ ਨੂੰ ਪੁਛਿਆ, """"ਤੁਸੀਂ ਇੰਨੇ ਦਿਨਾਂ ਤੋਂ ਕਿਥੇ ਸੀ?""
"
"""Naveen does not need to worry about her future, she has her other mother, Umi, her uncles, relatives and father to look after her.""""""
","'ਨਵੀਨ ਨੂੰ ਆਪਣੇ ਭਵਿੱਖ ਬਾਰੇ ਚਿੰਤਾ ਕਰਨ ਦੀ ਜ਼ਰੂਰਤ ਨਹੀਂ, ਉਸ ਦੀ ਆਪਣੀ ਮਾਂ ਦੀ ਮਾਂ, ਉਨਮੀ, ਉਸ ਦੇ ਚਾਚੇ, ਰਿਸ਼ਤੇਦਾਰਾਂ ਅਤੇ ਪਿਤਾ ਦੀ ਦੇਖਭਾਲ ਕਰਨ ਦੀ ਜ਼ਰੂਰਤ ਹੈ.
"
"""Saul's uncle said, """"Please tell me what Samuel said to you.""""""
","""ਸ਼ਾਊਲ ਦੇ ਚਾਚੇ ਨੇ ਸਾਨੂੰ ਕਿਹਾ, """"ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਦੱਸ ਕਿ ਤੈਨੂੰ ਸਮੂਏਲ ਨੇ ਕੀ ਕਿਹਾ ਹੈ?""
"
"""Saul's uncle said, """"Please tell me, what did Samuel say to you?""""""
","""ਸ਼ਾਊਲ ਦੇ ਚਾਚੇ ਨੇ ਸਾਨੂੰ ਕਿਹਾ, """"ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਦੱਸ ਕਿ ਤੈਨੂੰ ਸਮੂਏਲ ਨੇ ਕੀ ਕਿਹਾ ਹੈ?""
"
"""When Magozwe asked if he could go to school, his uncle beat him and said, """"You're too stupid to learn anything.""""""
","""ਜਦ ਮਗੋਜ਼ਵੀ ਨੇ ਪੁੱਛਿਆ ਜੇ ਉਹ ਸਕੂਲ ਜਾ ਸਕਦਾ ਹੈ ਤਾਂ ਉਸ ਦੇ ਚਾਚੇ ਨੇ ਉਸ ਨੂੰ ਕੁੱਟ ਕੇ ਕਿਹਾ, """"ਤੂੰ ਕੁਝ ਵੀ ਸਿੱਖਣ ਲਈ ਮੂਰਖ ਹੈ।""
"
"'Naveen does not need to worry about her future, she has her other mother, Umi, her uncles, relatives and father to look after her.
","'ਨਵੀਨ ਨੂੰ ਆਪਣੇ ਭਵਿੱਖ ਬਾਰੇ ਚਿੰਤਾ ਕਰਨ ਦੀ ਜ਼ਰੂਰਤ ਨਹੀਂ, ਉਸ ਦੀ ਆਪਣੀ ਮਾਂ ਦੀ ਮਾਂ, ਉਨਮੀ, ਉਸ ਦੇ ਚਾਚੇ, ਰਿਸ਼ਤੇਦਾਰਾਂ ਅਤੇ ਪਿਤਾ ਦੀ ਦੇਖਭਾਲ ਕਰਨ ਦੀ ਜ਼ਰੂਰਤ ਹੈ.
"
"15 When it was Esther's turn to go to the king (Esther the daughter of Abihail the uncle of Mordecai, who had adopted her as his daughter), she asked for nothing other than what Hegai, the king's eunuch in charge of the harem, had recommended.
","15 ਜਦੋਂ ਅਸਤਰ ਦੀ ਪਾਤਸ਼ਾਹ ਕੋਲ ਜਾਣ ਦੀ ਵਾਰੀ ਆਈ, ਤਾਂ ਉਸਨੇ ਕੋਈ ਮੰਗ ਨਾ ਕੀਤੀ (ਅਸਤਰ ਮਾਰਦਕਈ ਦੇ ਚਾਚੇ ਅਬੀਹਯਿਲ ਦੀ ਧੀ ਸੀ, ਜਿਸ ਨੇ ਉਸ ਨੂੰ ਗੋਦ ਲਿਆ ਸੀ।
"
"1880: The family moved to Munich, where dad and his uncle created a business manufacturing electric equipment.
","1880 ਵਿੱਚ ਉਨ੍ਹਾਂ ਦਾ ਪਰਵਾਰ ਮਿਊਨਿਖ ਸ਼ਹਿਰ ਚਲਾ ਗਿਆ ਜਿੱਥੇ ਉਹਨਾਂ ਦੇ ਪਿਤਾ ਅਤੇ ਚਾਚੇ ਨੇ ਇਕ ਇਲੈਕਟ੍ਰੋਨਿਕ ਕੰਪਨੀ ਖੋਲੀ ।
"
"23:9 After him, ten buvo Eleazaras, the son of his paternal uncle, Ahohite, who was among the three valiant men who were with David when they chastised the Philistines, and they were gathered together in battle there.
","23:9 ਉਸ ਨੂੰ ਬਾਅਦ, ਅਲਆਜ਼ਾਰ ਸੀ ਉਥੇ, ਉਸ ਦੇ ਚਾਚੇ ਦੇ ਪੁੱਤਰ, ਦੋਦਈ, ਜੋ ਤਿੰਨ ਬਹਾਦੁਰ ਦਾਊਦ ਦੇ ਨਾਲ ਸਨ, ਸੀ, ਜਦ ਉਹ ਫ਼ਲਿਸਤੀ ਸਜ਼ਾ, ਅਤੇ ਉਹ ਇਕੱਠੇ ਲੜਾਈ ਵਿੱਚ ਉੱਥੇ ਇਕੱਠੇ ਹੋਏ ਸਨ.
"
"23:9 After him, било Елеазаром, the son of his paternal uncle, Ахоха, who was among the three valiant men who were with David when they chastised the Philistines, and they were gathered together in battle there.
","23:9 ਉਸ ਨੂੰ ਬਾਅਦ, ਅਲਆਜ਼ਾਰ ਸੀ ਉਥੇ, ਉਸ ਦੇ ਚਾਚੇ ਦੇ ਪੁੱਤਰ, ਦੋਦਈ, ਜੋ ਤਿੰਨ ਬਹਾਦੁਰ ਦਾਊਦ ਦੇ ਨਾਲ ਸਨ, ਸੀ, ਜਦ ਉਹ ਫ਼ਲਿਸਤੀ ਸਜ਼ਾ, ਅਤੇ ਉਹ ਇਕੱਠੇ ਲੜਾਈ ਵਿੱਚ ਉੱਥੇ ਇਕੱਠੇ ਹੋਏ ਸਨ.
"
"23:9 Despues de el, hubo Eleazar, the son of his paternal uncle, ahohíta, who was among the three valiant men who were with David when they chastised the Philistines, and they were gathered together in battle there.
","23:9 ਉਸ ਨੂੰ ਬਾਅਦ, ਅਲਆਜ਼ਾਰ ਸੀ ਉਥੇ, ਉਸ ਦੇ ਚਾਚੇ ਦੇ ਪੁੱਤਰ, ਦੋਦਈ, ਜੋ ਤਿੰਨ ਬਹਾਦੁਰ ਦਾਊਦ ਦੇ ਨਾਲ ਸਨ, ਸੀ, ਜਦ ਉਹ ਫ਼ਲਿਸਤੀ ਸਜ਼ਾ, ਅਤੇ ਉਹ ਇਕੱਠੇ ਲੜਾਈ ਵਿੱਚ ਉੱਥੇ ਇਕੱਠੇ ਹੋਏ ਸਨ.
"
"23:9 ondan sonra, there was Eleazar, the son of his paternal uncle, an Ahohite, who was among the three valiant men who were with David when they chastised the Philistines, and they were gathered together in battle there.
","23:9 ਉਸ ਨੂੰ ਬਾਅਦ, ਅਲਆਜ਼ਾਰ ਸੀ ਉਥੇ, ਉਸ ਦੇ ਚਾਚੇ ਦੇ ਪੁੱਤਰ, ਦੋਦਈ, ਜੋ ਤਿੰਨ ਬਹਾਦੁਰ ਦਾਊਦ ਦੇ ਨਾਲ ਸਨ, ਸੀ, ਜਦ ਉਹ ਫ਼ਲਿਸਤੀ ਸਜ਼ਾ, ਅਤੇ ਉਹ ਇਕੱਠੇ ਲੜਾਈ ਵਿੱਚ ਉੱਥੇ ਇਕੱਠੇ ਹੋਏ ਸਨ.
"
"23:9 po njem, je bil Eleazar, the son of his paternal uncle, Ahohite, who was among the three valiant men who were with David when they chastised the Philistines, and they were gathered together in battle there.
","23:9 ਉਸ ਨੂੰ ਬਾਅਦ, ਅਲਆਜ਼ਾਰ ਸੀ ਉਥੇ, ਉਸ ਦੇ ਚਾਚੇ ਦੇ ਪੁੱਤਰ, ਦੋਦਈ, ਜੋ ਤਿੰਨ ਬਹਾਦੁਰ ਦਾਊਦ ਦੇ ਨਾਲ ਸਨ, ਸੀ, ਜਦ ਉਹ ਫ਼ਲਿਸਤੀ ਸਜ਼ਾ, ਅਤੇ ਉਹ ਇਕੱਠੇ ਲੜਾਈ ਵਿੱਚ ਉੱਥੇ ਇਕੱਠੇ ਹੋਏ ਸਨ.
"
"23:9 След него, there was Eleazar, the son of his paternal uncle, an Ahohite, who was among the three valiant men who were with David when they chastised the Philistines, and they were gathered together in battle there.
","23:9 ਉਸ ਨੂੰ ਬਾਅਦ, ਅਲਆਜ਼ਾਰ ਸੀ ਉਥੇ, ਉਸ ਦੇ ਚਾਚੇ ਦੇ ਪੁੱਤਰ, ਦੋਦਈ, ਜੋ ਤਿੰਨ ਬਹਾਦੁਰ ਦਾਊਦ ਦੇ ਨਾਲ ਸਨ, ਸੀ, ਜਦ ਉਹ ਫ਼ਲਿਸਤੀ ਸਜ਼ਾ, ਅਤੇ ਉਹ ਇਕੱਠੇ ਲੜਾਈ ਵਿੱਚ ਉੱਥੇ ਇਕੱਠੇ ਹੋਏ ਸਨ.
"
"3 Abimelech's uncles spoke to the leaders of Shechem and asked them that question.
","3 ਅਬੀਮਲਕ ਦੇ ਚਾਚਿਆਂ ਨੇ ਸ਼ਕਮ ਦੇ ਆਗੂਆਂ ਨਾਲ ਗੱਲ ਕੀਤੀ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇਹ ਸਵਾਲ ਪੁਛਿਆ।
"
"4) My uncle is a warthog.
","4). ਮੇਰੇ ਪਿਤਾ ਦੀ ਇਕ ਕੋਰੋਨਾ ਹੈ।
"
"7-yr-old girl sexually assaulted by her maternal uncle
","ਆਪਣੇ ਹੀ ਮਾਮੇ ਦੀ 7 ਸਾਲਾ ਲੜਕੀ ਨਾਲ ਬਲਾਤਕਾਰ ਮਗਰੋਂ ਬੇਰਹਿਮੀ ਨਾਲ ਕੀਤੀ ਹੱਤਿਆ
"
"<3> Abimelech's uncles spoke to the leaders of Shechem and asked them that question.
","3 ਅਬੀਮਲਕ ਦੇ ਚਾਚਿਆਂ ਨੇ ਸ਼ਕਮ ਦੇ ਆਗੂਆਂ ਨਾਲ ਗੱਲ ਕੀਤੀ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇਹ ਸਵਾਲ ਪੁਛਿਆ।
"
"After his mother died of HIV/AIDS while he was still very young, Alex, his brother and his sis ter went to live with their grand mother and their uncle.
","ਉਸ ਦੀ ਮਾਤਾ ਦੇ ਬਾਅਦ HIV / ਏਡਜ਼ ਦੀ ਮੌਤ ਹੋ ਗਈ, ਜਦਕਿ ਉਹ ਅਜੇ ਵੀ ਬਹੁਤ ਹੀ ਨੌਜਵਾਨ ਸੀ, ਅਲੈਕਸ, ਉਸ ਦੇ ਭਰਾ ਅਤੇ ਉਸ ਦੇ ਭੈਣ ਨੂੰ ਆਪਣੇ ਦਾਦੀ ਅਤੇ ਆਪਣੇ ਚਾਚੇ ਦੇ ਨਾਲ ਰਹਿਣ ਲਈ ਚਲੇ ਗਏ.
"
"After his mother died of HIV/AIDS while he was still very young, Alex, his brother and his sister went to live with their grandmother and their uncle.
","ਉਸ ਦੀ ਮਾਤਾ ਦੇ ਬਾਅਦ HIV / ਏਡਜ਼ ਦੀ ਮੌਤ ਹੋ ਗਈ, ਜਦਕਿ ਉਹ ਅਜੇ ਵੀ ਬਹੁਤ ਹੀ ਨੌਜਵਾਨ ਸੀ, ਅਲੈਕਸ, ਉਸ ਦੇ ਭਰਾ ਅਤੇ ਉਸ ਦੇ ਭੈਣ ਨੂੰ ਆਪਣੇ ਦਾਦੀ ਅਤੇ ਆਪਣੇ ਚਾਚੇ ਦੇ ਨਾਲ ਰਹਿਣ ਲਈ ਚਲੇ ਗਏ.
"
"After his mother died of HIV/AIDS while he was still very young, Alex, his brother and sister went to live with their grandmother and their uncle.
","ਉਸ ਦੀ ਮਾਤਾ ਦੇ ਬਾਅਦ HIV / ਏਡਜ਼ ਦੀ ਮੌਤ ਹੋ ਗਈ, ਜਦਕਿ ਉਹ ਅਜੇ ਵੀ ਬਹੁਤ ਹੀ ਨੌਜਵਾਨ ਸੀ, ਅਲੈਕਸ, ਉਸ ਦੇ ਭਰਾ ਅਤੇ ਉਸ ਦੇ ਭੈਣ ਨੂੰ ਆਪਣੇ ਦਾਦੀ ਅਤੇ ਆਪਣੇ ਚਾਚੇ ਦੇ ਨਾਲ ਰਹਿਣ ਲਈ ਚਲੇ ਗਏ.
"
"After his mother died of HIV/AIDS while he was still very young, Nsengimana and his brother and sister went to live with their grandmother and uncle.
","ਉਸ ਦੀ ਮਾਤਾ ਦੇ ਬਾਅਦ HIV / ਏਡਜ਼ ਦੀ ਮੌਤ ਹੋ ਗਈ, ਜਦਕਿ ਉਹ ਅਜੇ ਵੀ ਬਹੁਤ ਹੀ ਨੌਜਵਾਨ ਸੀ, ਅਲੈਕਸ, ਉਸ ਦੇ ਭਰਾ ਅਤੇ ਉਸ ਦੇ ਭੈਣ ਨੂੰ ਆਪਣੇ ਦਾਦੀ ਅਤੇ ਆਪਣੇ ਚਾਚੇ ਦੇ ਨਾਲ ਰਹਿਣ ਲਈ ਚਲੇ ਗਏ.
"
"After the death of her parents, when she was very young, her uncle Krishnakant (Alok Nath) fulfilled the void of a father in her life.
","ਜਦੋਂ ਉਹ ਬਹੁਤ ਛੋਟੀ ਉਮਰ ਵਿੱਚ ਸੀ ਤਾਂ ਉਸ ਦੇ ਮਾਪਿਆਂ ਦੀ ਮੌਤ ਹੋ ਗਈ ਅਤੇ ਉਸਦੇ ਚਾਚੇ ਕ੍ਰਿਸ਼ਣਾਕਾਂਤ (ਆਲੋਕ ਨਾਥ) ਨੇ ਉਸ ਦੀ ਜ਼ਿੰਦਗੀ ਵਿੱਚ ਇੱਕ ਪਿਤਾ ਦੀ ਕਮੀ ਨੂੰ ਪੂਰਾ ਕੀਤਾ।
"
"After the death of her parents, when she was very young, her uncle Krishnakant Alok Nath fulfilled the void of a father in her life.
","ਜਦੋਂ ਉਹ ਬਹੁਤ ਛੋਟੀ ਉਮਰ ਵਿੱਚ ਸੀ ਤਾਂ ਉਸ ਦੇ ਮਾਪਿਆਂ ਦੀ ਮੌਤ ਹੋ ਗਈ ਅਤੇ ਉਸਦੇ ਚਾਚੇ ਕ੍ਰਿਸ਼ਣਾਕਾਂਤ (ਆਲੋਕ ਨਾਥ) ਨੇ ਉਸ ਦੀ ਜ਼ਿੰਦਗੀ ਵਿੱਚ ਇੱਕ ਪਿਤਾ ਦੀ ਕਮੀ ਨੂੰ ਪੂਰਾ ਕੀਤਾ।
"
"After the death of her parents, while very young, her uncle Krishnakant fulfilled the void of a father in her life.
","ਜਦੋਂ ਉਹ ਬਹੁਤ ਛੋਟੀ ਉਮਰ ਵਿੱਚ ਸੀ ਤਾਂ ਉਸ ਦੇ ਮਾਪਿਆਂ ਦੀ ਮੌਤ ਹੋ ਗਈ ਅਤੇ ਉਸਦੇ ਚਾਚੇ ਕ੍ਰਿਸ਼ਣਾਕਾਂਤ (ਆਲੋਕ ਨਾਥ) ਨੇ ਉਸ ਦੀ ਜ਼ਿੰਦਗੀ ਵਿੱਚ ਇੱਕ ਪਿਤਾ ਦੀ ਕਮੀ ਨੂੰ ਪੂਰਾ ਕੀਤਾ।
"
"All the kids, aunts and uncles, grandparents, everybody!
","ਸਾਰੇ ਬੱਚੇ, ਚਾਚੇ ਅਤੇ ਚਾਚੇ, ਦਾਦਾ-ਦਾਦੀ, ਹਰ ਕੋਈ!
"
"And the most high-profile indication of a possible power struggle within the North Korean elite came in December 2013, when Kim Jong-un ordered the execution of his uncle Chang Song-thaek.
","ਉੱਤਰੀ ਕੋਰੀਆ ਦੇ ਸਭ ਤੋਂ ਵੱਡੇ ਸ਼ਕਤੀ ਸੰਘਰਸ਼ ਦਸੰਬਰ 2013 ਵਿੱਚ ਸਾਹਮਣੇ ਆਇਆ ਸੀ, ਜਦੋਂ ਕਿਮ ਜੋਂਗ-ਉਨ ਨੇ ਆਪਣੇ ਚਾਚੇ ਚਾਂਗ ਸੋਂਗ-ਥੀਕ ਨੂੰ ਫਾਂਸੀ ਦੇ ਹੁਕਮ ਦਿੱਤੇ ਸਨ।
"
"As a young man of 18, Jack (Nicholas Hoult) heads off to market to sell his uncle's horse and cart.
","18 ਸਾਲਾਂ ਦਾ ਜਵਾਨ ਹੋਣ ਦੇ ਨਾਤੇ, ਜੈਕ (ਨਿਕੋਲਸ ਹੌਲਟ) ਆਪਣੇ ਚਾਚੇ ਦਾ ਘੋੜਾ ਅਤੇ ਕਾਰਟ ਵੇਚਣ ਲਈ ਬਾਜ਼ਾਰ ਲਈ ਰਵਾਨਾ ਹੋਇਆ.
"
"At that age, Bhagat Singh read his uncle's revolutionary books and wondered if his path was the right one.
","ਇਸ ਉਮਰ ਵਿੱਚ ਭਗਤ ਸਿੰਘ ਆਪਣੇ ਚਾਚਿਆਂ ਦੀਆਂ ਕ੍ਰਾਂਤੀਕਾਰੀ ਕਿਤਾਬਾਂ ਪੜ੍ਹਦੇ ਅਤੇ ਸੋਚਦੇ ਸਨ ਕਿ ਉਨ੍ਹਾਂ ਦਾ ਰਸਤਾ ਠੀਕ ਹੈ ਕਿ ਨਹੀਂ?
"
"Blended families and changing family relationships Relationships with grandparents, aunts, uncles and cousins often change after separation and divorce.
","ਮਿਲਾਏ ਹੋਏ ਪਰਿਵਾਰ ਅਤੇ ਪਰਿਵਾਰਕ ਰਿਸ਼ਤੇ ਬਦਲਦੇ ਦਾਦਾ-ਦਾਦੀ, ਚਾਚੇ, ਚਾਚੇ ਅਤੇ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨਾਲ ਸੰਬੰਧ ਅਕਸਰ ਅਲੱਗ ਹੋਣ ਅਤੇ ਤਲਾਕ ਤੋਂ ਬਾਅਦ ਬਦਲ ਜਾਂਦੇ ਹਨ.
"
"But after extensive planning, Calabrese Jr. told the agents, his uncle decided to carry out the killing alone.
","ਪਰ ਵਿਆਪਕ ਯੋਜਨਾਬੰਦੀ ਤੋਂ ਬਾਅਦ, ਕੈਲਬਰੇਸ ਜੂਨੀਅਰ ਨੇ ਏਜੰਟਾਂ ਨੂੰ ਦੱਸਿਆ, ਉਸਦੇ ਚਾਚੇ ਨੇ ਇਕੱਲੇ ਹੀ ਕਤਲ ਕਰਨ ਦਾ ਫੈਸਲਾ ਕੀਤਾ.
"
"Clingingness: From the stories that talk about Muhammad's attachment to his uncle, when he was a boy and from other stories we can determine that Muhammad was emotionally needy and that he was very offended when rejected or abandoned.
","3. ਚਿਪਕਣਾਃ ਉਨ੍ਹਾਂ ਕਹਾਣੀਆਂ ਤੋਂ ਜੋ ਮੁਹੰਮਦ ਦੇ ਆਪਣੇ ਚਾਚੇ ਨਾਲ ਲਗਾਵ ਬਾਰੇ ਗੱਲ ਕਰਦੀਆਂ ਹਨ, ਜਦੋਂ ਉਹ ਇੱਕ ਲੜਕਾ ਸੀ ਅਤੇ ਹੋਰ ਕਹਾਣੀਆਂ ਤੋਂ ਅਸੀਂ ਇਹ ਨਿਰਧਾਰਤ ਕਰ ਸਕਦੇ ਹਾਂ ਕਿ ਮੁਹੰਮਦ ਭਾਵਨਾਤਮਕ ਤੌਰ 'ਤੇ ਲੋੜਵੰਦ ਸੀ ਅਤੇ ਜਦੋਂ ਉਹ ਅਸਵੀਕਾਰ ਜਾਂ ਛੱਡ ਦਿੱਤਾ ਗਿਆ ਸੀ ਤਾਂ ਉਹ ਬਹੁਤ ਨਾਰਾਜ਼ ਸੀ।
"
