eng_Latn,pan_Guru
"Kareena Kapoor Khan is twinning with sister-in-law Soha Ali Khan in these pics.
","ਇਨ੍ਹਾਂ ਤਸਵੀਰਾਂ ਵਿੱਚ ਤੁਸੀਂ ਕਰੀਨਾ ਕਪੂਰ ਨੂੰ ਫਰਾਹ ਖਾਨ ਅਤੇ ਸੋਹਾ ਅਲੀ ਖਾਨ ਨਾਲ ਪੋਜ ਦਿੰਦੇ ਹੋਏ ਦੇਖ ਸਕਦੇ ਹੋ।
"
"Kaur is a doctor at the local ESI hospital in Kharar and recounts how her entire family is made up of government employees — Channi’s elder brother is an engineer-in-chief and his wife is a bank employee, Channi’s younger brother and sister-in-law are both doctors and his sisters are government employees too.
","ਕੌਰ ਖਰੜ ਦੇ ਸਥਾਨਕ ਈਐਸਆਈ ਹਸਪਤਾਲ ਵਿੱਚ ਇੱਕ ਡਾਕਟਰ ਹੈ ਅਤੇ ਦੱਸਦੀ ਹੈ ਕਿ ਕਿਵੇਂ ਉਸਦਾ ਪੂਰਾ ਪਰਿਵਾਰ ਸਰਕਾਰੀ ਕਰਮਚਾਰੀਆਂ ਦਾ ਬਣਿਆ ਹੋਇਆ ਹੈ-ਚੰਨੀ ਦਾ ਵੱਡਾ ਭਰਾ ਇੱਕ ਇੰਜੀਨੀਅਰ-ਇਨ-ਚੀਫ ਹੈ ਅਤੇ ਉਸ ਦੀ ਪਤਨੀ ਇੱਕ ਬੈਂਕ ਕਰਮਚਾਰੀ ਹੈ, ਚੰਨੀ ਦਾ ਛੋਟਾ ਭਰਾ ਅਤੇ ਭੈਣ ਦੋਵੇਂ ਡਾਕਟਰ ਹਨ ਅਤੇ ਉਸ ਦੀਆਂ ਭੈਣਾਂ ਵੀ ਸਰਕਾਰੀ ਕਰਮਚਾਰੀ ਹਨ।
"
"Singh attacked his wife Rajwinder Kaur, mother-in-law Sukhwinder Kaur, brother-in-law Jaskaran Singh, sister-in-law Inderjit Kaur, his son, father-in-law, brother-in-law and 10-year-old niece.
","ਮਰਨ ਵਾਲਿਆਂ ‘ਚ ਕੁਲਵਿੰਦਰ ਸਿੰਘ ਦੀ ਪਤਨੀ ਰਾਜਵਿੰਦਰ ਕੌਰ, ਸੱਸ ਸੁਖਵਿੰਦਰ ਕੌਰ, ਸਾਲਾ ਜਸਕਰਨ ਸਿੰਘ ਅਤੇ ਸਾਲੇਹਾਰ ਇੰਦਰਜੀਤ ਕੌਰ ਸ਼ਾਮਲ ਹੈ ਜਦੋਂ ਕਿ ਜਸਕਰਨ ਸਿੰਘ ਦੀ 10 ਸਾਲਾ ਬੱਚੀ ਦੀ ਹਾਲਤ ਗੰਭੀਰ ਹੈ।
"
"Army jawan commits suicide after killing wife, sister-in-law
","ਪਤਨੀ ਤੇ ਬੱਚਿਆਂ ਦੀ ਹੱਤਿਆ ਤੋਂ ਬਾਅਦ ਸਿਪਾਹੀ ਵੱਲੋਂ ਖੁਦਕੁਸ਼ੀ
"
"The Kurbaan actress' sister-in-law Soha Ali Khan and her husband Kunal Khemu, close friends Karan Johar, Malaika Arora, Amrita Arora and her husband Shakeel Ladak, Arjun Kapoor, fashion designer Manish Malhotra, Sanjay Kapoor and his wife Maheep Sandhu were also part of the lavish party.
","ਕਰੀਨਾ ਕਪੂਰ ਖ਼ਾਨ, ਸੈਫ਼ ਅਲੀ ਖ਼ਾਨ, ਕਰਿਸ਼ਮਾ ਕਪੂਰ, ਮਲਾਈਕਾ ਅਰੋੜਾ, ਸ਼ਕੀਨ ਲੜਕ ਦੇ ਇਲਾਵਾ ਸੋਸ਼ਲਾਈਟ ਨਤਾਸ਼ਾ ਪੂਨਾਵਾਲਾ, ਸੇਲੇਬ੍ਰਿਟੀ ਮੇਕਅਪ ਆਰਟਿਸਟ ਮਲਿਕਾ ਭੱਠ, ਸੋਹੇਲ ਖ਼ਾਨ ਦੀ ਪਤਨੀ ਸੀਮਾ ਖ਼ਾਨ, ਸੰਜੇ ਕਪੂਰ ਦੀ ਵਾਈਫ਼ ਕਪੂਰ ਤੇ ਪ੍ਰੋਡਿਊਸਰ ਰਿਤੇਸ਼ ਸਿੱਧਵਾਨੀ ਦੀ ਪਤਨੀ ਡਾਲੀ ਸਿਧਵਾਨੀ ਸਮੇਤ ਕਈ ਲੋਕ ਪਾਰਟੀ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਏ।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","ਪੜਤਾਲ ਰਿਪੋਰਟ ਵਿਚ ਦਰਖਾਸਤੀ ਦੇ ਪਤੀ, ਸਹੁਰਾ ਅਤੇ ਸੱਸ ਨੂੰ ਦੋਸ਼ੀ ਪਾਏ ਜਾਣ 'ਤੇ ਪੁਲਿਸ ਵੱਲੋਂ ਉਨ੍ਹਾਂ ਦੇ ਖਿਲਾਫ਼ ਮਾਮਲਾ ਦਰਜ ਕਰ ਲਿਆ ਹੈ।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","ਇਸ ਦੇ ਨਾਲ ਹੀ ਪੁਲਿਸ ਨੇ ਇਸ ਘਟਨਾ ਦੇ ਸਬੰਧ ਵਿੱਚ ਦੋਸ਼ੀ ਪਤਨੀ, ਉਸਦੀ ਮਾਂ ਅਤੇ ਚਾਚੇ ਦੇ ਖਿਲਾਫ ਮਾਮਲਾ ਦਰਜ ਕਰਕੇ ਕਾਰਵਾਈ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀ ਹੈ।
"
"Patna: A man allegedly ended his life after killing his wife and sister-in-law in Patna.
","ਪਟਨਾ: ਪਤੀ ਦੇ ਸ਼ਰੀਬ ਪੀਣ ਤੇ ਘਰੇਲੂ ਹਿੰਸਾ ਤੋਂ ਗੁੱਸੇ 'ਚ ਆਈ ਪਤਨੀ ਨੇ ਆਪਣੀ ਪਤੀ ਦਾ ਕਤਲ ਕਰ ਦਿੱਤਾ।
"
"After reaching home, the girl narrated her ordeal to her sister-in-law.
","ਘਰ ਪੁੱਜਣ ਤੋਂ ਬਾਅਦ ਪੀੜਤਾ ਦੀ ਭੈਣ ਨੇ ਸਾਰੀ ਗ਼ੱਲ ਆਪਣੀ ਮਾਂ ਨੂੰ ਦੱਸੀ।
"
"Both sister-in-laws are working.
","ਦੋਵੇਂ ਭਰਾ ਵੀ ਨੌਕਰੀਆਂ ਕਰਦੇ ਨੇ।
"
"Sonakshi is reportedly excited about the day as it's her first birthday after her elder brother Kussh Sinha' wedding and she plans to celebrate it with her sister-in-law.
","ਸੋਨਾਕਸ਼ੀ ਆਪਣੇ ਜਨਮ ਦਿਨ ਨੂੰ ਲੈ ਕੇ ਕਾਫੀ ਉਤਸ਼ਾਹਤ ਹੈ, ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਦੇ ਵੱਡੇ ਭਰਾ ਕੁਸ਼ ਸਿਨਹਾ ਦਾ ਵਿਆਹ ਮਗਰੋਂ ਉਨ੍ਹਾਂ ਦਾ ਇਹ ਪਹਿਲਾ ਜਨਮ ਦਿਨ ਹੈ।
"
"At Sonam Kapoor's reception, Rishi Kapoor reportedly got into an ugly spat with Salman Khan's sister-in-law Seema Khan (Sohail Khan's wife).
","ਅਜਿਹੀ ਖਬਰਾਂ ਸਾਹਮਣੇ ਆਈਆਂ ਹਨ ਕਿ ਸੋਨਮ ਕਪੂਰ ਦੇ ਰਿਸੈਪਸ਼ਨ ਵਿੱਚ ਰਿਸ਼ੀ ਕਪੂਰ ਨੇ ਸੋਹੇਲ ਖਾਨ ਦੀ ਪਤਨੀ ਸੀਮਾ ਖਾਨ ਦੇ ਨਾਲ ਬਹਿਸ ਕੀਤੀ।
"
"Chandigarh: Man arrested for raping minor sister-in-law
","ਚੰਡੀਗੜ੍ਹ : 'ਰੱਖੜੀ' 'ਤੇ ਸਕੀਆਂ ਭੈਣਾਂ ਨੂੰ ਕਤਲ ਕਰਨ ਵਾਲਾ ਕਾਤਲ ਗ੍ਰਿਫਤਾਰ
"
"Happy birthday, sister-in-law
","ਜਨਮਦਿਨ ਮੁਬਾਰਕ, ਨਾਨੀ,
"
"The accused killed his mother, brother and sister-in-law
","ਪੁੱਤਰ ਨੇ ਮਾਂ-ਬਾਪ, ਭੈਣ ਅਤੇ ਨਾਨੀ ਦਾ ਕੀਤਾ ਕਤਲ
"
"The police have registered cases against Saritha's husband, in-laws and sister-in-law.
","ਇਸ ਸਬੰਧੀ ਥਾਣਾ ਸਰਹਾਲੀ ਦੀ ਪੁਲਿਸ ਨੇ ਪਤੀ, ਸੱਸ ਅਤੇ ਸਹੁਰੇ ਖ਼ਿਲਾਫ਼ ਕੇਸ ਦਰਜ ਕਰ ਲਿਆ ਹੈ।
"
"""Confirming reports of his sister-in-law's death, Sanjay Kapoor told The Indian Express """"""""Yes, it is true that Sridevi passed away"""""""".""
","""ਇਸ ਖਬਰ ਦੀ ਸੰਜੈ ਕਪੂਰ ਨੇ ਪੁਸ਼ਟੀ ਕਰਦਿਆਂ ਕਿਹਾ ਕਿ """"ਹਾਂ, ਇਹ ਸੱਚ ਹੈ ਕਿ ਸ੍ਰੀਦੇਵ ਦੀ ਮੌਤ ਹੋ ਗਈ ਹੈ।""
"
