eng_Latn,pan_Guru
"My aunt was mother's younger sister.
","ਛੋਟਾ ਭਰਾ ਮਾਂ ਦੇ ਕੁੱਛੜ ਸੀ।
"
"My aunts are like my mother.
","ਮੇਰੀ ਸੱਸ ਮੈਨੂੰ ਲੱਗੇ ਮੇਰੀ ਮਾਂ ਵਰਗੀ।
"
"Peacock Luggage, a book of poems by Moniza Alvi and Peter Daniels, was published as a result of the two poets winning together the Poetry Business Prize in 1991, in Alvi's case for 'Presents from my aunts in Pakistan'.
","""ਮੋਨੀਜ਼ਾ ਅਲਵੀ ਅਤੇ ਪੀਟਰ ਡੈਨੀਅਲਜ਼ ਦੀ ਕਵਿਤਾਵਾਂ ਦੀ ਕਿਤਾਬ ਮੋਰ ਲਾਗੇਜ, 1991 ਵਿਚ ਦੋ ਕਵੀਆਂ ਦੇ ਸਾਂਝੇ ਤੌਰ 'ਤੇ """"ਪਾਕਿਸਤਾਨ ਵਿਚ ਮੇਰੀ ਆਂਟਸ ਵੱਲੋਂ ਭੇਜੇ"""" ਲਈ ਅਲਵੀ ਦੇ ਕੇਸ ਵਿਚ, ਬਾਅਦ ਵਿਚ ਪ੍ਰਕਾਸ਼ਤ ਕੀਤੀ ਗਈ ਸੀ।""
"
"Seneca the Elder was a rhetorician from Cordoba, Spain, where his son, our thinker, Lucius Annaeus Seneca, was born in about 4 B.C. His aunt or someone took the young boy to be educated in Rome where he studied a philosophy that blended Stoicism with neo-Pythagoreanism.
","ਸੈਨੇਕਾ ਏਲਡਰ ਕੋਡਰੋਬਾ, ਸਪੇਨ ਵਿਚ ਇਕ ਘੋੜਸਵਾਰ ਪਰਿਵਾਰ ਵਿੱਚੋਂ ਇੱਕ ਰੇਫਰਿਸਟ ਸਨ, ਜਿੱਥੇ ਉਸਦਾ ਪੁੱਤਰ, ਸਾਡਾ ਵਿਚਾਰਵਾਨ, ਲੂਸੀਅਸ ਅਨੇਨੇਸ ਸੇਨੇਕਾ, 4 ਬੀ ਸੀ ਵਿਚ ਪੈਦਾ ਹੋਇਆ ਸੀ ਉਸਦੀ ਚਾਚੀ ਜਾਂ ਕਿਸੇ ਨੇ ਨੌਜਵਾਨ ਲੜਕੇ ਨੂੰ ਰੋਮ ਵਿਚ ਪੜ੍ਹਾਈ ਕਰਨ ਲਈ ਲੈ ਲਿਆ ਜਿੱਥੇ ਉਸ ਨੇ ਇਕ ਦਰਸ਼ਨ ਦਾ ਅਧਿਐਨ ਕੀਤਾ ਜੋ ਕਿ ਨਓ-ਪਾਇਥਾਗੋਰਸਵਾਦ ਦੇ ਨਾਲ ਮਿਲਾਏ ਗਏ ਸਲੋਇਸਵਾਦ.
"
"Seneca the Elder was a rhetorician from an equestrian family in Cordoba, Spain, where his son, our thinker, Lucius Annaeus Seneca, was born in about 4 B.C. His aunt or someone took the young boy to be educated in Rome where he studied a philosophy that blended Stoicism with neo-Pythagoreanism.
","ਸੈਨੇਕਾ ਏਲਡਰ ਕੋਡਰੋਬਾ, ਸਪੇਨ ਵਿਚ ਇਕ ਘੋੜਸਵਾਰ ਪਰਿਵਾਰ ਵਿੱਚੋਂ ਇੱਕ ਰੇਫਰਿਸਟ ਸਨ, ਜਿੱਥੇ ਉਸਦਾ ਪੁੱਤਰ, ਸਾਡਾ ਵਿਚਾਰਵਾਨ, ਲੂਸੀਅਸ ਅਨੇਨੇਸ ਸੇਨੇਕਾ, 4 ਬੀ ਸੀ ਵਿਚ ਪੈਦਾ ਹੋਇਆ ਸੀ ਉਸਦੀ ਚਾਚੀ ਜਾਂ ਕਿਸੇ ਨੇ ਨੌਜਵਾਨ ਲੜਕੇ ਨੂੰ ਰੋਮ ਵਿਚ ਪੜ੍ਹਾਈ ਕਰਨ ਲਈ ਲੈ ਲਿਆ ਜਿੱਥੇ ਉਸ ਨੇ ਇਕ ਦਰਸ਼ਨ ਦਾ ਅਧਿਐਨ ਕੀਤਾ ਜੋ ਕਿ ਨਓ-ਪਾਇਥਾਗੋਰਸਵਾਦ ਦੇ ਨਾਲ ਮਿਲਾਏ ਗਏ ਸਲੋਇਸਵਾਦ.
"
"Seneca the elder was a rhetorician from an equestrian family in cordoba, spain, where his son, our thinker, lucius annaeus seneca, was born in about 4 bc his aunt or someone took the young boy to be educated in rome where he studied a philosophy that blended stoicism with neo-pythagoreanism.
","ਸੈਨੇਕਾ ਏਲਡਰ ਕੋਡਰੋਬਾ, ਸਪੇਨ ਵਿਚ ਇਕ ਘੋੜਸਵਾਰ ਪਰਿਵਾਰ ਵਿੱਚੋਂ ਇੱਕ ਰੇਫਰਿਸਟ ਸਨ, ਜਿੱਥੇ ਉਸਦਾ ਪੁੱਤਰ, ਸਾਡਾ ਵਿਚਾਰਵਾਨ, ਲੂਸੀਅਸ ਅਨੇਨੇਸ ਸੇਨੇਕਾ, 4 ਬੀ ਸੀ ਵਿਚ ਪੈਦਾ ਹੋਇਆ ਸੀ ਉਸਦੀ ਚਾਚੀ ਜਾਂ ਕਿਸੇ ਨੇ ਨੌਜਵਾਨ ਲੜਕੇ ਨੂੰ ਰੋਮ ਵਿਚ ਪੜ੍ਹਾਈ ਕਰਨ ਲਈ ਲੈ ਲਿਆ ਜਿੱਥੇ ਉਸ ਨੇ ਇਕ ਦਰਸ਼ਨ ਦਾ ਅਧਿਐਨ ਕੀਤਾ ਜੋ ਕਿ ਨਓ-ਪਾਇਥਾਗੋਰਸਵਾਦ ਦੇ ਨਾਲ ਮਿਲਾਏ ਗਏ ਸਲੋਇਸਵਾਦ.
"
"She was also the aunt of Emperor Babur, the founder of the Mughal Empire of India as well as its first Emperor.
","ਉਹ ਸਮਰਾਟ ਬਾਬਰ ਦੀ ਮਾਂ ਵੀ ਸੀ, ਜੋ ਭਾਰਤ ਦਾ ਮੁਗਲ ਸਾਮਰਾਜ ਦਾ ਸੰਸਥਾਪਕ ਅਤੇ ਇਸਦਾ ਪਹਿਲਾ ਸਮਰਾਟ ਸੀ।
"
"They're your aunts.
","ਉਹ ਤੁਹਾਡੇ ਅਜ਼ੀਜ਼ ਹਨ.
"
"her aunts and her mother
","ਉਸ ਦੀ ਚੂਤ ਅਤੇ ਮਾਤਾ
"
"maternal aunt (wife of mother's brother)
","ਮਾਂ ਦੀ ਭਰਜਾਈ (ਮਾਂ ਦੇ ਭਰਾ ਦੀ ਪਤਨੀ)
"
"n. aunt (wife of mother's brother)
","ਮਾਂ ਦੀ ਭਰਜਾਈ (ਮਾਂ ਦੇ ਭਰਾ ਦੀ ਪਤਨੀ)
"
"paternal aunt (wife of father's older brother)
","ਪਤੀ ਦੀ ਭਰਜਾਈ (ਪਤੀ ਦੇ ਵੱਡੇ ਭਰਾ ਦੀ ਪਤਨੀ)
"
"wife of mother's brother (maternal aunt)
","ਭੈਣ ਦਾ ਜੁਆਈ (ਭੈਣ ਦੀ ਕੁੜੀ ਦਾ ਪਤੀ)
"
"Among them will be his mother, two siblings and an aunt.
","ਇਨ੍ਹਾਂ ਵਿਚ ਉਸ ਦੇ ਦੋ ਮਾਮੇ, ਇੱਕ ਚਾਚਾ ਸ਼ਾਮਲ ਸੀ।
"
"According to the police, the 17-year-old girl stayed with her paternal aunt and uncle.
","ਪ੍ਰਾਪਤ ਜਾਣਕਾਰੀ ਅਨੁਸਾਰ ਉਕਤ 17 ਸਾਲਾ ਕੁੜੀ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਨਹੀਂ ਸਨ ਅਤੇ ਉਹ ਆਪਣੀ ਭਰਾ ਨਾਲ ਰਹਿੰਦੀ ਸੀ।
"
"Even when her aunt disappeared from her life, Marilyn did not lose interest in the world of the dead, spiritualism, divination.
","ਉਦੋਂ ਵੀ ਜਦੋਂ ਉਸ ਦੀ ਚਾਚੀ ਆਪਣੀ ਜ਼ਿੰਦਗੀ ਤੋਂ ਲਾਪਤਾ ਹੋ ਗਈ, ਮਰਲੀਨ ਨੇ ਮਰੇ ਹੋਏ, ਅਧਿਆਤਮਵਾਦ, ਜਾਦੂਗਰੀ ਦੇ ਸੰਸਾਰ ਵਿਚ ਦਿਲਚਸਪੀ ਨਹੀਂ ਗੁਆ ਦਿੱਤੀ.
"
"They say that their relationship does not confuse the girl's family, so Lily-Rose and Asha paparazzi repeatedly filmed her mom's company, Vanessa Parady, cousins ​​and aunts.
","ਉਹ ਕਹਿੰਦੇ ਹਨ ਕਿ ਉਨ੍ਹਾਂ ਦਾ ਰਿਸ਼ਤਾ ਲੜਕੀ ਦੇ ਪਰਿਵਾਰ ਨੂੰ ਉਲਝਾਉਂਦਾ ਨਹੀਂ ਹੈ, ਇਸ ਲਈ ਲਿਲੀ-ਰੋਸ ਅਤੇ ਆਸ਼ਾ ਪਾਪਰਸੀ ਨੇ ਵਾਰ-ਵਾਰ ਆਪਣੀ ਮੰਮੀ ਦੀ ਕੰਪਨੀ, ਵਨੇਸਾ ਪਾਰਾਦੀ, ਚਚੇਰੇ ਭਰਾਵਾਂ ਅਤੇ ਚਾਚਿਆਂ ਨੂੰ ਫਿਲਮਾਇਆ.
"
"His grandmother Vijayraje Scindia was among the founder members of the BJP and his aunts Vasundhara Raje and Yashodhara Raje are also in the party.
","ਉਨ੍ਹਾਂ ਦੀ ਦਾਦੀ ਵਿਜੇਰਾਜੇ ਸਿੰਧੀਆ ਜਨਸੰਘ ਦੇ ਨੇਤਾ ਰਹਿਣ ਦੇ ਨਾਲ ਹੀ ਭਾਜਪਾ ਦੀ ਸੰਸਥਾਪਕ ਮੈਂਬਰ ਵੀ ਸੀ।
"
"A family member is a parent, grandparent, sibling, aunt or uncle.
","ਪਰਿਵਾਰ ਵਿੱਚ ਮਾਂ ਬਾਪ,ਭੈਣ ਭਰਾ, ਭਾਬੀ ਤੇ ਭਣਵਈਏ ਹੁੰਦੇ ਨੇ।
"
"Are you my aunt?
","ਕੀ ਤੁਸੀਂ ਮੇਰੀ ਭੈਣ ਹੋ?
"
"I have relatives in Punjab in India; my aunt lives there along with many other relatives who we meet on a regular basis.
","ਭਾਰਤ ਸਥਿਤ ਪੰਜਾਬ 'ਚ ਮੇਰੇ ਰਿਸ਼ਤੇਦਾਰ ਹਨ- ਮੇਰੀ ਚਾਚੀ ਕਈ ਹੋਰ ਰਿਸ਼ਤੇਦਾਰਾਂ ਦੇ ਨਾਲ ਰਹਿੰਦੀ ਹੈ, ਜਿਸ ਨੂੰ ਅਸੀਂ ਨਿਯਮਤ ਰੂਪ ਨਾਲ ਮਿਲਦੇ ਹਾਂ।
"
"Anil Kapoor's son Harshvardhan Kapoor also reached the Celebration Club to bid goodbye to his aunt Sridevi.
","ਅਨਿਲ ਕਪੂਰ ਦੇ ਬੇਟੇ ਹਰਸ਼ਵਰਧਨ ਕਪੂਰ ਸੇਲਿਬਰੇਸ਼ਨ ਕਲੱਬ ਵਿੱਚ ਸ਼੍ਰੀਦੇਵੀ ਦੇ ਅੰਤਮ ਦਰਸ਼ਨ ਲਈ ਪੁੱਜੇ।
"
"And my aunt as well.
","ਤੇ ਮੇਰੀ ਭੋਲੀ ਮਾਂ ਵੀ।
"
"During his conversation with Imran, Captain Amarinder told the latter that his uncle, Jahangir Khan (who was married to Imran’s maternal aunt, Mubarak, and was a cricketer during the British Raj era) had played for Patiala, along with Mohd Nisar, Lala Amarnath, fast bowler Amar Singh and the two Ali batsmen (Wazir Ali and Amir Ali).
","ਇਮਰਾਨ ਨਾਲ ਗੱਲਬਾਤ ਦੌਰਾਨ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸਿਆ ਕਿ ਉਨ੍ਹਾਂ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਜਹਾਂਗੀਰ ਖ਼ਾਨ ਜੋ ਅੰਗਰੇਜ਼ਾਂ ਦੇ ਦੌਰ ਦੌਰਾਨ ਕ੍ਰਿਕਟ ਖੇਡਦੇ ਸਨ, ਨੇ ਪਟਿਆਲਾ ਵਾਸਤੇ ਵੀ ਖੇਡੇ ਸਨ ਅਤੇ ਉਨ੍ਹਾਂ ਨਾਲ ਮੁਹੰਮਦ ਨਿਸਾਰ, ਲਾਲਾ ਅਮਰ ਨਾਥ, ਤੇਜ਼ ਗੇਂਦਬਾਜ ਅਮਰ ਸਿੰਘ ਅਤੇ ਬੱਲੇਬਾਜ਼ ਵਜ਼ੀਰ ਅਲੀ ਤੇ ਅਮੀਰ ਅਲੀ ਵੀ ਸ਼ਾਮਲ ਸਨ।
"
"Bollywood actor Shakti Kapoor is her father and Padmini Kolhapure her aunt.
","ਸ਼ਰਧਾ ਦੇ ਪਿਤਾ ਮਸ਼ਹੂਰ ਬਾਲੀਵੁਡ ਅਦਾਕਾਰ ਸ਼ਕਤੀ ਕਪੂਰ ਅਤੇ ਮਾਂ ਸਿੰਗਰ ਅਤੇ ਅਦਾਕਾਰਾ ਸ਼ਿਵਾਂਗੀ ਕਪੂਰ ਹੈ।
"
"A few days later he returned to his aunt.
","ਕੁਝ ਦਿਨਾਂ ਬਾਅਦ ਹੀ ਉਸ ਦਾ ਪੋਤਾ ਵਾਪਸ ਆ ਗਿਆ।
"
"The accident killed both the aunts and left the other two seriously injured.
","ਹਾਦਸੇ 'ਚ ਚਾਚੇ-ਭਤੀਜੇ ਦੀ ਮੌਤ ਹੋ ਗਈ, ਜਦਕਿ ਦੋ ਜਣੇ ਗੰਭੀਰ ਜ਼ਖ਼ਮੀ ਹੋ ਗਏ।
"
"His mother and aunt were injured in the incident.
","ਪਥਰਾਅ 'ਚ ਲਾੜੇ ਦੀ ਮਾਂ ਅਤੇ ਦਾਦੀ ਨੂੰ ਸੱਟ ਲੱਗ ਗਈ।
"
"All my family, aunts, uncles, their kids.
","ਮੇਰੀ ਮਾਂ, ਬਾਪੂਜੀ, ਵੱਡੀ ਭਾਬੀ, ਭਾਈਜੀ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਬੱਚੇ।
"
"Two of the victim’s aunts were killed, while she and her lawyer were critically injured in the accident.
","ਪੀੜਤ ਦੀ ਗ=ਦੋ ਮਹਿਲਾ ਰਿਸ਼ਤੇਦਾਰਾਂ ਦੀ ਇਸ ਹਾਦਸੇ ਵਿੱਚ ਮੌਤ ਹੋ ਗਈ ਸੀ ਤੇ ਪੀੜਤ ਤੇ ਉਸਦੀ ਵਕੀਲ ਗੰਭੀਰ ਰੂਪ ਤੋਂ ਘਾਇਲ ਹਨ।
"
"Therefore, he listens to the advice of numerous aunts and neighbors about what can not be done by pregnant women.
","ਇਸ ਲਈ, ਉਹ ਬਹੁਤ ਸਾਰੇ ਚਾਚਿਆਂ ਅਤੇ ਗੁਆਂਢੀਆਂ ਦੀ ਸਲਾਹ ਸੁਣਦਾ ਹੈ ਕਿ ਗਰਭਵਤੀ ਔਰਤਾਂ ਦੁਆਰਾ ਕੀ ਨਹੀਂ ਕੀਤਾ ਜਾ ਸਕਦਾ
"
"“Your aunt?
","-""ਤੇ ਤੇਰੀ ਚਾਚੀ?
"
"Father, mother - uncle, aunt
","ਚਾਚਾ ਜੀ, ਤਾਇਆ ਜੀ, ਮਾਮਾ ਜੀ।
"
"Members of the Ambani family-Akash, his grandmother Kokilaben and aunt Tina Ambani were also seen in the pictures.
","ਇਸ ਪਾਰਚੀ 'ਚ ਪਰਿਵਾਰ ਦੇ ਲੋਕ ਹੀ ਨਜ਼ਰ ਆਏ ਜਿਸ 'ਚ ਮੁਕੇਸ਼ ਅੰਬਾਨੀ, ਉਨ੍ਹਾਂ ਦੀ ਮਾਂ ਕੋਕਿਲਾਬੇਨ ਅੰਬਾਨੀ, ਟੀਨਾ ਅੰਬਾਨੀ, ਅਕਾਸ਼ ਅੰਬਾਨੀ ਸਨ।
"
"A childhood photo of Sara Ali Khan was shared on Instagram by her aunt Saba Ali Khan as a ‘Throwback Thursday’ post.
","ਸੈਫ ਦੀ ਧੀ ਸਾਰਾ ਅਲੀ ਖਾਨ ਨੇ ਇੰਸਟਾਗਰਾਮ ਉੱਤੇ ਕੇਕ ਦੀ ਇਕ ਫੋਟੋ ਸ਼ੇਅਰ ਕੀਤੀ ਹੈ।
"
"Father, mother - uncle, aunt
","ਬਾਪੂ, ਦਾਦੇ, ਸਹੁਰੇ, ਜਵਾਈ।
"
"Covered family members include a parent, child, spouse, grandparent, grandchild, sibling, aunt, or uncle.
","ਪਰਿਵਾਰਕ ਮੈਂਬਰਾਂ ਵਿਚ ਮਾਤਾ, ਪਿਤਾ, ਭਰਾ, ਭੈਣ, ਬੇਟਾ, ਬੇਟੀ, ਪਤੀ ਜਾਂ ਪਤਨੀ ਆਦਿ ਹੋ ਸਕਦੇ ਹਨ।
"
"The victim's daughter allegedly said that it was her aunt who poured kerosene on her mother.
","ਪੀੜਤ ਦੀ ਧੀ ਨੇ ਦੱਸਿਆ ਕਿ ਉਸਦੀ ਚਾਚੀ ਨੇ ਉਸਦੀ ਮਾਂ ਉੱਤੇ ਮਿੱਟੀ ਦਾ ਤੇਲ ਸੁੱਟਿਆ।
"
"Former India captain Rajbir Kaur is his aunt and she is married to Gurmail Singh, who was a part of India’s 1980 gold medal-winning campaign.
","ਰਾਜਬੀਰ ਕੌਰ ਦੇ ਪਤੀ ਗੁਰਮੇਲ ਸਿੰਘ 1980 ਦੀਆਂ ਮਾਸਕੋ ਓਲੰਪਿਕ ਖੇਡਾਂ ਵਿੱਚ ਸੋਨ ਤਮਗਾ ਜਿੱਤਣ ਵਾਲੀ ਭਾਰਤੀ ਟੀਮ ਦੇ ਮੈਂਬਰ ਸਨ।
"
"Her parents, brother along with an aunt and uncle died in the accident.
","ਜਿਥੇ ਉਸ ਦੇ ਪਿਤਾ ਅਤੇ ਦਾਦੀ ਦੀ ਮੌਤ ਦੇ ਨਾਲ ਹੀ ਮਾਂ, ਭਰਾ ਅਤੇ ਚਚੇਰੀ ਭੈਣ ਜ਼ਖਮੀ ਹੋ ਗਏ।
"
"After the death of her mother she lived with her aunt and uncle.
","ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਆਪ ਆਪਣੇ ਮਾਮੇ ਕੋਲ ਹੀ ਰਹੇ।
"
"His mother and aunt were injured in the incident.
","ਇਹ ਘਟਨਾ ਵਿਚ ਮੈਂ ਅਤੇ ਮੇਰੇ ਮਾਤਾ ਜੀ ਜ਼ਖ਼ਮੀ ਹੋ ਗਏ ਸਨ।
"
"The girl’s aunt knew about the incident but misled the police by accusing a neighbour for the crime.
","ਪੁਲਿਸ ਅਨੁਸਾਰ ਲੜਕੀ ਦੀ ਚਾਚੀ ਨੂੰ ਘਟਨਾ ਬਾਰੇ ਪਤਾ ਸੀ ਪਰ ਉਸ ਨੇ ਪੁਲਿਸ ਨੂੰ ਗੁੰਮਰਾਹ ਕੀਤਾ।
"
"I am going to take you to my aunt’s house.
","ਮੈਂ ਤੈਨੂੰ ਬਾਬੇ ਦੇ ਘਰ ਲੈ ਚੱਲਦਾ ਹਾਂ।
"
"Also present at the bash were Kareenas father Randhir Kapoor, Saifs daughter Sara, his brother-in-law Kunal Kemmu, the actress cousin Armaan Jain, aunt Reema Kapoor and her close friends-- Amrita Arora and Malaika Arora.
","ਜਿਸ ਵਿਚ ਕਰੀਨਾ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਰਣਧੀਰ ਕਪੂਰ ਅਤੇ ਬਬੀਤਾ, ਭੈਣ ਕਰਿਸ਼ਮਾ ਕਪੂਰ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਬੇਟੀ ਅਧਾਰਾ ਕਪੂਰ ਅਤੇ ਚਾਚਾ ਕੁਨਾਲ ਕਪੂਰ ਦੇ ਨਾਲ ਬੱਚੇ ਜਹਾਂ ਕਪੂਰ ਅਤੇ ਸ਼ੈਰਾ ਕਪੂਰ ਨਾਲ ਪਾਰਟੀ ਵਿੱਚ ਪਹੁੰਚੇ।
"
"Advocate Vimal Kumar Yadav, Junior of Advocate Mahendra Singh informed ANI that the victim, her aunt, and lawyer were injured in the accident.
","ਜ਼ਖ਼ਮੀ ਵਕੀਲ ਮਹੇਂਦਰ ਸਿੰਘ ਦੇ ਸਹਿਯੋਗੀ ਵਕੀਲ ਵਿਮਲ ਕੁਮਾਰ ਯਾਦਵ ਨੇ ਦੱਸਿਆ ਕਿ ਸੜਕ ਦੁਰਘਟਨਾ ਵਿੱਚ ਪੀੜਤਾ, ਉਸ ਦੀ ਮਾਂ, ਚਾਚੀ ਤੇ ਉਸ ਦੇ ਵਕੀਲ ਜ਼ਖ਼ਮੀ ਹੋ ਗਏ।
"
"His father, sister, mother and aunt were the first members.
","ਪਹਿਲੇ ਨੰਬਰ ਤੇ ਪਿਤਾ, ਮਾਤਾ, ਭੈਣ- ਭਰਾ ਤੇ ਉਹਨਾਂ ਦੇ ਬੱਚੇ ਆਉਂਦੇ ਹਨ।
"
"Among them were her father, grandparents, aunts, uncles and cousins.
","ਉਹਨਾਂ ਮਰਨ ਵਾਲਿਆਂ ਵਿੱਚ ਬੱਚਿਆਂ ਦੀਆਂ ਮਾਵਾਂ, ਬਾਪ, ਭਰਾ, ਪੁੱਤ, ਭਤੀਜੇ ਆਦਿ ਸਨ।
"
"Father, mother - uncle, aunt
","ਮਾਂ ਪਿਉ ਵੀਰਨ ਭੈਣ ਭਣੀਜੀਆਂ ।
"
"He had gone to his aunt’s house that night.
","ਲੰਘੇ ਦਿਨ ਉਹ ਚਾਚੇ ਦੇ ਘਰ ਵੱਲ ਨੂੰ ਜਾ ਰਿਹਾ ਸੀ।
"
"And my aunts and uncles.
","ਅਤੇ ਮੇਰੇ ਭਰਾਵੋ ਅਤੇ ਭੈਣੋ,
"
"Bollywood actor Sonam Kapoor got married to her boyfriend Anand Ahuja at a fun-filled wedding at her aunt's house in Mumbai.
","ਮੁੰਬਈ ਵਿੱਚ ਬਾਲੀਵੁੱਡ ਅਦਾਕਾਰਾ ਸੋਨਮ ਕਪੂਰ ਅਤੇ ਉਸ ਦਾ ਕਾਰੋਬਾਰੀ ਪਤੀ ਆਨੰਦ ਆਹੂਜਾ ਆਪਣੇ ਵਿਆਹ ਦੀ ਰਿਸੈਪਸ਼ਨ ਮੌਕੇ ਫੋਟੋ ਖਿਚਵਾਉਂਦੇ ਹੋਏ।
"
"It was the maid’s first time in Singapore and she did not know anyone here except for her husband’s aunt who also worked as a domestic helper.
","ਇਹ ਨੌਕਰਾਣੀ ਪਹਿਲੀ ਵਾਰ ਸਿੰਗਾਪੁਰ ਆਈ ਹੈ ਤੇ ਉਹ ਇੱਥੇ ਆਪਣੇ ਪਤੀ ਦੀ ਚਾਚੀ, ਜੋ ਕਿ ਖ਼ੁਦ ਵੀ ਘਰੇਲੂ ਨੌਕਰਾਣੀ ਹੈ, ਤੋਂ ਇਲਾਵਾ ਕਿਸੇ ਨੂੰ ਨਹੀਂ ਜਾਣਦੀ।
"
"But how can I tell my aunt?
","ਪਰ ਮੈਂ ਕਿਵੇਂ ਦੱਸਾਂ?
"
