eng_Latn,mar_Deva
"Mumbai : NCP Spokesperson and Maharashtra Minister Nawab Malik continuing the war of words, allegedly questions the NCB official Sameer Wankhede that, is his sister-in-law involved in drugs trade?
","मुंबई : राष्ट्रवादी काँग्रेसचे प्रवक्ते आणि अल्पसंख्याक विकास मंत्री नवाब मलिक यांनी मुंबई ड्रग्स प्रकरणात एनसीबी अधिकारी समीर वानखेडे यांच्यावर प्रश्नांची सरबत्ती केलीय.
"
"The information was revealed by Sunetra’s sister-in-law and NCP MP Supriya Sule.
","याबाबत राष्ट्रवादी काँग्रेसच्या नेत्या आणि बारामतीच्या खासदार सुप्रिया सुळे यांनी माहिती दिली आहे.
"
"His wife and sister-in-law also died.
","यामध्ये त्याची पत्नी आणि बहिणीचाही मृत्यू ओढवला.
"
"She was the wife of former corporator Kamlakar Patil and sister-in-law of former NCP MP Sanjay Dina Patil.
","आमदार कर्डिले हे काँग्रेसचे माजी महापौर संदीप कोतकर यांचे सासरे आहेत तर शहराचे राष्ट्रवादी पक्षाचे आमदार संग्राम जगताप यांचेही सासरे आहेत.
"
"Accused remanded for sister-in-laws murder
","चुलत बहिणीच्या खूनप्रकरणी आरोपीस जन्मठेपेची शिक्षा
"
"A little while later my sister-in-law and niece arrive.
","थोड्याच वेळात सुंदरी मावशी आणि मक्षिका पण येऊन पोचल्या.
"
"She was the wife of former corporator Kamlakar Patil and sister-in-law of former NCP MP Sanjay Dina Patil.
","माजी नगरसेवक कमलाकर पाटील यांच्या त्या पत्नी होत्या.
"
"Cousin Parineeti Chopra too joined the actress and also present at the party was Priyanka’s sister-in-law Sophie Turner.
","या विवाह सोहळ्यात प्रियांकाची चुलत बहीण अभिनेत्री परिणीती चोप्रा सुद्धा आवर्जून सहभागी झाली होती.
"
"At Sonam Kapoor's reception, Rishi Kapoor reportedly got into an ugly spat with Salman Khan's sister-in-law Seema Khan (Sohail Khan's wife).
","सलमानने नीट गळाभेट न घेतल्याच्या रागातून ऋषी कपूरनी सोहेल खानची पत्नी सीमा यांच्याशी गैरवर्तन केलं.
"
"And then I called my sister-in-law.
","’ नंतर मी माझ्या साडूंना फोन केला.
"
"The information was revealed by Sunetra’s sister-in-law and NCP MP Supriya Sule.
","राष्ट्रवादीच्या नेत्या आणि खासदार सुप्रीया सुळे (Supriya Sule) यांनी याबाबत माहिती दिली आहे.
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","याप्रकरणी पोलिसांनी पती, सासरे, सासू व नंदावा यांच्यावर गुन्हा दाखल झाला आहे.
"
"Akhil’s family includes his grandmother, mother, brother, sister-in-law, their baby and his wife, all of whom live in the same house.
","त्यांच्या एकत्र कुटुंबामध्ये आई, वडिल, भाऊ, पत्नी, मुलगी व मुलगा असा परिवार आहे.
"
"Harshada is the sister-in-law of NCB Mumbai zonal director Sameer Wankhede.
","समीर वानखेडे हे मुंबई NCB चे झोनल डायरेक्टर आहेत.
"
"And her sister-in-law loved it too!
","आणि चक्क चक्क तिलासुद्धा तो आवडायला लागला होता !
"
"I am the sister of the king, the sister-in-law of the king’s wife.
","मी राजाचा मेव्हणा आहे, राजाची बायको ती माझी सक्खी बहोण.
"
"Actress Neetu Kapoor, Rajiv's sister-in-law and Rishi Kapoor's wife expressed her condolences and shared a post on social media along with a picture of the late actor.
","ऋषी कपूर यांची पत्नी आणि अभिनेत्री नीतू कपूर यांनी सोशल मीडियावर एक भावनिक पोस्ट शेअर केली.
"
"Actress Kareena Kapoor Khan is very fond of her sister-in-law Soha Ali Khan , with whom she shares a great rapport and relationship.
","सारा अली खान आणि तिची सावत्रआई करिना कपूर-खान यांच्यात खूप चांगले संबंध आहेत.
"
"Anupam Kher's mother Dulari, brother Raju, sister-in-law Rima, and niece Vrinda have tested positive for coronavirus.
","अनुपम खेर यांची आई दुलारी, भाऊ राजू, वहिणी रिमा आणि पुतणी वृंदा यांच्या कोरोना चाचणी पॉझिटीव्ह आल्या आहेत.
"
"The accused included the woman’s husband, parents-in-law, sister-in-law, husband’s uncle, a cousin and a mau-lvi who solemnised the couple’s nikah.
","आरोपीं मध्ये मुलीचे आई - वडील , पती, सासू - सासरे, मामा, लग्न लावून देणारे भटजी व लग्नास उपस्थित वऱ्हाडी आदींचा समावेश आहे.
"
"Also, Randhirs sister-in-law, late Rishi Kapoors wife, Neetu Kapoor, and sister Rima Jain was present there along with son Aadar Jain and his girlfriend, actress Tara Sutaria.
","यासह, रणबीर कपूर आणि त्याची आई नीतू कपूर देखील बहीण रिद्धिमा कपूर साहनी, तिचा नवरा भरत सहनी आणि मुलगी समारा सहनीसह सामील झाले होते.
"
"Besides Ms. Chavan, her husband Abhijeet Chavan, their two sons Anand (victim’s brother-in- law), Ajit (the victim’s husband) and Sheetal (victim’s sister-in-law and Anand’s wife), have been booked, according to the police.
","विद्या चव्हाण यांच्यासह त्यांचे पती अभिजीत, मुलगा अजित (पीडितेचा नवरा) दुसरा मुलगा आनंद (पीडितेचा दीर) आणि शीतल (आनंद यांची पत्नी) अशा एकूण पाच जणाविरुद्ध पोलिसांनी गुन्हा दाखल केला.
"
"A 35-year-old man in Madhya Pradesh’s Jabalpur first strangled his sister-in-law to death, stabbed his wife, and then hanged himself, police said.
","मध्य प्रदेशातील जबलपूर(Jabalpur) जिल्ह्यात आपल्या वडिलांना आणि पत्नीला नको त्या अवस्थेत पाहिल्यानंतर संतप्त झालेल्या 35 वर्षीय तरूणाने दोघांना कुऱ्हाडीचा घाव घालून संपविले.
"
"Besides Ms. Chavan, her husband Abhijeet Chavan, their two sons Anand (victim’s brother-in- law), Ajit (the victim’s husband) and Sheetal (victim’s sister-in-law and Anand’s wife), have been booked, according to the police.
","विद्या चव्हाण यांच्यासह त्यांचे पती अभिजीत, मुलगा तक्रारदार पिडितेचा पती अजित, दुसरा मुलगा आनंद आणि त्याची पत्नी शीतल अशा एकूण पाच जणांविरुद्ध मुंबईच्या विलेपार्ले पोलिसांनी गुन्हा दाखल केला.
"
"A woman plays the role of a daughter, mother, wife, daughter-in-law, sister-in-law and so on.
","स्त्री ही बहीण, बायको, आई, मुलगी अशा अनेक भूमिका पार पाडत असते.
"
"The birthday bash was attended by his children Sara and Ibrahim along with sister Soha Ali Khan and sister-in-law Karisma Kapoor.
","या पार्टीत सारा तेंडुलकरसोबतच सारा अली खान तिचा भाऊ इब्राहिम अली खान आणि जान्हवी कपूर हे उपस्थित होते.
"
"A team of the Central Bureau of Investigation (CBI) is examining TMC MP Abhishek Banerjee's sister-in-law Maneka Gambhir in connection with the coal smuggling case.
","सीबीआयच्या एका पथकाने कोळसा चोरी प्रकरणी तृणमूल खासदार अभिषेक बॅनर्जी यांच्या पत्नीची बहिण मेनका गंभीर यांचीही चौकशी केली.
"
"He was accompanied by his wife Akriti and sister-in-law Tahira Kashyap at the screening.
","त्यांच्यासह त्यांची पत्नी आणि आदित्य ठाकरेही आरतीला उपस्थित होते.
"
"“My family comprises my parents, brother and sister-in-law.
","माझ्या कुटुंबात माझे आई वडिल, बहिणी आणि मुलींचा समावेश आहे.
"
"Besides Ms. Chavan, her husband Abhijeet Chavan, their two sons Anand (victim’s brother-in- law), Ajit (the victim’s husband) and Sheetal (victim’s sister-in-law and Anand’s wife), have been booked, according to the police.
","विद्या चव्हाण यांच्यासह त्यांचे पती अभिजीत चव्हाण, मुलगा अजित (तक्रारदार सूनेचा पती) दुसरा मुलगा आनंद आणि शीतल (आनंद यांची पत्नी) अशा पाच जणांविरुद्ध पोलिसांनी गुन्हा दाखल करण्यात आला आहे.
"
"Actor Saif Ali Khan's sister Saba Ali Khan took to Instagram and shared a throwback picture with her sister-in-law Kareena Kapoor.
","सैफ अली खान याची लेक म्हणजेच अभिनेत्री सारा अली खान हिनेही सोशल मीडियावर एक फोटो शेअर केला.
"
"Among those killed were her mother, father, two brothers, sister-in-law, nephews and nieces, including a two-month-old.
","त्या आठ जणांमध्ये मृत व्यक्तीची पत्नी,दोन मुले,आई, सख्खा भाऊ,त्याची पत्नी, त्यांचा मुलगा आणि चुलत भाऊ यांचा समावेश आहे.
"
"There are mother, father, two brothers, two sisters, sister-in-law and six childres. in the house.
","घरात आई-बाबा, आजी-आजोबा, दोन काका, दोन काकी, लहान चुलत भाऊ-बहीणी असा परिवार.
"
"All of my family - my husband and children, my mother and father, my brother and sister-in-law, grandparents, aunts, uncles, cousins, nephews, all of them.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"Sen is the sister-in-law of Virbhadra Singh's wife Pratibha Singh.
","वीरभद्र सिंह यांच्या पत्नी प्रतिभा सिंह यांनी विजय मिळविला.
"
"Kashmera had entered the Bigg Boss 13 house to support her sister-in-law Aarti Singh.
","आरती ‘बिग बॉस 13’मध्ये स्पर्धक म्हणून सहभागी झाली होती तेव्हा कश्मीरा तिला सपोर्ट करण्यासाठी बिग बॉसच्या घरात गेली होती.
"
"The accused killed his mother, brother and sister-in-law
","पीडितेच्या आई आणि काकाने केलेल्या मारहाणीत आरोपीचा मृत्यू
"
"Congratulations to your brother and sister-in-law.
","तुमच्या भावाचं अभिनंदन व त्याला शुभेच्छा.
"
"Rishi Kapoor picks a fight with Salman Khan's sister-in-law at Sonam’s reception
","सोनमच्या रिसेप्शन पार्टीत रंगला ऋषी कपूर आणि सीमा खानचा वाद
"
"A complaint was filed against Nawab Malik by Sameer Wankhede's sister-in-law.
","समीर वानखेडे यांच्या बहिणीवर देखील नवाब मलिकांनी आरोप केले होते.
"
"You will not believe, but the most interesting photos of Prince George and his sister-in-law, who collect hundreds of enthusiastic responses, belong to the Duchess of Cambridge.
","आपण विश्वास ठेवीत नाहीत, परंतु प्रिन्स जॉर्ज आणि त्याची बहीण, ज्यांनी हजारो उत्साही प्रतिसादा एकत्रित केले त्यांचे सर्वात मनोरंजक फोटो, डचेस ऑफ केंब्रिजचे आहेत.
"
"Soha's illustrious family includes mother Sharmila Tagore, brother Saif Ali Khan and sister-in-law Kareena Kapoor.
","करिनासोबत सैफ अली खानची आई शर्मिला टागोर, शाहरूख आणि करिष्मा कपूरही झळकणार आहे.
"
"The Instagram image of Soha Ali Khan shows how well she celebrated Christmas with brother Saif Ali Khan, sister-in-law Kareen Kapoor, Karisma Kapoor, Salman Khan, hubby Kunal Kemmu and few other friends.
","या फोटोंमध्ये करीनासोबत सोहा अली खान, कुणाल खेमू, सारा अली खान, करिश्मा कपूर यांच्यासह इतर सदस्य सैफच्या बर्थडे पार्टीचा आनंद लुटताना दिसत आहेत.
"
"The ED had chargesheeted former Telecom Minister Dayanidhi Maran, his brother Kalanithi and sister-in-law Kavery Kalanithi as accused in the case too.
","याआधी ईडीने माजी दूरसंचार मंत्री दयानिधी मारन आणि त्यांचा भाऊ कलानिधी मारन यांच्यासह इतर जणांविरोधात आरोपपत्र दाखल केले.
"
"His father, mother, uncle and sister-in-law also got injured, the police said.
","फातिमाने पोलिसांना दिलेल्या माहितीनुसार आपले आजोबा, आजी, आत्या, व वडिलांनी आईच्या केसाला धरून तिची मारहाण केली.
"
"It’s my friend’s sister-in-law.
","ही माझ्या एका मैत्रिणीची आजी.
"
"Raj Kundra posed with his wife Shilpa Shetty and sister-in-law Shamita.
","स्क्रिनिंगला अभिनेत्री शिल्पा शेट्टी पती राज कुंद्रा आणि बहीण शमिता शेट्टीसोबत दिसली.
"
"She alleged that her husband and sister-in-law had been physically and mentally harassing her since marriage.
","नवरा आणि सासू सासऱ्यांनी मिळून स्नेहाचा शारीरिक तसेच मानसिक छळ केल्याचा आरोप तिने केला आहे.
"
"After the death of his wife, his sister-in-law cared for his children.
","तिच्या पतीच्या मृत्यूनंतर काबाडकष्ट करुन तिने मुलांचा सांभाळ केला.
"
"Actor Neetu Kapoor, wife of late actor Rishi Kapoor and Rajiv Kapoor's sister-in-law, shared a statement on Instagram.
","ऋषी कपूर यांच्या पत्नी, अभिनेत्री नीतू कपूर यांनी इन्स्टाग्रामवरील पोस्टमधून राजीव कपूर यांच्या निधनाचे वृत्त दिले आहे.
"
"Rajiv Kapoor's sister-in-law Neetu Kapoor announced the news of his death by posting a picture of the actor on social media and she wrote: ""RIP.
","नितू कपूर यांनी राजीव कपूर यांच्या निधनाचं दु:ख व्यक्त करत त्यांचा फोटो सोशल मीडियावर पोस्ट केला आहे.
"
"Her husband Naveed Pasha had just left the hospital to drop his sister-in-law home.
","त्याचवेळी तिचा पती नावेद पाशा आपल्या बहिणीला घरी सोडण्यासाठी हॉस्पिटलमधून बाहेर पडला होता.
"
"Soha's mother Sharmila Tagore, brother Saif Ali Khan and sister-in-law Kareena Kapoor welcomed the guests.
","यावेळी सोहाच्या आई शर्मिला टागोर, भाऊ सैफ अली खान, पती कुणाल खेमू आणि करिना कपूर उपस्थित होते.
"
"“She did not know the address of her sister-in-law’s parents.
","” तिला आपल्या आई- वडिलांचे नावपण माहीत नव्हते-
"
"Priyanka and her husband Nick Jonas went on a double with date sister-in-law Sophie Turner and her husband Joe Jonas.
","निक आणि प्रियंका यांच्यासह या गाण्यात निक जोनासचा भाऊ, जो जोनासदेखील आपली पत्नी सोफी टर्नरसोबत नाचताना दिसत आहे.
"
"Priyanka and her husband Nick Jonas went on a double with date sister-in-law Sophie Turner and her husband Joe Jonas.
","निकचा भाऊ जो जोनास आणि त्याची गर्लफ्रेंड इंग्लिश अभिनेत्री सोफी टर्नर जोधपूरपासून प्रियांका- निकच्या बरोबर होते.
"
"The information was revealed by Sunetra’s sister-in-law and NCP MP Supriya Sule.
","याची माहिती पवार यांची लेक आणि राष्ट्रवादी काँग्रेसच्या खासदार सुप्रिया सुळे यांनी फेसबुक लाईव्ह करत दिली.
"
"Besides Ms. Chavan, her husband Abhijeet Chavan, their two sons Anand (victim’s brother-in- law), Ajit (the victim’s husband) and Sheetal (victim’s sister-in-law and Anand’s wife), have been booked, according to the police.
","याप्रकरणी विद्या चव्हाण (सासू), अभिजीत चव्हाण (सासरे), अजित चव्हाण (पीडितेचा नवरा), आनंद चव्हाण (पीडितेचा दीर) आणि शीतल (आनंदची पत्नी) यांच्याविरोधात गुन्हा दाखल करण्यात आला आहे.
"
"His wife and sister-in-law also died.
","त्यात बंगल्या आणि त्याची पत्नी दोघेही ठार झाले.
"
"Dad’s sister and sister-in-law and their families were with us.
","त्या घरातले आजोबा आणि त्यांचा नातू हे आम्हाला सामील होते.
"
"However, the police had spared the victim’s sister-in-law and her husband.
","मात्र, पोलिसांनी शिताफीने तपास करून आरोपी पत्नी आणि तिच्या प्रियकराला बेड्या ठोकल्या.
"
"At the time of the incident, Saif Ali Khan was accompanied by wife Kareena Kapoor , sister-in-law Karisma Kapoor, friends Malaika Arora Khan, Amrita Arora and other friends.
","या पार्टीत मलायकाच्या मैत्रिणी करीना कपूर खान, अमृता सिंह, सीमा खान, सोफी चौधरी देखील होत्या.
"
"Man killed brother to allegedly marry sister-in-law
","दुसरं लग्न केल्याच्या वादातून भावानेच केला भावाचा खून
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","त्यानुसार विवाहितेचा पती, सासरा, आणि महिला यांच्या विरोधात पोलिसांनी गुन्हा दाखल केला.
"
"Salman’s entire family with sisters Alvira Khan Agnihotri, Arpita Khan Sharma, stepmother Helen, nephew Arhaan Khan, sister-in-law Seema Khan all were present at the bash.
","या सोहेलच्या पार्टीत त्यारच्याा कुटुंबातील पत्नी सीमा खान, भाऊ अरबाज खान, वडील सलीम खान, दोन्ही बहिणी अर्पिता आणि अलविरा पार्टीत दिसले.
"
"“Today morning only Malik put a tweet supposedly about Sameer Wankhede’s sister-in-law.
","शेख असेही म्हणाले की, ‘आज सकाळीच मलिकने समीर वानखेडे यांच्या मेहुण्याबद्दल ट्विट केले होते.
"
"Rajiv Kapoor's sister-in-law Neetu Kapoor also took to her Instagram profile and confirmed the news.
","नितू कपूर यांनीही राजीव कपूर यांचा फोटो इन्स्टाग्रामवर शेअर करुन त्यांच्या मृत्यूच्या बातमीची पुष्टी केली आहे.
"
"Khan was accompanied by his wife Kareena Kapoor, sister-in-law Karishma Kapoor, fellow actors Malaika Arora Khan and Amrita Arora and Amrita’s husband Shakeel Ladak.
","सलमानला भेटण्यासाठी कतरिना कैफ, अरबाज खानची एक्स पत्नी मलायका अरोरा, बॉलिवूड अभिनेत्री अमृता अरोरा, डेझी शाह, महेश मांजरेकर आदींनी भेट घेतली.
"
"Sen is the sister-in-law of Virbhadra Singh's wife Pratibha Singh.
","प्रतिभा सिंह या वीरभद्र सिंह यांच्या पत्नी आहेत.
"
"It’s my friend’s sister-in-law.
","माझ्या मैत्रिणीच्या बॉयफ्रेंडचा तो मित्र.
"
"Kareena Kapoor, Karisma Kapoor and sister-in-law Neetu Kapoor, niece Riddhima Kapoor Sahni and nephew Aadar Jain were all in attendance.
","करिनाची बहीण करिश्मा कपूर, काकू नीतू सिंग, चुलत भाऊ रणबीर कपूर हे निकटवर्तीय या वेळी उपस्थितीत होते.
"
"My sister-in-law's husband died.
","आजीच्या पतीचे निधन झालं आहे.
"
"It’s my friend’s sister-in-law.
","त्या माझ्या मैत्रिणीची आजी आहेत.
"
"The birthday bash was attended by his children Sara and Ibrahim along with sister Soha Ali Khan and sister-in-law Karisma Kapoor.
","या पार्टीत सारा अली खान तिचा भाऊ इब्राहिम अली खान आणि जान्हवी कपूर यांनी हजेरी लावली होती.
"
"A very Happy Birthday to my sister-in-law!
","वाढदिवसाच्या खूप खूप शुभेच्छा भावा!
"
"I love this village of innocent men and women, affectionate sisters-in-law and simple children.
","मला निर्दोष पुरुष आणि स्त्रिया, प्रेमळ बहिणी आणि साध्या मुलांचे हे गाव आवडते.
"
"A mother and father-in law, two brothers-in-law, two sisters-in-law, he had two children and a nephew.
","त्यांच्या पश्‍चात आई, वडील, भाऊ, दोन बहिणी, दोन मुली व दोन मुले असा परिवार होता.
"
"That includes grandparents, brothers- and sisters-in-law, aunts, uncles and cousins.
","यामध्ये मुलीचे वडिल, काका, सख्या आणि चुलत भावांचा समावेश आहे.
"
"The police arrested the deceased's wife, his two sisters-in-law and their common friend in connection with the murder.
","हत्ये प्रकरणी पोलिसांनी मयताची पत्नी, तिचा प्रियकर, आणि त्याचा पोलिस कमांडोला अटक केली आहे.
"
"My parents, my in-laws, my husband, my daughters, brothers and sisters-in-law and my cousins.
","मला माझे आई वडील भाऊ बहीण त्यांचे स्पाऊस मुले बायको मुले यांचेबद्दल ममत्व आहे.
"
"That includes grandparents, brothers- and sisters-in-law, aunts, uncles and cousins.
","त्यात आजी-आजोबा, आई-बाबा, काका-काकू आणि मुलगा-मुलगी इतके सारे लोक आहेत.
"
