eng_Latn,mar_Deva
"In the house there lived a boy and his aunt.
","त्यांच्या घरात अंकल आंटी आणि त्यांची एक मुलगी राहत होती.
"
"My Mother and aunt went to the hospital.
","आई आणि चाची हॉस्पिटलात गेल्या होत्या.
"
"My aunt got married at a very young age.
","माझ्या बहिणीचे लग्न अगदी लहान वयात झाले होते.
"
"My aunt had 10 children.
","माझ्या आजीला १० मुले झाली तीन जगले.
"
"My aunt had a son and a daughter.
","एक अंकल आंटी आणि एक मुलगा व मुलगी होते.
"
"My aunt had arrived.
","माझा मामा आला होता.
"
"My aunt had one boy and one girl.
","एक अंकल आंटी आणि एक मुलगा व मुलगी होते.
"
"My aunt had one daughter and one son.
","एक अंकल आंटी आणि एक मुलगा व मुलगी होते.
"
"My aunt is cooking in the kitchen.
","माझी आजी स्वयंपाकात सुगरणच आहे.
"
"My aunt is now 89.
","माझे ते आजोबा आज 89 वर्षाचे आहेत.
"
"My aunt is suffering from high uric acid.
","माझ्या बहिणीला युरिक ऍसिड वाढण्याचा त्रास आहे.
"
"My aunt lives in the city.
","माझे मामा शहर मध्ये राहतात.
"
"My aunt remained silent for a moment.
","चाची क्षणभर गप्प बसली.
"
"My aunt started to cry.
","चाची तो रोने लगीं।
"
"My aunt was alone at her house.
","आंटी एकटीच घरी होती.
"
"My aunt was also very happy.
","आजीसुद्धा एकदम खुश होती.
"
"My aunt was born in 1919.
","१९२० च्या दशकात जन्मलेली माझी आजी.
"
"My aunt was extremely proud of her.
","माझ्या आजीला ह्याचा खूप अभिमान होता.
"
"My aunt was home alone.
","आंटी एकटीच घरी होती.
"
"My aunt was killed.
","माझ्या आजीची हत्या झाली.
"
"My aunt was much the same.
","माझे स्वतःचे आजोबा बरेच असेच होते.
"
"My aunt was sitting on the bed.
","आत बेडवर माई आजी बसली होती.
"
"My aunt's house was very large.
","माझ्या आजोबांचे घर खूपच मोठे होते.
"
"My aunts were looking for us.
","आमच्या मातोश्री आम्हाला शोधत आल्या.
"
"My dad, uncle and aunt all worked in agriculture.
","माझे आजोबा, वडील सर्वजण शेती करायचे.
"
"My father and aunt told me a story about my great grandfather.
","याच्या भयंकर कथा माझे वडील व आजोबा सांगायचे.
"
"My grandmother and aunt followed them.
","मामा आणि अंकल पुढे गेले त्यांच्या मागोमाग आम्ही.
"
"My grandmother, my aunt, my brother.
","माझी आई, माझी चुलत आजी,माझी भूतं.
"
"My grandparents, my aunt and uncle and their kids and my family were there.
","ते दोघे अंकल, आंटी आणि माझे आई वडील आणि सर्व मुले त्यांच्या घरीच होते.
"
"My mom and aunt went to the hospital.
","आई आणि चाची हॉस्पिटलात गेल्या होत्या.
"
"My mother, aunt and grandmother are all teachers.
","आजी, आई, आजोबा सारेच शिक्षक!
"
"My neighbor's aunt
","मेरी पड़ोसन आंटी
"
"Now the aunt's mood changed and she became a mistress and said to me, do what you say.
","आता आंटी चा मूड एकमद चेंज झाला होता आणि ती एकदम मालकीण बनली होती आणि म्हणली कि जे मी म्हणते आहे ते कर.
"
"Peter grows up in his aunt (Sally Field) and uncle (Martin Sheen) 's house.
","पीटरचे पालनपोषण त्याचे अंकल (मार्टीन शीन) आणि आंटी (सैली फील्ड) यांनी केले आहे.
"
"She loves her aunt very much.
","ती आंटी त्याला खूप आवडते.
"
"Talk to your mom, aunts, and sisters.
","आई, बाबांशी आणि भावंडांशी बोलू दे मला.
"
"The aunt asked many questions.
","दादांना खूप प्रश्न विचारायचा.
"
"The aunt began to cry.
","चाची तो रोने लगीं।
"
"The aunt got up.
","चाचा उठलाच.
"
"The aunt looked at me.
","आंटी ने मला पाहून म्हणले.
"
"The aunt said.
","' आजी म्हणाल्या .
"
"The aunt was alone in the house.
","आंटी एकटीच घरी होती.
"
"The aunt's story
","कथा आजीच्या कथेची
"
"The four Brontë siblings received shares of their aunt's estate, and Emily worked as a housekeeper for her father, serving in the role their aunt had taken.
","ब्रोन्टनच्या चार बहिणींना त्यांच्या आजीच्या मालमत्तेचे समभाग मिळाले, आणि एमिली आपल्या वडिलांसाठी घराची देखभाल करणारे म्हणून काम करत होती, आणि त्यांच्या काकांनी घेतलेल्या भूमिकेत काम केले.
"
"The victim reported the incident to her mother and her aunt.
","या घटनेची माहिती पीडित मुलीने तिच्या आईला व आजीला दिली.
"
"The victim's parents and aunt were arrested on Tuesday.
","पीडिताच्या वडिल आणि भावाला सोमवारी अटक करण्यात आली आहे.
"
"Then my uncle and aunt.
","मग माझी आणि चाचाची जमली.
"
"There is an increased chance of developing breast cancer if your mother, sister, aunt or grandmother had breast cancer.
","तुमच्या आईला, आजीला, बहिणीला किंवा जवळच्या नातेवाईकाला ब्रेस्ट कॅन्सर असल्यास पुरुषांमध्ये ब्रेस्ट कॅन्सरचा धोका वाढतो.
"
"There was an aunt and her son in the house.
","त्यांच्या घरात अंकल आंटी आणि त्यांची एक मुलगी राहत होती.
"
"Uncle: You go inside the kitchen, your aunt will be there and she will give you water, don't you?
","ते: तू आत किचन मध्ये चालत जा आणि तिथे तुझी आंटी असेल ती तुला पाणी प्यायला देईल, जा ना.
"
"We have lost a sister, an aunt and friend.
","आम्ही पुन्हा एक मुलगी, बहीण आणि मैत्रीण गमावली आहे.
"
"Went to aunt's house.
","आंटीच्या घरी पोहोचलो.
"
"What are you doing, aunt?
","असं काय करता मामा ?
"
"What happened to her aunt?
","आज्जीला काय झालं?
"
"What is her aunt's name?
","आज्जी चा नाव काय?
"
"What is the aunt's name?
","आज्जी चा नाव काय?
"
"What's the aunt's name?
","आज्जी चा नाव काय?
"
"What's your aunt's name?
","आज्जी चा नाव काय?
"
"Who was the girl's aunt?
","ती आज्जी कोण होती ?
"
"You are my aunt's
","तुम्ही माझ्या आज्जीचे
"
"Young Parker is left in the care of his aunt (Sally Field) and uncle (Martin Sheen).
","पीटरचे पालनपोषण त्याचे अंकल (मार्टीन शीन) आणि आंटी (सैली फील्ड) यांनी केले आहे.
"
"arrived at her aunt's house.
","आंटीच्या घरी पोहोचलो.
"
"aunt was concerned.
","आंटी काळजी आली.
"
"aunt's daughter
","चाची की बेटी
"
"c. his aunt and uncle
","ख. भतीजी तथा चाचा
"
"d. aunts and uncles
","ख. भतीजी तथा चाचा
"
"my aunt and I'm
","आंटी आणि मी
"
"my aunt said.
","आजी म्हणाली.
"
"my neighbor's aunt
","मेरी पड़ोसन आंटी
"
"the aunt said.
","' आजी म्हणाल्या .
"
"the color of my aunt's car
","माझ्या मामाची रंगीत गाडी हो
"
"uncle and aunts had not said a word.
","चाचा आणि अबू काहीही बोलले नाहीत.
"
"wife of mother's brother (maternal aunt)
","बहिणीच्या मैत्रिणीची आई (बहुतेक)
"
"Her parents are Saif Ali Khan and Amrita Singh, her grandmother is Sharmila Tagore and her aunt is Soha Ali Khan.
","खुद्द सारा अली खान, तिची आई अमृता सिंग आणि पापा सैफ अली खान सगळेच जाम आनंदात होते.
"
"Her aunt and uncle were at the house.
","घरात आजीबाई आणि त्यांची नात होती.
"
"Another aunt had ovarian cancer.
","एकीच्या सासूला गर्भाशयाचा कर्करोग होता.
"
"He lived there with his mother, grandmother, aunt and two sisters.
","आई, दोन भाऊ आणि ती, असे चौघेजण येथे रहात होते.
"
"At this point, I was living in my grandparents’ one-bedroom house alongside my grandmother, grandfather, father, aunt and cousin.
","त्यावेळी दहा बाय दहाच्या खोलीत मी, माझी आई, माझी पणजी, माझी बहीण व भाऊ एवढी लोक रहात होतो.
"
"My brothers, my uncles and my aunt.
","माझे बहीण, भाऊ तसेच दीर सहकुटुंब असतात.
"
"If you are completely lost in a huge assortment of gifts and do not know what to give to your aunt on your birthday, present her with a gift certificate for a visit to the beauty salon.
","जर आपण भेटवस्तूंच्या प्रचंड संख्येने हरविले आणि आपल्या मामीला आपल्या वाढदिवसाच्या दिवशी काय द्यायचे हे माहित नसल्यास, तिला ब्यूटी सलॉन भेट देण्यासाठी भेट प्रमाणपत्र सादर करा.
"
"Two of her aunts died in the incident.
","या घटनेत दोघाही भावंडांचा मृत्यू झाला.
"
"An aunt is the baby’s mother’s or father sister.
","ते बाळ आई-वडिलांचा मुलगा किंवा मुलगी असते.
"
"Both my father and my aunt were teachers.
","माझे आई आणि वडील दोघही शिक्षक होते.
"
"And then married my aunt’s father.
","त्यानंतर आजोबांचं लग्न माझ्या आजीशी झालं.
"
"Three children and their aunt died.
","जावई आणि तीन पुत्रही कालवश झाले.
"
"The accused is the son of the victim's paternal aunt.
","आरोपी हा फिर्यादी महिलेचा सावत्र बाप आहे.
"
"A friend’s mom, an aunt, an in-law, another friend’s mom, an old coworker, a friend of a friend.
","आजी-आजोबांची मैत्रीण, आई-बाबांची, भाऊ वहिनीची, ताईची, इतकेच काय बाळाची देखील मीमी मैत्रीणच.
"
"Brothers, sisters, aunts, uncles, nieces and nephews and cousins . . . we were all there.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"Her aunt said, “Now, what on earth happened to you?”
","आजी म्हणाली, ‘‘आता सांग, काय झालं?
"
"Geeta Basra and Harbhajan Singh's son Jovan made his Instagram debut with a video shared by his aunt.
","हिनायाचा हा व्हिडिओ हरभजनची पत्नी गीता बसराने इन्स्टाग्रामवर शेअर केला आहे.
"
"Inaaya is the daughter of Sara's aunt Soha Ali Khan.
","सायेशा ही सायरा बानोची भाची शाहीनची मुलगी आहे.
"
"Both my mom, and my aunt.
","अगदी माझी आई आणि आज्जी पण.
"
"He had two ailing parents, two daughters, an uncle and an aunt.
","दोन बहिणी, दोन भाऊ, आई, वडील, चुलते असा त्यांचा मोठा परिवार होता.
"
"A wife, mother, daughter, sister, sister in law, aunt and friend.
","एकाच स्त्रीमध्ये आई, बहिण, मुलगी, मैत्रीण, पत्नी, सून, सासू, व वेश्या होण्याची क्षमता असते.
"
"Jyotiraditya’s aunts, Vasundhara Raje and Yashodhara Raje, are senior BJP leaders.
","ज्योतिरादित्य यांच्या आजी दिवंगत विजयाराजे शिंदे या भाजपच्या ज्येष्ठ नेत्या होत्या.
"
"An aunt lived in one home and a grandmother lived in an another.
","भावंडाची ताटातूट एक आईकडे, तर दुसरा वडिलांकडे राहत आहेत.
"
"The girl didn’t have parents and stays with her aunt and grandmother.
","मुलीची आई नाही आहे ती तिच्या वडील आणि भावासोबत राहते.
"
"Becoming an aunt or uncle?
","नातू झाला की आजोबा झाला?
"
"And what a nice aunt you are!
","आणि काय एक सुंदर आजोबा!
"
"The father, mother, uncle, aunt, the daughter and the son,
","सासु-सासरे, आई-वडील, दीर, जाऊ, नणंदा आणि वहिनी
"
"His father and his mother and his uncle and his aunt lived there, too.
","येथे त्याची आई, बहिण, आजी-आजोबा आणि मृत वडील राहत होते.
"
"And what a great aunt you are!
","आणि काय एक सुंदर आजोबा!
"
"After his father passed away, he was under the care of his mother and aunt.
","आई-वडिलांचे निधनानंतर आजीच त्यांचा सांभाळ करीत होती.
"
"A family member is defined as being a parent, guardian, sibling, spouse, grandparent, child, aunt, uncle, niece, nephew or first cousin.
","कुटुंबातील व्यक्ती ही पिता, पती, पुत्र, भाऊ किंवा माता, पत्‍नी, पुत्री किंवा भगिनी यांपैकी एखादी भूमिका पार पाडत असते.
"
"After her parents early demise, her grandparents, uncle and aunt raised her.
","त्यांच्या आईचे अकाली निधन झाल्याने आईच्या आईने, आजोबाने या मुलाचे पालनपोषण केले.
"
"All the parents were there, husbands and wives, brothers, uncles, aunts, grandparents.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"She was very affectionate and loving aunt.
","ते मोठे प्रेमळ अंतःकरणाचे होते व निस्सीम मातृभक्त होते.
"
"My aunt was also killed.
","आजीलाही मार लागला.
"
"It comprises a mother, a father and an aunt.
","यात वह‌िनी व दीर, मामा व भाचा यांचा समावेश असतो.
"
"Anna's connection with her aunt was extremely close.
","अण्णा आणि आबांचं नातंही खूप जवळचं होतं.
"
"I have five aunts and two uncles.
","मला पाच भाऊ आणि दोन बहिणी.
"
"Contesting on a BJP ticket, Shantanu Thakur defeated his aunt Mamata Bala Thakur who contested on a TMC ticket in the Bongaon seat.
","लोकसभा निवडणुकीत ममता बाला यांचा भाजपच्या तिकिटावर पुतणे शांतनू ठाकूर यांनी पराभव केला.
"
"Here, parents and children, aunts and cousins, all play to- gether.
","इथे आई-वडील, भाऊ-बहीण सगळे समसंस्कारी असतात.
"
"All of my aunts did.
","हे सर्व माझ्या सासूबाई करायच्या.
"
"Arjun Kapoor and Malaika Arora attended a party thrown by Arjun’s aunt, Maheep Kapoor.
","अनिल कपूर यांच्या घरी आयोजित करण्यात आलेल्या पार्टीमध्ये मलायका अरोरा आणि अर्जुन कपूर एकमेकांच्या हातात हात घालून सहभागी झाले.
"
"And we were all the proudest mummy, daddy, brother, grandparents, aunt and uncle ever!
","आणि पप्पा, आजी, आजोबा, मामा आणि आम्हाला सगळ्यांनाच तुझा अभिमान आहे.
"
"Among them will be his mother, two siblings and an aunt.
","त्याच्या पश्चात आई, दोन बहिणी, दोन भाऊ असा परीवार आहे.
"
"That includes grandparents, brothers- and sisters-in-law, aunts, uncles and cousins.
","यामध्ये मुलीचे वडिल, काका, सख्या आणि चुलत भावांचा समावेश आहे.
"
"A short time later, her aunt passed away.
","त्यानंतर काही काळाने त्यांच्या सासूबाईंचं निधन झालं.
"
"And my aunt as well.
","आणि माझी दीदी सुद्धा.
"
"It comprises a mother, a father and an aunt.
","यामध्ये मुलीचे आई-वडील, मामा-मामी आणि मेहुणीचा समावेश आहे.
"
"Also, this is the second marriage of the aunt.
","वभव रेखीचेही हे दुसरे लग्न आहे.
"
"According to police, the girl's aunt and her boyfriend were arrested in this connection.
","पोलिसांनी तपास करुन, संबंधित घरमालकाची मुलगी आणि तिच्या प्रियकराला अटक केली आहे.
"
"All with my wife, parents, siblings, aunt, cousins, nieces, and nephews.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"The fact that the birth is a difficult, painful process, women learn in childhood: mothers and grandmothers, aunts and older sisters often manage to convey to the younger generation all the unattractiveness of the process of the birth of a person.
","जन्म हा एक कठीण, वेदनादायक प्रक्रिया आहे, स्त्रिया बालपणीच्या शिकतात: माता आणि आजी, चाबूक आणि वृद्ध बहिणी अनेकदा तरुण पिढीला एका व्यक्तीच्या जन्माच्या प्रक्रियेतील सर्व नाखुषीपणाबद्दल सांगतात.
"
"These include brothers, sisters, nephews, uncles, aunts.
","यामध्ये बहीण, भाऊ, जावई यांचा समावेश आहे.
"
"According to police, the girl's aunt and her boyfriend were arrested in this connection.
","पोलिसांनी संबंधित तरुणीचा प्रियकर आणि त्याच्या मित्राला धुळ्यातून ताब्यात घेतले.
"
"child, parent, brother or sister, uncle or aunt, nephew or niece,
","आजी-आजोबा, आई-वडील, दोन मुले, दोन नातवंडे, पती किंवा पत्नी किंवा भावंडे.
"
"The festival commemorates the annual journey of Lord Jagannath, Lord Baladev, and their sister Subhadra to their aunt's place, the Gundicha Temple.
","हा उत्सव भगवान जगन्नाथ यांची मौसी मां मंदिर च्या माध्यमातून गुंडिचा मंदिर मध्ये त्यांचे भाऊ -बहिण - भगवान बलभद्र आणि देवी सुभद्रा सह वार्षिक यात्रा च्या उपलक्ष्य मध्ये साजरा केला जातो.
"
"Paternal aunt's son sexually assaults girl
","बावधनमध्ये वडिलांकडूनच मुलीवर लैंगिक अत्याचार
"
"Niece Julia Roberts Emma grew up in a very good family, and she had a chance to become as famous as her aunt.
","नसीस ज्युलिया रॉबर्ट्स एम्मा खूप चांगल्या कुटुंबात मोठी झाली आणि तिला तिच्या आजी म्हणून प्रसिद्ध होण्याची संधी होती.
"
"She had overheard a conversation between her mother and her aunt.
",". . आई व सासुबाईंची बोलणी तिच्या कानावर पडत होती .
"
"Currently he is being looked after by her aunt.
","सध्या त्यांची आजी त्यांचा सांभाळ करत आहे.
"
"Besides Parth Pawar, the NCP has fielded his aunt Supriya Sule, the daughter of Sharad Pawar.
","राष्ट्रवादी काँग्रेसने बारामती मतदार संघातून शरद पवार यांच्या कन्या सुप्रिया सुळे यांना, तर मावळमधून त्यांचे नातू पार्थ पवार यांना उमेदवारी दिली आहे.
"
"Contesting on a BJP ticket, the sect’s young face, Shantanu Thakur, defeated his aunt, TMC’s Mamata Bala Thakur at, in the Bongaon seat.
","लोकसभा निवडणुकीत ममता बाला यांचा भाजपच्या तिकिटावर पुतणे शांतनू ठाकूर यांनी पराभव केला.
"
"Grandparents, parents, uncles, aunts, and children all lived together.
","आई , वडील, आजी, आजोबा अश्या सर्वांना बरोबर घेऊन आला होता.
"
"15-yr-old girl strangled to death by aunts
","15 वर्षीय आईकडून मुलाची गळा आवळून हत्या
"
"I loved my aunt.
","आज्जीची मी लाडकी होते.
"
"If your mother, grandmother or aunt had breast cancer, you will be at high risk to get it too.
","तुमची आई, बहीण, वडील किंवा मुलाला स्तनांचा किंवा अंडाशयाचा कर्करोग झाला असेल तर तुम्हाला भविष्यात स्तनांचा कर्करोग होण्याची शक्यता अधिक असते.
"
"An FIR was registered against the BJP MLA Kuldeep Singh Sengar and nine others on charges of murder after the Unnao rape survivor’s family alleged a conspiracy behind Sunday’s car accident in which the survivor’s aunts were killed.
","उन्नाव बलात्कार प्रकरणातील पीडित तरुणी आणि तिच्या नातेवाईकांना झालेल्या अपघातानंतर भाजपचे आमदार कुलदीप सेंगर यांच्यावर हत्येचा गुन्हा दाखल करण्यात आला आहे.
"
"A guarantor can be family members such as your mother, father, sister, aunt or cousin.
","विश्वस्त म्हणून आई, वडील, भाऊ, बहिण किंवा नातेवाईक, मित्र असू शकतात.
"
"Also, these people are also parents, grandparents, older siblings, aunts, uncles, cousins.
","त्याशिवाय आपले गुरुजन, आजोबा, काका, पुतणे, भाचे, सासरे, जावई, लहानपणीचे मित्रसुद्धा आहेत.
"
"His mother and aunt were injured in the incident.
","यामध्ये ते आणि त्यांची आई दोघेही जखमी झाली.
"
"All of my family - my husband and children, my mother and father, my brother and sister-in-law, grandparents, aunts, uncles, cousins, nephews, all of them.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"She was staying at her paternal aunt’s house at the time.
","त्यावेळी तो पिडीत वहिणीच्या घरी थांबला होता.
"
"Participants included the mother, father, an aunt, and an uncle.
","मृतांमध्ये आई, वडील, भाऊ, बहीण यांचा समावेश आहे.
"
"But it’s not the same with my aunt.
","पण हेच माझ्या आईला लागू नाही.
"
"After the police interrogated the accused, he confessed to killing his aunt and uncle.
","पोलिसांनी आरोपीकडे चौकशी केल्यानंतर त्यानेच आपल्या बहिणीचा बलात्कार करुन हत्या केल्याचे कबूल केले.
"
"The girl was living with her aunt after her mother’s death.
","मुलीच्या आईवडिलांचा मृत्यू झाल्याने ती आजीकडे रहात होती.
"
"After his father’s death, his aunt and uncle helped his mother raise him.
","वडील वारल्यानंतर प्रतीकची आई आणि आजी यांनी मोलकरणीची कामे करून त्याला वाढवले.
"
"Grandparents usually engage in a garden and a garden, grandmothers run the kitchen, parents work (mostly in the market), and the children are in the care of senior family members or uncles and aunts who raise their kids.
","आजी-आजोबा सहसा बागेत आणि एका बागेत व्यस्त असतात, आईची आई रोजच्या बागेत स्वयंपाक करतात, बहुतेक पालक (बहुतेक बाजारपेठेत) काम करतात आणि मुले त्यांच्या कुटुंबातील ज्येष्ठ कुटुंबीया किंवा काका-बहिणी आणि आईवडिलांची काळजी घेतात.
"
"But more importantly, her maternal grandmother, two aunts and two cousins had all died of breast or ovarian cancer.
","तिच्या आईची आई, आईच्या दोन बहिणी आणि दोन मावसबहिणी या सर्वाच्या मृत्यूचे कारण स्तनांचा अथवा अंडाशयाचा कर्करोग हेच होते.
"
"After the death of her mother she lived with her aunt and uncle.
",". तिच्या आई वडिलांचा अपघाची मृत्यू झाल्यामुळे ती तिच्या मामा मामीसोबत राहत असते.
"
"Suresh Raina's uncle killed, aunt critical after attack by robbers
","सुरेश रैनाच्या नातेवाईकांवर जीवघेणा हल्ला, काकांचा मृत्यू
"
"A grandparent, an aunt and uncle.
","वडील, आजोबा आणि पणजोबा.
"
"All of my aunts and uncles, all of my cousins, my siblings, my husband, my husband’s parents, his sibling, aunts, uncles and cousins.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"If your mother, grandmother or aunt had breast cancer, you will be at high risk to get it too.
","तुमच्या आई, बहीण, वडील किंवा मुलाला स्तनांचा किंवा अंडाशयाचा कर्करोग झाला असेल, तर तुम्हाला भविष्यात स्तनांचा कर्करोग होण्याची शक्यता अधिक असते.
"
"Bollywood actor Shakti Kapoor is her father and Padmini Kolhapure her aunt.
","अभिनेता शक्ती कपूरची मुलगी आणि अभिनेत्री पद्मिनी कोल्हापुरेची भाची.
"
"The girl lived with his uncle, aunt and grandparents.
","पिडीत मुलगी ही तिचे आई-वडिल, आजी व भाऊ असे एकत्र राहत होते.
"
"Congratulations to your aunt!
","तुझ्या आईचे अभिनंदन ग प्राजु!
"
"And my mom is there, my dad, my aunt, my uncle, my sister.
","त्यात मी, आई, पप्पा, भाऊ, बहीण आणि माझी आजी इतके जण राहतो.
"
"A mentor can be a parent, brother, sister, grandparent, uncle, aunt or guardian.
","विश्वस्त म्हणून आई, वडील, भाऊ, बहिण किंवा नातेवाईक, मित्र असू शकतात.
"
"Both my father and aunt had committed suicide.
","माझी आजी आणि वडील यांची या दोघांचीही हत्या केली गेली.
"
"grandfather. father. elder brother. younger brother. son. nephew. daughter. niece grandson. granddaughter. grandmother. aunt. cousin.
","वडिल, नातवंडे, बहीण, भाऊ, बहिणीची अपत्ये, भावाची अपत्ये, मुलीची नातवंडे, भावाचा मुलगा, बहिणीचा मुलगा.
"
"BJP MLA from Unnao UP, Kuldeep Sengar his brother Manoj Singh Sengar and eight others have been booked under murder charges after a road accident that killed Unnao rape survivor's aunt.
","या अपघात प्रकरणी भाजपा आमदार कुलदीप सिंह सेंगर, त्यांचा भाऊ मनोज सिंह सेंगर आणि इतर आठ जणांविरोधात गुन्हा दाखल करण्यात आला आहे.
"
"Currently, he lives in the house with his uncle, aunt, parents, and his girlfriend.
","सध्या ती आपले वडिल, सावत्र आई आणि सावत्र भावंडांसह राहते.
"
"A relative includes children, parents, stepchildren, siblings, aunts, uncles, cousins, and in-laws of the participant.
","हे पालक, मुले, दत्तक मुले, पती-पत्नी, भाऊ, बहिणी, आणि आजी आजोबा समावेश यांचा समावेश आहे.
"
"Priyank is the son of Shraddha's actor aunt Padmini Kolhapure.
","प्रियांक हा अभिनेत्री श्रद्धा कपूरचा मावस भाऊ आहे.
"
"The aunt along with her husband has been arrested.
","नवऱ्यासह दीरांना अटक करण्यात आली आहे.
"
"They say that their relationship does not confuse the girl's family, so Lily-Rose and Asha paparazzi repeatedly filmed her mom's company, Vanessa Parady, cousins ​​and aunts.
","ते म्हणतात की त्यांचा संबंध मुलीच्या कुटुंबाला भ्रमित करत नाही, म्हणून लिली-रोझ आणि आशा पपरझी यांनी वारंवार तिच्या आईची कंपनी, व्हॅनेसा परैडी, चुलत भाऊ आणि नितीन यांची चित्रित केली.
"
