eng_Latn,tel_Telu
"Anne bradstreet's brother-in-law, the rev john woodbridge, took some of her poems to england with him, where he had them published without her knowledge in 1650 in a book titled the tenth muse lately spring up in america.
","అన్నే బ్రాడ్స్ట్రీట్ యొక్క సోదరుడు, రెవ్ జాన్ వుడ్బ్రిడ్జ్, తన పద్యాలు కొన్నింటిని అతనితో ఇంగ్లాండ్కు తీసుకువెళ్లారు, అక్కడ 1650 లో ఆమె తన జ్ఞానం లేకుండా ప్రచురించిన ది టెంట్ మ్యూజ్ ఇటీవల స్ప్రింగ్ అప్ ఇన్ అమెరికాలో అనే పుస్తకంలో ప్రచురించింది.
"
"Archer constructed a similarly fanciful story line, set in the then uncertain future of 1983, involving a plot to assassinate a fictional American president explicitly based on Jackie's brother-in-law Ted Kennedy.
","ఆర్చర్ అదేవిధంగా c హాజనిత కథాంశాన్ని నిర్మించాడు, అప్పటి 1983 అనిశ్చిత భవిష్యత్తులో, జాకీ సోదరుడు టెడ్ కెన్నెడీపై ఆధారపడిన ఒక కాల్పనిక అమెరికన్ అధ్యక్షుడిని హత్య చేయడానికి ఒక కుట్ర ఉంది.
"
"At a young age, George was sent to live with his half-sister and brother-in-law in Monroe, MI.
","చిన్న వయస్సులో, జార్జ్ తన సవతి సోదరి మరియు సోదరుడు-మృతితో మన్రో, MI లో నివసించడానికి పంపబడ్డాడు.
"
"At age 15, Flo Rida began working with his brother-in-law who was connected to Luther Campbell, aka Luke Skywalker, of 2 Live Crew.
","15 ఏళ్ళ వయస్సులో, ఫ్లె రిడా తన సోదరుడు -తో-అత్తతో కలిసి పనిచేయడం ప్రారంభించారు, అతను లూథర్ కాంప్బెల్తో అనుబంధం కలిగి ఉన్నాడు, ఇది 2 లైవ్ క్రూ యొక్క ల్యూక్ స్కైవాల్కర్.
"
"Ayush Sharma, brother-in-law of Salman Khan will be the lead actor in this film.
","సల్మాన్ ఖాన్ సోదరి అర్పిత భర్త అయిన ఆయుష్ శర్మ ఈ చిత్రంలో హీరోగా నటిస్తున్నాడు.
"
"B.K.S. Iyengar, whose sister was Krishnamacharya's wife, received his first yoga instruction from his brother-in-law before branching off to develop his own alignment-based style.
","అతని సోదరి కృష్ణమాచార్య భార్య అయిన బి. కె. ఎస్ అయ్యంగార్ తన సొంత అమరిక- ఆధారిత శైలిని అభివృద్ధి పరచడానికి ముందు తన సోదరుడు నుండి తన మొదటి యోగా సూచనలను అందుకున్నాడు.
"
"BKS Iyengar, whose sister was Krishnamacharya's wife, received his first yoga instruction from his brother-in-law before branching out to develop his own alignment-based style.
","అతని సోదరి కృష్ణమాచార్య భార్య అయిన బి. కె. ఎస్ అయ్యంగార్ తన సొంత అమరిక- ఆధారిత శైలిని అభివృద్ధి పరచడానికి ముందు తన సోదరుడు నుండి తన మొదటి యోగా సూచనలను అందుకున్నాడు.
"
"Bharmal had conveyed to Akbar that he was being harassed by his brother-in-law Sharif-ud-din Mirza (the Mughal hakim of Mewat).
","బీహారీ మల్ తన అన్నయ్య షరీఫ్-ఉద్-దిన్ మిర్జా (మెవత్ మొఘల్ హకీం) చేత వేధింపులకు గురైనట్లు అక్బరుకు తెలియజేశాడు.
"
"Bob's brother-in-law, Johnny Marks, made a song adaptation of Rudolph.
","బాబ్ యొక్క సోదరుడు, జానీ మార్క్స్, రుడోల్ఫ్కు ఒక పాటను పాడారు.
"
"Bob's brother-in-law, Johnny Marks, made a song adaptation to Rudolph.
","బాబ్ యొక్క సోదరుడు, జానీ మార్క్స్, రుడోల్ఫ్కు ఒక పాటను పాడారు.
"
"Cuñadismo - This word, coming from cuñado, the word for brother-in-law, has traditionally referred to nepotism.
","కునాడిస్మో - ఈ పదం, cuñado నుండి వచ్చిన , సోదరుడు లో చట్టం కోసం, సంప్రదాయబద్ధంగా నియోపటిజం సూచిస్తారు.
"
"Dean Bernardini, the Loefflers' brother-in-law, took over on bass, and the band released 2007's Vena Sera.
","డీన్ బెర్నార్డిని, లాఫ్ఫెర్స్ సోదరుడు-చట్టం, బాస్ మీద బాధ్యతలు చేపట్టింది, మరియు బ్యాండ్ 2007 యొక్క వెనా సెరాను విడుదల చేసింది.
"
"Don't just blindly hire a contractor for a job because your neighbor suggested this person or it's the brother-in-law of that woman who works in human resources.
","మీ పొరుగువాడు ఈ వ్యక్తిని సూచించినందున లేదా మానవ వనరుల్లో పనిచేసే ఆ సోదరుడు యొక్క సోదరుడు అయినందున కేవలం గుడ్డిగా ఉద్యోగం కోసం ఒక కాంట్రాక్టర్ని నియమించవద్దు.
"
"Dr. Ram Murthy lives (Satyanarayana) with his brother-in-law Narayana Rao's (Sridhar) family along with his wife Seeta (Subha) and their three daughters.
","డాక్టర్ రామ్మూర్తి (సత్యనారాయణ) తన బావ నారాయణరావు (శ్రీధర్) కుటుంబంతో (భార్య సీత (శుభ), వారి ముగ్గురు కుమార్తెలు) పాటు నివసిస్తూంటాడు.
"
"Elizabeth Bowes-Lyon, who did not know when she married that her brother-in-law would be pressured to abdicate and that she would become queen, was widowed when George VI died in 1952.
","ఎలిజబెత్ బోయెస్-లియోన్ , తన సోదరుడు లో చట్టం విరమించుటకు ఒత్తిడి చేయబడుతుందని మరియు ఆమె రాణి అయ్యాడని తెలుసుకున్నప్పుడు తెలియదు, జార్జ్ VI 1952 లో మరణించినప్పుడు ఆమె భర్త విడాకులు తీసుకున్నారు.
"
"Finally, Owen is the brother-in-law of retired footballer Richie Partridge.
","చివరగా, ఓవెన్ రిటైర్డ్ ఫుట్బాల్ ఆటగాడు రిచీ పర్త్రిద్గే యొక్క సోదరుడు.
"
"For example, if you are taking up the game just so you can play twice a year with your brother-in-law, there's no need to spend much time, effort or money on picking out clubs.
","ఉదాహరణకు, మీరు ఆటని చేపట్టితే మీ సోదరుడు అత్తగారుతో సంవత్సరానికి రెండుసార్లు ఆడవచ్చు, ఎక్కువ సమయం, కృషి లేదా డబ్బును ఖర్చు చేయవలసిన అవసరం లేదు.
"
"For example, if you get the game just so you can play twice a year with your brother-in-law, there is not need much time, effort and money collecting clubs.
","ఉదాహరణకు, మీరు ఆటని చేపట్టితే మీ సోదరుడు అత్తగారుతో సంవత్సరానికి రెండుసార్లు ఆడవచ్చు, ఎక్కువ సమయం, కృషి లేదా డబ్బును ఖర్చు చేయవలసిన అవసరం లేదు.
"
"For example, your brother-in-law might be able to do your business taxes using a tax preparation software, but paid tax preparers must register with the IRS and receive a PTIN (paid taxpayer ID).
","ఉదాహరణకు, మీ సోదరుడు లో చట్టం ఒక పన్ను తయారీ సాఫ్ట్ వేర్ ఉపయోగించి మీ వ్యాపార పన్నులు చేయగలరు, కానీ చెల్లింపు పన్ను తయారీదారులు IRS తో నమోదు మరియు ఒక PTIN (చెల్లింపు పన్ను చెల్లింపుదారుల ID) అందుకోవాలి.
"
"For instance, Joel Matip's grandfather and his brother-in-law Martin are also doctors.
","ఉదాహరణకు, జోయెల్ మాపిప్ యొక్క తాత మరియు అతని సోదరుడు అత్త మార్టిన్ కూడా వైద్యులు.
"
"For the first time in the film, he will be seen with his brother-in-law Aayush Sharma.
","ఈ చిత్రంలో తన చెల్లి అంకిత భర్త ఆయుష్ శర్మతో కలసి తొలిసారి నటించనుండటం మరో విశేషం.
"
"Frank Lampard's dad is a brother-in-law of former Queens Park Rangers and Tottenham manager Harry Redknapp.
","ఫ్రాంక్ లాంపార్డ్ తండ్రి మాజీ క్వీన్స్ పార్క్ రేంజర్స్ మరియు టోటెన్హామ్ మేనేజర్ హ్యారీ Redknapp యొక్క సోదరుడు లో చట్టం.
"
"Greg Valentine: son of Johnny Valentine, brother-in-law of Brian Knobs
","గ్రెగ్ వాలెంటైన్ః జానీ వాలెంటైన్ కుమారుడు, బ్రయాన్ నాబ్స్ సోదరుడు అత్త
"
"He then went into real estate, joining a firm established by his brother-in-law called Hilton & Hyland.
","తరువాత అతను రియల్ ఎస్టేట్లోకి వెళ్లి, తన బావ హిల్టన్ & హైలాండ్ చేత స్థాపించబడిన సంస్థలో చేరాడు.
"
"He was Antonio Lopez de Santa Anna's brother-in-law and therefore well connected, but he was also a skilled, fairly humane officer.
","అతను శాంటా అన్నా యొక్క సోదరుడు లో చట్టం ఆంటోనియో లోపెజ్ మరియు అందువలన బాగా కనెక్ట్, కానీ అతను కూడా ఒక నైపుణ్యం, చాలా మానవత్వ అధికారి.
"
"Her brother-in-law also committed suicide.
","పుష్పలత సోదరి కూడ ఆత్మహత్యకు పాల్పడింది.
"
"Her husband and brother-in-law were sacked from jobs at Delhi police.
","ఢిల్లీ పోలీసు విభాగంలో పనిచేసే ఆమె భర్త, బావలను సస్పెండ్ చేశారు.
"
"Her husband and brother-in-law, both of whom are head constables in Delhi Police, were suspended on December 28, 2018, for a case involving a colony dispute dating back to 2012 that had been mutually resolved.
","ఢిల్లీలో హెడ్ కానిస్టేబుల్స్గా పనిచేస్తున్న నా భర్త, సోదరుడు డిసెంబరు 28, 2018 (పరస్పరం అంగీకారంతో రద్దు చేసుకున్న 2012 నాటి కేసు ఆధారంగా) సస్పెన్షన్కు గురయ్యారు.
"
"His brother-in-law Thomas told him that he wanted to and that all Jack would have to do is leave the back door of the restaurant unlocked the following night and he would give him 30 percent of the stolen money.
","అతని సోదరుడు అత్త థామస్ అతన్ని కోరుకున్నాడు మరియు అన్ని జాక్లు చేయవలసి ఉంటుంది అని చెప్పింది, రెస్టారెంట్ వెనుకవైపు ఉన్న తలుపును మరుసటి రాత్రి అన్లాక్ చేసి, అతను దొంగిలించిన డబ్బులో 30 శాతం అతనికి ఇస్తాడు.
"
"His brother-in-law ran the London Marathon and raised over £10,000 in his name.
","అతని సోదరుడు అత్తగారు లండన్ మారథాన్ నడిపించి అతని పేరిట £ 10,000 కు పెంచారు.
"
"His brother-in-law, Rajiv Goswami, also entered the film industry, but none were able to gain any footing in Bollywood.
","మనోజ్ తమ్ముడు రాజీవ్ గోస్వామి కూడా బాలీవుడ్లో అడుగుపెట్టినా వీరెవరూ అంతగా రాణించలేక పోయారు.
"
"His collaborations with the great Latin musicians, including his brother-in-law Machito, as well as the top bebop musicians such as Dizzy Gillespie, lit the fuse for an explosion of Latin jazz in the 1940s and '50s.
","అతని సోదరుడు-మాచితో పాటు గొప్ప లాటిన్ సంగీత వాద్యకారులతో అతని సహకారం, అలాగే డిజ్జి గిల్లెస్పీ వంటి టాప్ బెబోప్ సంగీతకారులు, 1940 లలో లాటిన్ జాజ్ యొక్క పేలుడు మరియు '50 లకు ఫ్యూజ్ ను వెలిగించారు.
"
"His part consisted of 30 soldiers from the Royal Africa Corps garrisoned at Goree (they were offered extra pay and the promise of a discharge on return), plus officers including his brother-in-law Alexander Anderson, who agreed to join the trip, and four boat builders from Portsmouth who would construct a forty-foot boat when they reached the river.
","అతని భాగంలో గోరే వద్ద ఉన్న రాయల్ ఆఫ్రికా కార్ప్స్ నుండి 30 మంది సైనికులు ఉన్నారు (వీరు అదనపు చెల్లింపు మరియు తిరిగి వచ్చినప్పుడు ఇచ్చిన వాగ్దానం), అతని సోదరుడు-అత్త అలెగ్జాండర్ ఆండర్సన్తో సహా అధికారులు పర్యటనలో పాల్గొనడానికి అంగీకరించారు) మరియు నౌకాశ్రయానికి చేరుకున్న నలభై అడుగుల పడవను నిర్మించే పోర్ట్స్మౌత్ నుండి నాలుగు పడవ బిల్డర్లు.
"
"His part consisted of 30 soldiers from the Royal Africa Corps garrisoned at Goree (they were offered extra pay and the promise of a discharge on return), plus officers, including his brother-in-law Alexander Anderson, who agreed to join the trip) and four boat builders from Portsmouth who would construct a 40-foot boat when they reached the river.
","అతని భాగంలో గోరే వద్ద ఉన్న రాయల్ ఆఫ్రికా కార్ప్స్ నుండి 30 మంది సైనికులు ఉన్నారు (వీరు అదనపు చెల్లింపు మరియు తిరిగి వచ్చినప్పుడు ఇచ్చిన వాగ్దానం), అతని సోదరుడు-అత్త అలెగ్జాండర్ ఆండర్సన్తో సహా అధికారులు పర్యటనలో పాల్గొనడానికి అంగీకరించారు) మరియు నౌకాశ్రయానికి చేరుకున్న నలభై అడుగుల పడవను నిర్మించే పోర్ట్స్మౌత్ నుండి నాలుగు పడవ బిల్డర్లు.
"
"His sister Priyanka Singh and brother-in-law Siddharth are also drug users.
","ఆయన సోదరి ప్రియాంక సింగ్, బావ సిద్దార్థ్ కూడా డ్రగ్స్ ఉపయోగించే వారు.
"
"However, it was the death of his brother-in-law, Kelly's widower Ben Cheshire, in 2014 that really shook up his life - Bryan, along with his wife Caroline, decided to take in the couple's three children: son Til, now 16, and college-aged daughters Jordan and Kris.
","అయితే, ఇది మరణం అతని సోదరుడు, కెల్లీ & అపోస్ యొక్క వితంతువు బెన్ చెషైర్, 2014 లో అతని జీవితాన్ని నిజంగా కదిలించాడు - బ్రయాన్, అతని భార్య కరోలిన్తో కలిసి, ఈ జంట ముగ్గురు పిల్లలను తీసుకోవాలని నిర్ణయించుకున్నాడుః కొడుకు టిల్, ఇప్పుడు 16, మరియు కళాశాల వయస్సు కుమార్తెలు జోర్డాన్ మరియు క్రిస్.
"
"Hrishikesh Mukherjee remakes the Bengali film Chhadmabeshi, about a newly-wedded husband (Dharmendra) who decides to play pranks on his wife's (Sharmila Tagore) supposedly smart brother-in-law.
","హృషికేశ్ ముఖర్జీ బెంగాలీ చిత్రం ఛద్మబేషిని రీమేక్ చేసాడు, కొత్తగా వివాహం చేసుకున్న భర్త (ధర్మేంద్ర) తన భార్య ఆరోపించిన తెలివైన బావ (షర్మిలా ఠాగూర్) కు జోకులు వేయాలని నిర్ణయించుకుంటాడు.
"
"Hrishikesh Mukherjee remakes the Bengali movie Chhadmabeshi, a few newly-wedded husband (Dharmendra) who decides to play pranks on his spouse's (Sharmila Tagore) supposedly good brother-in-law.
","హృషికేశ్ ముఖర్జీ బెంగాలీ చిత్రం ఛద్మబేషిని రీమేక్ చేసాడు, కొత్తగా వివాహం చేసుకున్న భర్త (ధర్మేంద్ర) తన భార్య ఆరోపించిన తెలివైన బావ (షర్మిలా ఠాగూర్) కు జోకులు వేయాలని నిర్ణయించుకుంటాడు.
"
"Hutchinson still saw John Cotton as a supporter, as well as her brother-in-law John Wheelwright, but had few others among the clergy.
","హచిన్సన్ ఇప్పటికీ జాన్ కాటన్ను ఒక మద్దతుదారుగా, అలాగే తన సోదరుడు జాన్ వీల్ రైట్ట్గా చూశాడు, కానీ మతాధికారులలో కొంతమంది ఇతరులు మాత్రమే ఉన్నారు.
"
"I couldn't understand how my sister or brother-in-law could have come into my room and then returned to their own bed and crawled under the covers in the few seconds it took me to reach the hallway but I figured it had to be one of them since Toby always barks and growls at everybody and everything he doesn't immediately recognize.
","నేను నా సోదరి లేదా సోదరుడు నా గదిలోకి వచ్చి, వారి స్వంత మంచానికి తిరిగి వచ్చి కొద్ది సెకన్లలో కవర్లు కింద క్రాల్ చేశాడని నాకు అర్థం కాలేదు, కాని అది నాకు హాలులో చేరుకోవడానికి పట్టింది, కానీ నేను వాటిలో ఒకటిగా ఉండండి, టోబి ఎల్లప్పుడూ మొరగడంతో మరియు ప్రతిఒక్కరికీ మరియు వెంటనే అతను గుర్తించని ప్రతిదానికీ పెరుగుతుంది.
"
"I couldn't understand how my sister or brother-in-law could have come into my room and then returned to their own bed and crawled under the covers in the few seconds it took me to reach the hallway, but I figured it had to be one of them, since Toby always barks and growls at everybody and everything he doesn't immediately recognize.
","నేను నా సోదరి లేదా సోదరుడు నా గదిలోకి వచ్చి, వారి స్వంత మంచానికి తిరిగి వచ్చి కొద్ది సెకన్లలో కవర్లు కింద క్రాల్ చేశాడని నాకు అర్థం కాలేదు, కాని అది నాకు హాలులో చేరుకోవడానికి పట్టింది, కానీ నేను వాటిలో ఒకటిగా ఉండండి, టోబి ఎల్లప్పుడూ మొరగడంతో మరియు ప్రతిఒక్కరికీ మరియు వెంటనే అతను గుర్తించని ప్రతిదానికీ పెరుగుతుంది.
"
"I served an early Christmas dinner for family and friends, and everybody departed by 5 p.m., except my sister and brother-in-law who live with me.
","నేను కుటుంబం మరియు స్నేహితుల కోసం ఒక ప్రారంభ క్రిస్మస్ విందుకు సేవలు అందించాను మరియు నాతో పాటు నా సోదరి మరియు సోదరుడు తప్ప, ప్రతిఒక్కరూ 5 గంటలకు బయలుదేరారు.
"
"I waited several seconds for my sister or brother-in-law to ask me whatever they came to say, but there was no other sound.
","నా సోదరి లేదా సోదరుడు కోసం వారు చెప్పేది ఏమైనా నన్ను అడగటానికి నేను చాలా సెకన్లపాటు వేచి ఉన్నాను, కానీ ఏ ఇతర ధ్వని కూడా లేదు.
"
"If she is in a marriage, then her husband is your brother-in-law, for all men married to sisters have this name.
","ఆమె వివాహం చూడటంలో ఉంటే, ఆమె భర్త మీరు అత్తమామలు, అన్ని పురుషులు సోదరీమణులు వివాహం చేసుకున్నారు అటువంటి పేరుతో ఎందుకంటే తీసుకువచ్చింది.
"
