eng_Latn,tel_Telu
"""""""In my grandfather's time, very few wineries grew vinifera because it was hard to get full ripeness,"""" says Misawa.""
","'నా తాత కాలంలో, చాలా తక్కువ వైన్ తయారీ కేంద్రాలు వినిఫెరాను పెంచాయి, ఎందుకంటే పూర్తి పక్వత పొందడం కష్టం' అని మిసావా చెప్పారు.
"
"""""""My character has been a young warrior, who has become a laird, a father, a husband and a grandfather now, he's been in battles, he's been abused, he's been to the Caribbean, I've had so much to play with.""
","'నా పాత్ర ఒక యువ యోధుడు, అతను ఒక పిల్లవాడు, తండ్రి, భర్త మరియు తాత అయ్యాడు, అతను ఇప్పుడు యుద్ధాల్లో ఉన్నాడు, అతన్ని వేధింపులకు గురిచేశాడు, అతను కరేబియన్కు వెళ్లాడు, నేను ఆడటానికి చాలా ఎక్కువ.
"
"""""""My grandfather and an aunt are both doctors.""""""
",""" """"ఔనానాంటీ. నాన్న, అమ్మ ఇద్దరూ డాక్టర్లే""""""
"
"""""""My grandfather did it, my father did it and now I do it.""
","మా తాత చేశాడు, మా నాన్న చేశాడు, ఇప్పుడు నేను చేస్తున్నా.
"
"""""""My grandfather had six sons.""
",""""""" మా నాన్నగారికి మేం 6 గురం సంతానం.""
"
"""""""My grandfather is inside.""
","""""""ఆంటీ లోపల ఉన్నారు.""
"
"""""""My grandfather owned his own business.""
","""""""మా అమ్మానాన్నలకు సొంత వ్యాపారం ఉండేది.""
"
"""""""My grandfather was saddened by the way Congress party treated him,"""" Singh said.""
","కాంగ్రెస్ పార్టీ వ్యవహరించిన తీరు చూసి నా తాత చాలా బాధపడ్డారు' అని సింగ్ ఆరోపించారు.
"
"""""""My grandfather was very close to the Lawrence family.""
","""""""పాతికేళ్లుగా మా కుటుంబానికి లారెన్స్ చాలా సన్నిహితుడు.""
"
"""""""My grandfather worked for 16 hours a day.""
",""""""" మా తాతగారు పొలంలో రోజుకు 16 గంటలు పనిచేశారు.""
"
"""""""My grandfather worked here.""
","""""""మా నాన్న గారు ఇక్కడే ఉద్యోగం చేస్తారండీ.""
"
"""""""My grandfather, Mohammed Zaffer Mirza, started his career as an engineer in Nizam's Railways in Hyderabad in 1948 and died in his ancestral home in Hyderabad.""
","ఆమె తాత మహ్మద్ జాఫర్ మీర్జా 1948లో నిజాం రైల్వేస్ (హైదరాబాద్) లో ఇంజినీర్గా తన జీవితాన్ని ప్రారంభించారు.
"
"""""""My young grandfather in 1958.""
","""""""అన్న-తమ్ముడు 1958.""""""
"
"""""""On a cold war kind of day, in swinging 1969, work began on the ARPAnet, grandfather to the Internet.""
","1969 లో చల్లని యుద్ధ రకమైన రోజున, ఇంటర్నెట్కు తాత ARPAnet లో పని ప్రారంభమైంది.
"
"""""""Rainier III, who ruled until 2005, succeeded to the throne following the death of his grandfather, Prince """"Louis II, in 1949.""
","2005 వరకు పాలించిన మూడవ రైనర్ 1949 లో అతని తాత ప్రిన్స్ రెండవ లూయిస్ మరణం తరువాత సింహాసనంపై విజయం సాధించాడు.
"
"""""""The great-great grandfather taught well!""""""
","""""""పురుగు బాగానే నేర్చింది కదా!""
"
"""""""They gave Seeks Wood's grandfather, Elk, a silver medal, a direct gift from the Great Father, Thomas Jefferson, that guaranteed peace to the village of Turtle Creek.""
","""""""వారు తాతల్ క్రీక్ గ్రామానికి శాంతి హామీ ఇచ్చిన వుడ్ యొక్క తాత, ఎల్క్, వెండి పతకం , గొప్ప తండ్రి థామస్ జెఫెర్సన్ నుండి ప్రత్యక్ష బహుమతిని ఇచ్చారు, ఎల్క్ పూర్తీ సంవత్సరం ప్రతి రోజు ఈ పతకాన్ని ధరించాడు.""
"
"""""""This is a generational baton-handling, my grandfather started it, my father has picked it up and really accelerated that and I feel right now that it's my responsibility, I really feel that we are at a tipping point,"""" he said.""
","""""""ఇది తరాల సాక్షి యొక్క నిర్వహణ, నా తాత దీనిని ప్రారంభించారు, నాన్న దానిని తీసుకున్నారు మరియు నిజంగా వేగవంతం చేసారు మరియు ఈ క్షణంలో ఇది నా బాధ్యత అని నేను భావిస్తున్నాను, మనం ఒక మలుపులో ఉన్నామని నేను నిజంగా భావిస్తున్నాను """"అతను వాడు చెప్పాడు.""
"
"""""""This isn't your grandfather's barbecue,"""" he said.""
","""""""ఈ మీ తాత యొక్క ప్లేబాయ్ కాదు,"""" అన్నారాయన.""
"
"""""""To come home, and to be in the place where your dream first started, 15 minutes away from where my grandfather built my first basketball court, is a dream come true.""""""
","ఇంటికి రావడం, మరియు మీ కల మొదట ప్రారంభమైన ప్రదేశంలో ఉండడం, నా తాత నా మొదటి బాస్కెట్బాల్ కోర్టును నిర్మించిన ప్రదేశానికి 15 నిమిషాల దూరంలో, ఒక కల నిజమైంది.
"
"""""""What are you getting at, grandfather?""""""
","""""""ఏం జేద్దమంటవు, పెద్దాయానా?""
"
"""""""When we were making the law when we were writing the literature and the mathematics the grandfathers of Blair and little Bush were scratching around in caves.""""""
","""""""మేము సాహిత్యం మరియు గణిత శాస్త్రాన్ని రచించినప్పుడు మేము బ్లైర్ మరియు చిన్న బుష్ యొక్క పూర్వీకులు గుహలలో గోకడం చేస్తున్నప్పుడు మేము చట్టం చేస్తున్నప్పుడు.""
"
"""""""When we were making the law, when we were writing the literature and the mathematics the grandfathers of Blair and little Bush were scratching around in caves.""""""
","""""""మేము సాహిత్యం మరియు గణిత శాస్త్రాన్ని రచించినప్పుడు మేము బ్లైర్ మరియు చిన్న బుష్ యొక్క పూర్వీకులు గుహలలో గోకడం చేస్తున్నప్పుడు మేము చట్టం చేస్తున్నప్పుడు.""
"
"""""""Where did he go, my grandfather?""""""
","""""""తను ఎక్కడికి వెళ్లింది ఆంటీ?""
"
"""""""Who told you your grandfather was dead?""""""
","'నీకు మీ అమ్మ చనిపోయిందని చెప్పింది ఎవరో?
"
"""""""Yep, that's your maternal grandfather.""""""
",""" """"అవునూ. . మీ పెద్దమ్మాయి కాపురం.""
"
"""""""Your grandfather is me!""""""
","""""""మీ నాన్న తీరే అంత!""
"
"""""""your grandfather?""""""
","""""""మీ పెద్దమ్మా?""
"
"""(Exo 10:6 NASB) 'Then your houses shall be filled, and the houses of all your servants and the houses of all the Egyptians, something which neither your fathers nor your grandfathers have seen, from the day that they came upon the earth until this day.'""""""
","10:6 మరియు వారు మీ ఇళ్ళు కనిపిస్తుంది, మరియు మీ సేవకులు ఆ మరియు ఐగుప్తీయులః మీ తండ్రులు మరియు పూర్వీకులని చాలా చూడని, వారు భూమి మీద లేచి ఆ సమయంలో నుండి, కూడా ఈ ఈనాటి వరకు.
"
"""7 David said to him, """"Do not be afraid of him; for I will surely show you kindness for Jonathan your father's sake, and will restore to you all the land of Saul your grandfather.""
","7 అందుకు దావీదునీవు భయపడవద్దు, నీ తండ్రియైన యోనాతాను నిమిత్తము నిజముగా నేను నీకు ఉపకారము చూపి, నీ పితరుడైన సౌలు భూమి అంతయు నీకు మరల ఇప్పింతును; మరియు నీవు సదాకాలము నా బల్లయొద్దనే భోజనముచేయుదువని సెలవియ్యగా
"
"""A contemporary take on the hard work of being a singer-songwriter in the early 21st Century, Earle's invocation of John Henry's legend is presented in the context of a statement of determination to carry on the work ethic of Earle's own grandfather who, he sings, """"never saved a nickel though he tried.""""""
","""21 వ శతాబ్దం ప్రారంభంలో ఒక గాయకుడు-గేయరచయితగా ఉన్న సమకాలీన రచన, జాన్ హెన్రీ యొక్క పురాణం యొక్క ఎర్లె యొక్క ప్రార్థన ఎర్లే యొక్క సొంత తాత యొక్క పని నియమాలను కొనసాగించాలనే నిర్ణయం యొక్క సందర్భంలో ప్రదర్శించబడింది, అతను పాడాడు, """"అతను ప్రయత్నించినప్పటికీ ఒక నికెల్ ను ఎప్పుడూ సేవ్ చేయలేదు.""
"
"""A grandfather clock towered in one corner, and three books lay on top of it.""""""
","ఒక తాత గడియారం ఒక మూలలో ఉంది మరియు మూడు పుస్తకాలు దాని పైన ఉన్నాయి.
"
"""A son named after his father (but not after his grandfather) is often referred to as Junior, Chip (also a diminutive of Charles, but in this case in reference to """"a chip off the old block""""), Skip, Sonny, Bud, Buddy, or Deuce.""
","""తండ్రి పేరు తీసుకున్న (తాత కాదు) కుమారుని చిన్నవాడు అని,చిప్ (చార్లెస్ కు సంక్షిప్తం అని కూడా, కానీ ఈ విషయంలో """"ఓల్డ్ బ్లాక్ కు చిన్న""""అని) స్కిప్, సోనీ లేదా డ్యూస్.""
"
"""Added Powell's family, """"we have lost a remarkable and loving husband, father, grandfather and a great American.""""""
","మేము ఎంతో ప్రేమించే భర్త, తాత, గొప్ప అమెరికన్ను కోల్పోయాం' అని పావెల్ కుటుంబం తెలిపింది.
"
"""Although it named him """"Rukhmabai Raut,"""" there is no evidence that he ever used the surname of his father, stepfather, or grandfather.""
","""ఈమెకు """"రుఖ్మాబాయి రౌత్"""" అని పేరు పెట్టినప్పటికీ ఆమె తన తండ్రి, సవతి తండ్రి లేదా దాదాజీ ఇంటిపేరును ఉపయోగించినట్లు ఎటువంటి ఆధారాలు లేవు.""
"
"""Andy Stern, past president of SEIU, recently said, """"I believe that this is not our father's or our grandfather's economy, that the 21st century will not be employer-managed.""
","""SEIU యొక్క గత అధ్యక్షుడైన ఆండీ స్టెర్న్, """"ఇది మా తండ్రి లేదా మా తాత ఆర్థిక వ్యవస్థ కాదని నేను నమ్ముతున్నాను, 21 వ శతాబ్దం యజమాని-నిర్వహించబడదు.""
"
"""Andy Stern, past president of the SEIU, recently said """"I believe that this is not our father's or our grandfather's economy, that the 21st century will not be employer-managed.""
","""SEIU యొక్క గత అధ్యక్షుడైన ఆండీ స్టెర్న్, """"ఇది మా తండ్రి లేదా మా తాత ఆర్థిక వ్యవస్థ కాదని నేను నమ్ముతున్నాను, 21 వ శతాబ్దం యజమాని-నిర్వహించబడదు.""
"
"""As a kid growing up in the Philippines, I remember my grandfather having a mechanic nicknamed """"Tinker.""""""
","""ఫిలిప్పీన్స్లో పెరుగుతున్న పిల్లవాడిగా, నా తాత మెకానిక్ను """"టిన్కేర్"""" అనే మారుపేరుతో గుర్తుచేసుకుంటాడు.""
"
"""Collin Raye sings a song about his grandmother and grandfather's courtship and how his grandmother's parents didn't like his grandfather, in """"Love, Me.""""""
","""కొల్లిన్ రేయే అతని అమ్మమ్మ మరియు తాత కోర్ట్ గురించి ఒక పాట పాడాడు మరియు అతని అమ్మమ్మ తల్లిదండ్రులు తన తాతను """"లవ్, మి"""" లో ఎలా ఇష్టపడలేదు.""
"
"""Currently, the building is an exposition of the museum """"According to the custom of the grandfather,"""" telling about the everyday life and holidays of the Russian people.""
","""ఇప్పుడు ఈ భవనం అనే మ్యూజియం ప్రదర్శన """"అనుకూల grandfathers న,"""" ఆ సార్లు ప్రజల సెలవులు మరియు రోజువారీ రష్యన్ గురించి తెలియజేస్తుంది ఉంది.""
"
"""Daniel 5:18 (GW) """"Your Majesty, the Most High God gave your grandfather Nebuchadnezzar a kingdom, might, honor, and glory.""
","""దానియేలు 5:18 _ """"రాజా, సర్వోన్నతుడైన దేవుడు నీ తండ్రి నెబుకద్నెజరును మహా శక్తిమంతమైన రాజుగా చేశాడు.""
"
"""Doctor...where is my grandfather?""""""
","""""""మహా ఎక్కడ. . . మా నాన్న మహా ఎక్కడ ఉన్నారు?""
"
"""Exodus 10:6 (ESV) and they shall fill your houses and the houses of all your servants and of all the Egyptians, as neither your fathers nor your grandfathers have seen, from the day they came on earth to this day.'""""""
","10:6 మరియు వారు మీ ఇళ్ళు కనిపిస్తుంది, మరియు మీ సేవకులు ఆ మరియు ఐగుప్తీయులః మీ తండ్రులు మరియు పూర్వీకులని చాలా చూడని, వారు భూమి మీద లేచి ఆ సమయంలో నుండి, కూడా ఈ ఈనాటి వరకు.
"
"""Exodus 10:6 NASB: Then your houses shall be filled and the houses of all your servants and the houses of all the Egyptians, something which neither your fathers nor your grandfathers have seen, from the day that they came upon the earth until this day.'""""""
","10:6 మరియు వారు మీ ఇళ్ళు కనిపిస్తుంది, మరియు మీ సేవకులు ఆ మరియు ఐగుప్తీయులః మీ తండ్రులు మరియు పూర్వీకులని చాలా చూడని, వారు భూమి మీద లేచి ఆ సమయంలో నుండి, కూడా ఈ ఈనాటి వరకు.
"
"""Exodus 10:6 Then your houses shall be filled and the houses of all your servants and the houses of all the Egyptians, something which neither your fathers nor your grandfathers have seen, from the day that they came upon the earth until this day.'""""""
","10:6 మరియు వారు మీ ఇళ్ళు కనిపిస్తుంది, మరియు మీ సేవకులు ఆ మరియు ఐగుప్తీయులః మీ తండ్రులు మరియు పూర్వీకులని చాలా చూడని, వారు భూమి మీద లేచి ఆ సమయంలో నుండి, కూడా ఈ ఈనాటి వరకు.
"
"""Exodus 10:6, ESV: """"and they shall fill your houses and the houses of all your servants and of all the Egyptians, as neither your fathers nor your grandfathers have seen, from the day they came on earth to this day.'""""""
","10:6 మరియు వారు మీ ఇళ్ళు కనిపిస్తుంది, మరియు మీ సేవకులు ఆ మరియు ఐగుప్తీయులః మీ తండ్రులు మరియు పూర్వీకులని చాలా చూడని, వారు భూమి మీద లేచి ఆ సమయంలో నుండి, కూడా ఈ ఈనాటి వరకు.
"
"""For all these reasons and the enormous influence that he had on Carnatic music, musicologists call him the """"Sangeeta Pitamaha"""" (lit. grandfather) of Carnatic music.""
","""ఈ కారణాలు మరియు కర్ణాటక సంగీతంపై ఆయన యొక్క అనేక ప్రభావాల ఫలితంగా, సంగీతశాస్త్ర ప్రావీణులు ఆయనను """"సంగీత పితామహా"""" లేదా కర్ణాటక సంగీత పితామహుడిగా పిలుస్తున్నారు.""
"
"""For all these reasons and the enormous influence that he had on Carnatic music, musicologists call him the """"Sangeeta Pitamaha"""" or the grandfather of Carnatic music.""
","""ఈ కారణాలు మరియు కర్ణాటక సంగీతంపై ఆయన యొక్క అనేక ప్రభావాల ఫలితంగా, సంగీతశాస్త్ర ప్రావీణులు ఆయనను """"సంగీత పితామహా"""" లేదా కర్ణాటక సంగీత పితామహుడిగా పిలుస్తున్నారు.""
"
"""For grandfather, father's brother, brother, brother's son, son, grandson, father's sister, sister, and daughter, [wear] trimmed sackcloth for nine months and then stop.""""""
","""""""ఒక సంవత్సరమ 0 దు విచారపడుచున్నవారికి, త 0 డ్రికి, పదమూడు నెలలు పగ తీర్చుకొనుచున్న వస్త్రము ధరి 0 చి, ఆపై నిలిచియు 0 డి, తాత, తమ్ముడు, సహోదరుడు, సహోదరుని కుమారుడు, కుమారుడు, మనవడు, తమ్ముడు, సహోదరి, కుమార్తె, [దుస్తులు] తొమ్మిది నెలలపాటు కత్తిరించుకొని, ఆపై ఆపండి.""
"
"""Harrison's grandfather, though born on a Virginia plantation, had campaigned in 1840 by aligning himself with common folk with the """"Log Cabin and Hard Cider"""" campaign.""
","""హారిసన్ యొక్క తాత, ఒక వర్జీనియా తోటలో జన్మించినప్పటికీ, """"లాగ్ కాబిన్ అండ్ హర్డ్ సీడర్"""" ప్రచారంతో సాధారణ జానపదాలతో తనను తాను సమకూర్చడం ద్వారా 1840 లో ప్రచారం చేశాడు.""
"
"""He stayed in """"Sujan Singh Park,"""" near Khan Market New Delhi, Delhi's first apartment complex, built by his father in 1945, and named after his grandfather.""
","""ఢిల్లోలో మొదటి అపార్ట్మెంట్ కాంప్లెక్స్ ఆయన తండ్రి ద్వారా 1945 లో కట్టించబడిన ఆ """"సుజనా సింగ్ పార్క్""""కు ఆయన తాత గారిపేరుతో వ్యవహరిస్తారు.""
"
"""He's also very affectionate - like his grandfather - and full of love to share.""""""
","అతను కూడా చాలా ఆప్యాయంగా - తన తాత లాగా - మరియు పంచుకోవడానికి ప్రేమతో నిండి ఉన్నాడు.
"
"""He's also very affectionate - like his grandfather and full of love to share.""""""
","అతను కూడా చాలా ఆప్యాయంగా - తన తాత లాగా - మరియు పంచుకోవడానికి ప్రేమతో నిండి ఉన్నాడు.
"
"""His family had connections to the creole culture of New Orleans and Haiti, where his maternal grandfather was born, and styled their family name as """"De Gas,"""" an affectation Degas rejected when he became an adult.""
","""అతని కుటుంబం న్యూ ఓర్లీన్స్ మరియు హైతి యొక్క క్రియోల్ సంస్కృతికి అనుసంధానించబడింది, ఇక్కడ అతని మాతృభూమి జన్మించింది, మరియు వారి కుటుంబ పేరు """"డి గ్యాస్"""" గా శైలిలో ఉంది, అతను ఒక పెద్దవాడిగా మారినప్పుడు డెగాస్ నిరాకరించాడు.""
"
"""His grandfather, Marcos Alonso Imaz (nicknamed """"Marquitos""""), won five European Cups playing alongside Alfredo Di Stefano and Ferenc Puskas for the legendary Real Madrid side of the 1950s, scoring in the 1956 final.""
","""అతని తాత, మార్కోస్ అలోన్సో ఇమాజ్ (""""మార్క్విటోస్"""" అనే మారుపేరు), ఆల్ఫాడో డి డి స్టెఫానో మరియు ఫెరెంక్ పస్కాస్లతో పాటు ఐదు యూరోపియన్ కప్లను 1950 ల యొక్క పురాణ రియల్ మాడ్రిడ్ వైపు గెలిచి, 1956 ఫైనల్లో స్కోర్ చేశాడు.""
"
"""His maternal grandfather Warren Delano II, a descendant of """"Mayflower"""" passengers Richard Warren, Isaac Allerton, Degory Priest, and Francis Cooke, during a period of twelve years in China made more than a million dollars in the tea trade in Macau, Canton and Hong Kong, but upon returning to the United States, he lost it all in the Panic of 1857.""
","ఆయన తల్లితరపు తాత వారెన్ డెలానో IIకు - మేఫ్లవర్ నావికులు రిచర్డ్ వారెన్, ఐజాక్ అలెర్టన్, డెగోరీ ప్రీస్ట్ మరియు ఫ్రాన్సిస్ కుక్ పూర్వీకులుగా ఉన్నారు - వారెన్ డెలానో II పన్నెండేళ్లపాటు చైనాలో టీ వ్యాపారం ద్వారా పది లక్షల డాలర్లు ఆర్జించారు, ఆయన ఈ వ్యాపారాన్ని మాకౌ, కాంటోన్ మరియు హాంకాంగ్ ప్రాంతాల్లో నిర్వహించారు; అమెరికా సంయుక్త రాష్ట్రాలకు తిరిగి వచ్చిన తరువాత ఈ సంపదనంతా ఆయన 1857 ఆర్థిక సంక్షోభంలో కోల్పోయారు.
"
"""His middle name, simply the letter """"S,"""" was a compromise made between his parents, who couldn't agree upon which grandfather's name to use.""
","""తన మధ్య పేరు, లేఖ """"S,"""" తన తల్లిదండ్రుల మధ్య చేసిన ఒక రాజీ, ఇది తాత పేరు ఉపయోగించాలనే దానిపై ఏకీభవించలేదు.""
"
"""His middle name, the letter """"S,"""" was a compromise made between his parents, who could not agree upon which grandfather's name to use.""
","""తన మధ్య పేరు, లేఖ """"S,"""" తన తల్లిదండ్రుల మధ్య చేసిన ఒక రాజీ, ఇది తాత పేరు ఉపయోగించాలనే దానిపై ఏకీభవించలేదు.""
"
"""I hope even in the future, he does more good films and earns a good name for his grandfather and parents.""""""
","""బన్నీ ముందు ముందు ఇంకా మంచి సినిమాలు చేస్తూ తన తల్లిదండ్రులకు, తాతగారికి మంచి పేరు తేవాలని కోరుకుంటున్నా"""" అని పవన్ పేర్కొన్నారు.""
"
"""In 2016, for instance, The Independent published an article about the video and wrote that """"Luciano Pavarotti's 15-year-old granddaughter Sislena Caparrosa brought an audience to tears following a performance of the classic song that made her grandfather famous years before.""""""
","ఉదాహరణకు, 2016 లో, ది ఇండిపెండెంట్ వీడియో గురించి ఒక కథనాన్ని ప్రచురించింది మరియు 'లూసియానో పవరోట్టి యొక్క 15 ఏళ్ల మనవరాలు సిస్లెనా కాపారోసా క్లాసిక్ సాంగ్ యొక్క ప్రదర్శన తరువాత ప్రేక్షకులను కన్నీళ్లకు తెచ్చింది.
"
"""In a world of increasingly dumbed-down television, it's nice that the grandfather of Q&A shows, """"Jeopardy,"""" is still a hot ticket and that host Alex Trebek is as popular as ever.""
","""పెరుగుతున్న డౌన్-డౌన్ టెలివిజన్ ప్రపంచంలో, అది Q & A ప్రదర్శనలు, """"జియోపార్డీ,"""" ఇప్పటికీ ఒక హాట్ టికెట్ మరియు హోస్ట్ అలెక్స్ Trebek ఎప్పుడూ వంటి ప్రజాదరణ పొందిన ప్రదర్శనలు nice అనిపిస్తుంది.""
"
"""In his words """"My brother and m y children, my father, my mother, and finally, the face of my grandfather are inked in my body .""
","""తన మాటలలో """"నా సోదరుడు మరియు mనా పిల్లలు, నా తండ్రి, నా తల్లి, అంతిమంగా, నా తాత ముఖం నా శరీరంలో ఉంచుతారు.""
"
"""In their announcement of his death, Powell's family stated: """"We have lost a remarkable and loving husband, father, grandfather and a great American.""""""
","అద్భుతమైన, ప్రేమగల భర్త, తండ్రి, తాతను, గొప్ప అమెరికన్ను కోల్పోయామంటూ పావెల్ కుటుంబం ఒక ప్రకటనలో పేర్కొంది.
"
"""In their opinion, """"Krylov's grandfather"""" ridicules the attempts of the Russian enlightened monarch, who too much trusts in various social contracts.""
","""వారి ప్రకారం, """"తాత Krylov"""" ప్రయత్నాలు రష్యన్ వివేకవంతుడైన చక్రవర్తి, చాలా నమ్మదగిన వివిధ ప్రజా ఒప్పందాలు వేళాకోళం.""
"
"""Itosu Anko: Anko (1831-1915) is widely regarded as """"the grandfather of karate,"""" for his work in creating simplified katas and forms for less advanced students.""
","""ఇటోసు ఆంకోః ఆకో (1831-1915) తక్కువగా ఉన్నత విద్యార్ధులకు సరళీకృత కాటాలు మరియు రూపాలను సృష్టించే తన పని కోసం విస్తృతంగా """"క్యారెట్ యొక్క తాత"""" గా భావిస్తారు.""
"
"""Ma He's father and grandfather were both known as """"Hajji,"""" the honorific title bestowed upon Muslim men who make the """"hajj,"""" or pilgrimage, to Mecca.""
","""మాహ్ తండ్రి మరియు తాత ఇద్దరూ """"హజ్జీ"""" గా పిలవబడ్డారు, ముస్లిం పురుషులపైన గౌరవప్రదమైన శీర్షిక """"హజ్ """" - లేదా తీర్ధయాత్ర - మక్కాకు.""
"
"""Montezuma had been selected to be Tlatoani (the word means """"speaker"""") in , the maximum leader of his people: his grandfather, father, and two uncles had also been tlatoque (plural of tlatoani).""
","""1502 లో, మోంటేజుమా Tlatoani (పదం """"స్పీకర్"""") గా ఎంపిక చేయబడ్డాడు, అతని ప్రజల గరిష్ట నాయకుడుః అతని తాత, తండ్రి మరియు ఇద్దరు పినతండ్రులు కూడా tlatoque (బహువచనం యొక్క బహువచనం).""
"
"""Montezuma had been selected to be Tlatoani (the word means """"speaker"""") in 1502, the maximum leader of his people: his grandfather, father and two uncles had also been tlatoque (plural of tlatoani).""
","""1502 లో, మోంటేజుమా Tlatoani (పదం """"స్పీకర్"""") గా ఎంపిక చేయబడ్డాడు, అతని ప్రజల గరిష్ట నాయకుడుః అతని తాత, తండ్రి మరియు ఇద్దరు పినతండ్రులు కూడా tlatoque (బహువచనం యొక్క బహువచనం).""
"
