eng_Latn,guj_Gujr
"After the Civil War, they were supported in gaining further education; their aunts discovered their existence by accident, acknowledged them as family, and brought them to their home.
","સિવિલ વોર પછી, તેઓ વધુ શિક્ષણ પ્રાપ્ત કરવામાં સમર્થ હતા; તેમના aunts અકસ્માત દ્વારા તેમના અસ્તિત્વ શોધ, તેમને કુટુંબ તરીકે સ્વીકાર, અને તેમના ઘરમાં તેમને લાવ્યા
"
"All the kids, aunts and uncles, grandparents, everybody!
","બધા બાળકો, સાવકા અને કાકાઓ, દાદા દાદી, બધા!
"
"And sometimes it is difficult to imagine without grandparents, aunts and uncles, and sisters with brothers.
","અને ઘણી વાર તે વિના દાદા દાદી, aunts અને કાકાઓ, તેમજ બહેનો, ભાઈઓ કલ્પના મુશ્કેલ છે.
"
"Another first- or second-degree relative (consists of aunts, uncles, and extra) with any most cancers identified earlier than age 45 years or a sarcoma identified at any age.
","45 વર્ષની પહેલાં નિદાન કરાયેલ કોઈપણ કેન્સર સાથે કોઈ પણ પ્રથમ અને બીજા-ડિગ્રીના સાપેક્ષ (એન્ટ્સ, કાકાઓ અને વધુ) અથવા કોઈ પણ ઉંમરે સારકોમાનું નિદાન થાય છે.
"
"Another first- or second-degree relative (includes aunts, uncles, and more) with any cancer diagnosed before age 45 years or a sarcoma diagnosed at any age.
","45 વર્ષની પહેલાં નિદાન કરાયેલ કોઈપણ કેન્સર સાથે કોઈ પણ પ્રથમ અને બીજા-ડિગ્રીના સાપેક્ષ (એન્ટ્સ, કાકાઓ અને વધુ) અથવા કોઈ પણ ઉંમરે સારકોમાનું નિદાન થાય છે.
"
"Anybody whose close relatives (parents, sibs, uncles and aunts) have had atherosclerosis ought to take every opportunity to reduce their own risk factors.
","કોઈપણ જેનો નજીકના સંબંધીઓ (મા-બાપ, સિબ્સ, કાકાઓ અને નર્સ) પાસે એથરોસ્ક્લેરોસિસ હોય છે, તે પોતાના જોખમી પરિબળોને ઘટાડવા માટે દરેક તક લેશે.
"
"As a rule, these are people who have common grandparents, aunts, brothers and sisters.
","એક નિયમ તરીકે, આ લોકો જે એક સામાન્ય દાદા દાદી, aunts, કાકાઓ, ભાઈઓ અને બહેનો હોય છે.
"
"At the age of 12 he began to earn his own money-he persuaded his aunts to take him as a postman at the post office, worked on weekdays after school, and on weekends from morning to evening.
","અને તેમને 12 વર્ષની ઉંમરે પોતાના પૈસા કમાવવા માટે શરૂ કર્યું - તે પોસ્ટ ઓફિસ ખાતે આન્ટી સમજાવ્યા તેના ટપાલી લેવા સપ્તાહ શાળા પછી અને સવારે થી સાંજે શનિ પર કામ કર્યું છે.
"
"Beauty babes from a very young ageseek to be beautiful, like moms, aunts and older sisters.
","ખૂબ યુવાન ઉંમરથી બેબી સૌંદર્ય, સુંદર હોઈ મારી માતા, aunts અને મોટી બહેનોમાંની જેમ હોય છે.
"
"Both girls live with their mother and aunt.
","બંને બાળકો હાલ તેમના મામા અને નાની સાથે રહે છે.
"
"Both vehicles caught fire and driver, 63-year-old Neo Mzimba and his 84-year-old aunt, Bernadette Mzimba, were both killed.
","બન્ને કારને આગ લાગતા અન્ય કારના ૬૩ વર્ષીય ડ્રાઈવર નીઓ મ્ઝિમ્બા અને તેમના ૮૪ વર્ષીય સગાં બર્નાડેટ મ્ઝિમ્બાનું મોત થયું હતું.
"
"But try to take into account the fact that if for parents and grandparents this is the norm, then aunts and uncles should be more objective.
","પરંતુ ધ્યાનમાં હકીકત એ છે કે જો માતા-પિતા અને દાદા દાદી માન્ય છે, aunts અને કાકાઓ વધુ ઉદ્દેશ હોવો જોઈએ લેવા પ્રયાસ કરો.
"
"Crumpler was raised in Pennsylvania by an aunt who provided care for sick people.
","પેન્ટિલ્વેનીયામાં એક નાની બહેન દ્વારા ક્રોમપ્લરના ઉછેર થયા હતા જેમણે બીમાર લોકોની સંભાળ પૂરી પાડી હતી.
"
"Don't forget to add grandparents, parents, aunts, uncles, and step-family members.
","દાદા દાદી, માતાપિતા, aunts, કાકાઓ, અને પગલું-કુટુંબના સભ્યોને શામેલ કરવાનું ભૂલશો નહીં.
"
"Don't forget to include grandparents, parents, aunts, uncles, and step-family members.
","દાદા દાદી, માતાપિતા, aunts, કાકાઓ, અને પગલું-કુટુંબના સભ્યોને શામેલ કરવાનું ભૂલશો નહીં.
"
"Every year in mid-summer, Lord Jagannath, with his elder brother Balabhadra and sister Subhadra, goes on vacation, travelling on grand chariots, from his temple in Puri, to his aunt's place in the countryside.
","દર વર્ષે મધ્ય ઉનાળામાં, ભગવાન જગન્નાથ, તેમના મોટા ભાઇ બલભદ્ર અને બહેન સુભદ્રા સાથે, રજાઓ પર જાય છે, પુરીના તેમના મંદિરથી, દેશભરમાં તેમના બગીચાના મહેલમાં, વિશાળ રથ પર મુસાફરી કરે છે.
"
"Every year you know you have several troublesome aunts (i.e. challenging annual stars) visiting and staying with you for a while.
","દર વર્ષે તમને ખબર છે કે તમારી પાસે કેટલીક તોફાની ચમત્કાર છે (એટલે કે, વાર્ષિક પડકારોને પડકારવા) અને થોડા સમય માટે તમારી સાથે રહે છે.
"
"Family members like mothers, fathers, grandmothers, grandfathers, aunts, uncles, cousins, stepparents, and so on may also be sexual predators.
","કૌટુંબિક સભ્યો જેમ કે માતાઓ, પિતા, દાદી, દાદા, aunts, કાકાઓ, પિતરાઈઓ, સુયાણી, અને તેથી પણ લૈંગિક શિકારી હોઈ શકે છે.
"
"Family members such as mother, father, grandmother, grandfather, aunt, uncle, cousins, step-parent, and so forth can also be a sexual predator.
","કૌટુંબિક સભ્યો જેમ કે માતાઓ, પિતા, દાદી, દાદા, aunts, કાકાઓ, પિતરાઈઓ, સુયાણી, અને તેથી પણ લૈંગિક શિકારી હોઈ શકે છે.
"
"First Generation Titans of Greek Mythology The titans in the first generation are the aunts, uncles, and parents of Zeus and company - the well-known Olympian gods and goddesses).
","પ્રથમ પેઢીમાંના ટાઇટન્સ એ aunts, કાકાઓ, અને ઝિયસ અને કંપનીના માતાપિતા છે - જાણીતા ઓલિમ્પિયન દેવતાઓ અને દેવીઓ).
"
"Gather all the information, talk to your parents, grandmothers, grandfathers, aunts, uncles.
","બધી માહિતી એકત્રીત, તમારા માતાપિતા, દાદા દાદી, aunts, કાકાઓ વાત કરો.
"
"Gather all the information, talk with parents, grandparents, aunts and uncles.
","બધી માહિતી એકત્રીત, તમારા માતાપિતા, દાદા દાદી, aunts, કાકાઓ વાત કરો.
"
"Grandparents, aunts and uncles and friends may gift directly into 529 accounts or use services such as The Gift of College to purchase gift cards that can be deposited into a child's 529 plan.
","પ્લસ, મિત્રો અને પરિવારના સભ્યો સીધા 529 યોજનામાં ફાળો આપી શકે છે કોલેજબૅક જેવી સેવાઓ રજા અથવા જન્મદિવસ માટે સીધી 529 કોલેજ સેવિંગ્સ પ્લાનમાં ભેટ મોકલવા સરળ બનાવે છે.
"
"Grandparents, aunts and uncles can also make contributions to a 529 plan on your child's behalf.
","દાદા દાદી, aunts અને કાકાઓ તમારા બાળકની વતી 529 યોજનામાં યોગદાન પણ કરી શકે છે.
"
"Grandparents, aunts, and uncles can also make contributions to a 529 plan on your child's behalf.
","દાદા દાદી, aunts અને કાકાઓ તમારા બાળકની વતી 529 યોજનામાં યોગદાન પણ કરી શકે છે.
"
"Grandparents, aunts, uncles and first cousins are easy, but once you get into more distant family relationships most of us get lost in the tangle.
","દાદા દાદી, aunts, કાકાઓ અને પ્રથમ પિતરાઈ સરળ હોય છે, પરંતુ એકવાર તમે વધુ દૂરના કૌટુંબિક સંબંધો માં વિચાર મોટા ભાગના ગૂંચવણમાં હારી જાય છે.
"
"Grandparents, uncles, aunts and friends can contribute to your child's 529 account.
","દાદા દાદી, aunts અને કાકાઓ તમારા બાળકની વતી 529 યોજનામાં યોગદાન પણ કરી શકે છે.
"
"He also spent time with his mother, sisters and an aunt.
","તે પિતા, માં અને બહેન સાથે ગાળાગાળી પણ કરતો હતો.
"
"He has 10 siblings, 20+ aunts and uncles and over 50 cousins.
","તેમના 10 બાળકો, 20 કરતા પણ વધારે પૌત્ર-પૌત્રીઓ અને 30 કરતા પણ વધારે પ્રપૌત્ર-પ્રપૌત્રીઓ છે.
"
"He has an excellent relationship with his aunts.
","તેના સાસરિયાઓ સાથે ખૂબ સારા સંબંધ છે.
"
"Her aunt, Elizabeth Garrett Anderson, was the first English female doctor.
","તેણીની બહેન, એલિઝાબેથ ગેરેટ એન્ડરસન બ્રિટનની પ્રથમ મહિલા ફિઝિશિયન હતી.
"
"Her mother died of complications from childbirth several weeks later, and she was raised in part by her aunts and grandparents.
","તેણીના માતાને કેટલાંક અઠવાડિયા પછી બાળજન્મથી ગૂંચવણોમાંથી મૃત્યુ પામી હતી, અને તેણીની નિવૃતિઓ અને દાદા-દાદી દ્વારા ભાગમાં ઉછર્યા હતા.
"
"His mother Sushila Chhetri and his aunts have represented the Nepal women's national team.
","સુનીલ છેત્રીની માતા અને તેમની બહેન નેપાલ નેશનલ ફૂટબોલ ટીમની સદસ્ય રહી ચૂકી છે.
"
"His mother and aunt also had a very deep interest in music.
","તેમની માતા અને પિતા પણ શાસ્ત્રીય સંગીતમાં ઊંડો રસ દાખવે છે.
"
"His mother and aunt lived in the village.
","એના માં અને બાપ ગામડે રહેતા હતા.
"
"However, James falls and spills them into the roots of a peach tree that has never bloomed and is told to get back to work by his aunts.
","જો કે, જેમ્સ પડે છે અને તેને એક આલૂ વૃક્ષના મૂળમાં ફેલાવે છે જે ક્યારેય મોર પડતો નથી અને તેનાં કાશ દ્વારા કામ કરવા પાછા જવા માટે કહેવામાં આવે છે.
"
"I have been living with my aunt ever since.
","હું ત્યારથી મારી માં ની સાથે જ રહું છું.
"
"I knew my aunts would be checking up on me, so I learned how to stick with a task until it was completely perfect.
","હું જાણતો હતો કે મારા નિયામીઓ મારા પર તપાસ કરશે, તેથી મેં એ શીખી કે જ્યાં સુધી તે સંપૂર્ણપણે સંપૂર્ણ ન હો ત્યાં સુધી કાર્યને વળગી રહેવું.
"
"I knew my aunts would be checking up on me, so i learned how to stick with a task until it was completely perfect.
","હું જાણતો હતો કે મારા નિયામીઓ મારા પર તપાસ કરશે, તેથી મેં એ શીખી કે જ્યાં સુધી તે સંપૂર્ણપણે સંપૂર્ણ ન હો ત્યાં સુધી કાર્યને વળગી રહેવું.
"
"I've got six aunts, and they all want me, and I don't know any of them very well.
","હું છ આન્ટી હોય છે, અને તેઓ બધા મને માંગો છો, પરંતુ હું ખૂબ જ સારી તેમને કોઇ ખબર નથી.
"
"I've got six aunts, and they all want me, and _on't know any of them very well.
","હું છ આન્ટી હોય છે, અને તેઓ બધા મને માંગો છો, પરંતુ હું ખૂબ જ સારી તેમને કોઇ ખબર નથી.
"
"I've got six aunts, and they all want me,and I don't know any of them very well.
","હું છ આન્ટી હોય છે, અને તેઓ બધા મને માંગો છો, પરંતુ હું ખૂબ જ સારી તેમને કોઇ ખબર નથી.
"
"I've got six aunts, and they all wantme, and I don't know any of them very well.
","હું છ આન્ટી હોય છે, અને તેઓ બધા મને માંગો છો, પરંતુ હું ખૂબ જ સારી તેમને કોઇ ખબર નથી.
"
"If it is large (lots of kids, or grandparents, aunts, uncles), then the child grows with the collective Outlook.
","જો તે મોટી (ઘણા બાળકો, અથવા દાદા દાદી, aunts, કાકાઓ) છે, તો પછી બાળક સામૂહિક વિશ્વ દૃષ્ટિ સાથે વધે છે.
"
"In 1895, the three sisters were among the bridesmaids at the wedding of their aunt, Princess Beatrice, the youngest of Queen Victoria's daughters.
","તેઓ ગોવર્નેસ દ્વારા શિક્ષિત હતા 1895 માં, તેમની બહેન, પ્રિન્સેસ બીટ્રિસના લગ્નમાં ત્રણ બહેનો વરરાજામાં હતા, રાણી વિક્ટોરિયાના દીકરીઓમાંથી સૌથી નાની
"
"In addition to the fact that now everyone has a tiny miracle, every member of the family also received a new status: the wife became a mother, the husband became a father, the sisters became aunts, the brothers - uncles, the popes - grandparents, moms - grandmothers.
","બધા પછી, તે સિવાય હવે અમે બધા એક નાના ચમત્કાર છે, અને તે પણ કુટુંબના દરેક સભ્ય માટે એક નવી સ્થિતિ પ્રાપ્ત થઈ છેઃ એક સ્ત્રી માતા, પતિ બન્યા - કાકાઓ પિતા - - દાદા, માતાઓ - દાદી પિતા, બહેનો aunts, ભાઈઓ બની જાય છે.
"
"In the home it was only me and my aunt all alone.
","ઘરે માત્ર હું અને દાદી જયા બા એકલા જ હોય.
"
"In the third generation, the grandparents of Elizabeth Woodville, and under them, their children - her parents, aunts, and uncles.
","ત્રીજી પેઢીમાં, એલિઝાબેથ વુડવિલેના દાદા દાદી, અને તેમના હેઠળ, તેમના બાળકો - તેના માતાપિતા, aunts અને કાકાઓ.
"
"Instead, this picture book focuses on six-year-old Garmann's fears about starting school and what he learns about life, death and fear from his parents and his elderly aunts.
","તેના બદલે, આ ચિત્ર પુસ્તક છ વર્ષના Garmann શાળા શરૂ વિશે ભય અને તેના જીવન, મૃત્યુ અને તેમના માતાપિતા અને તેમના વૃદ્ધ aunts થી ભય વિશે શીખી પર ધ્યાન કેન્દ્રિત કરે છે.
"
"Instead, this picture book focuses on six-year-old Garmann's fears about starting school and what he learns about life, death, and fear from his parents and his elderly aunts.
","તેના બદલે, આ ચિત્ર પુસ્તક છ વર્ષના Garmann શાળા શરૂ વિશે ભય અને તેના જીવન, મૃત્યુ અને તેમના માતાપિતા અને તેમના વૃદ્ધ aunts થી ભય વિશે શીખી પર ધ્યાન કેન્દ્રિત કરે છે.
"
"Instead, this picture book focuses on six-year-old Garmanns fears about starting school and what he learns about life, death, and fear from his parents and his elderly aunts.
","તેના બદલે, આ ચિત્ર પુસ્તક છ વર્ષના Garmann શાળા શરૂ વિશે ભય અને તેના જીવન, મૃત્યુ અને તેમના માતાપિતા અને તેમના વૃદ્ધ aunts થી ભય વિશે શીખી પર ધ્યાન કેન્દ્રિત કરે છે.
"
"Jaspreet's aunt, who lives in Ahmedabad, has spent only a long time spending up on father Santokh Singh and his brother.
","અમદાવાદમાં રહેતી જસપ્રીતની ફોઇએ જ તેમના પિતા સંતોખસિંહ અને તેમના ભાઇનો લાંબા સમય સુધી ખર્ચ ઉઠાવ્યો.
"
"Joan's maternal aunt Philippa Roet was married to Geoffrey Chaucer.
","જોનની માતાની આન્ટ ફિલિપા રુએતનું જીઓફ્રી ચોસર સાથે લગ્ન કર્યું હતું.
"
"Mohsin says, 'I still remember, the hardest day for me was when I was shooting a scene, I got a call from home that my aunt had died.
","મોહસિને કહ્યું કે, 'મને હજુ પણ યાદ છે, મારા માટે તે સૌથી મુશ્કેલ દિવસ હતો જ્યારે હું એક સીનનું શૂટિંગ કરી રહ્યો હતો અને ઘરેથી ફોન આવ્યો કે મારા આંટીનું નિધન થઈ ગયું છે.
"
"Mother's father's paternal aunt's daughter
","માબાપ ની દિકરી માબાપની દીકરી
"
"Mrs. Reed: Jane's maternal aunt, who takes the orphan in response to her husband's dying wish.
","શ્રીમતી રીડઃ જેનની માતૃત્વ, જે તેના પતિના મૃત્યુની ઇચ્છાના પ્રતિભાવમાં અનાથ લે છે.
"
"My aunt died two years ago of cancer.
","મારી પત્નીને કેન્સર થતાં બે વર્ષ પહેલાં તેનું મૃત્યુ થયું હતું.
"
"My family now consists of my mom and two aunts.
","હવે મારો પરિવાર મારી મમ્મી અને નૈયા જ છે.
"
"My son was watching everything I didn't even say any word, and slowly on my way to the General Ward, I found out that my aunt's son had been seen at first sight,he was now very well, so we left to go back home.
","મારો દીકરો બધું જોતો હતો હું પણ કહી બોલ્યો નહિ અને ધીમે-ધીમે જનરલ વોર્ડ માં પોહંચયા ત્યાં મને પેહલી નજરે જ મારા ફઈ નો દીકરો દેખાય ગયો એના ખબર કાઢ્યા બાદ અમે બાપ-દીકરા ઘરે પાછા જવા માટે નીકળ્યા.
"
"Naturally for the rest of my life I longed to see her, not only in doorways, in a great number of places - in the dining room with my aunts, at the window looking up and down the block, in the country garden among zinnias and marigolds, in the living room with my father.
",""""""" સ્વાભાવિક રીતે બાકીના જીવન માટે હું તેને જોવા માટે આતુર હતો, માત્ર દરવાજાના સ્થળોમાં જ નહીં, મોટી સંખ્યામાં સ્થળો- મારા નિયામીઓ સાથેના ડાઇનિંગ રૂમમાં, વિંડોમાં, બ્લોકમાં નીચે અને નીચે, બગીચામાં ઝિનિયસમાં.""
"
"Nieces, nephews, aunts, and uncles can all be your dependents, and your in-laws are covered by this rule, too.
","નાઇસીસ, ભત્રીજાઓ, aunts, અને કાકા બધા તમારા આશ્રિત હોઈ શકે છે, અને તમારા સાસરાવાળા આ નિયમ દ્વારા આવરી લેવામાં આવે છે, પણ.
"
"Of course, in the eyes of mother, father, aunt, uncle, grandmother, grandfather and other representatives of the family, their child always remains a child.
","અલબત્ત, માતાઓ, પાદરીઓ, aunts, કાકાઓ, દાદા દાદી અને પરિવારના અન્ય સભ્યો આંખો તેમના બાળક હંમેશા એક બાળક છે.
"
"Older people often have children from previous relationships and it's becoming more common for families to be 'blended' with step brothers and sisters, aunts, uncles and grandparents.
","વૃદ્ધ લોકો ઘણીવાર અગાઉના સંબંધોમાંથી બાળકો ધરાવતા હોય છે અને પગલા ભાઈઓ, બહેનો, કાકાઓ અને દાદા દાદી સાથે પરિવારોને 'મિશ્રિત' થવા માટે તે વધુ સામાન્ય બની રહ્યું છે.
"
"Older people often have children from previous relationships and it's becoming more common for families to be 'blended' with step brothers and sisters, aunts, uncles and grandparents..
","વૃદ્ધ લોકો ઘણીવાર અગાઉના સંબંધોમાંથી બાળકો ધરાવતા હોય છે અને પગલા ભાઈઓ, બહેનો, કાકાઓ અને દાદા દાદી સાથે પરિવારોને 'મિશ્રિત' થવા માટે તે વધુ સામાન્ય બની રહ્યું છે.
"
"One of my aunts said that you had to fast (one large meal per day) for all 40 days.
","મારા એક ચાહકોએ કહ્યું હતું કે તમામ 40 દિવસ માટે તમારે ઉપવાસ કરવો પડશે (એક દિવસનું મોટું ભોજન).
"
"Other theories place the phrase with two of Louis XV's daughters, who would be the aunts of Louis XVI and in-laws of Marie Antoinette.
","અન્ય સિદ્ધાંતોમાં લૂઇસ XV ની બે પુત્રીઓ સાથે શબ્દસમૂહ મૂકવામાં આવે છે, જે લુઇસ સોળમા અને મેરી એન્ટોનેટના સાસુ-કાયદામાં હશે.
"
"Plenty of roses, stars, sunsets, rainbows, brothers, and sisters, aunts and cousins, but only one mother in the whole world.
","ગુલાબ, તારાઓ, સનસ્કેટ્સ, મેઘધનુષ્ય, ભાઈઓ અને બહેનો, aunts અને પિતરાઈઓ, પરંતુ સમગ્ર વિશ્વમાં ફક્ત એક જ માતા દ્વારા પુષ્કળ મળે છે.
"
"Priyanka told that when she went to America to study and one day her aunt caught her at home with her boyfriend.
","પ્રિયંકાએ જણાવ્યું કે જ્યારે તે ભણવા માટે અમેરિકા ગઈ હતી અને એક દિવસ તેની આંટીએ ઘર પર તેને બોયફ્રેન્ડ સાથે પકડી લીધી હતી.
"
"Raised by his maternal grandparents and aunts, he attended local schools before entering the Episcopal Academy in Cheshire, CT.
","તેમના દાદા દાદી અને નિયામ દ્વારા ઉછેરેલા, તેમણે ચેશાયર, સીટીમાં એપિસ્કોપલ એકેડમીમાં પ્રવેશતા પહેલા સ્થાનિક શાળાઓમાં હાજરી આપી હતી.
"
"Roses, stars, sunsets, brothers, sisters, aunts, cousins but only one mother in the whole world.
","ગુલાબ, તારાઓ, સનસ્કેટ્સ, મેઘધનુષ્ય, ભાઈઓ અને બહેનો, aunts અને પિતરાઈઓ, પરંતુ સમગ્ર વિશ્વમાં ફક્ત એક જ માતા દ્વારા પુષ્કળ મળે છે.
"
"Saba and Soha Ali Khan are his aunts.
","સૈફ અને સોહા અલી ખાન તેમના પોત્ર-પૌત્રી છે.
"
"She is the daughter of another maternal aunt.
","તે અન્ય એક સેવિકાની પુત્રીના પિતા છે.
"
"She told police she had been taken by her aunt to a hotel where she and three other teenager girls were introduced to a Sudanese oil company executive.
","તેણે પોલીસને જણાવ્યુ કે તેની આંટી તેને એક હોટલમાં લઈ ગએઈ જ્યા તેની સાથે અન્ય ત્રણ કિશોરીઓ પણ ત્યા હાજર એક સૂડાની તેલ કંપનીના અધિકારી સામે રજુ કરવામાં આવી.
"
"She told police that she had been taken by her aunt in a hotel where she and three other teenagers were presented to a Sudanese oil company executive.
","તેણે પોલીસને જણાવ્યુ કે તેની આંટી તેને એક હોટલમાં લઈ ગએઈ જ્યા તેની સાથે અન્ય ત્રણ કિશોરીઓ પણ ત્યા હાજર એક સૂડાની તેલ કંપનીના અધિકારી સામે રજુ કરવામાં આવી.
"
"Similarly, the defender has uncles, aunts, cousins nephews and nieces that have not been identified in his childhood story and notable events of his life till date.
","એ જ રીતે, ડિફેન્ડર પાસે કાકાઓ, સાવકાઓ, પિતરાઇ ભત્રીજાઓ અને ભાઇઓ છે જે તેમના બાળપણની વાર્તા અને તેમની જીંદગીની નોંધપાત્ર ઘટનાઓ સુધી ઓળખાયેલી નથી.
"
"Similarly, the defender has uncles, aunts, cousins nephews and nieces that have not been identified in his childhood story and notable events of his life to date.
","એ જ રીતે, ડિફેન્ડર પાસે કાકાઓ, સાવકાઓ, પિતરાઇ ભત્રીજાઓ અને ભાઇઓ છે જે તેમના બાળપણની વાર્તા અને તેમની જીંદગીની નોંધપાત્ર ઘટનાઓ સુધી ઓળખાયેલી નથી.
"
