eng_Latn,guj_Gujr
"Do you want to give your children, grandchildren, nieces, nephews, friends, siblings, or any other ordinary taxable entity money, perhaps to help them buy their first home, pay for college, or begin building their own investment portfolio?
","શું તમે તમારાં બાળકો, પૌત્રો, ભાણેલાઓ, ભત્રીજાઓ, મિત્રો, બહેન, કે અન્ય કોઈ સામાન્ય કરપાત્ર સંસ્થાને નાણાં આપવા માંગો છો, કદાચ તેમને તેમનું પ્રથમ ઘર ખરીદવા, કોલેજ માટે ચૂકવણી કરવા અથવા પોતાના રોકાણ પોર્ટફોલિયોનું નિર્માણ કરવાનું શરૂ કરવા માગે છે?
"
"Funding a college education for your children, grandchildren, nieces, nephews, or other heirs or beneficiaries.
","તમારા બાળકો, પૌત્રો, ભાણેલાઓ, ભત્રીજાઓ, અથવા અન્ય વારસદારો અથવા લાભાર્થીઓ માટે કોલેજની શિક્ષણ માટે ભંડોળ.
"
"He tells her that he has four sisters, a bunch of nieces and nephews, and his favorite color is blue.
","તે કહે છે કે તેની પાસે ચાર બહેનો છે, ભત્રીજાઓ અને ભત્રીજાઓનો સમૂહ, અને તેનો પ્રિય રંગ વાદળી છે.
"
"He told her his wife's niece was married to one.
","તેણે તેના પતિને કહ્યું કે તેના એક સંબંધીના લગ્ન છે.
"
"His second victim was his 19-year-old niece.
","તેમની બીજી પુત્રી 19 વર્ષની દીક્ષા હતી.
"
"I am not sure of the exact timeline but, I need to give my nieces cousins at some point.
","મને ચોક્કસ સમયની ખાતરી નથી, પરંતુ કોઇક તબક્કે હું મારી નીસીસને કઝિન્સ આપવા માગું છું.
"
"I am the youngest of 10 children and an uncle to 31 nepthews and nieces.
","હું 12 બાળકોમાં સૌથી વૃદ્ધ છું અને 10 નાસીઓ અને ભત્રીજાઓના ડોટિંગ કાકી છું.
"
"I don't care about myself, but I do worry about my niece.
","મને એનામાં જરા પણ રસ નથી, પરંતુ મને મારી બહેનપણીની ચિંતા થાય છે.
"
"I have 3 nieces, and love spending time with them.
","મારે ત્રણ દીકરીઓ છે અને તેમની સાથે સમય વ્યતીત કરી રહ્યો છે.
"
"If none exist, parents, nieces and nephews, siblings, and other descendants may file a claim.
","જો કંઈ છે, તો પછી ભાઈઓ, બહેનો, દાદી, ભત્રીજાઓ અને અન્ય બંધ ન સંબંધીઓ દાવો કરી શકે ત્યજી મિલકત છે.
"
"If there is no surviving spouse, nor children, parents, brothers or sisters, the property is divided equally among the deceased's nephews and nieces;
","જો ત્યાં કોઈ પતિ / પત્ની અથવા બાળકો ન હોય, તો મૃતકની મિલકત તેના પિતા, માતા, ભાઈઓ અને બહેનો અથવા તેના વંશજો સમાન ભાગોમાં વહેંચાયેલી હોય છે.
"
"If you have a hereditary myopathy, then there is a chance that some of your siblings, children, nieces, and nephews, or other relatives could also develop myopathy.
","જો તમારી પાસે વંશપરંપરાગત મેયોપથી છે, તો પછી તમારા ભાઈબહેન, તમારા બાળકો, ભાણેલાઓ અને ભત્રીજાઓ, અથવા અન્ય સંબંધીઓ પણ મેયોપીથી વિકસિત કરી શકે તેવી એક તક છે.
"
"If you have a hereditary myopathy, then there is a chance that some of your siblings, your children, nieces and nephews, or other relatives could also develop myopathy.
","જો તમારી પાસે વંશપરંપરાગત મેયોપથી છે, તો પછી તમારા ભાઈબહેન, તમારા બાળકો, ભાણેલાઓ અને ભત્રીજાઓ, અથવા અન્ય સંબંધીઓ પણ મેયોપીથી વિકસિત કરી શકે તેવી એક તક છે.
"
"If you have a hereditary myopathy, then there is a chance that some of your siblings, your children, nieces, and nephews, or other relatives could also develop myopathy.
","જો તમારી પાસે વંશપરંપરાગત મેયોપથી છે, તો પછી તમારા ભાઈબહેન, તમારા બાળકો, ભાણેલાઓ અને ભત્રીજાઓ, અથવા અન્ય સંબંધીઓ પણ મેયોપીથી વિકસિત કરી શકે તેવી એક તક છે.
"
"It has made a lot of money for a lot of families, and in many cases, multiple generations of families: men, women, children, nieces, nephews, grandchildren, all of whom are living off the dividends, interest, and rents of the well-constructed portfolios the managing directors have built on their behalf.
","તે ઘણાં પરિવારો માટે ઘણાં પૈસા બનાવી લીધા છે, અને ઘણા કિસ્સાઓમાં, પરિવારોની બહુવિધ પેઢીઓ; પુરુષો, સ્ત્રીઓ, બાળકો, ભાણેલાઓ, ભત્રીજાઓ, પૌત્રો, જે બધા જ ડિવિડન્ડ, રુચિ અને સુવ્યવસ્થિત પોર્ટફોલિયોના મકાનનું સંચાલન કરે છે, જે મેનેજિંગ ડિરેક્ટર તેમના વતી બાંધ્યા છે.
"
"It has made a lot of money for a lot of families, and in many cases, multiple generations of families; men, investments kept, children, nieces, nephews, grandchildren, all investments kept whom are living off the dividends, interest, and rents of the well-constructed portfolios the managing directors have built on their behalf.
","તે ઘણાં પરિવારો માટે ઘણાં પૈસા બનાવી લીધા છે, અને ઘણા કિસ્સાઓમાં, પરિવારોની બહુવિધ પેઢીઓ; પુરુષો, સ્ત્રીઓ, બાળકો, ભાણેલાઓ, ભત્રીજાઓ, પૌત્રો, જે બધા જ ડિવિડન્ડ, રુચિ અને સુવ્યવસ્થિત પોર્ટફોલિયોના મકાનનું સંચાલન કરે છે, જે મેનેજિંગ ડિરેક્ટર તેમના વતી બાંધ્યા છે.
"
"It has made a lot of money for a lot of families, and in many cases, multiple generations of families; men, women, children, nieces, nephews, grandchildren, all of whom are living off the dividends, interest, and rents of the well-constructed portfolios the managing directors have built on their behalf.
","તે ઘણાં પરિવારો માટે ઘણાં પૈસા બનાવી લીધા છે, અને ઘણા કિસ્સાઓમાં, પરિવારોની બહુવિધ પેઢીઓ; પુરુષો, સ્ત્રીઓ, બાળકો, ભાણેલાઓ, ભત્રીજાઓ, પૌત્રો, જે બધા જ ડિવિડન્ડ, રુચિ અને સુવ્યવસ્થિત પોર્ટફોલિયોના મકાનનું સંચાલન કરે છે, જે મેનેજિંગ ડિરેક્ટર તેમના વતી બાંધ્યા છે.
"
"It's a tax benefit Congress gives families who aren't rich enough to be subject to the estate tax but who diligently built wealth by acquiring stocks, real estate investments, or other property (such as construction equipment) throughout their lifetime and want to pass that money on to their children, grandchildren, nieces, nephews, or other heirs.
","તે ટેક્સ બેનિફિટ કોંગ્રેસ છે, જે પરિવારોને સમૃદ્ધ ન હોય તેવા સંપત્તિ કરને આધીન ન હોય પરંતુ જેઓ તેમના જીવનકાળ દરમિયાન શેરો , રિયલ એસ્ટેટ રોકાણ અથવા અન્ય સંપત્તિ (જેમ કે બાંધકામ સાધનસામગ્રી) હસ્તગત કરીને સંપત્તિનું નિર્માણ કરે છે , અને તે પસાર કરવા માગે છે તેમના બાળકો, પૌત્રો, ભાણેલાઓ, ભત્રીજાઓ, અથવા અન્ય ચીજોનો નાણાં.
"
"Life insurance can be a great way to pay a little each month, and leave a substantial amount to a charitable cause, or to children, grandchildren, nieces, or nephews.
","લાઇફ ઇન્શ્યોરન્સ દર મહિને થોડો પગાર ચૂકવવાનો ઉત્તમ રસ્તો હોઈ શકે છે, અને સખાવતી કારણ, અથવા બાળકો, પૌત્રો, ભાણેલાઓ અથવા ભત્રીજાઓ માટે નોંધપાત્ર રકમ છોડી શકે છે.
"
"More so, not much is known about the right backs uncles and aunts while his nephews and nieces have not been identified in notable events of his early life till date.
","તેથી વધુ, જમણી પીઠના કાકાઓ અને કાકીઓ વિશે વધુ જાણીતું નથી, જ્યારે તેના ભત્રીજા અને ભત્રીજાઓ તેમના પ્રારંભિક જીવનની નોંધપાત્ર ઘટનાઓમાં આજ સુધી ઓળખવામાં આવી નથી.
"
"My niece was probably 12 years old that time.
","એ વખતે મારી ઉંમર કદાચ બારેક વર્ષની હશે.
"
"My thoughts and feelings of fear weren't just about that moment, but about a future where my children, nieces and nephews will have to face the same discrimination and hate.
","""ગુરલેને આગળ કહ્યુંઃ """"મારા વિચારો અને ભયની લાગણી તે ક્ષણ વિશે જ નહોતી, પરંતુ એક ભવિષ્ય વિશે છે જ્યાં મારા બાળકો, ભત્રીજા અને ભત્રીજાઓને સમાન ભેદભાવ અને નફરતનો સામનો કરવો પડશે.""
"
"Question: My niece is 15 years old.
","સવાલઃ મારી દીકરી 15 વર્ષની છે.
"
"She eventually went to the wonderful word of god and prayed about it and prayed and finally she got her answer and I now 2 nieces and a great god fearing brother-in-law !!
","છેવટે ઈશ્વરના અદ્ભુત શબ્દ ગયા અને તે વિશે પ્રાર્થના અને પ્રાર્થના અને છેલ્લે તે હવે તેના જવાબ અને હું મળી 2 nieces અને એક મહાન દેવ ભાઇ ઈન કાયદો ભય!
"
"She has come to Delhi to attend her niece's wedding.
","તે પોતાના કઝીનના લગ્નમાં હાજરી આપવા માટે દિલ્હી પહોંચી હતી.
"
"Similarly, the defender has uncles, aunts, cousins nephews and nieces that have not been identified in his childhood story and notable events of his life till date.
","એ જ રીતે, ડિફેન્ડર પાસે કાકાઓ, સાવકાઓ, પિતરાઇ ભત્રીજાઓ અને ભાઇઓ છે જે તેમના બાળપણની વાર્તા અને તેમની જીંદગીની નોંધપાત્ર ઘટનાઓ સુધી ઓળખાયેલી નથી.
"
"Similarly, the defender has uncles, aunts, cousins nephews and nieces that have not been identified in his childhood story and notable events of his life to date.
","એ જ રીતે, ડિફેન્ડર પાસે કાકાઓ, સાવકાઓ, પિતરાઇ ભત્રીજાઓ અને ભાઇઓ છે જે તેમના બાળપણની વાર્તા અને તેમની જીંદગીની નોંધપાત્ર ઘટનાઓ સુધી ઓળખાયેલી નથી.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life till date.
","એ જ રીતે, કેન્સ્લોના કાકાઓ, કાકી, ભત્રીજાઓ અને ભત્રીજાઓનાં કોઈ રેકોર્ડ નથી, જ્યારે તેમના પિતરાઇ ભાઇઓની આજકાલની શરૂઆતની જિંદગીની નોંધપાત્ર ઘટનાઓમાં તેની ઓળખ થઈ નથી.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews, and nieces while his cousins have not been identified in notable events of his early life to date.
","એ જ રીતે, કેન્સ્લોના કાકાઓ, કાકી, ભત્રીજાઓ અને ભત્રીજાઓનાં કોઈ રેકોર્ડ નથી, જ્યારે તેમના પિતરાઇ ભાઇઓની આજકાલની શરૂઆતની જિંદગીની નોંધપાત્ર ઘટનાઓમાં તેની ઓળખ થઈ નથી.
"
"Similarly, there are no records of Greenwood's aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","એ જ રીતે, ગ્રીનવુડની કાકી, કાકાઓ, ભત્રીજાઓ અને ભત્રીજાઓનો કોઈ રેકોર્ડ નથી જ્યારે તેમના પિતરાઇ ભાઇઓ આજકાલ તેમના પ્રારંભિક જીવનની નોંધપાત્ર ઘટનાઓમાં ઓળખાઈ નથી.
"
"Similarly, there are no records of Tielemans' uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","તેવી જ રીતે, ટાયલેમન્સના કાકાઓ, સાવકાઓ, ભાઇઓ અને ભત્રીજાઓનો કોઈ રેકોર્ડ નથી, જ્યારે તેમના પિતરાઇઓ તેમના પ્રારંભિક જીવનની નોંધપાત્ર ઘટનાઓમાં ઓળખી કાઢવામાં આવ્યા નથી.
"
"Similarly, there are no records of Tielemans' uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life to date.
","તેવી જ રીતે, ટાયલેમન્સના કાકાઓ, સાવકાઓ, ભાઇઓ અને ભત્રીજાઓનો કોઈ રેકોર્ડ નથી, જ્યારે તેમના પિતરાઇઓ તેમના પ્રારંભિક જીવનની નોંધપાત્ર ઘટનાઓમાં ઓળખી કાઢવામાં આવ્યા નથી.
"
"Similarly, there are no records of his aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","એ જ રીતે, કેન્સ્લોના કાકાઓ, કાકી, ભત્રીજાઓ અને ભત્રીજાઓનાં કોઈ રેકોર્ડ નથી, જ્યારે તેમના પિતરાઇ ભાઇઓની આજકાલની શરૂઆતની જિંદગીની નોંધપાત્ર ઘટનાઓમાં તેની ઓળખ થઈ નથી.
"
"So he married his niece.
","તેથી તેણે પોતાની દાદી સાથે લગ્ન કરી લીધા.
"
"There are no records of the Norwegian's uncles, aunts and nieces and cousins at the time of updating his Biography.
","તેની બાયોગ્રાફી અપડેટ કરતી વખતે નોર્વેના કાકાઓ, કાકીઓ અને ભત્રીજાઓ અને પિતરાઇ ભાઇઓનાં કોઈ રેકોર્ડ નથી.
"
"These children are not necessarily your biological offspring but could be grandchildren, nieces or nephews, an adopted child, or even a neighbor's child for whom you've taken on a maternal role.
","આ બાળકો તમારા જૈવિક સંતાનની આવશ્યકતા નથી, પરંતુ પૌત્રો, ભાણેલાઓ અથવા ભત્રીજાઓ, દત્તક લીધેલા બાળક, અથવા પડોશીનું બાળક પણ હોઇ શકે છે, જેમને તમે માતૃત્વની ભૂમિકામાં લીધી છે.
"
"These children do not necessarily mean biological offspring but they can be your grandchildren, nieces or nephews, an adopted child, or even a neighbour's child for whom you play the role of a parent.
","આ બાળકો તમારા જૈવિક સંતાનની આવશ્યકતા નથી, પરંતુ પૌત્રો, ભાણેલાઓ અથવા ભત્રીજાઓ, દત્તક લીધેલા બાળક, અથવા પડોશીનું બાળક પણ હોઇ શકે છે, જેમને તમે માતૃત્વની ભૂમિકામાં લીધી છે.
"
"This includes any type of individual beneficiary (such as children, grandchildren, nieces, nephews, even friends), but not charitable beneficiaries since they do not have a life expectancy.
","આમાં કોઈ પણ પ્રકારની વ્યક્તિગત લાભાર્થી (જેમ કે બાળકો, પૌત્રો, ભાણેલાઓ, ભત્રીજાઓ, પણ મિત્રો) શામેલ છે, પરંતુ તે સખાવતી લાભાર્થી નથી કારણ કે તેમની પાસે અપેક્ષિત આયુષ્ય નથી .
"
"This list of extended Chinese family relationships covers family members of the same generation or younger - cousins, bothers and sisters-in-law, and nieces and nephews.
","વિસ્તૃત ચાઇનીઝ પરિવારના સંબંધોની યાદીમાં આ જ પેઢી અથવા નાના ભાઈ-બહેનો, કુટુંબો, બહેનો અને બહેનો અને ભાભીઓ અને ભત્રીજાઓના પરિવારના સભ્યો આવરી લે છે.
"
"This tax benefit for families who are not rich enough to be subject to the estate tax, but who have diligently built wealth by acquiring specific assets (stocks, real estate investments, or other property) throughout their lifetime, and want to pass that money on to their children, grandchildren, nieces, nephews, or other heirs.
","તે ટેક્સ બેનિફિટ કોંગ્રેસ છે, જે પરિવારોને સમૃદ્ધ ન હોય તેવા સંપત્તિ કરને આધીન ન હોય પરંતુ જેઓ તેમના જીવનકાળ દરમિયાન શેરો , રિયલ એસ્ટેટ રોકાણ અથવા અન્ય સંપત્તિ (જેમ કે બાંધકામ સાધનસામગ્રી) હસ્તગત કરીને સંપત્તિનું નિર્માણ કરે છે , અને તે પસાર કરવા માગે છે તેમના બાળકો, પૌત્રો, ભાણેલાઓ, ભત્રીજાઓ, અથવા અન્ય ચીજોનો નાણાં.
"
"Under a near-worst-case scenario you could be looking at giving up $1,292,000 in wealth that otherwise would have been gifted to your children, grandchildren, nieces, nephews, and other heirs but now is destined for the hands of politicians.
","નજીકના સૌથી ખરાબ કિસ્સામાં તમે તમારા બાળકો, પૌત્રો, ભાણેલાઓ, ભત્રીજાઓ અને અન્ય વારસદારને ભેટમાં આપી શક્યા હોત, પરંતુ હવે રાજકારણીઓના હાથમાં ભાગ લેતા સંપત્તિમાં 1,292,000 ડોલર ઊપાવી દેવામાં આવશે.
"
"isn't your uncle's niece your daughter?
","તારી દીકરી મારી દીકરી ન કહેવાય ?
"
"the great great grand niece
","ગ્રેટ પૌત્રીના
"
"Saba Ali Khan took to Instagram to share a throwback picture of her niece Sara Ali Khan and actress Amrita Singh.
","સૈફ અલી ખાન અને અમૃતા સિંહની દીકરી સારા અલી ખાને ઇંસ્ટાગ્રામ પર એક નવો ફોટો શેયર કર્યો છે, જેમાં સારા ભૂરી લિપસ્ટિક લગાવીને સમુદ્ર કિનારે ઉભેલી દેખાઈ રહી છે.
"
"Priyanka Chopra shared adorable photos with her niece, Krishna Sky, on social media recently.
","હાલમાંજ પ્રિયંકાએ પોતાની સાસુ સાથે મસ્તી કરતો ફોટો સોશ્યિલ મીડિયા પર શેર કર્યો હતો.
"
"Bollywood actors Saif Ali Khan and Soha Ali Khan’s sister Saba Ali Khan took to Instagram to share a throwback picture of her niece Sara Ali Khan and actress Amrita Singh.
","બોલિવૂડ સ્ટાર સૈફ અલી ખાન તથા અમૃતા સિંહની દીકરી સારા અલી ખાને સોશિયલ મીડિયામાં જૂના ફોટોશૂટની તસવીર શૅર કરી હતી.
"
"Are you his niece?
","શું તમે તેમના પિતરાઇ ભાઇ છો?
"
"Two uncles held guilty of raping niece
","બે પિતરાઈ ભાઈઓએ દુષ્કર્મ કર્યાનો આક્ષેપ
"
"And that little girl is my niece.
","ને આ મારી સાવ નાનકડી પરવશ બાળકી.
"
"Congratulations on your new little niece!
","નવા બાળકને જન્મ આપવા બદલ અભિનંદન!
"
"Sanjay Leela Bhansali is launching his niece Sharmin Segal alongside Jaaved Jaffrey’s son Meezaan, with 'Malaal'.
","સંજય લીલા ભણશાલીસંજય લીલા ભણશાલીની ફિલ્મમાં જાવેદ જાફરીના પુત્ર મિજાન સાથે હીરોઈન તરીકે પોતાની બહેન બેલાની દિકરી શર્મિન સહગલને લોન્ચ કરશે.
"
"She was very fond of him and treated him like an adoring niece.
","એ તેને બહુ આશ્ચાસન દેતાં હતાં અને નણે પોતાની નાની બહેન હોય તેમ તેની આળપ'પાળ કરતાં હતાં.
"
"After sharing adorable pictures of the adorable little ones with their father Aayush Sharma , Arpita took to social media to share an endearing video of Salman bonding with his niece Ayat.
","સલમાનની બહેન અર્પિતાએ પોતાના અને પતિ આયુષના બંને બાળકો સાથે એક ક્યૂટ તસવીર સોશિયલ મીડિયા પર શેર કરી, જે તસ્વીર જોતાં તમે પણ બોલી. . .
"
"Congratulations on the birth of your new niece!
","નવા બાળકને જન્મ આપવા બદલ અભિનંદન!
"
"Along with two of her kids, she was predeceased by her spouse, brother, two sisters plus a niece.
","જેમાં તેમના પતિ અને બે બાળકો ઉપરાંત બહેનનો પરિવાર અને ભાઈ પણ સામેલ હતાં.
"
"Also, I have two sisters and two nieces.
","તેમજ મારે સંતાનમાં બે દિકરી તથા એક દિકરો છે.
"
"All the nieces are very, very pleased.
","બધી બહેનો ખુબ જ આનંદ કરે છે.
"
"Besides a lady judge, Justice Indira Bannerjee is the niece of late Justice Padma Khastigir of Calcutta High Court.
","જસ્ટિસ કાંતાકુમારી ભટનાગર બાદ જસ્ટિસ ઈન્દિરા બેનરજી એવા બીજા મહિલા જજ છે જે મદ્રાસ હાઈકોર્ટના ચીફ જસ્ટિસ બન્યા.
"
"your niece
","તમારી નાની બહેન.
"
"Sushant Singh Rajput’s sister has shared an old picture of the actor with his niece.
","ત્યારે દિવંગત અભિનેતા સુશાંત સિંહ રાજપૂતની બહેનને પોતાના ભાઈની યાદ આવી છે.
"
"Among the dead, he said, were his wife, two children and one of his nieces.
","મૃતકના પરિવારમાં તેની પત્ની,બે પુત્રો અને તેના પેરેન્ટ્સ છે.
"
"“She is my niece.
","“ તેણી મારી ખેરખાહ છે.
"
"Aamir Khan along with his wife Kiran Rao, son Azad Rao Khan and daughter Ira Khan attended his niece Zayn. . . . .
","જાવેદ અખ્તર, રણવીર સિંહ, આમિર ખાન એની પત્ની કિરણ રાવ અને મોટો પુત્ર જુનૈદ પણ લગ્નમાં હાજર રહ્યા હતા.
"
"It's my little niece.
","તે મારો લઘુ બાંધવ છે.
"
"Today (December 27) it's Salman Khan's niece Ayat Sharma's first birthday.
","આવતીકાલે 27 ડિસેમ્બરે સલમાન ખાન (Salman Khan) નો જન્મદિવસ છે.
"
"Alia is Suhana's mother, Gauri Khan's niece, (daughter of Vibha Chhiba).
","આલિયા છિબ્બા, ગૌરી ખાનનો ભાઈ વિક્રાંત છિબ્બાની દીકરી છે.
"
"Aadya Bedi is the niece of famous actor Kabir Bedi.
","પૂજા પ્રસિદ્ધ એક્ટર કબીર બેદીની પુત્રી છે.
"
"Congratulations to your niece !
","ધન્ય છે તમારી જનેતાને!
"
"your niece
","તારી સાસરી!
"
"Shraddha Kapoor is the daughter of Shakti Kapoor and niece of Padmini Kolhapure.
","શ્રદ્ધા કપૂરના ભાઈનું નામ સિદ્ધાંત કપૂર છે અને જાણીતી અભિનેત્રી પદ્મિની કોલ્હાપુરી શ્રદ્ધા કપૂરની માસી છે.
"
"All three of these girls are my nieces.
","આ ત્રણેય છોકરીઓ સગી બહેનો છે.
"
"Nikunj, niece of Congress MLA from Sojitra constituency Punam Parmar, lost from the Tarapur seat of the district panchayat.
","સોજીત્રા કોંગ્રેસ ધારાસભ્ય પૂનમભાઈ પરમારનો ભત્રીજો નિકુલસિંહ પરમાર તારાપુર જિલ્લા પંચાયત બેઠક ઉપર થી હાર્યા છે.
"
"2) Spend time with your nieces and nephews.
","2) તમારા બાળકો સાથે તમારા સમયનો સમય બનાવો.
"
"A woman is a daughter, sister, niece, wife, mother, aunt, stepmother, and grandmother.
","સ્ત્રી એક માતા, એક બહેન, એક દીકરી, એક પત્નીની છે.
"
"I have my niece.
","ડું છેઉ ને મારે ભત્રીને છે.
"
"I want to marry your niece.
","તારી કાન્તાને મારે પરણવું છે.
"
"Brother, this is your niece.
","ભાભી, તમારી બા આયા છે.
"
"” That’s what my niece says.
","આવું મારી સખીગએ કહ્યું છે.
"
"Apart from her mother and sister, they were also accompanied by his mother Neetu Kapoor, sister Riddhima Kapoor Sahni, brother-in-law Bharat Sahni and niece Samara.
","રણવીર સાથે તેના પિતા ઋષિ કપૂર, મોમ નીતૂ કપૂર, બહેન રિદ્ધિમા કપૂર અને ભાણેજ સમારા કપૂર પણ હાજર રહી.
"
"your niece
","તમારો કુલભાઈ
"
"It's my little niece.
","તે મારી નાની ખ્હેન છે.
"
"Congratulations on your new baby niece!
","નવા બાળકને જન્મ આપવા બદલ અભિનંદન!
"
"Congrats on the new niece!
","નવા બાળકને જન્મ આપવા બદલ અભિનંદન!
"
"Your loving niece,
","તારી પ્રિય સખી,
"
"He loves his sister and his nieces.
","તેમણે તેમના બહેન અને તેમના nieces પસંદ છે.
"
"your niece
","આપનું કબૂતર
"
"Abhishek Bachchan's niece Navya Naveli Nanda also shared a cute picture on Instagram.
","બીજી તરફ અમિતાભ બચ્ચનની નાતિન નવ્યા નવેલી નંદાએ પણ ઇન્સ્ટાગ્રામ પર એક તસવીર પોસ્ટ કરી છે.
"
"Princess Mako is the eldest daughter of the Crown Prince Akishino and the niece of Emperor Naruhito.
","રાજકુમારી માકો જાપાની સમ્રાટ અકિહિતોની સૌથી મોટી પૌત્રી અને રાજકુમાર ફૂમિહિતોની સૌથી મોટી દીકરી છે.
"
"Congrats on your new baby niece!!
","નવા બાળકને જન્મ આપવા બદલ અભિનંદન!
"
"She is a daughter of Shakti Kapoor and Shivangi Kapoor while niece of Padmini Kolhapure.
","પદ્મિની ની મોટી બહેન શિવાંગી કપૂર એ શક્તિ કપૂર ની પત્ની છે.
"
"Dad, Mom and I. Plus my nephew and niece – my brothers’ kids.
","હું, મારા બા-દાદા, મમ્મી પપ્પા અને નાનો ભાઈ.
"
"His niece also died.
","તેના મિ- ત્રનું પણુ મૃત્યુ થયું.
"
