eng_Latn,guj_Gujr
"""Evo Morales of Bolivia has described him as """"the grandfather of all Latin American revolutionaries.""""""
","""બોલીવિયાના ઇવો મોરાલ્સેતેમને""""દરેક લેટિન અમેરિકન ક્રાંતિના પિતા""""કહ્યા છે.""
"
"""His father said, """"To the consumers who buy the metal we produce, to the workers who work in our mines, to the government which regulates us fairly, to the market that has been favorable, to the earth which provides us the minerals that we mine, but most importantly to my grandfather who invested all his wealth in the mining business.""
","""તેના પિતાએ જવાબમાં કહ્યુંઃ """"આપણે ઉત્પાદન કરીએ છીએ તે ધાતુના ગ્રાહકો,આપણી ખાણોમાં કામ કરતા કારીગરો, આપણું યથોચિત નિયંત્રણ કરનાર સરકાર,સાનુકુળ બજાર, આપણે ખોદીએ છીએ તે ખનીજ આપતી ધરતી.""
"
"""His father was 5'8,"""" and his grandfather was 6'1.""""""
","તેના પપ્પા 6'10 છે અને માતા 6'1 ′′ છે.
"
"""In a statement released to the media, Saif said, """"We are very pleased to share with you all the wonderful news about the birth of our son: Taimur Ali Khan Pataudi, on the 20th of December 2016,"""" and Kareena's father Randhir Kapoor also shared his joy at becoming a grandfather.""
","""જો કે, આ દંપતીએ પોતે કહ્યુંઃ """" અમારા પુત્રના જન્મ વિશેની બધી અદ્ભુત સમાચાર તમને તમારી સાથે શેર કરવામાં ખૂબ જ આનંદ છેઃ તાઈમુર અલી ખાન પટૌડી, 20 મી ડિસેમ્બર, 2016 ના રોજ, """"અને તેમના ચાહકોએ પસંદગીનો બચાવ કર્યો છે અને કહ્યું કે તે માત્ર એક નામ છે, જેનો અર્થ 'લોખંડ' છે.""
"
"""In his 2015 speech in Washington, the President-elect had claimed that his """"great, great, great, great, great grandfather"""" George Biden was a Captain in the East India Trading company and after retirement, decided to settle in India and married an Indian woman.""
","2015 માં વોશિંગ્ટનમાં તેમના ભાષણમાં, બાયડેને દાવો કર્યો હતો કે તેના પિતાના વંશની ઘણી પેઢીઓ પહેલા જ્યોર્જ બિડેન નામનો કપ્તાન હતો જે ઇસ્ટ ઇન્ડિયા કંપનીમાં કામ કરતો હતો અને નિવૃત્ત થયા પછી તેણે ભારતીય મહિલા સાથે લગ્ન કર્યા અને ભારતમાં સ્થાયી થયા.
"
"'This is my grandfather.
",""" . """" આ મારા દાદીજી.""
"
"(His grandfather was the first African American
","(પિતા આફ્રિકન કરતા મૂળ અમેરિકન હતા.
"
"71 year old grandfather.
","71 વર્ષ જૂનો સ્વ.
"
"A few years ago, Anand's grandfather Harish Ahuja is reported to have bought a bungalow worth ₹173 crore on Prithviraj Road, one of the Capital's most pricey residential destinations.
","અમુક સમય પહેલા આનંદના પીતા હરીશ આહુજા એ દિલ્લીનાં પૃથ્વીરાજ રોડ પર 173 કરોડ રૂપિયાનો બંગલો ખરીદ્યો હતો.
"
"Al-Khwarizmi developed the concept of the algorithm in mathematics (which is a reason for his being called the grandfather of computer science by some people).
","અલ-ખ્વારિઝ્મી એ ગણિતમાં અલ્ગોરિધમની વિભાવના વિકસાવી, જેના કારણે તેમને કમ્પ્યુટર વિજ્ઞાનનાં પિતામહ કહેવાય છે.
"
"Al-Khwarizmi developed the concept of the algorithm in mathematics which is a reason for his being called the grandfather of computer science by some people.
","અલ-ખ્વારિઝ્મી એ ગણિતમાં અલ્ગોરિધમની વિભાવના વિકસાવી, જેના કારણે તેમને કમ્પ્યુટર વિજ્ઞાનનાં પિતામહ કહેવાય છે.
"
"Among them were many civilians, including U.S. President Barack Obama's grandfather.
","આમા અમેરિકાના પૂર્વ પ્રમુખ બરાક ઓબામા સહિત અનેક લોકોનો સમાવેશ થતો હતો.
"
"And now I'm the grandfather.
","હું હવે દાદીમા છું.
"
"At 36, Sachin Tendulkar may be the oldest member of the Indian cricket team but he clearly resents being called a grandfather by his teammates.
","માસ્ટર બ્લાસ્ટર સચિન તેંદુલકર 36 વર્ષની ઉમરમાં ભલે જ ભારતીય ક્રિકેટ ટીમના સીનિયર બેટ્સમેન હોય પરંતુ તેમણે ટીમના સાથીઓના મુખે ખુદને ગ્રાંડપા સાંભળવું બિલકુલ પણ પસંદ નથી.
"
"Becoming grandfather is one of the happiest moments of anyone's life.
","પિતા બનવું એ કોઈ પણ વ્યક્તિના જીવનમાં સૌથી આનંદપ્રદ ક્ષણ છે.
"
"Both, her father and maternal grandfather may be in their 50th.
","તેના માતા અને પિતા બંને તેમના 50 માં હોઈ શકે છે.
"
"But I am not my grandfather.
","જોકે મારા વડીલ નથી .
"
"Cole's grandfather was a police commissioner.
","કપિલના પિતા પોલિસ કોન્ટેબલ હતા.
"
"Ever since the Shiv Sena was founded in 1966 by his grandfather, late Bal Thackeray, no member of his family had fought any elections or held any constitutional post.
","બાળાસાહેબ ઠાકરેએ 1966માં શિવસેનાની સ્થાપના કરી હતી ત્યારથી એ પોતે કે એમના પરિવારનું કોઈ પણ સભ્ય ચૂંટણી લડ્યું નથી કે કોઈ પણ બંધારણીય હોદ્દો પણ ગ્રહણ કર્યો નથી.
"
"Every midnight, his 82-year-old grandfather (who had lost a leg to gangrene and walked with a stick) would walk a mile to switch on the water-pump to ensure that his oranges were ready to ship the next morning.
","દરેક મધ્યરાત્રિ, તેમના 82-year-old grandfather (જે ગ્રંથીનો પગ ગુમાવ્યો હતો અને એક લાકડીથી ચાલતો હતો) પાણીના પંપ પર સ્વિચ કરવા માટે એક માઇલ ચાલશે કે જેથી તેની નારંગીઓ આગામી સવારે જહાજ કરવા તૈયાર હોય.
"
"For example, what if a man went back in time to a date before his parents were born and killed his own grandfather?
","દાખલા તરીકે, જો કોઈ વ્યક્તિ સમયસર પાછો ફર્યો અને તેમના બાળકને ગર્ભ ધારણ કરે તે પહેલા તેમના માતા-પિતાને મારે છે તો શું થાય છે?
"
"For example, your great grandfather (your father's father's father), who is Number 8 on your chart, becomes ancestor #1 on a new chart.
","ઉદાહરણ તરીકે, તમારા પિતાના પિતાના પિતા મૂળ ચાર્ટ પર પૂર્વજ # 8 હશે.
"
"He also recently became a grandfather to a baby girl.
","તાજેતરમાં જ તે એક લાડકી દીકરીનો પિતા પણ બની ગયો છે.
"
"He became a grandfather last year.
","ગત વર્ષે તે દાદી બની.
"
"He dedicates his tattoo to his maternal grandfather to whom both were very close before her death.
","તેમણે તેમના ટેટૂને તેમના માતૃભાષાને સમર્પિત કર્યા હતા, જેમને બંને તેમના મૃત્યુ પહેલાં ખૂબ નજીક હતા.
"
"He had been brought up by his maternal grandfather.
","તેનો ઉછેર તેની દાદી દ્વારા કરવામાં આવ્યો હતો.
"
"He is a great grandfather and husband.
","તે એક મહાન પિતા અને પતિ છે.
"
"He is not only a wonderful husband, but a great father and grandfather.
","તે માત્ર એક સારા પુત્ર નથી પણ સારા પતિ અને પિતા પણ છે.
"
"He lived with his grandfather.
","તે પોતાની દાદી સાથે રહેતો હતો.
"
"He lived with his mother, grandfather, and two siblings.
","તે માતા, બે સંતાન અને મોટા ભાઇ સાથે રહેતો હતો.
"
"He was a devoted husband, a loving father, and the world's greatest grandfather.
","તે એક વાસ્તવિક માણસ, પ્રેમાળ પતિ અને સમગ્ર વિશ્વમાં શ્રેષ્ઠ પિતા છે.
"
"He was a loving father and a dedicated grandfather.
","તે એક પ્રેમાળ પ્રેમાળ પતિ અને જવાબદાર વડીલ પિતા હતા.
"
"He was a loving father, brother and grandfather who enjoyed spending time with his family.
","'તેઓ એક પ્રેમાળ પિતા, પતિ, ભાઇ અને કાકા હતા જેમને પોતાના પરિવાર સાથે સમય વિતાવવામાં મજા આવતી હતી.
"
"He was a loving husband and proud grandfather.
","તે એક પ્રેમાળ પ્રેમાળ પતિ અને જવાબદાર વડીલ પિતા હતા.
"
"He was a loving husband, father, grandfather and brother who cherished the time spent with his family.
","'તેઓ એક પ્રેમાળ પિતા, પતિ, ભાઇ અને કાકા હતા જેમને પોતાના પરિવાર સાથે સમય વિતાવવામાં મજા આવતી હતી.
"
"He was a loving husband, father, grandfather and great-grandfather who enjoyed spending time with his family.
","'તેઓ એક પ્રેમાળ પિતા, પતિ, ભાઇ અને કાકા હતા જેમને પોતાના પરિવાર સાથે સમય વિતાવવામાં મજા આવતી હતી.
"
"He was a loving son, brother, father and grandfather who enjoyed spending time with his family.
","'તેઓ એક પ્રેમાળ પિતા, પતિ, ભાઇ અને કાકા હતા જેમને પોતાના પરિવાર સાથે સમય વિતાવવામાં મજા આવતી હતી.
"
"He was bring up by his grandfather.
","તેમણે તેમના દાદી દ્વારા લાવવામાં આવી હતી.
"
"He was living with his grandfather.
","તે પોતાની દાદી સાથે રહેતો હતો.
"
"He was my grandfather's age.
","તે આદમી મારા બાપની ઉંમરનો હતો.
"
"He was taught by his grandfather and elder brother.
","તેના પિતા અને મોટા ભાઈ દ્વારા તેને તાલીમ આપવામાં આવી હતી.
"
"He was trained by his father and grandfather.
","તેના પિતા અને મોટા ભાઈ દ્વારા તેને તાલીમ આપવામાં આવી હતી.
"
"He's constantly aware he's Harivanshrai's and Teji Bachchan's son, Shweta's and Abhishek's father, Aishwarya's father-in-law, and a grandfather.
","એમને એ હંમેસા ખ્યાલમાં જ રહે છે કે તેઓ હરિરાય બચ્ચનના અને તેજી બચ્ચનના પુત્ર છે, શ્વેતા અને અભિષેકના પિતા છે, ઐશ્વર્યાના સસરા છે.
"
"Her family members including grandfather Henry Fonda, her father, and aunt Jane Fonda are all actors and her mother is an artist.
","તેણીના પિતા પીટર ફૉડા, તેણીની કાકી જેન ફૉડા અને તેમના દાદી દાદી હેનરી ફોન્ડા તમામ અભિનેતાઓ છે.
"
"Her grandfather Henry VII was the first Tudor king of England.
","તેણીના પિતા હેનરી સાતમાં, પ્રથમ ટ્યુડર રાજા માટે કામ કરતા રાજદૂત હતા.
"
"Her grandfather and father abandoned their families.
","તેના પિતા તેની માતા અને પરિવારને છોડીને ચાલ્યા ગયા હતા.
"
"Her grandfather and father were professional photographers.
","તેણીના પિતા અને માતા વ્યાવસાયિક નર્તકો હતા.
"
"Her grandfather is Donald Jasper Harris, a Jamaican-American economist and professor emeritus at Stanford University.
","તેમના પિતા, ડોનાલ્ડ હેરિસ, જમૈકન-અમેરિકન અર્થશાસ્ત્રી અને સ્ટેનફોર્ડ યુનિવર્સિટીના પ્રોફેસર એમિરેટસ છે.
"
"Her grandfather was a political prisoner.
","તેમના પિતા રાજકીય કેદી હતો.
"
"Her grandfather, King George V, gave her the nickname since she couldn't pronounce her given name, Elizabeth, as a youngster.
","રાજા જ્યોર્જ પ her એ તેને ઉપનામ આપ્યું કારણ કે તેણી પોતાનું નામ બાળક તરીકે એલિઝાબેથનું ઉચ્ચાર કરી શકતી ન હતી.
"
"Her mother and her grandfather had the same disease.
","તેની માતા અને માસીને પણ આ જ પ્રકારની બીમારી હતી.
"
"Her mother was also a singer while her grandfather played the violin.
","તેની માતા પણ ગાયક હતી જ્યારે તેના મામા તબલા વગાડતા હતા.
"
"His business careers started with his grandfather.
","તેમની કારકિર્દી તેમના પિતાના પેઢી શરૂ થઇ હતી.
"
"His father and grandfather had been missionaries in India as well.
","એમના પિતા અને માતામહ ભારતમાં મિશનરી હતાં.
"
"His first music teacher was his grandfather.
","પ્રથમ સંગીત શિક્ષક તેમના પિતા હતો.
"
"His grandfather also lived with them.
","તેના દાદી પણ તેમની સાથે રહેતા હતા.
"
"His grandfather and older brother were also boxers.
","તેમના મોટા ભાઇ અને પિતા બોક્સર હતા.
"
"His grandfather did not own any land.
","તેના પિતા પાસે પોતાની જમીન નહોતી.
"
"His grandfather died after a long illness.
","એ દરમ્યાન એક લાંબી બીમારી પછી પપ્પાનું અવસાન થયું હતું.
"
"His grandfather had accepted Islam.
","તેના પિતાએ ઇસ્લામ ધર્મ સ્વીકાર્યો હતો.
"
"His grandfather had embraced Islam.
","તેના પિતાએ ઇસ્લામ ધર્મ સ્વીકાર્યો હતો.
"
"His grandfather opened the business in 1914.
","તેમના વેપારની સ્થાપના તેમના પિતાએ ૧૯૧૪માં કરી હતી.
"
"His grandfather rebelled against the British in 1857.
","1857માં તેમણે અંગ્રેજોને લલકાર્યા હતા.
"
"His grandfather started out in 1920.
","તેમની મહાન-દાદી 1920 માં થયો હતો.
"
"His grandfather started the business in 1914.
","તેમના વેપારની સ્થાપના તેમના પિતાએ ૧૯૧૪માં કરી હતી.
"
"His grandfather started the business in 1920.
","આ દુકાનની શરુઆત તેમના પિતાએ 1920માં કરી હતી.
"
"His grandfather taught him music theory from a very young age.
","તેમના પિતા પ્રારંભિક ઉંમરથી તેને સંગીત શીખવવામાં.
"
"His grandfather teaches in primary school.
","આના પપ્પા પ્રાથમિક શાળામાં પટાવાળા છે.
"
"His grandfather was Muslim.
","તેની મા મુસ્લિમ હતી.
"
"His grandfather was a King.
","તેના પિતા એક રાજા હતા.
"
"His grandfather was a Persian Sanskrit scholar.
","એમના પિતા સંસ્કૃતના વિદ્વાન હતા.
"
"His grandfather was a church minister.
","છોકરો પિતા એક ચર્ચ મંત્રી હતા.
"
"His grandfather was a head coach at the school.
","પિતા સ્કૂલમાં હેડ માસ્તર હતા.
"
"His grandfather was a lawyer as well.
","તેમના પિતા પણ વકીલ હતા.
"
"His grandfather was a poet.
","તેના પિતા કવિ હતા.
"
"His grandfather was a postmaster.
","તેમના પિતા પોસ્ટ માસ્ટર હતા.
"
"His grandfather was a professional fisherman.
","તેમના પિતા એક વ્યાવસાયિક માછીમાર હતા.
"
"His grandfather was a renowned scholar of Islam.
","તેમના પિતા ઇસ્લામના મોટા વિદ્વાન હતા.
"
"His grandfather was an Alzheimer's patient.
","તેનાં પિતા અલ્ઝાઈમરના દર્દી હતા.
"
"His grandfather was an ayurvedic physician.
","તેના પિતા આયુર્વેદિક ચિકિત્સક હતા.
"
"His grandfather was brought to Malaya from Kerala by the British East India Company to teach English at the Kedah Royal Palace.
","બ્રિટિશ ઇસ્ટ ઈન્ડિયા કંપની તેમના પિતાને કેદાહ રોયલ પેલેસ ખાતે અંગ્રેજીનું શિક્ષણ આપવા કેરળથી મલેશિયા લાવી હતી.
"
"His grandfather was brought to Malaya from Kerala by the British East India Company to teach English at the Kedah royal palace.
","બ્રિટિશ ઇસ્ટ ઈન્ડિયા કંપની તેમના પિતાને કેદાહ રોયલ પેલેસ ખાતે અંગ્રેજીનું શિક્ષણ આપવા કેરળથી મલેશિયા લાવી હતી.
"
"His grandfather was governor of the city.
","તેમના પિતા આ શહેરના મેયર હતા.
"
"His grandfather was married three times.
","તેમના પિતાએ ત્રણ વાર લગ્ન કર્યાં હતાં.
"
"His grandfather's name is written at 1948.
","તેમાં મારા પિતાનું નામ 1948 પહેલેથી નોંધાયેલું છે.
"
"His grandfather, Amaro Lopes, had played for Portuguese top flight side F.C. Pacos de Ferreira.
","તેમના પિતા અમરો લોપ્સ એફસી પાકોસ દે ફેરિરા માટે પોર્ટુગીઝ ફૂટબોલર હતા.
"
"His grandfather, Badruddin Tyabji, was one of the first Indian judges of the Bombay High Court, and the first Muslim president of the Indian National Congress.
","તેમના પિતાના મોટા ભાઈ બદરુદ્દીન તૈયબજી બોમ્બે ઉચ્ચ ન્યાયાલયના પ્રથમ ભારતીય બેરિસ્ટર તથા ભારતીય રાષ્ટ્રીય કોંગ્રેસના ત્રીજા પ્રમુખ હતા.
"
"His grandfather, Harsukhbhai Dobariya, was awarded the Srishti Samman Award for Bird Conservation by President Pranab Mukherjee in 2017.
","જૂનાગઢ જિલ્લાના હરસુખભાઈ ડોબરીયાને વર્ષ 2017માં રાષ્ટ્રપતિ પ્રણવ મુખર્જીના હાથે પક્ષીઓના સંરક્ષણ માટે શ્રીશ્રી સમ્માન એવોર્ડ મળ્યો છે.
"
"His grandfather, SP as the 85-year-old is known, now suffers from a form of dementia, and Karam, his sister, mother, aunt and grandmother are locked in a battle with the rest of the Hinduja family over pieces of the $18 billion British-Indian group.
","85 વર્ષીય શ્રીચંદ પરમાનંદ હિંદુજા હાલમાં ભૂલવાની બીમારીથી પીડિત છે અને કરમ, તેની બહેન, માતા, કાકી અને દાદી બાકીના હિંદુજા પરિવાર સાથે $18 બિલિયન બ્રિટિશ-ભારતીય કોર્પોરેટ સમૂહમાં હિસ્સેદારી માટે લડી રહ્યા છે.
"
"His grandfather, also...
","તેના પપ્પા પણ. . .
"
"His paternal grandfather was Prince Andrew of Greece and Denmark.
","પ્રિન્સ ફિલિપના પિતા પ્રિન્સ ઍન્ડ્ર્યુ ગ્રીસ અને ડેનમાર્કના રાજકુમાર હતા.
"
"I also remembered my grandfather.
","મને પણ મારા દાદી યાદ આવી ગયા.
"
"I asked the children where their grandfather was.
","મેં બાળકોને પૂછ્યું દાદી ક્યાં છે?
"
"I decided to go home and apologize to my parents, and I will tell you that your maternal grandfather has taught me the lesson of life today, before my degree has no value.
","મનોમન મેં નક્કી કર્યું કે ઘેર જઈને મમ્મી, પપ્પાની માફી માંગી લઈશ અને કહીશ કે તમારી નાનીનાની ટકોર આજે મને જિંદગીના પાઠ ભણાવી ગઈ જેની આગળ મારી ડિગ્રીની પણ કોઈ કિંમત નથી.
"
"I don't remember much about my grandfather.
","તે મારા દાદી વિશે બહુ યાદ નથી.
"
"I don't remember terribly much about my grandfather.
","તે મારા દાદી વિશે બહુ યાદ નથી.
"
"I felt I had lost my grandfather.
","મને એવું લાગ્ય કે, મેં મારા મોટા પપ્પા ગુમાવ્યા હોય.
"
"I heard this from my grandfather.
","મેં મારાં દાદી પાસે આ સાંભળેલું.
"
"I know you love your grandfather.
","હું જાણું છું કે તમે તમારી દાદીને ખૂબ ચાહો છો,
"
"I know you loved your grandfather.
","હું જાણું છું કે તમે તમારી દાદીને ખૂબ ચાહો છો,
"
"I lost my grandfather and my cousin.
","મેં મારા પાપા અને દાદીને ગુમાવી દીધા હતા.
"
"I love my grandfather a lot.
","હું મારી દાદીને ખૂબ પ્રેમ કરું છું.
"
"I love my grandfather and great-uncle.
","પાપા અને દાદીને ખૂબ પ્રેમ કરું છું.
"
"I love my grandfather very much.
","હું મારી દાદીને ખૂબ પ્રેમ કરું છું.
"
"I love you so much, grandfather.
","હું તમને બહુ જ પ્રેમ કરું છું દાદી.
"
"I remembered my grandfather too.
","મને પણ મારા દાદી યાદ આવી ગયા.
"
"I sit next to my grandfather.
","હું દાદી પાસે બેસું છું.
"
"I was 18 when I lost my grandfather.
","જ્યારે હું મારી ચેરી ગુમાવી ત્યારે હું 18 વર્ષનો હતો.
"
"I was never close to my grandfather.
","હું તો કોઈ દી મારી દાદી પાસે ન'તી રહેતી.
"
"I wasn't close to my grandfather.
","હું તો કોઈ દી મારી દાદી પાસે ન'તી રહેતી.
"
"I've heard this to my grandfather.
","મેં મારાં દાદી પાસે આ સાંભળેલું.
"
"In the majority of the cases, the accused is a person close to the child: A father, grandfather, you, brother, cousin, or close family friend.
","સંખ્યાબંધ કિસ્સાઓમાં દૂરૂપયોગ કરનાર બાળકની નજીકની કોઈ વ્યક્તિ જ હોય છે - પિતા, મોટો ભાઈ, પિત્રાઈ ભાઈ કે કાકા અથવા પડોશી.
"
"It was my grandfather's phone.
","તે દાદીનો ફોન હતો. .
"
"It's his first Christmas without his grandfather.
","તેમના વિના દાદીજીની આ પ્રથમ ક્રિસમસ છે.
"
"Kim Il-sung is the grandfather of current North Korean leader Kim Jong-un.
","કિમ જોંગ ઈલ ઉત્તર કોરિયાના વર્તમાન શાસક કિમ જોંગ ઉનના પિતા હતા.
"
"Lindy Hop is considered the grandfather of all swing dances.
","લિન્ડિ હોપ એ બૉલરૂમ નૃત્ય છે જે તમામ સ્વિંગ નૃત્યોના પિતા તરીકે ગણાય છે.
"
"Maybe it was his grandfather.
","કદાચ તેના પિતા દાતા હતી.
"
"My father and grandfather died by banks of Ganga and did not need a grave.
","મારા પિતા અને દેદાનું મૃત્યુ ગંગા કિનારે થયું હતું અને તેમને કબરની પણ જરૂર પડી ન હતી.
"
"My father and grandfather died by the banks of the Ganga and did not need a grave.
","મારા પિતા અને દેદાનું મૃત્યુ ગંગા કિનારે થયું હતું અને તેમને કબરની પણ જરૂર પડી ન હતી.
"
"My father and grandfather had it.
","મારી દાદી અને મારી પાસે તે હતું.
"
"My father and my grandfather also lived here.
","હું અને મારા મમ્મી પપ્પા પણ અહીં જ રહેતા.
"
"My grandfather also had the disease.
","મારા પપ્પાને પણ આ રોગ હતો.
"
"My grandfather also loved me a lot.
","મારા દાદી પણ મને ખુબ પ્રેમ કરતા હતા.
"
"My grandfather and his family, 1937
","મારી નર્સ અને હું, 1937
"
"My grandfather didn't attend college, either.
","મારો હસબંડ પણ કોલેજ ગયો ન હતો.
"
"My grandfather didn't know this.
","માપા પિતાને આ ખબર ન હતી.
"
"My grandfather died of Alzheimer's disease.
","મારી દાદી અલ્ઝાઇમર રોગથી મૃત્યુ પામ્યો.
"
"My grandfather died of Alzheimer's.
","મારી દાદી અલ્ઝાઇમર રોગથી મૃત્યુ પામ્યો.
"
"My grandfather died when I was small.
","મારા પિતાજીનું અવસાન થયું ત્યારે હું નાનો હતો.
"
"My grandfather fought in WW II.
","તેના કાકા ડબલ્યુડબ્લ્યુ II માં લડ્યા.
"
"My grandfather gets up early in the morning.
","મારા દાદીમાં સવારે વહેલા ઉઠે છે.
"
"My grandfather had a long struggle with cancer.
","પિતાએ કેન્સર સામે લાંબી જંગ લીડી હતી.
"
"My grandfather has just passed away.
","બાપ હમણાં જ ગુજરી ગયો .
"
"My grandfather in 2014.
",". . ,મારા પિતા 2014માં.
"
"My grandfather is in my house.
","મારા પિતાજી મારા ઘરે છે.
"
"My grandfather is that person to me.
","દાદી મારા માટે તે વ્યક્તિ છે.
"
"My grandfather never had a drink his whole life.
","મારા પિતાજીએ એમની આખી જીંદગીમાં ચા પીધી નહોતી.
"
"My grandfather served in the Army and he inspired me to join the military.
","મારા પિતા પણ સેનામાં હતા, તેમની વરદીએ મને સેનામાં જોડાવા માટે પ્રેરિત કર્યો.
"
"My grandfather set an example for me.
","મારા પિતાએ મારી સામે ઉદાહરણ રજૂ કર્યું હતું.
"
"My grandfather taught me about movies.
","મારા પિતાએ મને ફિલ્મ્સ અંગે શીખવ્યું છે.
"
"My grandfather taught me how to fight.
","પપ્પાએ મને લડતા શીખવ્યું.
"
"My grandfather told me.
","' મારા વડીલે મને કહ્યું.
"
"My grandfather was a Hindi poet.
","તેમના પિતા હિન્દી કવિ હતા.
"
"My grandfather was a father to me.
","મારાં દાદી મારા માટે પથદર્શક હતાં.
"
"My grandfather was a pilot in the Air Force.
","તેમના પિતા વાયુસેનામાં પાયલોટ હતા.
"
"My grandfather was a professor of Sanskrit.
","પિતા સંસ્કૃતના વિદ્વાન હતા.
"
"My grandfather was a simple, unassuming man.
","તેના પિતા એક સરળ અને અંધશ્રદ્ધાળુ માણસ હતા.
"
"My grandfather was also a freedom fighter.
","મારા પપ્પા પણ સ્વાતંત્ર સૈનિક હતા.
"
"My grandfather was an English officer in India.
","તેના બ્રિટીશ પિતા ભારતમાં ઓફિસર હતા.
"
"My grandfather was another.
","મારા પિતા કોઈ બીજા હતા.
"
"My grandfather was at the bank.
","પિતા બેંકમાં હતા.
"
"My grandfather was freedom fighter.
","મારા માસી સ્વાતંત્ર સેનાની હતા.
"
"My grandfather was from Yugoslovia.
","મારા માં બાપ યુગોસ્લાવીયાથી આવ્યા હતાં.
"
"My grandfather was in the police.
","મારા પિતા પોલીસમાં હતા.
"
"My grandfather was murdered.
","મારા દાદીને મારી નાંખવામાં આવ્યાં હતા.
"
"My grandfather was poor.
","મારો બાપ ભલે ગરીબ રહ્યો.
"
"My grandfather was put into the hospital.
","મારી મોટીબહેનને હૉસ્પિટલમાં દાખલ કરવામાં આવી હતી.
"
"My grandfather was that person for me.
","દાદી મારા માટે તે વ્યક્તિ છે.
"
"My grandfather went to London for work.
","પિતા નોકરી માટે લંડન જતા રહ્યા હતા.
"
"My grandfather's also didn't go to college.
","મારો હસબંડ પણ કોલેજ ગયો ન હતો.
"
"My grandfather's older brother.
","મારા પપ્પાના મોટા ભાઈ.
"
"My grandfather's wholesale business was selling fruits and vegetables.
","સ્નૂકર બિઝનેસ પિતા ફળો અને શાકભાજી વેચાણ હતી.
"
"My grandfathers never did that, my father never did that, and I don't do that.
","મારા ઘમરાં આવું ક્યારેય નથી થયું, મારા પિતાએ આવું ક્યારેય નથી કર્યું.
"
"My grandmother and grandfather had it.
","મારી દાદી અને મારી પાસે તે હતું.
"
"My great grandfather is one of them.
","મારાં દાદી એમાંનાં એક.
"
"My great grandfather was one of those.
","મારાં દાદી એમાંનાં એક.
"
"My great grandfather's was one of those.
","મારાં દાદી એમાંનાં એક.
"
"My great-great grandfather died in 1881.
","1881 માં, મારા દાદી મૃત્યુ પામ્યા હતા.
"
"My paternal grandfather was an orphan and poor.
","મારા બાપું બહું ઇજ્જતદાર તથા ગરીબ હતાં.
"
"No my grandfather was I don't know actually what he was.
","મને મારા પિતા ખરેખર કેવા હતા એની કશી ખબર જ નથી.
"
