eng_Latn,guj_Gujr
"""Alongside his nephew Waldo, Mr. Magoo first appeared in 1949 in the theatrical short """"Ragtime Bear.""""""
","""તેમના ભત્રીજા વાલ્ડો સાથે, શ્રી મગૂ પ્રથમ 1949 માં થિયેટર ટૂંકી """"રાગટાઇમ રીંછ"""" માં દેખાયા હતા.""
"
"""An elderly man whose three nephews worked at the building said, """"At least 12-15 machines were installed in the unit.""
",""""""" એક વૃદ્ધ વ્યક્તિએ જણાવ્યું કે, """"આ ફેક્ટરીમાં ઓછામાં ઓછી 12થી 15 મશીનો લાગી છે.""
"
"""An elderly man, whose three nephews worked at the building, said, """"At least 12-15 machines were installed in the unit.""
",""""""" એક વૃદ્ધ વ્યક્તિએ જણાવ્યું કે, """"આ ફેક્ટરીમાં ઓછામાં ઓછી 12થી 15 મશીનો લાગી છે.""
"
"""Furthermore, this woman ended up being right: two months later, Raven's sister gave birth to a boy - a """"beautiful nephew"""" for Raven.""
","""વધુમાં, આ મહિલાનું અંત આણ્યુંઃ બે મહિના પછી, રાવેનની બહેનએ એક છોકરોને જન્મ આપ્યો - રાવેન માટે """"સુંદર ભત્રીજા""""""
"
"""Google derived its name from the word """"googol,"""" a term coined by Milton Sirotta, nephew of the American mathematician Edward Kasner.""
","""ગૂગલ શબ્દ એક પન પરથી આવ્યો છેઃ """"ગુગોલ"""" એ ગણિતશાસ્ત્રી મિલ્ટન સિરોટ્ટા દ્વારા વપરાતો એક શબ્દ છે.""
"
"""He also spoke about his nephew Arjun Kapoor and Malaika Arora and said, """"I know him very well.""
","""તેમણે પોતાના ભત્રીજા અર્જુન કપૂર અને મલાઈકા અરોરા વિશે પણ વાત કરી અને કહ્યું, """"હું તેમને સારી રીતે ઓળખું છું.""
"
"""He has been castrated at the age of six by the leader of a rival tribe, so he had no sons, but his nephew Fath Ali Shah Qajar succeeded him as Shahanshah, or """"King of Kings.""""""
","""તેમને હરીફ આદિજાતિના નેતા દ્વારા છ વર્ષની ઉંમરે ઉતારી દેવામાં આવ્યાં છે, તેથી તેમને કોઈ પુત્રો ન હતા, પરંતુ તેમના ભત્રીજા ફેથ અલી શાહ કજારે તેમને શાનશાનહ , અથવા """" રાજાઓના રાજા"""" તરીકે સફળ થયા હતા.""
"
"""I was told that I had to get married for the sake of my nieces and nephews - so that they wouldn't be questioned by rishtas about why their uncle was unmarried.""""""
","મને કહેવામાં આવ્યું હતું કે મારે મારા ભત્રીજી અને ભત્રીજાઓ માટે લગ્ન કરવાં હતાં - જેથી તેમના કાકા અવિવાહિત કેમ છે તે અંગે રિશ્તા દ્વારા પૂછપરછ કરવામાં ન આવે.
"
"""If you are a second-degree relative (aunt, uncle, niece, nephew, grandparent, grandchild or half-sibling), your risk is 1 in 39."""" (link).""
","જો તમે સેકન્ડ-ડિગ્રીના સાથી (કાકી, કાકા, ભત્રીજી, ભત્રીજા, દાદા-દાદી, દીકરા કે દીકરા કે બહેન) હો, તો તમારું જોખમ 39 માં 1 છે.
"
"""In the photo album on Instagram, in the """"personal"""" section, there are photos of Isabella only with her nephew.""
","""ઇન્સ્ટાગ્રામ પરના ફોટો આલ્બમમાં, """"વ્યક્તિગત"""" વિભાગમાં, ફક્ત તેના ભત્રીજા સાથે ઇસાબેલાના ફોટા છે.""
"
"""March 20, 1693 (then 1692): Abigail Faulkner Sr., whose execution was only delayed because she was pregnant, and whose sister, sister-in-law, two daughters, two nieces and a nephew had been among those accused of witchcraft, gave birth to a son she named Ammi Ruhamah, meaning """"my people have obtained mercy.""""""
","""માર્ચ 20, 1693 (ત્યારબાદ 1692): એબીગેઇલ ફોકનર સિરિયા , જેનું મૃત્યુદંડ માત્ર વિલંબિત હતું કારણ કે તે ગર્ભવતી હતી, અને જેની બહેન, ભાભી, બે દીકરીઓ, બે ભત્રીજાઓ અને મેલીવિચિંગના આરોપ વચ્ચે હતા, તેણે અમી રુહમા નામના દીકરાને જન્મ આપ્યો, જેનો અર્થ """"મારા લોકોએ દયા મેળવી છે.""
"
"""March 20, 1693 (then 1692): Abigail Faulkner Sr., whose execution was only delayed because she was pregnant, and whose sister, sister-in-law, two daughters, two nieces, and a nephew had been among those accused of witchcraft, gave birth to a son she named Ammi Ruhamah, meaning """"my people have obtained mercy.""""""
","""માર્ચ 20, 1693 (ત્યારબાદ 1692): એબીગેઇલ ફોકનર સિરિયા , જેનું મૃત્યુદંડ માત્ર વિલંબિત હતું કારણ કે તે ગર્ભવતી હતી, અને જેની બહેન, ભાભી, બે દીકરીઓ, બે ભત્રીજાઓ અને મેલીવિચિંગના આરોપ વચ્ચે હતા, તેણે અમી રુહમા નામના દીકરાને જન્મ આપ્યો, જેનો અર્થ """"મારા લોકોએ દયા મેળવી છે.""
"
"""She touched Raven's arm and said, """"You're going to have a beautiful nephew, young lady!""""""
",""""""" તેમણે રાવેન હાથ સ્પર્શ અને કહ્યું, """"તમે એક સુંદર ભત્રીજા, યુવાન મહિલા પાસે જઈ રહ્યાં છો!""
"
"""Shivraj Singh Chouhan issued a video message saying, """"My dear people, keeping in mind the interest of our nephews, we have decided that government jobs in Madhya Pradesh will now be given only to the children of Madhya Pradesh.""
","""ઝ્રસ્ શિવરાજસિંહ ચૌહાણએ કે, """"મારા પ્રિય દેશવાસીઓ, આપણાં દીકરાં-દીકરીઓને ધ્યાનમાં રાખી અમે એક મહત્વનો ર્નિણય કર્યો છે કે મધ્યપ્રદેશમાં સરકારી નોકરીઓ હવે માત્ર મધ્યપ્રદેશનાં દીકરાં-દીકરીઓને જ અપાશે.""
"
"""Stories have long circulated that Richard III was responsible for the deaths of his nephews, the """"Princes in the Tower,"""" to remove rival claimants for the crown.""
","""વાર્તાઓ લાંબા સમય સુધી ફેલાય છે કે રિચાર્ડ III તેમના ભત્રીજાઓ, """"ટાવરના રાજકુમારો"""" ની મોત માટે જવાબદાર છે, જે તાજ માટે હરીફ દાવેદારને દૂર કરે છે.""
"
"""The subject of the poem is the exploits of Beowulf, son of Ecgtheow and nephew of Hygelac, king of the """"Geatas,"""" i.e. the people, called in Scandinavian records Gautar, from whom a part of southern Sweden has received its present name Götland.""
","""કવિતાનો વિષય બાયવુલ્ફ, એક્ગથિઓવના પુત્ર અને """"ગેટાટ્સ"""" ના રાજા હાઇગેલના ભત્રીજા, એટલે કે સ્કેન્ડિનેવીયનના રેકોર્ડ ગૌતરમાં બોલાવવામાં આવે છે, જેમાંથી દક્ષિણ સ્વીડનના એક ભાગનું હાલનું નામ ગોટલેન્ડ છે.""
"
"""There were nearly - but not quite - two family """"two-fers"""" in this tournament's history: Sam Snead won in 1955; his nephew J.C. Snead finished second in 1971 and 1976.""
","""ત્યાં લગભગ હતા - પરંતુ આ ટુર્નામેન્ટના ઇતિહાસમાં તદ્દન બે પરિવાર """"બે-ફર્સ"""" નથીઃ સેમ સનીદ 1955 માં જીતી હતી; તેમના ભત્રીજા જેસી સ્નેદ 1971 અને 1976 માં બીજા ક્રમે રહ્યા હતા.""
"
"""They have made three sets of laws in the state - one for the nephew (of Mamata Banerjee), one for their vote bank, and one for the common Bengali,"""" he said.""
","તેમણે રાજ્યમાં ત્રણ કાનૂન બનાવ્યા, જેમાં એક ભત્રીજા (મમતા બેનરજીના), એક તેમની વોટ બેન્ક માટે અને એક સામાન્ય બંગાળી માટે, એમ તેમણે કહ્યું હતું.
"
"""Yi feared that his death could demoralize the Korean and Chinese troops, so he told his son and nephew """"We are about to win the war.""
","""યી એવો ડર હતો કે તેની મૃત્યુ કોરિયન અને ચીની સૈનિકોને ભ્રષ્ટ કરી શકે છે, તેથી તેણે તેના પુત્ર અને ભત્રીજાને કહ્યું હતું કે """"અમે યુદ્ધ જીતવા જઈએ છીએ.""
"
"(Foulis was the nephew of James Foulis, who won the 1896 U.S. Open, the second one ever played.)
","(ફોલિસ એ જેમ્સ ફોલિસના ભત્રીજા હતા, જેમણે 1896 નો યુએસ ઓપન જીત્યો હતો, જે બીજો એક હતો.
"
"1 The two angels arrived at Sodom in the evening, and Lot [Abraham's nephew] was sitting in the gateway of the city.
","1 તેમાંના બે પરમેશ્વરદૂતો સાંજે સદોમ નગરમાં આવ્યા ત્યારે લોત સદોમના દરવાજામાં બેઠો હતો.
"
"3 days later on the body of 7-year-old Julian, Hudson's nephew, was found in a SUV left on the Western Side.
","ત્રણ દિવસ પછી, હ્યુડસનના ભત્રીજા, 7 વર્ષના જુલીયનનું શરીર વેસ્ટ સાઇડ પર પાર્ક થયેલી એસયુવીની પાછળની બેઠકમાં જોવા મળી હતી.
"
"A man helps his two nephews, prepares them for sailors.
","એક માણસ તેના બે ભત્રીજાઓ મદદ કરે છે, તેમને ખલાસીઓ માટે તૈયારી કરી.
"
"A nephew is a friend given by nature.
","એક ભાઈ પ્રકૃતિ દ્વારા પ્રદાન કરાયેલ મિત્ર છે.
"
"A nephew of Elizabeth Cady Stanton climbed in a window and opened the door.
","એલિઝાબેથ કેડી સ્ટેન્ટનનો એક ભત્રીજા વિંડોમાં ચડી ગયો અને બારણું ખોલ્યું.
"
"A nephew to Sigmund Freud, he used late 19th century psychology in application of his techniques.
","સિગમુન્ડ ફ્રિયુડના ભત્રીજા 19મી સદીના અંતની સાયકોલોજીનો તેમની તરકીબોમાં ઉપયોગ કર્યો હતો.
"
"A nephew... she does not remember his name.
","એનો એક પિત્રાઇ . . નામ યાદ નથી આવતું .
"
"Aamir Khan's nephew, Imran Khan also cannot cast his vote in India as he holds an American passport.
","ઇમરાન ખાન પાસે અમેરિકી પાસપોર્ટ હોવાથી ભારતની ચૂંટણીમાં વોટ કરી શકશે નહીં.
"
"About Domenico Berardi's relatives: Away from Berardi's immediate family, not much is known about his maternal and paternal grandparents while his uncles, aunts, cousins, nephews and nieces are yet to be identified.
","ડોમેનીકો બેરાદીના સબંધીઓ વિશેઃ બેરાર્ડીના તાત્કાલિક કુટુંબથી દૂર, તેના માતૃત્વ અને પિતૃ-દાદા-દાદી વિશે બહુ જાણીતું નથી, જ્યારે તેના કાકા, કાકી, પિતરાઇ, ભત્રીજા અને ભત્રીજીની ઓળખ હજુ થઈ નથી.
"
"About Emi Buendia's Relatives: Regarding Buendia's larger family tree, his paternal and maternal grandparents are one of football's unravelled mysteries while there are no available records of his uncles, aunts, nieces and nephews.
","એમીઆઈ બ્યુએંડિયાના સંબંધીઓ વિશેઃ બ્યુએંડિયાના મોટા કુટુંબના વૃક્ષ વિશે, તેના પિતૃ અને માતાના દાદા-દાદી ફૂટબોલના એક રહસ્યમય રહસ્ય છે જ્યારે તેના કાકાઓ, કાકી, ભત્રીજા અને ભત્રીજાઓનાં કોઈ રેકોર્ડ ઉપલબ્ધ નથી.
"
"Abraham then moved to Canaan with Sarah and his nephew, Lot, and was for some years a nomad, traveling throughout the land.
","અબ્રાહમ પછી સારાહ અને તેમના ભત્રીજા, લોટ સાથે કનાન ગયા, અને કેટલાક વર્ષો સુધી, સમગ્ર દેશમાં મુસાફરી કરતા હતા.
"
"Abram was loyal to his nephew Lot.
","લોટ તેમના કાકા અબ્રાહમ માટે વફાદાર હતો.
"
"According to Hindu Mythology, Holi celebration was started long ago when Holika was burnt in the fire while trying to kill her own nephew in the fire.
","હિંદુ પૌરાણિક કથા અનુસાર, હોળીની ઉજવણી પ્રાચીન સમયથી કરવામાં આવતી હતી, જ્યારે પોતાના ભાઇના પુત્રને આગમાં હત્યા કરવાનો પ્રયાસ કરતી વખતે હોળીકા અગ્નિમાં બળી હતી.
"
"According to Hindu mythology, it is believed that the festival of Holi was started long ago when Holika was burnt in the fire and was trying to kill her own nephew in the fire.
","હિંદુ પૌરાણિક કથા અનુસાર, હોળીની ઉજવણી પ્રાચીન સમયથી કરવામાં આવતી હતી, જ્યારે પોતાના ભાઇના પુત્રને આગમાં હત્યા કરવાનો પ્રયાસ કરતી વખતે હોળીકા અગ્નિમાં બળી હતી.
"
"According to Roman legends about the establishment of the Roman Republic, Lucius Junius Brutus (6th C. B.C.) was the nephew of the last Roman king, Tarquinius Superbus (King Tarquin the Proud).
","રોમન પ્રજાસત્તાકની સ્થાપના વિશે રોમન દંતકથાઓ મુજબ, લુસિયસ જુનિયસ બ્રુટસ (6 ઠ્ઠી સીબીસી) એ છેલ્લા રોમન રાજાના ભત્રીજા, તારક્વીનીયસ સુપરબસ (રાજા તારક્વિન ધ પ્રાઉડ) હતા.
"
"According to this collection of Arthurian tales, Morgan fell in love with Arthur's nephew, Giomar.
","આર્થરિયન વાર્તાઓનું આ સંગ્રહ મુજબ, મોર્ગન આર્થરના ભત્રીજા ગિઓમોર સાથે પ્રેમમાં પડ્યો.
"
"Accusing Mamata Banerjee of familism, Prime Minister Modi said that he preferred to be his nephew's aunt rather than being a sister of the public.
","વડાપ્રધાને મમતા બેનરજી પર પરિવારવાદનો આરોપ લગાડતા કહ્યું હતું કે કે તેઓ પ્રજાની 'દીદી' બનવાને બદલે તેમના 'ભત્રીજા'ની ફઈ બનવાનું પસંદ કર્યું હતું.
"
"Actor Imran Khan is his nephew.
","અભિનેતા ઇમરાન ખાન તેમના ભત્રીજા છે.
"
"After the aging old man, Don Pasquale, announces he will marry a young woman in order to give birth to a son (having cut his disrespectful nephew out of his inheritance), he has his doctor, Malatesta search for a bride.
","વૃદ્ધ વૃદ્ધ માણસ ડોન પાસ્ક્વેલે પછી, જાહેર કર્યું કે તે એક પુત્રને જન્મ આપવા માટે એક યુવાન સ્ત્રી સાથે લગ્ન કરશે (તેના વારસામાંથી તેના અપ્રગટ ભત્રીજાને કાપી નાખે છે), તેના ડૉક્ટર મલાટેસ્ટાને કન્યાની શોધ કરી છે.
"
"Ajay's uncle Kamlesh Barot said that his nephew is very fond of music.
","અજયના કાકા કમલેશ બારોટે કહ્યું કે તેમના ભત્રીજાને સંગીતનો ખુબ શોખ છે.
"
"Ajay's uncle Kamlesh Barot said that his nephew was very fond of music.
","અજયના કાકા કમલેશ બારોટે કહ્યું કે તેમના ભત્રીજાને સંગીતનો ખુબ શોખ છે.
"
"Also, it seems like Kulusevski doesn't have any nephews or nieces at the time of writing this Life Story.
","ઉપરાંત, એવું લાગે છે કે આ જીવનકથા લખતી વખતે કુલુસ્વસ્કી પાસે કોઈ ભત્રીજા કે ભત્રીજા નથી.
"
"Although Archduke Franz Ferdinand' the nephew of Austria's emperor and heir-apparent to the throne' was not very well liked by most' his assassination by a Serb nationalist was viewed as a great excuse to attack Austria-Hungary's troublesome neighbor' Serbia.
","ઑસ્ટ્રિયાના સમ્રાટના ભત્રીજા અને સિંહાસન તરફના વારસદાર આર્કડ્યુક ફ્રાન્ઝ ફર્ડિનાન્ડ, મોટાભાગે સર્બ રાષ્ટ્રવાદી દ્વારા તેમની હત્યા ખૂબ જ સારી ન હતી, તેમ છતાં ઑસ્ટ્રિયા-હંગેરીના તોફાની પાડોશી, સર્બિયા પર હુમલો કરવાના એક મહાન બહાનું તરીકે જોવામાં આવ્યું હતું.
"
"Although Archduke Franz Ferdinand, the nephew of Austria's emperor and heir-apparent to the throne, was not very well liked by most, his assassination by a Serb nationalist was viewed as a great excuse to attack Austria-Hungary's troublesome neighbor, Serbia.
","ઑસ્ટ્રિયાના સમ્રાટના ભત્રીજા અને સિંહાસન તરફના વારસદાર આર્કડ્યુક ફ્રાન્ઝ ફર્ડિનાન્ડ, મોટાભાગે સર્બ રાષ્ટ્રવાદી દ્વારા તેમની હત્યા ખૂબ જ સારી ન હતી, તેમ છતાં ઑસ્ટ્રિયા-હંગેરીના તોફાની પાડોશી, સર્બિયા પર હુમલો કરવાના એક મહાન બહાનું તરીકે જોવામાં આવ્યું હતું.
"
"Although the police have arrested the murderer Shambhu Lal Regar and the nephew who had shot the video, but it is important to reach the people who motivated him to carry out this murder.
","જો કે આ કેસમાં પોલીસે હત્યારા શંભુલાલ રેગર અને આ ઘટનાનો વીડિયો લેનાર તેના ભત્રીજાની ધરપકડ કરી છે પરંતુ તે જાણવું ખૂબ જ મહત્ત્વનું છે કે આ હત્યા કરવા માટે કોણે આ હત્યારાને ઉશ્કેર્યો હતો તેમ આ નિવેદનમાં જણાવ્યું હતું.
"
"And in the XIX century with an interval of 10 years Britishpolar explorer John Ross and his nephew James reached, respectively, the northern and southern magnetic poles of the Earth.
","XIX સદી, 10 વર્ષ બ્રિટિશ ધ્રુવીય સંશોધક Dzhon રોસ અને તેમના ભત્રીજા જેમ્સ એક અંતરાલ સાથે પહોંચી ગયા, અનુક્રમે ઉત્તર અને દક્ષિણ પૃથ્વીની ચુંબકીય ધ્રુવો.
"
"Anil Kapoor's nephew - Arjun Kapoor - has faced and overcome a lot of ups and downs in his life, be it personal or regarding his initial weight issues.
","અનિલ કપૂરના ભત્રીજા - અર્જુન કપૂરે પોતાના જીવનમાં ઘણા ઉતાર-ચsાવનો સામનો કરવો પડ્યો છે અને તેનો સામનો કર્યો છે, પછી તે વ્યક્તિગત હોય કે વજનના પ્રારંભિક મુદ્દાઓ અંગે.
"
"Anne Neville (1456 - 1485), daughter of Richard, Duke of York, called the Kingmaker, who was a nephew of Cecily Neville.
","એની નેવિલે (1456-1485), યોર્કના ડ્યુક રિચાર્ડની પુત્રી, કિંગમેકર તરીકે ઓળખાતા, જે કેસીલી નેવિલના ભત્રીજા હતા.
"
"Aren't you my dear nephew?
","તુને તો નહી મારા જયકો?
"
"Around 1885, Joseph's son, Edwin Binney, and nephew, C. Harold Smith, formed the partnership of Binney & Smith.
","1885 ની આસપાસ, જોસેફના પુત્ર એડવિન બિની અને ભત્રીજા સી હેરોલ્ડ સ્મિથએ બિની અને સ્મિથની ભાગીદારીની રચના કરી હતી.
"
"As the fighting was winding down, a major player in Afghan politics, Abdur Rahman, the nephew of Sher Ali, who had been Afghanistan's ruler before the war, returned to the country from exile.
","આ લડાઈ અટકી જતાં, અફઘાન રાજકારણમાં મુખ્ય ખેલાડી, અબ્દુર રહેમાન, શેર અલીના ભત્રીજા, જે યુદ્ધ પહેલા અફઘાનિસ્તાનના શાસક હતા, દેશનિકાલથી દેશ પરત ફર્યા.
"
"As the historical character of Hygelac has been proved, it is not unreasonable to accept the authority of the poem for the statement that his nephew Beowulf succeeded Heardred on the throne of the Gautar, and interfered in the dynastic quarrels of the Swedes.
","હાઈગેલૅકના ઐતિહાસિક પાત્ર તરીકે સાબિત થયું છે તેમ, કવિતાના અધિકારને નિવેદન માટે સ્વીકારવું ગેરવાજબી નથી કારણ કે તેના ભત્રીજા બીઓવુલ્ફ ગૌતરના સિંહાસન પર હાંસલ કરવામાં સફળ રહ્યા હતા અને સ્વીડીશના રાજવંશીય સંઘર્ષમાં દખલગીરી કરી હતી.
"
"At seven-years-old, Grayson is only six years older than his nephew, (Lindsie's son) Jackson.
","સાત વર્ષની ઉંમરે, ગ્રેઝન તેના ભત્રીજા કરતાં માત્ર છ વર્ષ જૂની છે, (લિન્ડસેના પુત્ર) જેક્સન.
"
"At this time, Justin was a highly-ranked military commander, and Petrus was his favorite nephew.
","આ સમયે, જસ્ટિન એક ઉચ્ચ-ક્રમાંકિત લશ્કરી કમાન્ડર હતો, અને પેટ્રસ તેના પ્રિય ભત્રીજા હતા.
"
"Attacked in the streets of Rome by supporters of his predecessor's nephew, Leo sought the aid of Charlemagne and eventually crowned him emperor, establishing an important precedent.
","તેમના પૂર્વગામીના ભત્રીજાના ટેકેદારો દ્વારા રોમની શેરીઓ પર હુમલો કર્યો, લીઓએ ચાર્લમેગ્ને સહાયની માગણી કરી અને આખરે તેમને સમ્રાટની તાજ પહેરાવી, એક મહત્વની પૂર્વવર્તી સ્થાપના કરી.
"
"Aug 12, 2018 · According to Roman legends about the establishment of the Roman Republic, Lucius Junius Brutus (6th C. B.C.) was the nephew of the last Roman king, Tarquinius Superbus (King Tarquin the Proud).
","રોમન પ્રજાસત્તાકની સ્થાપના વિશે રોમન દંતકથાઓ મુજબ, લુસિયસ જુનિયસ બ્રુટસ (6 ઠ્ઠી સીબીસી) એ છેલ્લા રોમન રાજાના ભત્રીજા, તારક્વીનીયસ સુપરબસ (રાજા તારક્વિન ધ પ્રાઉડ) હતા.
"
"Augustus left a stepson and a nephew, the aediles Tiberius and Marcellus, to hold the victory celebration.
","ઓગસ્ટસે વિજયનું આયોજન કરવા માટે એક સાવકી ભાઈ અને એક ભત્રીજા, એઈડિલ્સ ટાઇબેરિયસ અને માર્સેલસ છોડી દીધી હતી.
"
"Barbara Harris plays Blanche, a fraud of a psychic who is hired by an elderly lady to find her long-lost nephew.
","બાર્બરા હેરિસે બ્લેન્શેને ભજવ્યું છે, જે તેના લાંબા સમયના ભત્રીજાને શોધવા માટે એક વૃદ્ધ મહિલા દ્વારા ભાડે રાખવામાં આવે છે.
"
"Bonaparte was the son of Lucien Bonaparte and Alexandrine de Bleschamp, and a nephew of Emperor Napoleon.
","બોનાપાર્ટ લુસિઅન બોનાપાર્ટ અને એલેક્ઝાન્ડ્રીન ડે બ્લેસ્ચેમ્પના દીકરા અને સમ્રાટ નેપોલિયનના ભત્રીજા હતા.
"
"But Juan ended up missing his appointment with Mary the next day (a Monday) because, after returning home, he discovered that his elderly uncle, Juan Bernardino, was gravely ill with a fever and needed his nephew to take care of him.
","પરંતુ જુઆન બીજા દિવસે (એક સોમવાર) મેરી સાથે તેની નિમણૂકને હટાવવાનું બંધ કરી દીધું, કારણ કે, ઘરે પરત ફર્યા બાદ, તેણે શોધ્યું કે તેના વૃદ્ધ કાકા, જુઆન બર્નાર્ડો, તાવ સાથે ગંભીરપણે બીમાર હતા અને તેના ભત્રીજાને તેમની સંભાળ લેવાની જરૂર હતી.
"
"But then I realised I've my wife, daughter; son-in-law, nephews visit us, but he has no one.
","પરંતુ પછી મને અનુભવ થયો કે મારી પત્ની છે, પુત્રી છે, જમાઇ છે, ભત્રિજા આવતા-જતા રહે છે, પરંતુ તેમની પાસે કોઇ નથી.
"
"By 1402, Zhu Di had captured the Ming capital at Nanjing and defeated his nephew's forces.
","1402 સુધીમાં, ઝુ દીએ નેનજિંગ ખાતે મિંગની રાજધાની કબજે કરી લીધી હતી અને તેના ભત્રીજાના દળોને હરાવ્યા હતા.
"
"Cecily was working with her nephew Warwick to find a wife for Edward IV, suitable for his status as the king.
","સીસીલી તેમના ભત્રીજા વોરવિક સાથે કામ કરતા હતા, જે એડવર્ડ IV માટે પત્ની શોધવા માટે તૈયાર હતી, જે રાજા તરીકેની તેમની સ્થિતિ માટે યોગ્ય છે.
"
"Children, grandchildren, brothers, sisters, nieces and nephews can qualify a taxpayer as dependents for EITC purposes, but parents, grandparents and other types of relationships generally will not.
","બાળકો, પૌત્રો, ભાઇઓ, બહેનો, ભત્રીજાઓ અને ભત્રીજાઓ ઇઆઇટીસી હેતુઓ માટે આશ્રિતો તરીકે કરદાતાને લાયક ઠરે છે, પરંતુ માતાપિતા, દાદા દાદી અને અન્ય પ્રકારના સંબંધો સામાન્ય રીતે નહીં.
"
"Children, grandchildren, brothers, sisters, nieces, and nephews can all qualify as dependents for EITC purposes, but parents, grandparents, and other types of relationships generally will not.
","બાળકો, પૌત્રો, ભાઇઓ, બહેનો, ભત્રીજાઓ અને ભત્રીજાઓ ઇઆઇટીસી હેતુઓ માટે આશ્રિતો તરીકે કરદાતાને લાયક ઠરે છે, પરંતુ માતાપિતા, દાદા દાદી અને અન્ય પ્રકારના સંબંધો સામાન્ય રીતે નહીં.
"
"Claudius became emperor shortly after his nephew was assassinated by his bodyguard, on January 24, A.D. 41.
","ક્લાઉડીયસે તેના ભત્રીજાના 24 ઓગસ્ટ, એડી 41 માં તેમના અંગરક્ષક દ્વારા હત્યા કર્યા પછી ટૂંક સમયમાં સમ્રાટ બન્યા હતા.
"
"Consider the old woman in a nursing home or care center, who died with no children or nieces and nephews to bid her farewell in the final moments.
","એક નર્સિંગ હોમ અથવા કેર સેન્ટરમાંની વૃદ્ધ મહિલાનો વિચાર કરો, જે કોઈ પણ બાળકો અથવા ભાણેલાઓ અને ભત્રીજાઓ સાથે અંતિમ તબક્કામાં તેમના વિદાયની બિડ કરવા માટે મૃત્યુ પામ્યા હતા.
"
