eng_Latn,guj_Gujr
"September 19: Elvis visits Methodist Hospital in Memphis with Linda Thompson, whose sister-in-law is about to give birth.
","સપ્ટેમ્બર 19: એલ્વિસ મેમ્ફીસમાં લિન્ડા થોમ્પસન સાથેની મેથોડિસ્ટ હોસ્પિટલની મુલાકાત લે છે, જેની બહેન જન્મ આપવાનો છે.
"
"She aligned herself with her sister-in-law Lucy Stone's wing of the woman suffrage movement.
","તેણીએ સ્ત્રી મતાધિકાર આંદોલનની તેની બહેન લ્યુસી સ્ટોનની પાંખ સાથે સંરેખિત કરી.
"
"Sue, have you ever heard Brett Butler's story about her sister-in-law (or some such relative): driving home from the grocery store with a bag of groceries in the seat behind her; it was unbelievably hot weather; she stopped at a convenience store to get a soda or something and started toward home again.
","સુ, તમે ક્યારેય તેની બહેન (અથવા આવા કેટલાક સાથી) વિશે બ્રેટ બટ્લરની વાર્તા સાંભળી છેઃ કરિયાણાની દુકાનમાંથી ઘરની પાછળની બેઠકમાં કરિયાણાની બેગ સાથે ડ્રાઇવિંગ; તે ડિઝીટલ ગરમ હવામાન હતું; તેણી સોડા અથવા કંઈક મેળવવા માટે સગવડની દુકાનમાં બંધ કરી દીધી અને ફરી ઘર તરફ ફરી શરૂ કરી.
"
"That big, plastic red and yellow playset and castle your sister-in-law gave you as a hand-me-down is a hit with your kids.
","તે મોટા, પ્લાસ્ટિક લાલ અને પીળા નાટકો અને કિલ્લો તમારી બહેનને તમે તમારા બાળકો સાથે હિટ-મેટ ડાઉન તરીકે હિટ આપ્યો છે.
"
"The Trojan War is the legendary (and almost certainly mythical) conflict in which Agamemnon laid siege to Troy in an effort to retrieve Helen, his sister-in-law after she had been taken to Troy by Paris.
","ટ્રોઝન વોર એ સુપ્રસિદ્ધ (અને લગભગ ચોક્કસપણે પૌરાણિક) વિરોધાભાસ છે જેમાં અગેમેનોન પોરિસ દ્વારા ટ્રોયમાં લઈ જવામાં આવ્યા બાદ હેલેનને તેની પુનઃપ્રાપ્ત કરવાના પ્રયાસરૂપે ટ્રોયને ઘેરાયેલો હતો.
"
"The older generation would answer this question, that such a woman in Russia was most often called a sister-in-law, in some areas - a goldfish, and closer to Ukraine she already had another name - brotherly or yatrovka.
","આ પ્રશ્નનો જૂની પેઢી આપ્યો આવશે કે રશિયામાં એક મહિલા ઘણીવાર કાયદો કહેવાય છે, કેટલાક વિસ્તારોમાં - રાખ, અને યુક્રેન નજીક છે, તે બીજું નામ કરવામાં આવી હતી - અથવા BRATOVO yatrovka.
"
"The sister-in-law was married
","બહેનના લગ્ન હતા
"
"Then one day Dhubhwa's two miscreants are raping the face of Simba's sister-in-law, not only with ruthlessness, but also killing her with life.
","પછી એક દિવસ ધુર્વાના બે બદમાશ ભાઇ સિમ્બાની માનેલી બહેન આકૃતિની સાથે ન તો માત્ર બળાત્કાર કરે છે, પરંતુ તેની હત્યા પણ કરે છે.
"
"This photo is of my brother and sister-in-law.
","આ ફોટો ભાઈ બહેન અને પરીવારનો છે.
"
"Though the Comte de Provence was not exactly generous in his admiration for his sister-in-law, he did not fail to mention that while eating 'pate en croute' he was reminded of his own ancestress, Queen Marie-Thérèse.
","કોમ્તે દે પ્રોવેન્સ તેની બહેન માટે તેમની પ્રશંસામાં ઉદાર નથી હોવા છતાં, તેમણે એવું ઉલ્લેખ કરવામાં નિષ્ફળ નિવડ્યું કે 'પોટે ઈન ક્રોટ' ખાવાથી તેમને પોતાના પૂર્વજોની યાદ અપાવી હતી, ક્વિન મેરી-થ્રેરેસ.
"
"To help get 75 Paiutes including her father away from imprisonment by the Bannock, Sarah and her sister-in-law became guides and interpreters for the U.S. military, working for General O. O. Howard, and brought the people to safety across hundreds of miles.
","બાનોક દ્વારા તેમના પિતા સહિતના 75 જેટલા પાઓટને જેલમાંથી દૂર કરવામાં સહાય માટે, સારાહ અને તેની સાસુ, યુએસ લશ્કર માટે માર્ગદર્શિકાઓ અને દુભાષિયા બન્યા, જનરલ ઓઓ હોવર્ડ માટે કામ કરતા હતા અને સેંકડો માઇલ સુધી લોકોને સલામતી માટે લાવ્યા હતા.
"
"Was that my sister-in-law?
","શું તે મારી આન્ટી હતી?
"
"We are also sister-in-laws!
","અમે આમ પણ બહેનપણીઓ છીએ જ!
"
"We were actually in London, in my sister-in-law's flat, and I was putting my right leg into the trousers when I got the first line.
","(91) ' (તે વખતે અમે લંડનમાં હતાં, મારી સિસ્ટર-ઇન-લો ના ફ્લેટમાં, અને જ્યારે હું મારો જમણો પગ પેન્ટ્સમાં નાંખી રહ્યો હતો, ત્યારે મને પહેલી પંક્તિ સ્ફૂરેલી.
"
"What can I give my future sister-in-law for her 30th birthday?
","હું આગામી જન્મદિવસ માટે મારી સાસુને શું આપી શકું?
"
"What did your sister-in-law say?
","શું કહ્યું તેની બહેને?
"
"Where does your sister-in-law live?
","ક્યાં તારી મેના ને ક્યાં તું વસે છે ?
"
"Why didn't my sister-in-law come?
","મારી મા કેમ ના આવી?
"
"a special sister-in-law.
","ખાસ બહેનપણી.
"
"is your sister-in-law hot?
","તમારી બહેન આકર્ષક છે?
"
"sister-in-law and her husband
","પતિ અને તેના સાહેબ
"
"Kareena Kapoor Khan wishes sister-in-law on her birthday
","કરીના કપૂર ખાન બીજીવાર પ્રેગનન્ટ થતા બહેન અને ચાહકોએ આપી શુભેચ્છાઓ…
"
"That is why wives usually reduce communication with sister-in-law to a minimum, or, at least, try to do it.
","એટલે પત્ની સામાન્ય રીતે ઓછામાં ઓછા ઈન કાયદા સાથે સંચાર ઘટાડવા, અથવા કમ સે કમ તે કરવા પ્રયાસ કરો.
"
"Also present in the picture is Deepika's father-in-law Jagjit Singh Bhavnani, husband Ranveer and sister-in-law Ritika Bhavnani.
","રણવિર સિંહના પિતા જગજીત ભવનાની અને બહેન રિતિકા ભવનાની પણ તસવીરમાં જોવા મળી રહ્યાં છે.
"
"Based on the complaint, police arrested the woman’s father-in-law, brother-in-law and sister-in-law, he said.
","આ ફરિયાદને આધારે પોલીસે પતિ, દિયર અને સાસુ-સસરાની અટક કરી હતી.
"
"My sister-in-law will toh die laughing.
","મારાં માય રે ડું તો હસતાં હસતાં મરી જવસ.
"
"The woman has alleged that her husband had an affair with his sister-in-law
","પતિને અન્ય સ્ત્રી સાથે સંબંધ હોવાથી ત્રાસ આપતા હોવાનો પત્નીનો આક્ષેપ
"
"Actor Aishwarya Rai Bachchan celebrated Karwa Chauth with her family members, mother-in-law Jaya Bachchan and sister-in-law Shweta.
","અભિષેક બચ્ચન પોતાનો જન્મદિવસ પોતાની પત્ની અને અભિનેત્રી ઐશ્વર્યા રાય બચ્ચન અને પરિવાર સાથે સેલિબ્રેટ કરી રહ્યા છે.
"
"His wife and sister-in-law also died.
","આની સાથે જ દીકરી અને પત્નીનું મોત થયું છે.
"
"You will not believe, but the most interesting photos of Prince George and his sister-in-law, who collect hundreds of enthusiastic responses, belong to the Duchess of Cambridge.
","તમે માનશો નહીં, પરંતુ રાજકુમાર જ્યોર્જ અને તેની બહેન, જે સેંકડો ઉત્સાહી પ્રતિસાદ એકત્રિત કરે છે તે સૌથી વધુ રસપ્રદ ફોટા, કેમ્બ્રિજની ડચીસના સંબંધમાં છે.
"
"Could this be her sister-in-law?
","કદાચ તે તેની બહેન છે?
"
"His younger son is married to Shahrukh Khan's sister-in-law.
","શાહીના એ દીકરીના લગ્ન શાહરૂખ ખાન નામના યુવક સાથે કરવી દીધા.
"
"Apart from his stunning wife, Kareena Kapoor Khan, sister-in-law Karisma Kapoor was present too.
","પોતાના કઝીન ના લગ્ન માં કરીના કપૂર અને કરિશ્મા કપૂર પણ પહોંચી હતી.
"
"When my elder sister-in-law heard this, she became downcast.
","આ સાંભળીને મોટી બહેનના તો હોશ જ ઊડી ગયા.
"
"The accused alleged that the family members of her sister-in-law had killed her husband.
","પરીણીતાના પરીવારના સભ્યોએ માર માર્યો હોવાની આરોપીએ વળતી ફરીયાદ નોંધાવી છે.
"
"My sister-in-law is happy.
","મારી સ્રી ખુશામાં છે.
"
"Raj was accompanied by his wife Shilpa, mother-in-law Sunanda and sister-in-law Shamita.
","શિલ્પા શેટ્ટી માતા સુનંદા, બહેન શમિતા તથા પતિ રાજ સાથે
"
"The accused killed his mother, brother and sister-in-law
","આરોપીએ દુષ્કર્મ પીડિતાના પિતાની હત્યા કરી, માતા અને ભાઈ ઈજાગ્રસ્ત
"
"The CBI has also questioned Trinamool Congress MP Abhishek Banerjee's wife Rujira and his sister-in-law Menaka Gambhir in connection with the case.
","CBIએ તૃણમૂક કોંગ્રેસના નેતા અભિષેક બેનર્જીની પત્ની રૂજિરા અને તેની સબંધી મેનકા ગંભીરની પણ પૂછપરછ કરી હતી.
"
"Raj Kundra posed with his wife Shilpa Shetty and sister-in-law Shamita.
","અહીં શિલ્પા પોતાની માં અને બહેન શમિતા શેટ્ટી અને પતિ રાજ કુંદ્રા સાથે જોવા મળી.
"
"Kareena also posed with sister-in-law Soha Ali Khan, Neha Dhupia and a few close friends.
","સોહા અલી ખાન, કુણાલ ખેમૂ, શિખા તલસાનિયા અને તેના અન્ય નજીકના મિત્રો પણ પાર્ટીમાં જોડાયા હતા.
"
"Condoling the loss, Rajiv’s sister-in-law and Rishi Kapoor’s wife actress Neetu Kapoor shared a post on social media along with a picture of the late actor.
","દિવંગત ઋષિ કપૂરના પત્ની અને એક્ટ્રેસ નીતૂ કપૂરે ઈન્સ્ટાગ્રામ પર રાજીવ કપૂરની એક તસવીર શેર કરી છે અને શોક વ્યક્ત કર્યો છે.
"
"Kashmera had entered the Bigg Boss 13 house to support her sister-in-law Aarti Singh.
","જ્યારે 'બિગ બોસ 13'ના ઘરમાં આરતી હતી ત્યારે કાશ્મીરા તેને સપોર્ટ કરવા માટે પહોંચી હતી.
"
"Priyanka Chopra's sister-in-law Sophie Turner is all set to marry Joe Jonas for the second time with singer Joe Jonas.
","પ્રિયંકા ચોપરાના જેઠ જોનસ તેની ગર્લફ્રેન્ડ સોફી ટર્નર સાથે બીજી વાર લગ્ન બંધનમાં બંધાશે.
"
"The film is based on the life of India's oldest shooters Chandro Tomar and her sister-in-law Prakashi Tomar.
","આ ફિલ્મ શૂટર્સ દાદી તરીકે જાણીતી ચન્દ્રો તોમર અને પ્રકાશી તોમરના જીવન પર આધારિત છે.
"
"She feels happiness with her family - her generous husband, two lovely daughters, and her friendly sister-in-law.
","તેણીની સ્થિતિ અને તેણીના જીવનથી સંતુષ્ટ છે મારી સમજમાં સુખી કુટુંબ સુંદર પત્ની, પ્રેમાળ પતિ અને બે મોહક બાળકો છે.
"
"Along with her came her sister-in-law.
","આથી તેની બહેનપણી પણ સાથે આવી હતી.
"
"A few days later I told my sister-in-law.
","થોડા દિવસ પછી મેં ભાનુમતિને કીધું .
"
"Also at the party were Anil's brother and sister-in-law, Sanjay and Maheep Kapoor.
","સંજય કપૂર, શનાયા કપૂર અને માહિપ કપૂર પણ આ પાર્ટીમાં જોવા મળ્યા.
"
"However, later, her sister-in-laws started to harass her.
","પરંતુ બાદમાં તેના સાસરીયાઓએ તેને ત્રાસ આપવાનું શરૂ કર્યું.
"
"The Ambani family, including Mukesh Ambani’s brother Anil, sister-in-law Tina, sons Anand and Aakash, wife Neeta and to-be daughters-in-law Radhika Merchant and Shloka Mehta were spotted at the venue.
","તાજતરમાં જ મુકેશ અંબાણી પરિવારના સભ્યો પુત્ર આકાશ અંબાણી તેમના પત્ની શ્લોકા અંબાણી,પુત્ર અનંત અંબાણી, પુત્રી ઇશા અંબાણી તેમના પતિ આનંદ પિરામલ સાથે દ્વારકા નગરીએ દ્વારકાધિશના દર્શને પહોંચ્યા હતા.
"
"That’s why she will be my sister-in-law in the future.
","અતે ભવિષ્યમાં તે જ મારી પત્ની બનશે.
"
"Also preceding her in death were her mother, father, brother, and sister-in-law.
","બહેનની હત્યા કરવામાં સગા ભાઈ ઉપરાંત તેના પિતા ,કાકા ,પિતરાઈ ભાઈ ,પણ શામેલ હતા.
"
"Bollywood actress Priyanka Chopra is known to share a great relationship with her sister-in-law Sophie Turner.
","પ્રિયંકા ચોપરાનું પોતાની જેઠાણી સોફી ટર્નર સાથે ખૂબ સારું બોન્ડિંગ છે.
"
"Man, wife held for murder of sister-in-law in Ahmedabad
","દહેજના મામલે અમદાવાદી પતિએ નશાની હાલતમાં પત્નીને માર મારતા ગુનો દાખલ
"
"Neetu Kapoor, Rajiv Kapoor's sister-in-law, shared a statement on her Instagram account.
","નીતુ કપૂરે તેમના ઇન્સ્ટાગ્રામ એકાઉન્ટ પર રાજીવ કપૂરના અવસાન અંગે માહિતી આપી છે.
"
"The same thing happened with my sister-in-law’s daughter.
","દીકરીને પણ એવું જ થયું.
"
"Ahmedabad: Tired of being harassed by husband, sister-in-law, woman immolates herself
","અમદાવાદ: ભાણિયો જ બન્યો માસીની હત્યાનો તરસ્યો, કર્યો છરી વડે હુમલો
"
"Allegations have been made against the wife and sister-in-law of Chief Minister Mamata Banerjee's nephew and Trinamool Congress MP Abhishek Banerjee in connection with its probe into the scam.
","પશ્ચિમ બંગાળના CM મમતા બેનર્જીના ભત્રીજા અને TMC સાંસદ અભિષેક બેનર્જી અને તેમની પત્ની રૂજીરા બેનર્જીને કોલસા કૌભાંડ સાથે સંબંધિત મની લોન્ડરિંગ કેસમાં આંચકો લાગ્યો છે.
"
"Actor Neetu Kapoor, wife of late actor Rishi Kapoor and Rajiv Kapoor's sister-in-law, shared a statement on Instagram.
","ઋષિ કપૂરના પત્ની અને એક્ટ્રેસ નીતૂ કપૂરે ઈન્સ્ટાગ્રામ સ્ટોરીમાં રાજીવ કપૂરને ખળખળાટ હસતી તસવીર શેર કરીને તેમને યાદ કર્યા છે.
"
"Mumbai: Actors Bhumi Pednekar and Tapsee Pannu have wrapped up shooting for their upcoming film “Saand Ki Aankh”, based on old sharpshooters – Chandro Tomar and her sister-in-law Prakashi Tomar.
","મુંબઈ: અભિનેત્રી ભૂમિ પેડણેકર અને તાપસી પન્નૂએ પોતાની આગામી ફિલ્મ સાંડ કી આંખની શૂટિંગ પુરી કરી લીધી છે.
"
"The woman has alleged that her husband had an affair with his sister-in-law
","પરિણીતાએ પતિના તેના મિત્રની પત્ની સાથે આડા સંબંધ હોવાની ફરિયાદ નોંધાવી
"
"The ED had chargesheeted former Telecom Minister Dayanidhi Maran, his brother Kalanithi and sister-in-law Kavery Kalanithi as accused in the case too.
","આ પહેલા ઇડીએ દાખલ કરેલી ચાર્જશીટમાં પૂર્વ ટેલિકોમ મંત્રી દયાનિધી મારન, તેના ભાઇ કલાનિધી મારન તથા અન્યો સામે આરોપ લગાવ્યા હતા.
"
"At Sonam Kapoor's reception, Rishi Kapoor reportedly got into an ugly spat with Salman Khan's sister-in-law Seema Khan (Sohail Khan's wife).
","ત્યારે સોનમ કપૂરના રિસેપ્શનમાં તેઓ સોહેલ ખાનની પત્ની સીમા ખાન સાથે બાખડી પડ્યા હતા.
"
"At Sonam Kapoor's reception, Rishi Kapoor reportedly got into an ugly spat with Salman Khan's sister-in-law Seema Khan (Sohail Khan's wife).
","સોનમ કપૂરના રિસેપ્શનમાં સલમાન ખાન અને રિશી કપૂર વચ્‍ચે ઝઘડો થયા બાદ રિશી કપૂરની સોહેલ ખાનની પત્ની સાથે બોલાચાલીઃ બાદમાં નીતુ કપૂરે માફી માંગી
"
"The guests on the show included Kareena's sister Karisma Kapoor, Mallika Dua, BFFs Malaika Arora and Amrita Arora, sister-in-law Soha Ali Khan amongst many others.
","આ પાર્ટીમાં કરીનાની બેસ્ટી અમ્રિતા અને મલાઈકા અરોરા, સૈફની બહેન સોહા અલી ખાન, જમાઈ કુનાલ ખેમુ પણ ઉપસ્થિત હતા.
"
"He was living with his brother and sister-in-law.
","તે પોતાના ભાઈ અને ભત્રીજા સાથે રહેતા હતા.
"
"Actress Neetu Kapoor, Rajiv's sister-in-law and Rishi Kapoor's wife expressed her condolences and shared a post on social media along with a picture of the late actor.
","હવે ઋષિ કપૂરની પત્ની અને અભિનેત્રી નીતુ કપૂરે સોશિયલ મીડિયા પર એક ભાવનાત્મક પોસ્ટ શેર કરી છે.
"
"Actress Kareena Kapoor Khan recently stepped out with her son Jehangir Ali Khan to attend sister-in-law Soha Ali Khan and Kunal Kemmu’s daughter Inaaya’s birthday.
","હાલમાં જ સોહા અલી ખાન અને કુણાલ ખેમૂની દીકરી ઇનાયા ખેમૂના બર્થ ડેના ખાસ અવસર પર કરીના કપૂર સ્પોટ થઇ હતી.
"
"The CBI sending notices to Abhishek Banerjee’s wife and his sister-in-law in a coal smuggling case ahead of the crucial assembly polls in West Bengal has triggered a bitter slugfest between the TMC and its primary opponent the Bharatiya Janata Party (BJP).
","પશ્ચિમ બંગાળ વિધાનસભાની ચૂંટણી પહેલા જ મુખ્યમંત્રી મમતા બેનર્જીના ભત્રીજા સાંસદ અભિષેક બેનર્જી અને તેની પત્નીને સીબીઆઈએ નોટિસ આપી હતી.
"
"Sandesara’s other family members, including brother Chetan Sandesara and sister-in-law Diptiben Sandesara, are also believed to be hiding in Nigeria.
","સાંડેસરાનો ભાઇ ચેતન સાંડેસરા અને દિપ્તી સાંડેસરા પણ નાઇજિરીયામાં છુપાયા હોવાની આશંકા છે.
"
"Salman Khan’s sister-in-law Seema, who is the wife of Sohail Khan, was also present.
","સલમાન ખાનના ભાઈ સોહેલ ખાને પણ સીમા સચદેવ સાથે ભાગીને લગ્ન કર્યાં હતાં.
"
"Sophie, who is married to Joe Jonas, is sister-in-law to Priyanka Chopra and her husband Nick Jonas.
","સોફી ટર્નર, પ્રિયંકાના પતિ નિક જોનાસના મોટા ભાઈ જો જોનાસની પત્ની છે.
"
