eng_Latn,ben_Beng
"3 days later on the body of 7-year-old Julian, Hudson's nephew, was found in a SUV left on the Western Side.
","তিন দিন পরে, 7 বছর বয়েসী জুলিয়ান, হুডসনের ভাতিজা, একটি ওয়েস্ট সাইড উপর পার্ক করা SUV পিছনের আসন পাওয়া যায় নি।
"
"?Uqbah was the nephew of 'Amr ibn al-'As.
","উকবা ছিলেন আমর ইবনুল আসের ভ্রাতুষ্পুত্র।
"
"A Fox59 News quoted Tia Coleman who said she lost all her children, her husband, parents-in-law, an uncle, her sister-in-law and her nephew.
","ফক্স নিউজকে টিয়া কোলম্যান বলেন, আমি আমার সব সন্তান, স্বামী, শ্বশুর, শাশুড়ি, আঙ্কেল, বোনের মতো ননদ, ভাগ্নিকে হারিয়েছে।
"
"A great gift for your children, nieces, nephews or grandchildren.
","তারা আপনার সন্তানদের জন্য, grandchildren, nieces এবং nephews জন্য মহান উপহার।
"
"A night with the nephews
","কাজিনদের সঙ্গে রাত্রি বেলা
"
"A perfect gift for your children, grandchildren, nieces and nephews.
","তারা আপনার সন্তানদের জন্য, grandchildren, nieces এবং nephews জন্য মহান উপহার।
"
"A person at the scene told Reuters his sister and nephew were on the bus and died in the explosion.
","ঘটনাস্থলে থাকা এক ব্যক্তি রয়টার্সকে জানিয়েছেন, বোমা বিস্ফোরণে ওই বাসে থাকা তার বোন ও ভাগিনা নিহত হয়েছেন।
"
"A woman whose family lives in the village, Damiria Sihombing, said that her father, mother, nephew, and niece were at home in the village at the time of the landslide.
","ওই গ্রামের দামেরিয়া শিহোমবিং নামে এক নারীর ভাষ্য, ভূমিধসের সময় তার বাবা, মা, চাচা ও চাচী বাড়িতে ছিলেন, তাদের এখন পর্যন্ত কোন খোঁজ পাওয়া যাচ্ছে না।
"
"A: He is my nephew.
","উত্তরঃ ঘ) সে আমার ভাতিজা
"
"According to the nephew of the victim, the doctor said the man possibly died of a cardiac arrest but couldn't mention it in the death report until he gets the COVID report.
","মৃত ব্যক্তির ভাইপোর মতে, ডাক্তার বলেছেন যে লোকটি সম্ভবত হৃদরোগে আক্রান্ত হয়ে মারা গেছে, কিন্তু কোভিড রিপোর্ট না পাওয়া পর্যন্ত মৃত্যু প্রতিবেদনে তা উল্লেখ করতে পারেনি।
"
"Adding to the chain of events are the recent arrests of King Salman's brother and nephew, which triggered speculation of political instability amid the government's public silence on the royal purge.
","সেইসাথে যোগ হয়েছে বাদশাহ সালমানের ভাই এবং ভাগ্নের সাম্প্রতিক গ্রেপ্তার, যে বিষয়ে রাজপরিবারের নীরবতা জনগনের মনে রাজনৈতিক অস্থিতিশীলতার আশঙ্কা তৈরি করেছে।
"
"Algernon Moncrieff A young gentleman from London, the nephew of Lady Bracknell, in love with Cecily Cardew.
","অ্যালগারনন মনক্রিয়েফ - লন্ডনের একজন তরুণ, ল্যাডি ব্র্যাকনেলের ভাইপো, সেসিলি কার্ডিউকে ভালোবাসে।
"
"Algernon Moncrieff, a young gentleman from London, the nephew of Lady Bracknell, in love with Cecily Cardew.
","অ্যালগারনন মনক্রিয়েফ - লন্ডনের একজন তরুণ, ল্যাডি ব্র্যাকনেলের ভাইপো, সেসিলি কার্ডিউকে ভালোবাসে।
"
"Along with many other celebrity kids, they celebrate the birthdays of Ira and Ruhaan, who are the niece and nephew of actress Vidya Balan.
","অন্যান্য অনেক সেলিব্রিটি বাচ্চাদের পাশাপাশি তারা অভিনেত্রী বিদ্যা বালানের ভাগ্নী ও ভাগ্নে ইরা ও রুহানের জন্মদিন উদযাপন করেন।
"
"Although she was quite ill herself, Cixi installed the late Emperor's nephew, the 2-year-old Puyi, as the new Xuantong Emperor.
","যদিও তিনি বেশ অসুস্থ ছিলেন, তবু তিনি সিদ্ধিরত সম্রাটের ভাতিজা, ২-বছর-বয়সী পুয়িকে নতুন জিউয়াটং সম্রাট হিসেবে স্থাপন করেছিলেন।
"
"Apple CEO Tim Cook believes that there should be limits to the use of technology in schools and he does not want his nephew to use a social network.
","Apple CEO Tim Cook চান নি যে তার ভাতিজা সোশ্যাল মিডিয়া ব্যবহার করুক এবং যুক্তি দেন যে স্কুলে প্রযুক্তির ব্যবহার সীমিত হওয়া উচিত।
"
"Apple CEO Tim Cook believes there should be limits to the use of technology in schools and says he does not want his nephew to use a social network.
","Apple CEO Tim Cook চান নি যে তার ভাতিজা সোশ্যাল মিডিয়া ব্যবহার করুক এবং যুক্তি দেন যে স্কুলে প্রযুক্তির ব্যবহার সীমিত হওয়া উচিত।
"
"Apple CEO Tim Cook did not want his nephew using social media, and argued the use of tech in schools should be limited.
","Apple CEO Tim Cook চান নি যে তার ভাতিজা সোশ্যাল মিডিয়া ব্যবহার করুক এবং যুক্তি দেন যে স্কুলে প্রযুক্তির ব্যবহার সীমিত হওয়া উচিত।
"
"Aren't you my nephew's friend?
","তুমি না আমার কাকু কাম বন্ধু?
"
"Arthur - her son, King John's nephew, claimant to the English throne and eventual Duke of Brittany[b]
","আর্থার - তার পুত্র, রাজা জনের ভ্রাতুষ্পুত্র; ইংরেজ রাজসিংহাসনের দাবিদার, পরে ব্রিটানির ডিউক হয়েছিলেন [খ]
"
"Arthur - her son, King John's nephew, claimant to the English throne and eventual Duke of Brittany[lower-alpha 2]
","আর্থার - তার পুত্র, রাজা জনের ভ্রাতুষ্পুত্র; ইংরেজ রাজসিংহাসনের দাবিদার, পরে ব্রিটানির ডিউক হয়েছিলেন [খ]
"
"At that time 3 people including his brother and nephew were seriously injured.
","এ সময় গুরুতর আহত হন তার ভাই, ভাতিজাসহ তিনজন।
"
"At the time of this writing, Neeson, 66, has not yet spoken out publicly about his nephew's death.
","66 বছর বয়সী নিসন এখনও তার ভাগ্নির মৃত্যুর বিষয়ে প্রকাশ্যে মন্তব্য করেননি।
"
"Augustus left a stepson and a nephew, the aediles Tiberius and Marcellus, to hold the victory celebration.
","আগস্টস একটি উত্সাহী এবং একটি ভাতিজা, aediles Tiberius এবং Marcellus, বিজয় উদযাপন রাখা বাম।
"
"Ayub Khan - Nasir Khan's son and Dilip Kumar's nephew, also an Indian television actor
","আইয়ুব খান - নাসির খান এর পুত্র ও দিলীপ কুমারের ভাতিজা, একজন ভারতীয় টেলিভিশন অভিনেতা
"
"Basanta Yadav and his nephew Rajesh (32) were selling eggs on Thursday night, when the four men started drinking liquor sitting on a bench in front of them.
","বসন্ত যাদব এবং তাঁর ভাগ্নে রাজেশ, ৩২ , গত রাতে ডিম বিক্রি করছিলেন, যখন এই চারজন তাদের সামনে একটি বেঞ্চিতে বসে মদ খাওয়া শুরু করে ।
"
"Bollywood actor Salman Khan's nephew Abdullah Khan has unfortunately passed away on Monday, 30 March 2020 at the age of 38.
","বলিউড অভিনেতা সালমান খানের ভাগ্নে আবদুল্লাহ খান দুর্ভাগ্যক্রমে ২৩ শে মার্চ, ২০ মার্চ, ৩০ বছর বয়সে তাঁর 30 বছর বয়সে ইন্তেকাল করেছেন।
"
"Chandrasekhar was the nephew of Sir Chandrasekhara Venkata Raman, awarded the Nobel Prize for Physics in 1930.
","তিনি স্যার চন্দ্রশেখর ভেঙ্কট রমনের ভাইপো ছিলেন, যিনি ১৯৩০ সালে পদার্থবিজ্ঞানে নোবেল পুরস্কার লাভ করেন।
"
"Choksi and his nephew Nirav Modi are wanted for allegedly siphoning Rs 13,500 crore of public money from the state-run Punjab National Bank (PNB).
","চোকসী এবং তার ভাগ্নে নীরভ মোদী সরকারী পাঞ্জাব ন্যাশনাল ব্যাংকের ১৩,৫০০ কোটি টাকা জনসাধারণের অর্থ চুরির জন্য অভিযুক্ত ছিল (
"
"Choksi and his nephew, Nirav Modi, fled from India in the first week of January 2018.
","মেহুল চোকসী এবং তার ভাতিজা, খ্যাতিমান জুয়েলারী নীরভ মোদী, জানুয়ারী 2018 সালে ভারত ছেড়েছিলেন।
"
"Daniel Read Anthony Jr., Susan B. Anthony's nephew who represented Kansas in the House, and members of N.W.P. on the day Anthony introduced the earliest version of the E.R.A. in 1923.
","ড্যানিয়েল পড়ুন অ্যান্টনি জুনিয়র, সুসান বি অ্যান্টনির ভাগ্নে যিনি কক্ষে ক্যানসাকে প্রতিনিধিত্ব করেছিলেন এবং এনডব্লিউ.পি. যেদিন অ্যান্টনি E.R.A. এর প্রারম্ভিক সংস্করণ চালু করেছিল on 1923 সালে।
"
"Dear uncle, I'm your nephew, son of your brother.
","রোদ আমি তোমার মামুর ছেলে,,তোমার অভ্র ভাইয়া।
"
"Description: Detective Feluda, with the support of his nephew Topshe and the writer Jatayu, investigates smuggling and illegal trading in ancient sculptures across India.
","গোয়েন্দা ফেলুদা, তার ভাইপো তোপসে এবং লেখক জটায়ুর সাহায্যে ভারত জুড়ে প্রাচীন ভাস্কর্যের চোরাচালান এবং অবৈধ ব্যবসার তদন্ত করে।
"
"Detective Feluda, with the help of his nephew Topshe and the writer Jatayu, investigates smuggling and illegal trading in ancient sculptures ...
","গোয়েন্দা ফেলুদা, তার ভাইপো তোপসে এবং লেখক জটায়ুর সাহায্যে ভারত জুড়ে প্রাচীন ভাস্কর্যের চোরাচালান এবং অবৈধ ব্যবসার তদন্ত করে।
"
"Dr. Chandrasekhar was the nephew of Sir Chandrasekhara Venkata Raman, who won the Nobel Prize for Physics in 1930.
","তিনি স্যার চন্দ্রশেখর ভেঙ্কট রমনের ভাইপো ছিলেন, যিনি ১৯৩০ সালে পদার্থবিজ্ঞানে নোবেল পুরস্কার লাভ করেন।
"
"Edit Storyline Detective Feluda, with the help of his nephew Topshe and the writer Jatayu, investigates smuggling and illegal trading in ancient sculptures across India.
","গোয়েন্দা ফেলুদা, তার ভাইপো তোপসে এবং লেখক জটায়ুর সাহায্যে ভারত জুড়ে প্রাচীন ভাস্কর্যের চোরাচালান এবং অবৈধ ব্যবসার তদন্ত করে।
"
"Ershad's nephew Asif to run as an independent candidate for Rangpur-3 seat
","রংপুর-৩ আসনে উপ-নির্বাচন স্বতন্ত্রপ্রার্থী হিসেবে এরশাদের ভাতিজা আসিফের মনোনয়ন দাখিল
"
"Great gifts for your children, grandchildren, nieces and nephews.
","তারা আপনার সন্তানদের জন্য, grandchildren, nieces এবং nephews জন্য মহান উপহার।
"
"Hamza was buried in the same grave as his nephew Abdullah ibn Jahsh.
","হামজা তার ভাতিজা আবদুল্লাহ ইবনে জাহশ এর সাথে একই কবরে সমাহিত হোন।
"
"Has anybody seen my nephew?
","কেউ কি ভাই বোনের চোদাচুদি দেখেছেন?
"
"He had a son and a nephew,
","তার ছিল এক ভাই আর এক ছেলে, এক নাতি
"
"He has 3 nephews.
","তার তিন ভাতিজা আছে।
"
"He has four brothers and two sisters and is uncle to sixteen nephews and five nieces.
","তার ২ চাচা ও ১ ফুফু এবং ৫ বোন ও ৩ ভাই।
"
"He is Richard Branson's nephew.
","তিনি বিলিয়নেয়ার রিচার্ড ব্রানসনের ভাতিজা।
"
"He is also the nephew of Sir Alex Ferguson.
","উনিও স্যার অ্যালেক্স ফার্গুসনের লোক।
"
"He is my nephew Jeremy.
","ও আমার ভাই জেরমি।
"
"He is the nephew of actor Naseeruddin Shah.
","তিনি অভিনেতা নাসিরউদ্দিন শাহর ভাইপো।
"
"He is the nephew of pop legend Michael Jackson.
","প্রয়াত পপ সঙ্গীত তারকা মাইকেল জ্যাকসনের ভাই।
"
"He is the nephew of the Sultan of Brunei.
","ব্রুনেইয়ের সুলতানের ভাতিজা তিনি।
"
"He said, 'He is Muhammad bin Abdullah, my nephew.
","বললেন, ইনি হলেন আমার ভাতৃম্পুত্র মুহাম্মদ ইবন আবদুল্লাহ্ ।
"
"He said, 'He is my nephew Muhammad bin Abdullah.
","বললেন, ইনি হলেন আমার ভাতৃম্পুত্র মুহাম্মদ ইবন আবদুল্লাহ্ ।
"
"He said: He was my nephew, Ali ibn Abi Taleb.
","তিনি বলেছেনঃ এর উদ্দেশ্য হচ্ছে, আমার ভাই আলি ইবনে আবি তালেব।
"
"He was deposed by his nephew and son-in-law Alauddin, who murdered his uncle to acquire the throne.
","তিনি তার ভাইপো এবং জামাই আলাউদ্দিন দ্বারা পদচ্যুত হন, যিনি তার চাচাকে সিংহাসন দখলের জন্য হত্যা করেন।
"
"He was deposed by his nephew and son-in-law Alauddin, who murdered his uncle to usurp the throne.
","তিনি তার ভাইপো এবং জামাই আলাউদ্দিন দ্বারা পদচ্যুত হন, যিনি তার চাচাকে সিংহাসন দখলের জন্য হত্যা করেন।
"
"He was deposed by his nephew and son-in-law Alauddin, who murdered his uncle to usurp the throne.[14]
","তিনি তার ভাইপো এবং জামাই আলাউদ্দিন দ্বারা পদচ্যুত হন, যিনি তার চাচাকে সিংহাসন দখলের জন্য হত্যা করেন।
"
"He was the nephew of Sir Chandrasekhara Venkata Raman, who was 1930 winner of the Nobel Prize for Physics.
","তিনি স্যার চন্দ্রশেখর ভেঙ্কট রমনের ভাইপো ছিলেন, যিনি ১৯৩০ সালে পদার্থবিজ্ঞানে নোবেল পুরস্কার লাভ করেন।
"
"He was the nephew of Sir Chandrasekhara Venkata Raman, who won the Nobel Prize for Physics in 1930.
","তিনি স্যার চন্দ্রশেখর ভেঙ্কট রমনের ভাইপো ছিলেন, যিনি ১৯৩০ সালে পদার্থবিজ্ঞানে নোবেল পুরস্কার লাভ করেন।
"
"Her mother, brother, nephew and uncle were all killed.
","তার পিতা, চাচা, ভাই সকলে বদরে নিহত হয়েছিল।
"
"His brother, Thomas, and nephew, James Barnes, both played first-class cricket.
","তার ভাই টমাস, ভাইপো জেমস বার্নস - উভয়েই প্রথম-শ্রেণীর ক্রিকেটে অংশ নিয়েছেন।
"
"His grandmother's name is Helen Weiss and he is the nephew of a playwright and actor, Jeff Weiss.
","তাঁর দাদির নাম হেলেন ওয়েইস এবং তিনি একজন নাট্যকার ও অভিনেতা জেফ ওয়েসের ভাগ্নে।
"
"His nephew Adam Bacher played for South Africa in the 1990s.
","তার ভাইপো অ্যাডাম বাখের ১৯৯০-এর দশকে দক্ষিণ আফ্রিকার প্রতিনিধিত্ব করেন।
"
"His nephew, Thomas Miller played first-class cricket for Gloucestershire County Cricket Club between 1902 and 1914.
","তার ভাইপো টমাস মিলার ১৯০২ থেকে ১৯১৪ সময়কালে গ্লুচেস্টারশায়ারের পক্ষে প্রথম-শ্রেণীর ক্রিকেটে অংশগ্রহণ করেছিলেন।
"
"His nephews, George and John Gunn, were both England Test cricketers.
","তার ভ্রাতৃস্পুত্রদ্বয় জর্জ গান ও জন গান উভয়েই ইংল্যান্ডের পক্ষ টেস্ট ক্রিকেটে প্রতিনিধিত্ব করেছেন।
"
"His young nephew, Ben, is four years old now.
","তার একমাত্র ছেলে সন্তান বিয়ানের বয়স এখন চার।
"
"How's your nephews?
","ভাতিজারা কেমন আছে?
"
"However, Ahmadi's 22-year-old nephew Farshad Haidari said that was not enough.
","তবে নিহত আহমাদির ২২ বছরের ভাগ্নে ফারশাদ হায়দারি এএফপিকে বলেছেন, এটি যথেষ্ট নয়।
"
"However, Ahmadi's 22-year-old nephew Farshad Hydari said it was not enough.
","তবে নিহত আহমাদির ২২ বছরের ভাগ্নে ফারশাদ হায়দারি এএফপিকে বলেছেন, এটি যথেষ্ট নয়।
"
"However, Ahmadi's 22-year-old nephew, Farshad Haidari, said that was not enough.
","তবে নিহত আহমাদির ২২ বছরের ভাগ্নে ফারশাদ হায়দারি এএফপিকে বলেছেন, এটি যথেষ্ট নয়।
"
"Hudson, 29, and her 7-year-old nephew Julian King.
","জেসন হাডসন; এবং তার 7 বছর বয়সী ভাগ্নে জুলিয়ান রাজা।
"
"I don't want my nephew to be cranky.
","আমি ভাই খামাকা অপদস্ত হতে চাই না।
"
"I have been there spending Christmas upon Christmas being the 'happy clown', the 'fun' uncle to my nephews and niece......
","আমি ক্রিসমাসকে 'হ্যাপি ক্লাউন' বলে ক্রিসমাস কাটিয়ে চলেছি, আমার ভাগ্নে ও ভাগ্নির 'মজা' চাচা ......।
"
"I looked over to my 7-year-old nephew.
","নিজের ৭ বছরের কচি বোনের প্রতি আমার নজর চলে গেল।
"
"I never knew my nephew was so big.
","আমা'র খোকা যে এতো বড় হয়েছে তা আমি জানতাম না।
"
"I once met his nephew in Oslo.
","অসলোতে একবার ওঁর এক ভাইপোর সঙ্গে দেখা হয়েছিল।
"
"I told you about my nephew, didn't I?
","আমার ছেলের কথা তোমাকে বলেছি, তাই না?
"
"I was at my nephew's home yesterday.
","আমি গতকাল শ্বশুর বাড়ীতে বেড়াতে এসেছি।
"
"I'm not worried about my nephew though.
","যদিও আমি আমার ভাগ্নে নিয়ে চিন্তিত নই।
"
"If you have kids or nephews, take time to play with them.
","যদি আপনার সন্তান বা নাতি-নাতনি থাকে তবে তাদের সঙ্গে কিছু সময় খেলার জন্য ব্যয় করুন।
"
"Imran Khan is a nephew of Aamir Khan.
","ইমরান খান হল লেঃ জেঃ আমির আবদুল্লাহ খান নিয়াজি'র ভাতিজা!
"
"Imran Khan is nephew of Aamir Khan.
","ইমরান খান হল লেঃ জেঃ আমির আবদুল্লাহ খান নিয়াজি'র ভাতিজা!
"
"In the mid 1950s, George L. Spirides' nephew George H. Spirides immigrated from Sparta, Greece to Savannah, GA and thoroughly learned the hotel business while working for his uncle over the next several years.
","1950 এর দশকের মাঝামাঝি সময়ে, জর্জ এল স্পিরাইডসের ভাগ্নে জর্জ এইচ স্পিরাইডস স্পার্টা, গ্রীস থেকে সাভানা, জিএতে চলে আসেন এবং পরবর্তী কয়েক বছর ধরে তার চাচার জন্য কাজ করার সময় হোটেল ব্যবসাটি ভালভাবে শিখেছিলেন।
"
"It was coined in 1938 by Milton Sirotta, the nine-year-old nephew of American mathematician Edward Kasner.
","এ নামটি প্রথম চালু করেন আমেরিকান গণিতবিদ এডওয়ার্ড কেসনারের ৯ বছর বয়েসী ভাইপো মিল্টন সিরোট্টা, সেই ১৯৩৮ সালে।
"
"It's not just my nephew, of course.
","অবশ্যই এটা শুধু নান্নু ভাই না।
"
"Jung Bahadur's sons and a nephew came here.
","জাঙ্-বাহাদুরের ছেলেরা আর ভাইপো কর্ণেল এখানে এসেছিল।
"
"King Faisal of Saudi Arabia was assassinated in 1975 by his nephew.
","১৯৭৫ সালে ভাইপোর হাতে নিহত হন সৌদি বাদশাহ ফয়সাল।
"
"King Faisal of Saudi Arabia was shot and killed by his nephew.
","সৌদি আরবের বাদশাহ ফয়সলকে খুব কাছে থেকে গুলি করে হত্যা করেন তারই ভাইপো।
"
"King Faisal was assassinated by his nephew in 1975.
","১৯৭৫ সালে ভাইপোর হাতে নিহত হন সৌদি বাদশাহ ফয়সাল।
"
"Kinnosuke's younger brother Nakamura Katsuo and nephew Nakamura Shidō II are currently active in kabuki, television, and film.
","কিনুসুকের ছোট ভাই নাকামুরা কাতসুও এবং ভাগ্নে নাকামুরা শ্রিদু দ্বিতীয় কবি, টেলিভিশন এবং চলচ্চিত্রের মধ্যে বর্তমানে সক্রিয়।
"
"Krishan Kumar (Younger brother of Gulshan Kumar) with his nephew Bhushan Kumar (Right) during the audio release of Aashiqui 2 (2013).
","২০১৩ সালে আশিকি ২ চলচ্চিত্রের অডিও মুক্তি অনুষ্ঠানে ভূষণ কুমার (ডানে) সঙ্গে তার চাচা কৃষাণ কুমার (গুলশান কুমার-এর ছোট ভাই) ।
"
"Krishan Kumar (younger brother of Gulshan Kumar) with his nephew Bhushan Kumar (Right) during the audio release of Aashiqui 2 (2013).
","২০১৩ সালে আশিকি ২ চলচ্চিত্রের অডিও মুক্তি অনুষ্ঠানে ভূষণ কুমার (ডানে) সঙ্গে তার চাচা কৃষাণ কুমার (গুলশান কুমার-এর ছোট ভাই) ।
"
"Later, Syed Nasir Uddin Titu, the victim's nephew, filed a murder case against 400 to 500 unidentified persons with Badda police station.
","এ ঘটনায় তার বোনের ছেলে সৈয়দ নাসির উদ্দিন টিটু অজ্ঞাত ৪০০ থেকে ৫০০ জনের বিরুদ্ধে বাড্ডা থানায় হত্যা মামলা দায়ের করেন।
"
"Masood Azhar's nephew killed in Pulwama
","পুলওয়ামায় সেনা অভিযানে নিহত মাসুদ আজহারের ভাইপো
"
"Meanwhile, Gurjar's 21-year-old brother Anuj arrived at the house and tried to enter in order to help his sister and nephew.
","এদিকে, দিপার 21 বছরের ভাই অনুজ বাড়িতে এসে তার বোন এবং ভাগ্নিকে সাহায্য করার জন্য প্রবেশের চেষ্টা করেছিল।
"
"Members of the gang also included two of his nephews from the UK.
","এই গ্যাংয়ের সদস্যরা ইউকে থেকে আসা তাঁর দুই ভাগ্নীকেও অন্তর্ভুক্ত করেছিলেন।
"
