eng_Latn,ben_Beng
"""""""Have you spoke to my grandmother?""""""
","""- """"তুমি দাদু দিদিদমার সাথে কথা বলেছো ?""
"
"""""""I became a grandmother.""""""
","""""""আমি তো নানী-দাদী হয়ে গেছি।""
"
"""""""I grew up on stories of the warrior women on my mother's side of the family, and my grandmother was often the larger than life central character.""
","""""""আমি পরিবারের মায়ের পাশে যোদ্ধা মহিলাদের গল্পে বড় হয়েছি, এবং আমার দাদি প্রায়শই জীবনের কেন্দ্রীয় চরিত্রের চেয়ে বড় ছিলেন was""
"
"""""""I know my grandmother.""
","""""""আমার দাদাকে চেনা আছে।""
"
"""""""I never told you about my grandmother.""
","""""""তোমাকে আমার দাদ-দাদীর কথা বলেছিলাম না একদিন।""
"
"""""""I saw my grandmother with a tattoo in India and I was pretty shocked!""
","""""""আমি আমার নানীকে ভারতে ট্যাটু দিয়ে দেখেছি এবং আমি বেশ হতবাক!""
"
"""""""I was talking to my grandmother last night.""
","""""""আমি গতকালই বড়মার সঙ্গে কথা বলেছি ।""
"
"""""""I'll bring back your grandmother.""""""
","""আমি তোমার দিদিভাইকে নিয়ে আসি""""।""
"
"""""""I'll take you to grandmother's house.""""""
","""""""যাবো তোমায় শ্বশুর বাড়ি নিয়ে।""
"
"""""""I'm not really hungry, grandmother.""
","'সত্যিই ক্ষিদে নেই বড় আম্মু।
"
"""""""If you were once a grandmother""
","""""""আপনি যদি একবার দাদী হয়ে থাকেন""
"
"""""""India is, the cradle of the human race, the birthplace of human speech, the mother of history, the grandmother of legend, and the Read More...""
",""""""" ভারত হল মানবজাতির আঁতুড়ঘর, মানুষের মুখের ভাষার জন্মভূমি, ইতিহাসের জন্মদাত্রী স্বরূপ, কিংবদন্তির মাতামহ এবং. . . আরও পড়ুন""
"
"""""""Is my grandmother asleep?""""""
","""""""কি দাদা ঘুমিয়ে পড়লেন নাকি. . ?""
"
"""""""It's a bracelet; my grandmother got it for me.""""""
","""""""এটি একটি ব্রেসলেট; আমার দাদি দিয়েছিলেন।""
"
"""""""It's about you, grandmother.""
","""""""ব্যাপারটা দাদুকে নিয়ে, মা।""
"
"""""""Kimiko's grandmother died last night.""
","""""""কাকিমা ঠাকুমা কাল রাতে মারা গেলেন।""
"
"""""""My beloved grandmother.""
","""""""আমার প্রিয় দাদি।""
"
"""""""My grandmother called.""
","""""""দাদা ফোন করেছিল।""
"
"""""""My grandmother died in the hospital.""
","""""""হাসপাতালে দাদা তখন মরণাপন্ন।""
"
"""""""My grandmother is very close to me since childhood.""
","""""""ছোটবেলা থেকেই আম্মু আমাকে অনেক কষ্ট করে বড় করছেন।""
"
"""""""My grandmother is very special to me.""
","""""""মা আমার কাছে বিশেষ একজন।""
"
"""""""My grandmother refused.""
","""""""আমার মা অস্বীকার করেছিলেন।""
"
"""""""My mom, two brothers, their families, my grandmother, my aunt and my uncle are all in a like a 25-square foot house with no power and a tree on top of it,"""" Favre told the media.""
","আমার মা, দুই ভাই, তাদের পরিবার, আমার নানী, আমার খালা এবং মামা সকলেই এমন একটি 25 বর্গফুট ফুট বাড়ির মতো যার বিদ্যুত এবং তার উপরে গাছ নেই, - ব্রেট ফ্যাভ্রে
"
"""""""NEVER call me grandmother!""""""
","""""""আমাকে কিছুতেই দাদা বলবে না!""
"
"""""""No, for my grandmother.""
","- না না, আমার দাদির জন্য।
"
"""""""No, grandmother, it isn't that.""
","'না দাদীমা, এটা সত্য নয়।
"
"""""""No, my grandmother.""
","""""""না দাদিমা।""
"
"""""""No, my grandmother.""""""
","""""""না দাদিমা।""
"
"""""""Nothing is impossible, grandmother.""""""
","""""""সম্ভব নয় দাদু।""
"
"""""""Nothing much grandmother .""
","""""""কিছু না দাদাভাই""""।""
"
"""""""Oh grandmother, I still can't believe it!""""""
","""""""মা, এখনো আমায় বিশ্বাস নেই!""
"
"""""""Roots"""" (1977): In this serialized adaptation of Alex Haley's best-selling novel, Angelou portrayed Nyo Boto, grandmother to Kunta Kinte; Angelou's role was a composite character drawn from several in the book.""
","রুটস (1977): অ্যালেক্স হ্যালের সর্বাধিক বিক্রিত উপন্যাসের এই সিরিয়ালিকৃত রূপান্তরকরণে, অ্যাঞ্জেলো ন্যানো বোটোর চরিত্রে অভিনয় করেছেন, কুনা কিন্তে দাদী; অ্যাঞ্জেলোর ভূমিকা ছিল একটি সংমিশ্রিত চরিত্র যা বইয়ের বেশ কয়েকটি থেকে নেওয়া হয়েছিল।
"
"""""""Should I speak to your grandmother?""
","""""""আমার দাদা-বৌদির সঙ্গে আলাপ করাব বললাম না?""
"
"""""""That is not my grandmother's house.""""""
",""""""" হ্যাঁ, এটা তো আমার শ্বশুর বাড়ি না।""
"
"""""""Then the grandmother rose and looked out of the window.""
","'এরপর দাদী উঠে দাঁড়ায়ে জানালার বাইরে দেখলেন'।
"
"""""""What about your grandmother?""""""
","""""""আর তোমার দিম্মা?""
"
"""""""What else did your grandmother say?""""""
","- আর কী বলেছে তোর দিদি?
"
"""""""What was his last name, grandmother?""
","""""""সেই মেয়েটার নাম কী ছিল, দাদুভাই?""
"
"""""""What was the one your grandmother told?""""""
","""""""তাহলে বোনকে যে তোমার মেয়ে বললো দাদুভাই?""
"
"""""""What would my grandmother do?""""""
","""""""দাদি কি কর?""
"
"""""""When I was young my grandmother and mother would constantly try to feed me.""
","""""""আমি যখন ছোট ছিলাম আমার দাদি এবং মা আমাকে নিয়মিত খাওয়ানোর চেষ্টা করতেন।""
"
"""""""Where's your grandmother live?""""""
","""""""তোমার দিদি কোথায় থাকে?""
"
"""""""Who told you that, your grandmother?""
","'এসব কথা তোমাকে কে বলেছে দাদাভাই?
"
"""""""Why don't you tell your grandmother?""""""
","""""""তোর শ্বশুর শাশুড়িকে জানালি না কেন একথা?""
"
"""""""Why you, grandmother?""
","""""""কেন দাদুমনি?""
"
"""""""William is drawn to the idea of having the same number of children as his grandmother the Queen and carrying on her tradition.""
","""""""উইলিয়াম তাঁর দাদী রানীর সমান সংখ্যক সন্তান জন্মদান এবং তাঁর onতিহ্যকে ধরে রাখার ধারণার প্রতি আকৃষ্ট হন।""
"
"""""""Yes, my grandmother's brother.""""""
","""""""হবেই তো, দাদুভাই - এর নাতি বলে কথা""""।""
"
"""""""You do not really understand something unless you can explain it to your grandmother"""" - Albert Einstein.""
","তুমি ঠিকমতো কিছু বোঝো নাই যদি না সেটা তুমি তোমার দাদীর মতো কারো কাছে ব্যাখা করে বুঝাতে না পারো - Albert Einstein
"
"""""""You don't really understand something unless you can explain it to your grandmother."""" - Albert Einstein""
","তুমি ঠিকমতো কিছু বোঝো নাই যদি না সেটা তুমি তোমার দাদীর মতো কারো কাছে ব্যাখা করে বুঝাতে না পারো - Albert Einstein
"
"""""""You don't really understand something unless you can explain it to your grandmother."""" - quote attributed to Albert Einstein""
","তুমি ঠিকমতো কিছু বোঝো নাই যদি না সেটা তুমি তোমার দাদীর মতো কারো কাছে ব্যাখা করে বুঝাতে না পারো - Albert Einstein
"
"""""""You spoke with my grandmother?""""""
","""- """"তুমি দাদু দিদিদমার সাথে কথা বলেছো ?""
"
"""""""You're a grandmother?""
","""-""""তুমি কি মা বড়লোক?""
"
"""""""You've never visited your grandmother before?""""""
",""""""" আপনি এর আগে কখনও আপনার দাদাকে দেখতে আসেন নি ?""
"
"""""""Your grandmother called.""""""
","""তোমার শাশুড়ি ডেকেছেন """"""
"
"""""""Your grandmother isn't home?""""""
","""""""দাদা তোর ঘর নেই?""
"
"""""""Your grandmother said ...""""""
","""""""তোমার বৌমা বলছিলো. . .""
"
"""""""Your grandmother told you that?""
","""""""এই ঘটনা তোমার দাদু তোমাকে বলেছেন?""
"
"""""""Your grandmother's family?""""""
","""""""তোর নানি-বাড়ি?""
"
"""A grandmother, for example, becomes """"mom.""""""
","""উদাহরণস্বরূপ, যেমন একটি ভিনেগার """"মা"""" এর মতো।""
"
"""A. Ramani, a Lambadi artisan in her 30s, and one of Gammi's early students, says, """"My grandmother did some ghater, but my mother never picked up a needle and thread, not even for her own wedding dress.""""""
","""গাম্মির একেবারে প্রথমদিকের ছাত্রীদের মধ্যে অন্যতম ৩০ বছর বয়সী লাম্বাদি শিল্পী এ. রমাণী বলেন, """"আমার দিদা অল্পবিস্তর ঘাটের সেলাই করতেন, আমার মা অবশ্য কখন সুচসুতো স্পর্শ করেননি, এমনকি নিজের বিয়ের পোশাকের জন্যও নয়।""
"
"""After a short pause, she asked: """"Where is your grandmother, Leocadia?""""""
","""কিছুক্ষণ বিরতি দেওয়ার পরে, তিনি জিজ্ঞাসা করেছিলেনঃ """"তোমার নানী লিওকাডিয়া কোথায়?""
"
"""An only child raised by her mother and grandmother who began acting while a girl in Catholic school, Helmond began her professional career in theater and returned to it often, earning a Tony Award nomination in 1973 for her Broadway role in Eugene O'Neill's """"The Great God Brown.""""""
","ক্যাথলিক স্কুলে একটি মেয়ে যখন অভিনয় শুরু করেছিলেন, তখন তার মা এবং দাদী দ্বারা উত্থাপিত একমাত্র সন্তান হেলমন্ড থিয়েটারে তার পেশাগত কর্মজীবন শুরু করেছিলেন এবং 1973 সালে ইউজিন ও'নিলে তার ব্রডওয়ে ভূমিকার জন্য টনি অ্যাওয়ার্ড মনোনয়ন লাভ করেছিলেন।
"
"""An only child raised by her mother and grandmother who began acting while a girl in Catholic school, Ms. Helmond began her professional career in theater and returned to it often, earning a Tony Award nomination in 1973 for her Broadway role in Eugene O'Neill's """"The Great God Brown.""""""
","ক্যাথলিক স্কুলে একটি মেয়ে যখন অভিনয় শুরু করেছিলেন, তখন তার মা এবং দাদী দ্বারা উত্থাপিত একমাত্র সন্তান হেলমন্ড থিয়েটারে তার পেশাগত কর্মজীবন শুরু করেছিলেন এবং 1973 সালে ইউজিন ও'নিলে তার ব্রডওয়ে ভূমিকার জন্য টনি অ্যাওয়ার্ড মনোনয়ন লাভ করেছিলেন।
"
"""Butlin's Holiday Camp: British Summer Nostalgia Glamorous grandmother competitions and amusement arcades are the foundation of Billy Butlin's vision of """"fun for all the family.""""""
","""বাটলিনের হলিডে ক্যাম্পঃ ব্রিটিশ গ্রীষ্মের গ্রীষ্মকালীন নস্টালজিয়া গ্ল্যামারাস দাদী প্রতিযোগিতা এবং বিনোদন বিনোদন তোরণ """"সমস্ত পরিবারের জন্য মজাদার"""" বিলি বাটলিনের দৃষ্টিভঙ্গির ভিত্তি।""
"
"""Do you know how your grandmother died?""""""
","""""""তোর দাদা কীভাবে মারা গেছেন জানিস?""
"
"""He looked down and spoke, """"I remember hearing stories from my grandmother about how she, along with my father, came from Thoothukudi to Trivandrum, to find a job, some 65 years ago.""""""
","""মাটির দিকে তাকিয়ে সে বলতে থাকল, """"আমার মনে পড়ে ঠাকুমার কাছে শোনা সেই গল্পগুলো, উনি কেমন করে আমার বাবার সঙ্গে থুথুকুডি থেকে ত্রিবান্দ্রমে এসেছিলেন কাজের খোঁজে, সেই ৬৫ বছর আগে।""
"
"""How many times I have heard someone say """"My grandmother...""""""
","""কতবার যে শুনেছি """"ম্যাডাম...""""""
"
"""I asked my grandmother, """"What is this?""""""
","""আমি দাদাকে জিজ্ঞেস করেছিলাম, """"এটা কি?""
"
"""I found myself caring about the characters and it had me and my dadi (paternal grandmother) crying.""""""
","আমি নিজেকে চরিত্রগুলির প্রতি যত্নশীল হতে দেখেছি এবং এতে আমি এবং আমার দাদি (পিতামহ) কাঁদছি।
"
"""I was so excited,"""" said Maria Antonietta Galluzzo, a grandmother taking her 3-year-old grandson for a walk in Rome's Villa Borghese park -- the first time they had seen each other in eight weeks.""
","""খুবই উদ্দীপ্ত ছিলাম,"""" বলেছেন তিন বছর বয়সী নাতিকে রোমের ভিয়া বোর্হেস পার্কে হাঁটতে নিয়ে আসা মারিও আন্তোনিয়েতা গালুজ্জো।""
"
"""Imam Al-Bayhaqi narrated that Imam Al-Shafi'e said: """"I have seen in the city of Sana'a a grandmother while she was twenty one.""
","""ইমাম বায়হাকিও ইমাম শাফিয়ী রহমতুল্লাহি আলাইহিম উক্তি বর্ণনা করছেন, """"আমি (ইয়েমেনের) সানা শহরে এক নানীকে দেখেছি, তখন তার বয়স ছিলো ২১ বছর।""
"
"""Imam al Bayhaqi narrated that Imam al Shaffi said, """"I have seen in the city of Sana'a a grandmother while she was twenty one.""
","""ইমাম বায়হাকিও ইমাম শাফিয়ী রহমতুল্লাহি আলাইহিম উক্তি বর্ণনা করছেন, """"আমি (ইয়েমেনের) সানা শহরে এক নানীকে দেখেছি, তখন তার বয়স ছিলো ২১ বছর।""
"
"""In a statement, President Trump said that """"as a wife, mother, grandmother, military spouse and former first lady, Mrs. Bush was an advocate of the American family.""""""
","মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্প এক বিবৃতিতে বলেছেন, একজন স্ত্রী, মা, দাদী, আর সাবেক ফার্স্ট লেডি বারবারা বুশ ছিলেন আমেরিকান পরিবারের একজন উপদেষ্টা।
"
"""My grandmother and my mother are everything to me.""""""
","আমার মা আর বোন আমার কাছে সবকিছু' - ভাবনা
"
"""My grandmother said, """"Don't worry.""
","""দাদীটা বলে, """"চিন্তা করো না।""
"
"""My grandmother taught me that happiness is both a skill and a decision, and you are responsible for the outcome.""""""
","আমার দাদি আমাকে শিখিয়েছিলেন যে সুখ একটি দক্ষতা এবং সিদ্ধান্ত উভয়ই, এবং ফলাফলের জন্য আপনি দায়ী।
"
"""My grandmother would say, """"Tell the truth . . .""
","""নাতনি বলে, """"সত্যি বলো দেখি,""
"
"""One day her mother said to her, """"Your grandmother is not very well.""
","একদিন তার মা তাকে বললো, 'তোমার দিদিমা অনেক অসুস্থ।
"
"""One day, her mother told her, """"Dear, your grandmother is unwell.""
","একদিন তার মা তাকে বললো, 'তোমার দিদিমা অনেক অসুস্থ।
"
"""Remember how your grandmothers taught us: """"If you get something at home, you will not search for it elsewhere.""""""
","""মনে রাখবেন কিভাবে আপনার দাদী আমাদের শিখিয়েছেনঃ """"যদি আপনি বাড়িতে কিছু পান তবে আপনি অন্যত্র এটি অনুসন্ধান করবেন না।""
"
"""Senator Chris Murphy, a Democrat, said he saw hundreds of children packed into a """"big, open room,"""" and """"fought back tears"""" as he listened to a 13-year-old girl who was distraught after being separated from her grandmother.""
","""সিনেটর ক্রিস মারফি, একজন ডেমোক্র্যাট, বলেছেন যে তিনি এক 13-বছর-বয়সী মেয়েকে তার নানীর কাছ থেকে বিচ্ছিন্ন হওয়ার পরে অশান্ত হয়েছিলেন শুনে তিনি """"বড়, খোলা ঘরে"""" এবং """"চোখের জল ফিরে"""" দেখতে পেয়েছেন কয়েকশ শিশু।""
"
"""Shivam's grandmother says, """"He acts and behaves like a monkey.""
","""শিবমের দাদি বলেছিলেনঃ """"সে বানরের মতো আচরণ করে এবং আচরণ করে""
"
"""The Duke of Sussex said his grandmother, Her Majesty, had personally invited them to Sandringham for a """"chat, tea, and dinner,"""" and to stay the night because it's a """"long drive.""""""
","""ডিউক অফ সাসেক্স বলেছিলেন যে তাঁর দাদী, মহামহিময় ব্যক্তিগতভাবে তাদের """"আড্ডা, চা এবং ডিনার"""" এবং স্যান্ড্রিংহামে আমন্ত্রণ জানিয়েছেন কারণ এটি একটি """"লং ড্রাইভ""""।""
"
"""The grandmother smiled and said: """"Of course I can.""
","""বড় মামা হাসি হাসি মুখে বললেন, """"নিশ্চয়ই পারে।""
"
"""The grandmother told the media: """"Every time I think about it, I want to cry - It's the most morbid feeling in the world.""""""
","""দাদী মিডিয়াকে বলেছেনঃ """"যতবার আমি এটি সম্পর্কে চিন্তা করি, আমি কাঁদতে চাই - এটি বিশ্বের সবচেয়ে দুর্বল অনুভূতি"""" """"""
"
"""The young man asked, """"Why are you crying, grandmother?""""""
","ছেলেটি বুড়িকে জিজ্ঞেস করল, 'বুড়ি মা, তুমি কাঁদছো কেন?
"
"""Then Sheikh Hasina mockingly said, """"I am likely to be your grandmother's age.""""""
","তখন মজার ছলে শেখ হাসিনা বলেন,আমি তো তোমাদের দাদির বয়সী।
"
"""There was a grandmother that said, """"I think you just inspired my 3-year-old grandson to start taking dance.""""""
","একজন দাদী বলেছিলেন, 'আমি মনে করি আপনি আমার 3 বছর বয়সী নাতিকে নাচ শুরু করতে অনুপ্রাণিত করেছিলেন' ' এটা আমার হৃদয় উষ্ণ।
"
"""Usually this flower is associated with childhood, because almost every grandmother in the house had a """"Spark,"""" as it is called.""
","""সাধারণত এই ফুল শৈশব সঙ্গে যুক্ত, কারণ বাড়িতে প্রায় প্রতিটি দাদী ছিল একটি """"স্পার্ক,"""" এটি বলা হয়।""
"
"""Wanting to know what her genetic heritage was, Alice asked a DNA testing kit from her grandmother for Christmas when she was 11 years old.""""""
","নিজের জিনগত ঐতিহ্যের বিষয়টি জানতে ১১ বছর বয়সের ক্রিসমাসে তার নানীর কাছে একটি ডিএনএ টেস্টিং কিট চাইলো অ্যালিস।
"
"""You would miss your grandmother, wouldn't you?""""""
","""""""তুই খুব মিস করবি দাদুকে, না রে?""
"
"""close to his grandmother.""""""
","""দাদির কাছে থাকে""""।""
"
"""the state of being conscious of something """"It made me think of my grandmother.""""""
","""কোনো কিছু ব্যাপারে সচেতন হওয়ার অবস্থা (""""এটা আমাকে আমার নানী-এর চিন্তা করায়।""
"
"""the state of being conscious of something (""""It made me think of my grandmother."""")""
","""কোনো কিছু ব্যাপারে সচেতন হওয়ার অবস্থা (""""এটা আমাকে আমার নানী-এর চিন্তা করায়।""
"
"""the state of being conscious of something (as in """"It made me think of my grandmother."""")""
","""কোনো কিছু ব্যাপারে সচেতন হওয়ার অবস্থা (""""এটা আমাকে আমার নানী-এর চিন্তা করায়।""
"
"#5 My mother and grandmother demonstrating safety standards in the 1960s
","# 3 1960 এর দশকে আমার মা এবং দাদী সুরক্ষা মানদণ্ডগুলি প্রদর্শন করছেন
"
"'Yes, grandmother, I got it.'
","""""""হ্যাঁ দিদিমা, ধরেছি।""
"
"(My grandmother used to say that all the time.
","(এটা মা সব সময়ই বলতেন, এখনও বলেন ।
"
"(That's what my grandmother always said.)
","(এটা মা সব সময়ই বলতেন, এখনও বলেন ।
"
"(a) His cousin. (b) His aunt. (c) His grandmother. (d) His uncle.
","A) দাদুর পুত্রবধূ B) দাদুর কন্যা C) দাদুর নাতনি D) দাদুর স্ত্রী ২০. কোন প্রবচনটি
"
"(a) The grandmother.
","(ক) দাদা ।
"
"(a) The grandmothers
","(a) নাতনি
"
"(c) The grandmother.
","(ক) দাদা ।
"
"- I do not know, ask your grandmother.
","-সেটাই তো জানিনা, দাদিকে জিজ্ঞেস
"
"- The cure of a 12-year-old boy from the pursuit of his fear that his grandmother can die;
","- তার ভয় পাওয়ার পথে 1২ বছর বয়সী ছেলেটির নিরাময় যে তার দাদী মারা যেতে পারে;
"
"-You're going to be a grandmother.
","- আপনি নানী হতে যাচ্ছেন।
"
"12-year-old boy saves grandmother's home
","দাদীর জীবন বাঁচালো ১২ বছরের বালিকা
"
"12-year-old boy saves grandmother's house
","দাদীর জীবন বাঁচালো ১২ বছরের বালিকা
"
"17-year-old boy killed his grandmother
","জিন্স পরায় ১৭ বছরের নাতনিকে খুন করল দাদু
"
"5-year-old Anna Wang is the sole caregiver for her ill grandmother and 92-year-old great-grandmother
","পাঁচ বছর বয়সী আনা ওয়াং তার অসুস্থ দাদি এবং ৯২ বছর বয়সী পরদাদীর খেয়াল রাখেন।
"
"50-year-old grandmother died on Thursday morning.
","আজ বৃহস্পতিবার সকালে ৫০ বছর বয়সী ওই নারীর মৃত্যু হয়।
"
"72 year old grandmother.
","৭১ বছর বয়সী দাদি।
"
"90-year-old grandmother goes to school
","স্কুলে যাচ্ছেন ৯২ বছর বয়সী দাদি
"
"A 103 year old Chinese grandmother has made a full recovery from Covid-19 after been treated for six days in Wuhan, China.
","- একটি 103 বছর বয়সী চিনা নানী চীনের উহান শহরে 6 দিন চিকিত্সা করার পরে COVID-19 থেকে সম্পূর্ণ সুস্থ হয়ে উঠেছে।
"
"A 103-year-old Chinese grandmother has fully recover from COVID-19 after being treated for 6 days in Wuhan.
","- একটি 103 বছর বয়সী চিনা নানী চীনের উহান শহরে 6 দিন চিকিত্সা করার পরে COVID-19 থেকে সম্পূর্ণ সুস্থ হয়ে উঠেছে।
"
"A 103-year-old Chinese grandmother has made a full recovery from COVID-19 after being treated for 6 days in China.
","- একটি 103 বছর বয়সী চিনা নানী চীনের উহান শহরে 6 দিন চিকিত্সা করার পরে COVID-19 থেকে সম্পূর্ণ সুস্থ হয়ে উঠেছে।
"
"A 103-year-old Chinese grandmother has made a full recovery from COVID-19 after being treated for 6 days in Wuhan, China.
","- একটি 103 বছর বয়সী চিনা নানী চীনের উহান শহরে 6 দিন চিকিত্সা করার পরে COVID-19 থেকে সম্পূর্ণ সুস্থ হয়ে উঠেছে।
"
"A 103-year-old Chinese grandmother has made a full recovery from COVID-19 after being treated for six days in Wuhan, China.
","- একটি 103 বছর বয়সী চিনা নানী চীনের উহান শহরে 6 দিন চিকিত্সা করার পরে COVID-19 থেকে সম্পূর্ণ সুস্থ হয়ে উঠেছে।
"
"A 103-year-old Chinese grandmother has made a full recovery from COVID-19 after treated for 6 days in Wuhan, China.
","- একটি 103 বছর বয়সী চিনা নানী চীনের উহান শহরে 6 দিন চিকিত্সা করার পরে COVID-19 থেকে সম্পূর্ণ সুস্থ হয়ে উঠেছে।
"
"A 19 year-old man was arrested in Bengal's Malda district today for allegedly murdering his parents, grandmother and younger sister in February.
","খবর অনলাইনঃ গত ফেব্রুয়ারিতে নিজের বাবা-মা, দিদা ও বোনকে নৃশংস ভাবে খুনের অভিযোগে মালদহের ১৯ বছর বয়সি এক তরুণকে গ্রেফতার করেছে পুলিশ।
"
"A 33-year-old is believed to have become Britain's youngest grandmother in recent times after her daughter, 17, gave birth.
","গত সপ্তাহে নিজের ১৭ বছর বয়সী মেয়ে শিশু সন্তানের জন্ম দেওয়ার পর ৩৩ বছর বয়সী একজন ব্রিটেনের সর্বকনিষ্ঠ নানী হয়েছেন বলে মনে করা হচ্ছে।
"
"A 49-year-old Indiana grandmother is expected next week to become the first Jan. 6 person to be sentenced.
","একজন 49-বছর-বয়সী ইন্ডিয়ানা দাদী পরের সপ্তাহে প্রথম জানুয়ারী হওয়ার আশা করছেন 6 ব্যক্তিকে সাজা দেওয়া হবে।
"
"A 49-year-old Indiana grandmother is predicted subsequent week to grow to be the primary Jan. 6 individual to be sentenced.
","একজন 49-বছর-বয়সী ইন্ডিয়ানা দাদী পরের সপ্তাহে প্রথম জানুয়ারী হওয়ার আশা করছেন 6 ব্যক্তিকে সাজা দেওয়া হবে।
"
"A 72 year-old grandmother.
","৭১ বছর বয়সী দাদি।
"
"A boy goes to his grandmother's house.
","ছেলে যাচ্ছে নানার বাড়িরে।
"
"A card is sweet and all, but personalized bracelet is the best way to let your grandmother keep your sentiments with her at all times.
","একটি কার্ড মিষ্টি এবং সমস্ত, তবে এই ব্রেসলেটটি আপনার মাকে সর্বদা আপনার অনুভূতিগুলি তার কাছে রাখার সর্বোত্তম উপায়।
"
"A classic twig is a proven grandmother's recipe for home delicacy, which is very easy to cook.
","একটি ক্লাসিক twig একটি প্রমাণিত দাদী এর রেসিপি হোম delicacy জন্য, যা রান্না করা খুব সহজ।
"
"A few months ago my grandmother died.
","কিছু মাস আগে আমার দাদি মারা যান।
"
"A few weeks after that, his grandmother returned home.
","এভাবে কয়েকদিন যাওয়ার পর আমার শাশুরী বাড়িতে ফিরে এলো।
"
"A grandmother from long ago...
","প্রাচীনকাল থেকেই নানী...
"
"A grandmother is someone who has silver in her hair and gold in her heart.
","একজন দাদা এমন একজন যার চুলে রূপা এবং মনে মনে স্বর্ণ রয়েছে।
"
"A grandmother tells us the story of her daughter, transgender son in law, and their wonderful children
","একজন দাদি আমাদের তাঁর মেয়ে, হিজড়া পুত্রবধূ এবং তাদের দুর্দান্ত সন্তানদের গল্প শোনান
"
"A grandmother's smile.
","দাদীমার হাসি মুখ।
"
"A letter to my grandmother
","নাতনির কাছে দাদির চিঠি
"
"A mother, grandmother and ...
","পরিবার বলতে মা,দাদিমা আর...
"
"A person's grandmother
","মানুষের একজন নানী
"
"A phone call from your grandmother
","নানী ফোন থেকে কল
"
"A police case has been registered against an Indian man after he murdered his own grandmother.
","তার নিজের নাতিকে খুন করার পরে একজন ভারতীয় ব্যক্তির বিরুদ্ধে একটি পুলিশ মামলা দায়ের করা হয়েছে।
"
"A postcard Ringo Starr sent to his grandmother in 1960.
","একটি পোস্টকার্ড রঙ্গো স্টার 1960 সালে তার নানী পাঠানো।
"
"A proud wife, mother and grandmother.
","একজন গর্বিত মেয়ে, স্ত্রী এবং মা।
"
"A song for my grandmother
","নাতনির জন্য দাদার গান
"
"A story about a little girl and her grandmother.
","এক মেয়ে ও তার শাশুড়ির গল্প।
"
"A trip with grandmother.
","নানীর সাথে ভ্রমণে।
"
"A woman is believed to be the UK's youngest grandmother at 33 after her 17-year-old daughter gave birth last week.
","গত সপ্তাহে নিজের ১৭ বছর বয়সী মেয়ে শিশু সন্তানের জন্ম দেওয়ার পর ৩৩ বছর বয়সী একজন ব্রিটেনের সর্বকনিষ্ঠ নানী হয়েছেন বলে মনে করা হচ্ছে।
"
"A year later, my grandmother died.
","এর এক বছর পর বড় আপা মারা গেল মা হতে যেয়ে।
"
"A. My two grandmothers.
","এক. আমার দুই দাদী।
"
"A: I live with my grandmother at home.
","উত্তর- আমার নানার বাড়ীতে থাকতাম।
"
"A: I was at that time in the house of my grandmother.
","উত্তর- আমার নানার বাড়ীতে থাকতাম।
"
"A: I was in the same house of my grandmother.
","উত্তর- আমার নানার বাড়ীতে থাকতাম।
"
"A: Where is your grandmother.
","প্রশ্নঃ তোমার দাদা কোথায়?
"
"About his grandmother.
","সম্পর্কে তার দাদা-নাতি।
"
