eng_Latn,ben_Beng
"An NSG Commando committed suicide after shooting at his wife and sister-in-law
","স্ত্রী ও শ্যালিকাকে গুলি করে আত্মঘাতী এনএসজি কম্যান্ডো
"
"Anupam Kher's mother, brother, sister-in-law and niece have been diagnosed with Covid-19.
","অনুপম খেরের মা, ভাই, ভাবি ও ভাতিজি করোনায় আক্রান্ত হয়েছেন।
"
"Believing the email to be genuine, Sarbjit's brother and sister-in-law dropped her at the PGIMER on December 26, from where Maninder picked her up.
","ইমেলটি আসল বলে বিশ্বাস করে, সরবজিতের ভাই এবং শ্যালিকা 26 ডিসেম্বর তাকে পিজিআইএমআর-এ ফেলে দেন, সেখান থেকে মনিন্দর তাকে তুলে নিয়ে যায়।
"
"Boris Johnson's pregnant sister-in-law also has coronavirus
","বরিস জনসনের হবু স্ত্রীও করোনায় আক্রান্ত
"
"Cum over sister-in-law's high heel shoes 14:25
","বোন-আইন এর উচ্চ গোড়ালি জুতা উপর তথা 14:25
"
"Earlier Mashrafe's mother-in-law and sister-in-law were infected with coronavirus.
","এর আগে মাশরাফির শাশুড়ি ও স্ত্রীর বোন করোনাভাইরাসে আক্রান্ত হয়েছেন।
"
"Former Chief Minister of the state Buddhadeb Bhattacharya's sister-in-law, Mira Bhattacharya's sister, what is the result!
","Buddhadeb Bhattacharjees Sister in Law: রাজ্যের প্রাক্তন মুখ্যমন্ত্রী বুদ্ধদেব ভট্টাচার্যের শ্যালিকা, মীরা ভট্টাচার্যের বোনের এ কী পরিণতি!
"
"Fortunately, the sister-in-law of one of its principals had an idea: let kids play with it.
","ভাগ্যক্রমে, এর অন্যতম প্রধান অধ্যক্ষের শ্যালকের ধারণা ছিলঃ বাচ্চারা এটি নিয়ে খেলুক।
"
"From this day, we go a step further towards getting our sister-in-law.
","এই দিন থেকে, আমরা আমাদের ভগ্নিপতি পাওয়ার দিকে আরো এক ধাপ এগিয়ে যাই।
"
"Go ahead she isn t looking real brother-in-law and sister-in-law 0525271192
","যাওয়া এগিয়ে তিনি isn t খুঁজছেন বাস্তব ভাই এবং বোন 0525271192 দাদা/ভাই / গত বান্ধবী
"
"He is currently serving a life sentence for the rape and murder of his sister-in-law in 1994.
","১৯৯৪ সালে শ্যালিকাকে ধর্ষণ এবং হত্যাকাণ্ডের ঘটনায় যাবজ্জীবন দণ্ডপ্রাপ্ত এই ব্যক্তি এখন কারাগারে আছেন।
"
"Her sister-in-law Soha Ali Khan will soon become a mother.
","শিগগিরই মা হতে চলেছেন সোহা আলি খান খেমু।
"
"Her sister-in-law does what she can.
","ছোটবোনটা যা পারে, তা-ই করে।
"
"Her sister-in-law was in another room.
","অন্য একটি কক্ষে ছিল তার দুলাভাই ও বোন।
"
"His sister-in-law, Janey Peterson, says she is relieved by the governor's halt.
","তাঁর শ্যালিকা জেনি পিটারসন বলেছেন, গভর্নরের থামিয়ে তিনি স্বস্তি পেয়েছেন।
"
"His wife, son, daughter, and sister-in-law were wounded in the attack.
","ওই হামলায় তার মেয়ে, ছেলে, স্বামী, পুত্রবধূ এবং দুই ভাইঝি নিহত হয়েছে।
"
"How good it is to have a sister-in-law whose heart is as young as your own.
","একজন বোন যার হৃদয় আপনার নিজের মতো তরুন থাকে তা কতই না ভাল।
"
"How is the relationship with sister-in-law?
","কেমন হবে বউ-শাশুড়ির সম্পর্ক?
"
"I enjoyed spending time with my brothers and sister-in-laws.
","আমার আনন্দ ছিল ঐ আব্বা-আম্মা, বোনদের সঙ্গে সময় কাটানোতে।
"
"I fucked my sister-in-law at toilet
","বাথরুমে আমার সৎ বোনকে চুদলাম
"
"I fucked my wife sister-in-law together 07:24
","আমি আমার স্ত্রী fucked: _ ভাইজ একসঙ্গে পূর্ণ 07:24
"
"I have a sister-in-law who I rarely get to chat with on the telephone.
","আমার এক বোন আছে তার সাথে ফোনে কথা বলতে বলতে আমি মাঝে মাঝেই একটু ঝিমিয়ে নেই।
"
"I have not seen sister-in-law
","আমিতো দেখিনি পর্দাশীলা মা-বোনকে
"
"I have to help my sister-in-law.
","ছোটবোনের সাহায্য নিতেই হবে আমার।
"
"I heard about this from my sister-in-law.
","আমার এ ঘটনাটি আমার চাচাত বোন এর কাছ থেকে শুনেছি ।
"
"I heard of it from my sister-in-law.
","আমার এ ঘটনাটি আমার চাচাত বোন এর কাছ থেকে শুনেছি ।
"
"I met Mohammad Abdul Jabbar who lost his wife and sister-in-law.
","ওই ঘটনায় স্ত্রী ও শ্যালিকাকে হারানো মোহাম্মদ আব্দুল জব্বারের সঙ্গে আমার কথা হয়।
"
"I never saw my sister-in-law
","আমিতো দেখিনি পর্দাশীলা মা-বোনকে
"
"I told sister-in-law that now I am going out to eat a little food because I was feeling very hungry.
","আমি ভগ্নিপুত্রকে বললাম যে এখন আমি খুব খিদে পেয়ে যাচ্ছি বলে একটু খাবার খেতে যাচ্ছি।
"
"I want to beat my sister-in-law.
","আমার বিধুবা খালাকে চুদতে চাই।
"
"I wish happiness and love between you and sister-in-law forever.
","আমি আপনার এবং ভগ্নিপতি মধ্যে সুখ এবং ভালবাসা চিরকাল স্থায়ী কামনা করি।
"
"I wish you all the joy you deserve on your birthday, my dear sister-in-law!
","আমি আপনার জন্মদিনে আপনি যে সমস্ত আনন্দের প্রাপ্য তা কামনা করি, আমার প্রিয় বোন!
"
"I'm going out with your sister-in-law tonight.
","তোমার বোনগিরি আমি আজ রাতেই ছুটাবো।
"
"It makes life so much easier to have a sister-in-law like you.
","আপনার মতো বোনের সাথে থাকা জীবনকে এত সহজ করে তোলে।
"
"Last year, his brother and sister-in-law
","গতবছর ভাবী আর তার বোনকে
"
"Lauren Booth, sister-in-law of former British Prime Minister Tony Blair, is a human rights activist and journalist by profession.
","যুক্তরাজ্যের সাবেক প্রধানমন্ত্রী টনি ব্লেয়ারের শ্যালিকা লরেন বুথ পেশায় একজন মানবাধিকারকর্মী ও সাংবাদিক।
"
"Man kills sister-in-law, two sons
","মত্ত স্বামীকে কুপিয়ে খুন বধূর, অনাথ দুই শিশু
"
"Man repeatedly raped mother, sister, sister-in-law; murdered by family members
","ক্রমাগত ধর্ষণ মা, বোন, বউদিকে, পরিবারের হাতে খুন মদ্যপ যুবক
"
"My Provocative sister-in-law 35:33
","আমার প্রলোভনসঙ্কুল বোন ইন আইন 35:33
"
"My brother and sister-in-law do so much for me.
","আমার বোন ও দুলাভাই অনেক কিছু করছেন আমার জন্য।
"
"My new sister-in-law Lana is a welcoming slut who wants to suck my dick right in a backyard of her dad's house.
","আমার নতুন বাংলাচুদাচুদি মুভি বোন লানা একটি স্বাগতপূর্ণ মানুষ তার পিতার বাড়ির পিছনের দিকের উঠোন মধ্যে ধূমপান করতে চান.
"
"My sister-in-law asked me how old is he.
","ভাবী আমাকে জিজ্ঞেস করল তোমার বয়স কত।
"
"My sister-in-law is Russian.
","আমার স্বামীর বোন রাশিয়ান।
"
"My sister-in-law is very powherful.
","আমার বউদি ভীষণ রেসপনসিবল।
"
"My sister-in-law shower 06:37
","আমার বোন ইন আইন ঝরনা 06:37
"
"My sister-in-law understands.
","আমার শাশুরি বুঝতে পারলো।
"
"NSG Commando commits suicide after shooting wife, sister-in-law
","স্ত্রী ও শ্যালিকাকে গুলি করে আত্মঘাতী এনএসজি কম্যান্ডো
"
"NSG commando commits suicide after shooting wife, sister-in-law
","স্ত্রী ও শ্যালিকাকে গুলি করে আত্মঘাতী এনএসজি কম্যান্ডো
"
"NSG commando kills himself after shooting wife and sister-in-law
","স্ত্রী ও শ্যালিকাকে গুলি করে আত্মঘাতী এনএসজি কম্যান্ডো
"
"Now we had become famous in the whole college like Laila Majnu, all our friends started calling her sister-in-law.
","লায়লা মজনুর মতো আমরা এখন পুরো কলেজে বিখ্যাত হয়ে গিয়েছিলাম, আমাদের সমস্ত বন্ধুরা তাকে বৌদি হিসাবে ডাকতে শুরু করেছিল।
"
"On Jun 22, the Anti-corruption Commission wrote to the Bangladesh Bank with a request to freeze all accounts with local and foreign banks that belong to MP Shahid, his wife Selina, daughter Wafa Islam and sister-in-law Jasmine.
","গত ২২ জুন একই অভিযোগে দেশি-বিদেশি ব্যাংক ও আর্থিক প্রতিষ্ঠানে পাপুল, স্ত্রী সেলিনা, মেয়ে ওয়াফা ইসলাম ও শ্যালিকা জেসমিনের ব্যক্তিগত ও ব্যবসায়িক সব হিসাব স্থগিত করতে বাংলাদেশ ব্যাংকে চিঠি দেয় দুদক।
"
"On June 22 last year, the ACC sent a letter to Bangladesh Bank to freeze the business accounts of Papul, his wife Salina, daughter Wafa Islam, and sister-in-law Jasmine at both local and foreign banks and financial institutions.
","গত ২২ জুন একই অভিযোগে দেশি-বিদেশি ব্যাংক ও আর্থিক প্রতিষ্ঠানে পাপুল, স্ত্রী সেলিনা, মেয়ে ওয়াফা ইসলাম ও শ্যালিকা জেসমিনের ব্যক্তিগত ও ব্যবসায়িক সব হিসাব স্থগিত করতে বাংলাদেশ ব্যাংকে চিঠি দেয় দুদক।
"
"On June 22, the ACC sent a letter to Bangladesh Bank to suspend all personal and business accounts of Papul, his wife Selina, daughter Wafa Islam and sister-in-law Jasmine in domestic and foreign banks and financial institutions on the same allegation.
","গত ২২ জুন একই অভিযোগে দেশি-বিদেশি ব্যাংক ও আর্থিক প্রতিষ্ঠানে পাপুল, স্ত্রী সেলিনা, মেয়ে ওয়াফা ইসলাম ও শ্যালিকা জেসমিনের ব্যক্তিগত ও ব্যবসায়িক সব হিসাব স্থগিত করতে বাংলাদেশ ব্যাংকে চিঠি দেয় দুদক।
"
"On Monday, authorities unsealed court documents charging Paul Caneiro with murdering his brother, sister-in-law, a niece and nephew, detailing evidence recovered tying him to the killings, including clothing and a knife both smeared with blood.
","সোমবার, কর্তৃপক্ষ তার ভাই, ভগ্নিপতি, একটি ভাগ্নী এবং ভাগ্নীকে হত্যার অভিযোগে পল কেনেরিওর বিরুদ্ধে অভিযোগের আদালতের নথিপত্র আনসিল করে, প্রমাণ সহ বিশদভাবে তাকে উদ্ধার করে পোশাক এবং একটি ছুরি উভয়কে রক্তের গন্ধে আবদ্ধ করে।
"
"Previous Post: My sister-in-law
","Previous Post:সন্ধ্যা আমার বোন
"
"Previous: Man accused of raping sister-in-law
","Previous: সংখ্যালঘু দুই বোনকে ধর্ষণ চেষ্টা অভিযোগ
"
"Quality time with the sister-in-law 02:08
","বোন ইন আইন সঙ্গে মান সময় 02:08
"
"Quality time with the sister-in-law 2:08
","বোন ইন আইন সঙ্গে মান সময় 02:08
"
"Ravi- (standing below the bed), sister-in-law, I can not do this with you ... I can not do this.
","রবি- (বিছানার নিচে দাড়িয়ে) না দিদি তোমার সাথে এসব করা আমার ঠিক হচ্ছেনা... আমি এটা করতে পারবো না।
"
"Sex with sister-in-law mp3
","বোনের সাথে চুদাচুদি mp3
"
"She alleged that her husband and sister-in-law had been physically and mentally harassing her since marriage.
","বিয়ের পর থেকেই স্বামী তার ওপর শারীরিক ও মানসিক অত্যাচার করতো বলে অভিযোগ করেন স্ত্রী।
"
"She is the sister-in-law of former British prime minister Tony Blair.
","তিনি প্রাক্তন ব্রিটিশ প্রধানমন্ত্রী টনি ব্লেয়ারের স্ত্রী।
"
"She looks just like my sister-in-law!
","মেয়েটা দেখতে হুবহু আমার চাচাতো বোন মাইশার মত !
"
"So, Ahmed, his wife, his daughter and sister-in-law piled into an ambulance.
","উপায় না দেখে আহমেদ, তার স্ত্রী, কন্যা আর শ্যালিকা একটি অ্যাম্বুলেন্সে চড়ে বসেন।
"
"So, to you a special love I send, To not just my sister-in-law, but also my friend.
","সুতরাং, আমি আপনাকে একটি বিশেষ ভালবাসা প্রেরণ করছি, কেবল আমার শ্যালককে নয়, আমার বন্ধুকেও।
"
"So, to you a special love I send, to not just my sister-in-law, but also my friend.
","সুতরাং, আমি আপনাকে একটি বিশেষ ভালবাসা প্রেরণ করছি, কেবল আমার শ্যালককে নয়, আমার বন্ধুকেও।
"
"Step-brother porks his sister-in-law in shower
","বিকৃত ভাই ঝরনায় তার বোনকে চোদাচ্ছে
"
"Talking with my sister-in-law.
","আমার মায়াবী বোনের সাথে গল্প করতে।
"
"The police has arrested the husband along with the sister-in-law
","'ক্রেতা'-সহ স্বামীকে গ্রেফতার করল পুলিশ
"
"The sleeping sister-in-law 11 min
","ছোট বোন 11 min
"
"The two of them never had a traditional sister-in-law relationship.
","তাদের দুজনের সম্পর্ক প্রথাগত বউদি-দেবরের ছিলো না।
"
"Then I started beating my heart and told the sister-in-law that I am going to my room.
","তারপরে আমি আমার হৃদয়কে প্রহার করতে শুরু করি এবং আমার বোনকে বলেছিলাম যে আমি আমার ঘরে যাচ্ছি।
"
"Then they wounded his sister-in-law and killed her 9-month-old daughter.
","এরপর তার ভাতিজিকে কুপিয়ে জখম করে ও ৯ মাস বয়সী একটি শিশুকে ছুড়ে ফেলে দেয়।
"
"Three things I'm grateful for today: my sister-in-law, my sister-in-law's birthday party, and cake.
","আমি আজ তিনটি জিনিসের জন্য কৃতজ্ঞঃ আমার ভাই, আমার ভাইয়ের জন্মদিনের পার্টি এবং কেক।
"
"To whom I am dubbed, I agree to tolerate what he says - Do not talk about what his sister-in-law says, but so does not tolerate his sister-in-law.
","যাঁর কাছে হতবুদ্ধি হয়ে আছি তিনি যা বলেন সহ্য করতে রাজি আছি- তাঁর ভগ্নী যা বলবেন তার উপরেও কথা কব না, কিন্তু তাই বলে তাঁর ভগ্নীপতি পর্যন্ত সহিষ্ণুতা চলবে না।
"
"Today is Sheri, my dear sister-in-law's, birthday.
","শের শায়রী বলেছেনঃ আমার প্রিয় বোনের শুভ জন্মদিন আজকে।
"
"Tomorrow my brother and sister-in-law arrive.
","কাল ভাইয়া আর ভাবী আসছে।
"
"Unable to bear pain, Sushant Singh Rajput's sister-in-law passes away
","দেওর সুশান্তের প্রয়াণের শোক নিতে পারলেন না, পুর্ণিয়াতে মৃত্যু বউদির _ Sushant Singh Rajput's sister-in-law passes away
"
"We had to choose between Srini's dream of us retiring in our 40s and paying my sister-in-law Priya's dowry.
","""""""আমাদের চল্লিশের দশকে অবসর নেওয়ার এবং আমার ভগ্নিপতি প্রিয়ার যৌতুক প্রদানের শ্রীনির স্বপ্নের মধ্যে আমাদের বেছে নিতে হয়েছিল।""
"
"We needed to choose between Srini's dream of us retiring in our 40s and paying my sister-in-law Priya's dowry.
","""""""আমাদের চল্লিশের দশকে অবসর নেওয়ার এবং আমার ভগ্নিপতি প্রিয়ার যৌতুক প্রদানের শ্রীনির স্বপ্নের মধ্যে আমাদের বেছে নিতে হয়েছিল।""
"
"Well anyways, she is my sister-in-law.
","যতোই হোক, ও আমার হবু বউ।
"
"When I asked about brother, sister-in-law told that he had left for work a day earlier.
","আমি যখন ভাইয়ের বিষয়ে জিজ্ঞাসা করি, তখন শ্যালিকা বলেছিল যে সে একদিন আগেই কাজে চলে গেছে।
"
"You are more than just a sister-in-law, you are a sister of mine.
","তুই তো এক বোন শ্বাশুড়ির চেয়ে বেশি, তুমি আমার বোন।
"
"You are the friend I would be proud to call a friend any day, dear sister-in-law.
","শ্বশুর শাশুড়ী, আপনি সেই বন্ধু, যে কোনও দিন কোনও বন্ধুকে ডাকতে আমি গর্ববোধ করব।
"
"You're more than a sister-in-law to me, you're a sister.
","তুই তো এক বোন শ্বাশুড়ির চেয়ে বেশি, তুমি আমার বোন।
"
"Your sister-in-law is calling
","আপনার বোন কলিং হয়
"
"Your sister-in-law is ill!
","তোর বড়নানী খুব অসুস্থ রে!
"
"sister-in-law makes it
","ছোট বোন তা-তা করে
"
"sister-in-law out of the house?
","বাড়ির বৌদি ছেড়ে বাইরের বৌদি?
"
"tips make-up artist, and her sister-in-law Samantha Chapman and install
","পরামর্শ মেকআপ শিল্পী এবং তার বোন ইন আইন, সামান্থা চ্যাপম্যান এবং সেট আপ একটি
"
"A little while later my sister-in-law and niece arrive.
","কিছুক্ষণ পরেই আমার শশুর এবং শাশুড়ি আসলেন, এসেই বললেন-
"
"The bail petitioners are Papul's wife, Selina Islam, daughter Wafa Islam and sister-in-law Jesmin Prodhan.
","হলেন- পাপুলের স্ত্রী সেলিনা ইসলাম, শ্যালিকা জেসমিন প্রধান ও মেয়ে ওয়াফা
"
"I lost 18 of my family members, including my mother, three brothers and sister-in-laws.
","আমার মা, তিন ভাই ভাতৃবধূসহ সব পরিবারের ১৮ জনকে হারাই।
"
"Congrats to your brother and sister-in-law!
","আপনাকে ও আপনার জণগনকে অভিনন্দন!
"
"""My sister-in-law and the wife of Nawaz Sharif sahib is no more amongst us.
","তিনি লিখেছেন, ‘আমার ভাবী ও নওয়াজ শরিফ সাহেবের স্ত্রী আর আমাদের মাঝে নেই।
"
"I am the sister of the king, the sister-in-law of the king’s wife.
","আমি সেই রাজপুত্রের সহোদর রাজকন্যার গায়িকা ।
"
"Apart from his stunning wife, Kareena Kapoor Khan, sister-in-law Karisma Kapoor was present too.
","পাশেই ছিলেন তার স্ত্রী কারিনা কাপুর খান।
"
"I am the sister of the king, the sister-in-law of the king’s wife.
","অন্বরেশ্বরের কন্তা আমি, মোগ্ল-বাদশাহের পুত্রবধূ আমি ।
"
"The CBI has earlier questioned Abhishek's wife Rujira Banerjee and his sister-in-law Menka in connection with the same case.
","কয়লাকাণ্ডে তৃণমূল সাংসদ অভিষেক বন্দ্যোপাধ্যায়ের স্ত্রী রুজিরা এবং শ্যালিকা মেনকা গম্ভীরকে আগেই জিজ্ঞাসাবাদ করেছিল সিবিআই।
"
"The others accused is the case are Papul's wife Selina Islam, their daughter Wafa Islam, and Papul's sister-in-law Jesmin Prodhan.
","মামলার অন্য আসামিরা হলেন- পাপুলের মেয়ে ওয়াফা ইসলাম ও সেলিনার বোন জেসমিন প্রধান।
"
"The others accused is the case are Papul's wife Selina Islam, their daughter Wafa Islam, and Papul's sister-in-law Jesmin Prodhan.
","মামলার অন্য আসামিরা হলেন- পাপুলের স্ত্রী এমপি সেলিনা ইসলাম, শ্যালিকা জেসমিন প্রধান ও মেয়ে ওয়াফা ইসলাম।
"
"The Central Bureau of Investigation (CBI) has summoned the sister-in-law of Abhishek Banerjee, Maneka Gambhir, and her husband Ankur Arora in connection with the coal smuggling case.
","কয়লাকাণ্ডে অভিষেক বন্দ্যোপাধ্যায়ের (Abhishek Banerjee) শ্যালিকা মেনকা গম্ভীরের (Menaka Gambhir) স্বামী ও শ্বশুরকে তলব করল সিবিআই (CBI)।
"
"And I enjoy spending time with my sister-in-law and the family.
","আর বাবা-মা-ভাই-বোনদের সঙ্গে সময় কাটাতে ভীষণ পছন্দ করি।
"
"Salman Khan’s sister-in-law Seema, who is the wife of Sohail Khan, was also present.
","এতে জড়িত ছিল সালমান শাহের স্ত্রী সামিরার পরিবারও।
"
"My sister-in-law's husband died.
","বোনের স্বামী মারা গেছে।
"
"Aishwarya, who was in the audience cheering her on, was joined by husband Abhishek Bachchan, mother Brinda Rai, father-in-law Amitabh Bachchan and sister-in-law Shweta Nanda.
","তাঁর সঙ্গে ছিলেন স্বামী অভিষেক বচ্চন, মেয়ে আরাধ্যা বচ্চন, মা বৃন্দা রাই এবং দাদা আদিত্য রাই।
"
"The daughter of former chief minister and Telugu Desam Party (TDP) founder NT Rama Rao, Purandeswari is also the sister-in-law of TDP president Chandrababu Naidu and the two have been engaged in a bitter battle to inherit NTR's legacy.
","তাঁদের পাশে দাঁড়ালেন অন্ধ্রের প্রাক্তন মুখ্যমন্ত্রী তথা তেলুগু দেশম পার্টি (টিডিপি) সভাপতি চন্দ্রবাবু নাইডু, তাঁর স্ত্রী এন ভূবনেশ্বরী, যিনি টিডিপি প্রতিষ্ঠাতা-তেলুগু সুপারস্টার তথা রাজ্যের প্রাক্তন মুখ্যমন্ত্রী প্রয়াত এন টি রাম রাওয়ের কন্যা।
"
"The others accused is the case are Papul's wife Selina Islam, their daughter Wafa Islam, and Papul's sister-in-law Jesmin Prodhan.
","এ মামলার অপর আসামিরা হলেন- পাপুলের স্ত্রী সেলিনা ইসলাম, শ্যালিকা জেসমিন প্রধান ও মেয়ে ওয়াফা ইসলাম।
"
"Apart from the husband Lalit Jain, police have also arrested Lalit’s father, brother, sister-in-law and his brother’s brother-in-law for being passive participants in Silky’s murder.
","এই খুনের ঘটনার সঙ্গে জড়িত থাকার অভিযোগে ললিত, তার বাবা, ভাই, ভাইয়ের বউ এবং ভাইয়ের শ্যালককে গ্রেফতার করেছে পুলিশ।
"
"Ash with parents, brother and sister-in-law.
","মা-বাবা ও ভাইয়ের সঙ্গে ভনিশা।
"
"‘Stiva!’ said Levin unexpectedly; “how is it you don’t tell me whether your sister-in-law’s married yet, or when she’s going to be?’
","অপ্রত্যাশিতভাবে লেভিন বলে উঠল, “তোমার শ্তালিকার বিয়ে হয়ে গেছে কি না, বা কখন হবে, সে কথা আমাকে বল নি কেন?
"
"“He is a relative of my sister-in-law and my nephew.
","“তিনি মোর ভ্রাতা পিতা বান্ধব স্বজন।
"
"His mother and sister-in-law become surprised.
","তাহার জননী ও পিশিমাঁও চাহিয়া ছিলেন অবাক বিস্ময়ে ।
"
"“My family comprises my parents, brother and sister-in-law.
","তিনি বলেন, ‘মা-বাবা, ভাই-বোন, স্ত্রী-সন্তান নিয়েই আমাদের সংসার।
"
"A sister-in-law and my brother-in-law were also there.
","সঙ্গে ছিলেন আমার একটি ভ্রাতা ও একটি ভগ্নী।
"
"So does my sister-in-law.
","আমার মিলি খালাও তেমনি।
"
"""My sister-in-law and the wife of Nawaz Sharif sahib is no more amongst us.
","তিনি লিখেছেন, “আমার ভাবী ও নওয়াজ শরিফ সাহেবের স্ত্রী আর আমাদের মাঝে নেই।
"
"His mother and Brothers and sisters-in-law used to stay with us only in Mumbai.
","তাঁর মা, ভাই-বোনরা আমাদের সাথে কেবল মুম্বাইতেই থাকতেন।
"
"His mother and brothers and sisters-in-law used to stay with us only in Mumbai.
","তাঁর মা, ভাই-বোনরা আমাদের সাথে কেবল মুম্বাইতেই থাকতেন।
"
"His mother, brothers and sisters-in-law used to stay with us in Mumbai.
","তাঁর মা, ভাই-বোনরা আমাদের সাথে কেবল মুম্বাইতেই থাকতেন।
"
"I and my younger sister Rehana had lost 18 of my family members, including my beloved father, mother, brothers, sisters-in-law and other close relatives with the bullets fired by the killers.
","ঘাতকের নির্মম বুলেটের আঘাতে আমি ও রেহানা হারালাম প্রাণপ্রিয় মা, বাবা, তিন ভাই, ভ্রাতৃবধূদের এবং অন্যান্য আত্মীয়-স্বজনসহ ১৮ জন সদস্যকে।
"
"I have four sisters-in-law at home.
","ঘরে চারজন বউ আমার।
"
"I love this village of innocent men and women, affectionate sisters-in-law and simple children.
","আমি নিরীহ পুরুষ ও মহিলা, স্নেহসদি বোনের শাশুড়ি এবং সাধারণ শিশুদের এই গ্রামটিকে ভালবাসি।
"
"In return of the milk, the groom must give money to his sisters-in-law before they let him in.
","দুধের বিনিময়ে, বরকে তার ভিতরে যাওয়ার আগে বরকে তার বোনদের অবশ্যই টাকা দিতে হবে।
"
"They are sisters-in-law!
","তারা যমজ বোন!
"
"Yet, the two never imagined that they would someday be sisters-in-laws.
","তখনও অবশ্য দু'জনের কেউই ভাবতে পারেননি একদিন তাঁরা শ্যালক-ভগ্নীপতি হবেন।
"
