eng_Latn,ben_Beng
"""""""I think it's her uncle.""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""""""I think not, uncle.""
","- মনে হয় না, চাচা।
"
"""""""I thought he was her uncle.""""""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""""""I thought he was my uncle.""""""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""""""I thought he was your uncle.""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""""""I thought he was your uncle.""""""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""""""I thought it was my uncle.""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""""""I was present in the house of Abdullah ibn Jud'an along with my uncles.""
","""""""আমি অঙ্গীকারের সময় আব্দুল্লাহ ইবন জুদআনের গৃহে উপস্থিত ছিলাম।""
"
"""""""If he's your uncle then I must be your Dad.""""""
","""""""আমি আপনার আংকেল হলে আপনার আম্মা আমার ভাবী হবার কথা""""।""
"
"""""""If you repay, I'll say uncle!""""""
","""""""বেশি ঢং করলে চাচা-চাচিকে বলে দেব তোমার কথা!""
"
"""""""It truly is a conspiracy from our family,"""" reported a female whose father, uncles and brothers are amongst the accused.""
","""""""এটি আমাদের পরিবারের বিরুদ্ধে একটি ষড়যন্ত্র,"""" বললেন এক মহিলা, যার বাবা, চাচা এবং ভাইদের এই ঘটনায় আসামি করা হয়েছে।""
"
"""""""It's a conspiracy against our family,"""" a woman whose father, uncles and brothers are among the accused, said.""
","""""""এটি আমাদের পরিবারের বিরুদ্ধে একটি ষড়যন্ত্র,"""" বললেন এক মহিলা, যার বাবা, চাচা এবং ভাইদের এই ঘটনায় আসামী করা হয়েছে।""
"
"""""""It's a conspiracy against our family,"""" said a woman whose father, uncles and brothers are among the accused.""
","""""""এটি আমাদের পরিবারের বিরুদ্ধে একটি ষড়যন্ত্র,"""" বললেন এক মহিলা, যার বাবা, চাচা এবং ভাইদের এই ঘটনায় আসামি করা হয়েছে।""
"
"""""""It's my uncle""""""
","""""""আমার চাচা""""""
"
"""""""It's true the Baby's DNA sample has matched that of the [second] uncle,"""" she said.""
","তিনি বলেন, 'এটি সত্য যে শিশুটির ডিএনএ নমুনা (দ্বিতীয়) চাচার সঙ্গে মিলে গেছে।
"
"""""""It's uncle now, is it?""
","""""""ওহ এখন চাচ্চু পঁচা হয়ে গেল তাই না?""
"
"""""""Keep your eyes open"""" my uncle said.""
",""""""" চোখ কচলে চাচা বলল।""
"
"""""""My uncle has this name.""
",""""""" আমার এক চাচা এই নাম রেখেছিলেন।""
"
"""""""My uncle said the driver had shouted """"I want to kill all Muslims'.""
","""তিনি বলেন, """"আমার চাচা জানিয়েছেন, ভ্যানে চালক চিৎকার করে বলছিলেন - 'আমি সব মুসলমানকে হত্যা করতে চাই।""
"
"""""""My uncle said the driver had shouted 'I want to kill all Muslims'.""
","""তিনি বলেন, """"আমার চাচা জানিয়েছেন, ভ্যানে চালক চিৎকার করে বলছিলেন - 'আমি সব মুসলমানকে হত্যা করতে চাই।""
"
"""""""My uncle was imprisoned in""
",""""""" চাচা জেলে প্রহৃত""
"
"""""""My uncle works in the police.""
","- আমার চাচা পুলিশে চাকরী করে।
"
"""""""My uncle's will.""
","""""""তোমার চাচী আম্মার ইচ্ছা।""
"
"""""""My uncles""""""
","""""""আমার চাচা""""""
"
"""""""My uncles, do not kill me.""
","""""""শিকারী-ভাই, আমাকে মেরো না।""
"
"""""""No fear, uncle.""
","""""""ভয় নেই আঙ্কেল।""
"
"""""""No need to worry, uncle.""
","""""""চিন্তার কিছু নাই চাচা।""
"
"""""""No, uncle, my mother's sick.""
","""""""না মা,আন্টি অসুস্থ!""
"
"""""""Nothing,"""" his uncle said.""
","""চাচা বলেন,""""তেমন কিছু না।""
"
"""""""O my uncle, say:""
","""""""হে আমার চাচাজান, বলুনঃ""
"
"""""""Oh no, uncle, it was delightful.""
","""""""না না চাচী, অনেক মজা হয়েছে।""
"
"""""""Oh, so it's her uncle now, is he?""
","""""""ওহ এখন চাচ্চু পঁচা হয়ে গেল তাই না?""
"
"""""""On the what, uncle?""""""
","""""""কোন বিষয়ে চাচা""""?""
"
"""""""Please, uncle!""
","""""""প্লিজ আংকেল!""
"
"""""""Shashi (Kapoor) uncle would tell me later that whenever I cried, I would also make sure to see a mirror to find out how I was looking!""""""
","""""""শশী (কাপুর) চাচা আমাকে পরে বলতেন যে যখনই আমি কান্নাকাটি করতাম, আমি কী দেখছিলাম তা জানার জন্য একটি আয়নাও দেখতে নিশ্চিত করতাম!""
"
"""""""She is well uncle.""
","""""""তা চাচা শরীর ভাল তো।""
"
"""""""So he's your uncle?""""""
","'ও কি তোমার চাচার লোক?
"
"""""""Sorry uncle!""
","""""""সরি আঙ্কেল!""
"
"""""""They killed my uncle.""
","""""""তারাই আমার ভাতিজাকে হত্যা করেছে।""
"
"""""""We're not sure where he is, but it could be Afghanistan,"""" Ahmad al-Attas, Hamza's uncle, told the Guardian.""
","এখন সে কোথায় আছে, সে ব্যাপারে আমরা নিশ্চিত না; আফগানিস্তানে হতে পারে,' বলেন আহমদ আল আত্তাস।
"
"""""""What are you doing home uncle?""
","'বাড়িতে কী কাজ করেন চাচা?
"
"""""""What does that mean, uncle?""""""
","""""""এটার মানে কি চাচ্চু?""
"
"""""""What does this mean, uncle?""""""
","""""""এটার মানে কি চাচ্চু?""
"
"""""""What have I done, uncle?""
","""""""আমি কি করলাম মামু?""
"
"""""""When did your uncle die?""""""
","""""""কবে মরেছে চাচা?""
"
"""""""When do we go, uncle?""""""
","- আমরা কখন যামু চাচা।
"
"""""""Where are you going uncle?""""""
","""""""তো আপনি কোথায় যাবেন আঙ্কেল?""
"
"""""""While most knew Paul Allen as a technologist and philanthropist, for us he was a much-loved brother and uncle, and an exceptional friend.""
","যদিও বেশিরভগ মানুষই পল অ্যালেনকে একজন প্রযুক্তিবিদ এবং মানবহিতৈষী হিসাবে জানতেন কিন্তু আমাদের জন্য তিনি ছিলেন প্রিয় ভাই, চাচা এবং একজন ব্যতিক্রমী বন্ধু।
"
"""""""While most people knew Paul Allen as a technologist and philanthropist, he was a beloved brother and uncle to us and a special friend.""""""
","যদিও বেশিরভগ মানুষই পল অ্যালেনকে একজন প্রযুক্তিবিদ এবং মানবহিতৈষী হিসাবে জানতেন কিন্তু আমাদের জন্য তিনি ছিলেন প্রিয় ভাই, চাচা এবং একজন ব্যতিক্রমী বন্ধু।
"
"""""""Why not drive back, uncle?""""""
","""""""কেন পালাবে না চাচা?""
"
"""""""Why not uncle?""
","""""""কেন না চাচা?""
"
"""""""Why not you, uncle?""
","""""""কেন না চাচা?""
"
"""""""Why not, uncle?""
","""""""কেন না চাচা?""
"
"""""""Why your uncle?""""""
","'কেন আপনের চাচী'
"
"""""""You cannot do that, uncle.""""""
","""""""সেটা আপনি পারবেন না ডিকোস্টা আঙ্কল।""
"
"""""""You'd have to ask my uncle.""
","""""""ঐ চাচাকে জিজ্ঞেস করলেই তো হয়।""
"
"""""""Your mother knows my uncle?""
","'আঙ্কল তুমি আমার মা কে চেনো?
"
"""""""Your own uncle did that?""""""
","""চাচা এসব নিজের হাতে করেছ নাকি""""?""
"
"""""""Your uncle and... your father.""
","""- """"আর. . আর uncle,মানে তোমার বাবা.""
"
"""""""fear not uncle.""
","""""""ভয় নেই আঙ্কেল।""
"
"""""""my uncles""""""
","""""""আমার চাচা""""""
"
"""""""the uncle""""""
","""""""আমার চাচা""""""
"
"""""""what of uncle?""""""
","""""""কোন বিষয়ে চাচা""""?""
"
"""15 Saul's uncle said, """"Please tell me what Samuel told you.""""""
","""15শৌলের কাকা বললেন, """"আমাকে বল, শমূয়েল তোমাদের কি বলেছেন?""
"
"""15 Saul's uncle said, """"Tell me what Samuel said to you.""""""
","""15শৌলের কাকা বললেন, """"আমাকে বল, শমূয়েল তোমাদের কি বলেছেন?""
"
"""A significant number of adults and reasonable citizens spend their time to increase the profits of other people, in other words, """"work for uncle,"""" having spoiled on their own development and well-being.""
","""প্রাপ্তবয়স্কদের একটি উল্লেখযোগ্য সংখ্যা এবং যুক্তিসঙ্গত নাগরিকরা অন্য লোকেদের মুনাফা বাড়ানোর জন্য, অন্য কথায়, """"চাচা জন্য কাজ,"""" তাদের নিজস্ব বিকাশ ও সুস্থতার উপর নষ্ট হয়ে যায়।""
"
"""AP - US President Donald Trump's niece said her uncle is """"criminal, cruel and traitorous"""" and belongs in prison after he leaves the White House.""
","""রাষ্ট্রপতি ডোনাল্ড ট্রাম্পের ভাতিজি বলেছেন যে তার চাচা """"অপরাধী, নিষ্ঠুর এবং বিশ্বাসঘাতক"""" এবং হোয়াইট হাউস ছেড়ে যাওয়ার পরে কারাগারে রয়েছেন।""
"
"""According to Amarjeet's uncle, some family members were aware of the crimes, but they were considered """"family matters.""""""
","অমরজিতের চাচার মতে, পরিবারের কিছু সদস্য এই অপরাধের কথা জানতেন; তবে তারা একে বিবেচনা করতেন 'পারিবারিক বিষয়' হিসেবে।
"
"""According to the British news agency Reuters Amrullah Saleh's nephew Ibadullah stated that """"they killed my uncle.""""""
","এক ক্ষুদে বার্তার মাধ্যমে আমরুল্লাহ সালেহের ভাতিজা এবাদুল্লাহ সালেহ রয়টার্সকে জানিয়েছেন, 'তারা (তালেবান) আমার চাচাকে হত্যা করেছে।
"
"""An Amazon blurb for Ms Trump's book says the author will set out how her uncle """"became the man who now threatens the world's health, economic security and social fabric.""""""
","""এর আগে অ্যামাজন থেকে এই আত্মজীবনীর যে সারসংক্ষেপ প্রকাশ করা হয়েছিল তাতে বলা হয়েছে, """"তার চাচা ট্রাম্প কীভাবে বিশ্বের স্বাস্থ্য, অর্থনৈতিক এবং সামাজিক নিরাপত্তা বিরুদ্ধে হুমকি হয়ে উঠলেন সেই ব্যাখ্যা লেখিকা তার আত্মজীবনীতে দেবেন।""
"
"""Can I talk to my uncle?""""""
","""-""""তোমার আন্টির সাথে কথা বলতে পারি?""
"
"""He answered: 'That is his uncle Abu Lahab.' """"""
","বাবা জবাব দেন, 'সে ঐ ব্যক্তির চাচা আবু লাহাব।
"
"""He's your uncle?""""""
","'ও কি তোমার চাচার লোক?
"
"""Her uncle wouldn't hear of it.""""""
",""""""" চাচা-চাচি সেটা শুনলেন না।""
"
"""I asked my uncle, """"How do they look like this?""
","""আমি চাচাকে জিজ্ঞেস করলাম,""""এটা' কিভাবে লাগায়?""
"
"""I said """"It is me uncle.""""""
","""আমি বললাম """" অ'ই তো আংকেলের """"।""
"
"""I think it was her uncle's.""""""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""I thought he was her uncle""""""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""I thought it was my uncle.""""""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""I thought that he was your uncle.""""""
","""""""আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""I want dedicate it to my uncle and my 3-month-old daughter.""""""
","আমি এটি আমার চাচা এবং আমার 3 মাস বয়সী কন্যাকে উত্সর্গ করতে চাই।
"
"""In an exclusive Gupshup with DESIblitz, he reveals the sizzling tale which is now infused into Scottish folklore: """"The Chicken Tikka Masala was invented by my uncle, Ali Ahmed Aslam.""
","""ডিইএসব্লিটজ-এর একচেটিয়া গুপশাপে তিনি সেই সিজল গল্পটি প্রকাশ করেছেন যা এখন স্কটিশ লোককাহিনীতে জড়িয়ে আছেঃ """"চিকেন টিক্কা মাসআলা আমার চাচা আলী আহমেদ আসলাম আবিষ্কার করেছিলেন।""
"
"""In one of his functions he wrote: """"After a long time, the special assistant to the BNP chairman and my uncle lawyer Shamsur Rahman Shimul Biswas was released on bail.""
","এক স্ট্যাটাসে তিনি লেখেন, 'দীর্ঘদিন কারাভোগের পর, বিএনপি চেয়ারপারসনের বিশেষ সহকারী ও আমার চাচা অ্যাডভোকেট শামসুর রহমান শিমুল বিশ্বাস জামিনে মুক্তি পেয়েছেন।
"
"""It washed away my grandparents and the uncles and aunts in a few seconds, right in front of my father's eyes,"""" the 40-year-old said.""
","""এটি কয়েক সেকেন্ডের মধ্যে আমার পিতামহের চোখের সামনে আমার দাদা-দাদি এবং চাচা-চাচীকে ধুয়ে দিয়েছে,"""" 40 বছর বয়সী এই ব্যক্তি বলেছিলেন।""
"
"""Mary Trump's 2020 book """"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,"""" painted a damning image of her uncle.""
","'মেরি ট্রাম্প তার বই TOO MUCH AND NEVER ENOUGH: HOW MY FAMILY CREATED THE WORLD'S MOST DANGEROUS MAN (এটা খুবই বাড়াবাড়ি এবং এমার পরিবার কিভাবে বিশ্বের জন্য একজন বিপজ্জ'নক ব্যক্তিকে তৈরি করেছে।
"
"""My father died, my uncle died...""""""
","আমার চাচা মারা গেছে এবং আমার ব. . .
"
"""My uncle is my uncle.""""""
","""চাচ্চু আমার চাচ্চু""""।""
"
"""My uncle's my uncle.""""""
","""চাচ্চু আমার চাচ্চু""""।""
"
"""My uncle.""""""
","""""""আমার চাচা""""""
"
"""My uncles and many older men were gone.""""""
","'আমার বড় চাচারা, বুড়া চাচারাও অনেকেই চলে গেছেন অন্যদিকে'
"
"""Naveen does not need to worry about her future, she has her other mother, Umi, her uncles, relatives and father to look after her.""""""
","'নবীনকে তার ভবিষ্যতের বিষয়ে চিন্তা করতে হবে না, তার অন্য মা, উমি, তার চাচাতো ভাই, আত্মীয় ও বাবাকে তার দেখাশোনা করতে হবে
"
"""Older people often have children from previous relationships and it's becoming more common for families to be 'blended' with step brothers and sisters, aunts, uncles and grandparents.... continue reading """"""
","বয়স্ক ব্যক্তিদের প্রায়ই পূর্ববর্তী সম্পর্ক থেকে সন্তান থাকে এবং ধাপে ধাপে ভাই ও বোন, আন্ট, চাচা এবং দাদা-দাদীসহ পরিবারগুলি 'মিশ্র' হওয়ার জন্য এটি আরো সাধারণ হয়ে উঠছে।
"
"""One person wrote: """"I thought it's her chacha or uncle.""""""
","""একজন ব্যক্তি লিখেছেনঃ """"আমি ভেবেছিলাম এটি তার চাচা বা চাচা।""
"
"""President Donald Trump's niece (Mary Trump) says her uncle is 'criminal, cruel and traitorous' and belongs in prison after he leaves the White House...""""""
","""রাষ্ট্রপতি ডোনাল্ড ট্রাম্পের ভাতিজি বলেছেন যে তার চাচা """"অপরাধী, নিষ্ঠুর এবং বিশ্বাসঘাতক"""" এবং হোয়াইট হাউস ছেড়ে যাওয়ার পরে কারাগারে রয়েছেন।""
"
"""President Donald Trump's niece says her uncle is """"criminal, cruel and traitorous"""" and belongs in prison after he leaves the White House. [...]""
","""রাষ্ট্রপতি ডোনাল্ড ট্রাম্পের ভাতিজি বলেছেন যে তার চাচা """"অপরাধী, নিষ্ঠুর এবং বিশ্বাসঘাতক"""" এবং হোয়াইট হাউস ছেড়ে যাওয়ার পরে কারাগারে রয়েছেন।""
"
"""President Donald Trump's niece says her uncle is """"criminal, cruel and traitorous"""" and belongs in prison after he leaves the White House.""
","""রাষ্ট্রপতি ডোনাল্ড ট্রাম্পের ভাতিজি বলেছেন যে তার চাচা """"অপরাধী, নিষ্ঠুর এবং বিশ্বাসঘাতক"""" এবং হোয়াইট হাউস ছেড়ে যাওয়ার পরে কারাগারে রয়েছেন।""
"
"""Princess Diana's brother Charles Spencer, Harry's uncle, tweeted: """"Really very lovely news today - many, many, congratulations!""
","""প্রয়াত প্রিন্সেস ডায়ানার ভাই চার্লস স্পেনসার এক টুইট বার্তায় লেখেন, """"সত্যিই দারুণ এক খবর আজ, অনেক অনেক অভিনন্দন।""
"
"""Princess Margaret referred to her uncle's lover as """"that ghastly woman.""""""
","""প্রিন্সেস মার্গারেট তার চাচার প্রেমিকাকে """"সেই হিংস্র মহিলা"""" হিসাবে উল্লেখ করেছিলেন।""
"
"""Rakesh said """"His son is my uncle.""""""
","""রাকেশ বললেন, """"আমার ছেলে অনির্বাণ।""
"
"""Saul's uncle asked him, """"Tell me what Samuel said to you.""""""
","""শৌলের কাকা বললেন, """"আমাকে বল, শমূয়েল তোমাদের কি বলেছেন?""
"
"""Saul's uncle said, """"Tell me what Samuel said to you.""""""
","""শৌলের কাকা বললেন, """"আমাকে বল, শমূয়েল তোমাদের কি বলেছেন?""
"
"""She's my uncle's wife.""""""
","'তিনি আমার চাচাতো ভাইয়ের স্ত্রী।
"
"""Shimura, 70, is known for performing popular characters such as """"Baka Tonosama"""" (stupid lord) and """"Henna Ojisan"""" (strange uncle) on TV shows.""
","৭০ বছর বয়সী শিমুরা টিভি শোতে 'বাকা টোনোসামা' (বোকা প্রভু) এবং 'হেনা ওজিসান' (অদ্ভুত চাচা) এর মতো জনপ্রিয় চরিত্রে অভিনয় করার জন্য পরিচিত।
"
"""Taj Jackson told Newsbeat the allegations are """"hurtful"""" but believes they won't have a lasting effect on his uncle's legacy.""
","তাজ জ্যাকসন নিউজবিটকে বলেছেন, অভিযোগগুলো ক্ষতিকর, তবে তার চাচার নামডাকের ওপর সেটি দীর্ঘমেয়াদি কোন প্রভাব ফেলবে বলে তিনি মনে করেন না।
"
"""The uncle, Ajab Singh, said: """"It was a tough call for our family.""
","""চাচা, আজব সিংহ বলেছিলেনঃ """"এটা আমাদের পরিবারের জন্য এক কঠিন আহ্বান ছিল।""
"
"""US President Donald Trump's niece says her uncle is """"criminal, cruel and traitorous"""" and belongs in prison after he leaves the White House.""
","""রাষ্ট্রপতি ডোনাল্ড ট্রাম্পের ভাতিজি বলেছেন যে তার চাচা """"অপরাধী, নিষ্ঠুর এবং বিশ্বাসঘাতক"""" এবং হোয়াইট হাউস ছেড়ে যাওয়ার পরে কারাগারে রয়েছেন।""
"
"""US President Donald Trump's niece says her uncle is """"criminal, cruel and traitorous"""" and belongs in prison after he leaves the White...""
","""রাষ্ট্রপতি ডোনাল্ড ট্রাম্পের ভাতিজি বলেছেন যে তার চাচা """"অপরাধী, নিষ্ঠুর এবং বিশ্বাসঘাতক"""" এবং হোয়াইট হাউস ছেড়ে যাওয়ার পরে কারাগারে রয়েছেন।""
"
"""Using the pretext that his own house was a """"handicap"""" to his studies, Abelard moved into the house of Heloise and Heloisa und Abelard book uncle.""
","""তার নিজের বাড়িতে তার পড়াশোনার জন্য একটি """"হ্যান্ডিক্যাপ"""" ছিল যে pretext ব্যবহার করে, Abelard Heloise এবং তার চাচা এর বাড়িতে চলে যান।""
"
"""Using the pretext that his own house was a """"handicap"""" to his studies, Peter Abelard book moved into the house of Heloise and her uncle.""
","""তার নিজের বাড়িতে তার পড়াশোনার জন্য একটি """"হ্যান্ডিক্যাপ"""" ছিল যে pretext ব্যবহার করে, Abelard Heloise এবং তার চাচা এর বাড়িতে চলে যান।""
"
"""Washington DC, Dec 4, 2020 - President Donald Trump's niece says her uncle is """"criminal, cruel and traitorous"""" and belongs in prison after he leaves the White House.""
","""রাষ্ট্রপতি ডোনাল্ড ট্রাম্পের ভাতিজি বলেছেন যে তার চাচা """"অপরাধী, নিষ্ঠুর এবং বিশ্বাসঘাতক"""" এবং হোয়াইট হাউস ছেড়ে যাওয়ার পরে কারাগারে রয়েছেন।""
"
"""We lived in New York in this bohemian lifestyle where an extended group of artists and photographers were like my aunts and uncles""""""
","আমরা নিউ ইয়র্কে এই বোহেমিয়ান জীবনযাত্রায় থাকতাম যেখানে শিল্পী এবং ফটোগ্রাফারদের একটি বর্ধিত গোষ্ঠী আমার খালা এবং চাচাদের মতো ছিল।
"
"""We lived in New York in this bohemian lifestyle where an extended group of artists and photographers were like my aunts and uncles.""""""
","আমরা নিউ ইয়র্কে এই বোহেমিয়ান জীবনযাত্রায় থাকতাম যেখানে শিল্পী এবং ফটোগ্রাফারদের একটি বর্ধিত গোষ্ঠী আমার খালা এবং চাচাদের মতো ছিল।
"
"""What happened to your uncle?""""""
","'কী হয়েছে আপনার চাচা?
"
"""Where is the boy's uncle?""""""
","""""""আঙ্কেল আঙ্কেল এই ভাইয়ের নু*টা কোথায়?""
"
"""my uncle.""""""
","""""""আমার চাচা""""""
"
"""the house, uncle?""""""
","""""""ইজ পালো হোম, আন্টি?""
"
"' Don't say that, uncle.
","~ এভাবে বলবেন না চাচা।
"
"'I am your uncle.
","আমিঃ আমি তোমার চাচ্চু।
"
"'I'm already dead, uncle.
","' মরতে যাইতেছি চাচা।
"
"'Naveen does not need to worry about her future, she has her other mother, Umi, her uncles, relatives and father to look after her
","'নবীনকে তার ভবিষ্যতের বিষয়ে চিন্তা করতে হবে না, তার অন্য মা, উমি, তার চাচাতো ভাই, আত্মীয় ও বাবাকে তার দেখাশোনা করতে হবে
"
"'Naveen does not need to worry about her future, she has her other mother, Umi, her uncles, relatives and father to look after her.
","'নবীনকে তার ভবিষ্যতের বিষয়ে চিন্তা করতে হবে না, তার অন্য মা, উমি, তার চাচাতো ভাই, আত্মীয় ও বাবাকে তার দেখাশোনা করতে হবে
"
"'That I cannot do, uncle.
","'পারতেছি না চাচাজি।
"
"'Why did my uncle and my father hate each other so much?
","""""""আমার আব্বাজান আর চাচাজান পরস্পরকে এত ঘৃণা করতো কেন?""
"
"'Why didn't my uncle '
","'কেন আপনের চাচী'
"
"'You don't know Norah, uncle!
","'আপনি নূপুরকে চেনেন না বলে এমন বলছেন, ভাই!
"
"(That's my uncle)
","(আমার চাচাতো ভাই)
"
"(a) From his uncle.
","(আ) -এর চাচাভাে ভাই ।
"
"(a) His cousin. (b) His aunt. (c) His grandmother. (d) His uncle.
","A) দাদুর পুত্রবধূ B) দাদুর কন্যা C) দাদুর নাতনি D) দাদুর স্ত্রী ২০. কোন প্রবচনটি
"
"(a) His uncles.
","(আ) -এর চাচাভাে ভাই ।
"
"(that's my uncle)
","(আমার চাচাতো ভাই)
"
"* Claudius - King of Denmark, and Hamlet's uncle.
","Ø Claudius (কডিয়াস) - ডেনমার্কের রাজা ও Hamlet এর চাচা
"
"- Come on uncle, you'll be fine, you're very good.
","- আসি চাচা, ভালো থাকবেন আপনি অনেক ভালো।
"
"- I am your uncle.
","আমিঃ আমি তোমার চাচ্চু।
"
"- I don't know uncle.
","- চাচাজি বুঝতেছি না।
"
"-It's actually my uncle's house.
","আসলে এটা আমার চাচ্চুর বাড়ি।
"
"1/4 cup instant brown rice (such as uncle ben's)
","1/4 কাপ তাত্ক্ষনিক বাদামি চাল (যেমন চাষ বেন)
"
"10-year-old raped for a year by uncle
","৯ বছরের বালককে একবছর ধরে চাচীর ধর্ষণ
"
"25-year-old professional gamer Amanda Lim entered online video games as a way to bond with her brother and uncle.
","এই লিগের খেলোয়াড় ২৫ বছর বয়েসি আমান্ডা লিমের ভিডিও গেমের জগতে প্রবেশ তার ভাই ও চাচার হাত ধরে।
"
"582: Muhammad's journey to Syria with his uncle Abu Talib.
","126 Hegel - 23 হেগেল 582: চাচা আবু তালিবের সঙ্গে মুহাম্মদ এর সিরিয়া যাত্রা.
"
"A Fox59 News quoted Tia Coleman who said she lost all her children, her husband, parents-in-law, an uncle, her sister-in-law and her nephew.
","ফক্স নিউজকে টিয়া কোলম্যান বলেন, আমি আমার সব সন্তান, স্বামী, শ্বশুর, শাশুড়ি, আঙ্কেল, বোনের মতো ননদ, ভাগ্নিকে হারিয়েছে।
"
"A Yes, my uncle's son.
","হ্যা,,,, মামুর ছেলে তো ভাইয়াই হয়।
"
"A bit of how's your uncle 42:35
","কিভাবে একটি বিট আপনার চাচা এর 42:35
"
"A choora is a set of traditional red bangles that is given to the bride by her maternal aunt and uncle.
","A ছোড়া traditionalতিহ্যবাহী লাল চুড়ির একটি সেট যা কনেকে তার মামি এবং চাচা দিয়ে থাকেন।
"
"A day later, police arrest the dead man's uncle.
","একদিন পর ঘাতক চাচাকে ও গ্রেফতার করে পুলিশ।
"
"A few days later, my grandma was talking to my uncle on the phone.
","অ'নেকদিন পরে আমা'র বি'ধবা বড় বউদির সাথে মোবাইলে কথা হোলো ।
"
"A friend lost his uncle.
","আমার বন্ধুর চাচা হেরে দেকতে পাইছে।
"
"A is B's uncle.
","A হল B-এর বাবা।
"
"A is paternal uncle of B, B is daughter of C, C is the wife of D's son.
","Q2. C হল B এর স্ত্রী, E হল C এর পুত্র, A হল B এর ভাই এবং D এর পিতা।
"
"A man can have a lot of uncles.
","একজন মানুষের অনেক Uncle থাকতে পারে।
"
"A short time later, the uncle heard the child crying again.
","কিছুক্ষণ পরে আবারও এক বাচ্চার কান্নার আওয়াজ দাদীর কানে এলো।
"
