eng_Latn,ory_Orya
"After that, he moved to Mumbai and started to live with his grandmother.
","ପରେ ସେ ମୁମ୍ବାଇ ଆସି ନିଜ ବାପାଙ୍କ ସହ ମଜଦୂରୀ ଆରମ୍ଭ କରି ଦେଇଥିଲେ ।
"
"Alongside her political and constitutional responsibilities, Queen Victoria was also a wife, mother and grandmother.
","ଏହାବ୍ୟତୀତ ଭିକ୍ଟୋରିଆ ଏକାଧାରାରେ ପତ୍ନୀ, ମାଆ ଏବଂ ରାଣୀ ଭାବେ ନିଜର କର୍ତ୍ତବ୍ୟକୁ ଅତ୍ୟନ୍ତ ଦାୟିତ୍ୱର ସହ ତୁଲାଇ ଥିଲେ ।
"
"Bollywood actor Salman Khan's maternal grandmother, mother of Salma Khan, passed away last evening.
","ବଲିଉଡ୍ ଅଭିନେତା ସଲମାନ ଖାନଙ୍କ ଭଣଜା ଅବଦୁଲ୍ଲା ଖାନ ଗତକାଲି ବିଳମ୍ବିତ ରାତିରେ ପ୍ରାଣ ହରାଇଛନ୍ତି ।
"
"But according to the media reports, Anushka's grandmother is sad with this news.
","ତେବେ ବିବାହ ଖବର ବି ଏହି ମିଡିଆ ଦ୍ୱାରା ହିଁ ଜଣାପଡିବ ବୋଲି କହି ମନଦୁଃଖ କରିଛନ୍ତି ଅନୁଷ୍କାଙ୍କ ଜେଜେ ମା' ।
"
"But his grandmother has not given up hope.
","ତେବେ ତାଙ୍କ ମା' କିନ୍ତୁ ଆଶା ଛାଡି ନାହାନ୍ତି ।
"
"But my grandmother's stew [...]
","କିନ୍ତୁ ମାମୁଙ୍କ ଗାଆଁ [...]
"
"Earlier his grandmother, Queen Elizabeth II visited Pakistan during 1961 and 1997.
","ଏହା ପୂର୍ବରୁ ରାଣୀ ଏଲିଜାବେଥ ୧୯୬୧ ଓ ୧୯୯୭ରେ ପାକିସ୍ତାନ ଗସ୍ତରେ ଆସିଥିଲେ ।
"
"Every Sunday I go to my grandmother's house.
","ଆମେ ସବୁ ରବିବାର ନିଜ ଜେଜେ ମା'ଙ୍କ ଘରକୁ ଯାଉ ।
"
"Every Sunday we go to my grandmother.
","ଆମେ ସବୁ ରବିବାର ନିଜ ଜେଜେ ମା'ଙ୍କ ଘରକୁ ଯାଉ ।
"
"Father, mother, grandmother, grandfather
","ମାଆ - ମା, ମାତା, ଜନନୀ, ଅମ୍ବା
"
"First I wrote one for my grandmother.
","ପ୍ରଥମ ଗପ ମୋ ବଡ଼ ନାନୀକୁ ନେଇ ଲେଖିଥିଲି ।
"
"For many years her grandmother lived in the house.
","ଦୀର୍ଘ ବର୍ଷଧରି ଯୁବତୀ ମାମୁଁ ଘରେ ରହୁଥିଲେ ।
"
"For the last five years I have escorted my grandmother.
","ଗତ ୫ ବର୍ଷ ଧରି ମୁଁ ମୋ ବୋଉକୁ ସବୁଦିନେ ଗେହୁଁଚି ।
"
"He and his three older siblings were raised by his mother and grandmother.
","ସେ ଏବଂ ତାଙ୍କର ଆଉ ୩ ଭାଇଭଉଣୀଙ୍କୁ ମା' ବଡ଼କଷ୍ଟରେ ପାଳିପୋଷି ବଡ଼ କରିଥିଲେ।
"
"He and his three siblings were raised by his grandmother.
","ସେ ଏବଂ ତାଙ୍କର ଆଉ ୩ ଭାଇଭଉଣୀଙ୍କୁ ମା' ବଡ଼କଷ୍ଟରେ ପାଳିପୋଷି ବଡ଼ କରିଥିଲେ।
"
"He claims that it is because of this that his father and grandmother committed suicide in May 2018.
","ତାଙ୍କର ଏହା ଦାବି ଅଛି ଯେ ଏହି କାରଣରୁ ତାଙ୍କ ବାପା ଏବଂ ଦାଦି ୨୦୧୮ ମଇରେ ଆତ୍ମହତ୍ୟା କରିଦେଇଛନ୍ତି ।
"
"He had lived for a long time with his grandmother.
","ସେ ଦୀର୍ଘ ଦିନ ହେବ ଜେଜେ ମାଙ୍କ ପାଖରେ ରହୁଥିଲା।
"
"He learned it from his grandmother.
","ସେ ତାଙ୍କ ଜେଜେଙ୍କ ଠାରୁ ଏସବୁ ଶିଖିଛନ୍ତି ।
"
"He learned that from his grandmother.
","ସେ ତାଙ୍କ ଜେଜେଙ୍କ ଠାରୁ ଏସବୁ ଶିଖିଛନ୍ତି ।
"
"He left behind his wife, his son and his grandmother.
","ସେ ତାଙ୍କ ପତ୍ନୀ, ପୁଅ ଏବଂ ନାତି ନାତୁଣୀଙ୍କୁ ଛାଡି ଚାଲି ଯାଇଛନ୍ତି।
"
"He lives with his grandmother and two cousins.
","ସେ ତାଙ୍କ ଝିଅ ଓ ଦୁଇ ନାତି ନାତୁଣୀଙ୍କ ସହିତ ରହୁଛନ୍ତି।
"
"He murdered his grandmother.
","ତାଙ୍କ ନିଜ ଦାଦାଙ୍କୁ ହତ୍ୟା କରିଥିଲେ।
"
"He now lives with his 70-year-old grandmother.
","ବର୍ତ୍ତମାନ ସେ ତାଙ୍କ ୭୩ ବର୍ଷ ବୟସ୍କା ମା'ଙ୍କ ସହିତ ରହୁଛନ୍ତି ।
"
"He remembered her grandmother.
","ସେ ତା ଜେଜେ ମାଆ କଥା ମନେ ପକାଇଲା ।
"
"He remembered his grandmother.
","ସେ ତା ଜେଜେ ମାଆ କଥା ମନେ ପକାଇଲା ।
"
"He then said he is going to meet his grandmother.
","ପରେ ସେ କହିଥିଲେ ଯେ ସେ ତାଙ୍କ ନାତିଙ୍କୁ ଦେଖା କରିବାକୁ ଯାଉଛନ୍ତି।
"
"He was born in my grandmother's home.
","ମୋର ଜନ୍ମ ଜେଜେବାପାଙ୍କ ତିଆରି ଘରେ।
"
"Her grandmother died in 1960.
","1960 ମସିହାରେ ତାଙ୍କର ମାଙ୍କର ମୃତ୍ୟୁ ହେଲା ।
"
"Her grandmother encouraged her to write.
","ମାତା ତାଙ୍କୁ ଲେଖାଲେଖି କରିବା ପାଇଁ ପ୍ରୋତ୍ସାହନ ଦେଇଥିଲେ ।
"
"Her grandmother had once been Queen of France.
","ଏକଦା ଫ୍ରାନ୍ସ ଦେଶରେ ଜଣେ ରାଣୀ ଥିଲେ ।
"
"His grandmother died when he was in the seventh grade.
","ସେ ସପ୍ତମ ଶ୍ରେଣୀରେ ପଢୁଥିବା ବେଳେ ତାଙ୍କ ମାଆଙ୍କର ମୃତ୍ୟୁ ହୋଇଥିଲା ।
"
"His grandmother has an old home in Canada.
","ତେବେ କାନାଡାରେ ମଧ୍ୟ ତାଙ୍କ ଦାଦୀଙ୍କର ପୁରୁଣା ଘର ରହିଛି।
"
"His grandmother lives in the UK.
","ତାଙ୍କ ମା ବ୍ରିଟିଶରେ ରୁହନ୍ତି ।
"
"His grandmother was a famous actress.
","ତାଙ୍କ ମା ଜଣେ ଜଣାଶୁଣା ଅଭିନେତ୍ରୀ ଥିଲେ ।
"
"His grandmother was a religious woman.
","ତାଙ୍କ ମା ଜଣେ ଧାର୍ମିକ ମହିଳା ଥିଲେ।
"
"His grandmother's name was Maacah, and she was the daughter of Absalom.
","ତାଙ୍କର ମାତାମହୀର ନାମ ମାଖା ଓ ସେ ଅବଶାଲୋମର କନ୍ୟା ଥିଲା।
"
"His paternal grandmother also died in the crash.
","ତାଙ୍କ ଦାଦାଙ୍କ ମୃତ୍ୟୁ ମଧ୍ୟ ଅବିକଳ ସଡକ ଦୁର୍ଘଟଣାରେ ହିଁ ହୋଇଥିଲା ।
"
"His paternal grandmother was British, and he also has Pennsylvania Dutch ancestry.
","[୩୨] ତାଙ୍କର ଜେଜେ ବାପା ବ୍ରିଟିଶ ଥିଲେ ଏବଂ ତାଙ୍କର ପେନସିଲଭାନିଆ ଡଚ୍ ପୂର୍ବପୁରୁଷ ମଧ୍ୟ ଅଛନ୍ତି ।
"
"His paternal grandmother was British, and he also has Pennsylvania ancestry.
","[୩୨] ତାଙ୍କର ଜେଜେ ବାପା ବ୍ରିଟିଶ ଥିଲେ ଏବଂ ତାଙ୍କର ପେନସିଲଭାନିଆ ଡଚ୍ ପୂର୍ବପୁରୁଷ ମଧ୍ୟ ଅଛନ୍ତି ।
"
"His paternal grandmother was British, due to which he also has Pennsylvania Dutch ancestry.
","[୩୨] ତାଙ୍କର ଜେଜେ ବାପା ବ୍ରିଟିଶ ଥିଲେ ଏବଂ ତାଙ୍କର ପେନସିଲଭାନିଆ ଡଚ୍ ପୂର୍ବପୁରୁଷ ମଧ୍ୟ ଅଛନ୍ତି ।
"
"I asked her grandmother.
","ମୁଁ ନାନୀକୁ ପଚାରିଲି ।
"
"I asked my mother and grandmother.
",". ଜେଜେ ଆଉ ନାନୀ ଙ୍କୁ ଦେଖି ପଚାରିଲି.
"
"I asked the grandmother.
","ମୁଁ ନାନୀକୁ ପଚାରିଲି ।
"
"I asked your grandmother.
","ମୁଁ ନାନୀକୁ ପଚାରିଲି ।
"
"I called my grandmother.
","ନାନୀ କୁ ଫୋନ କରିଛି।
"
"I called the grandmother.
","ନାନୀ କୁ ଫୋନ କରିଛି।
"
"I didnt have a mother or grandmother to teach me all this stuff.
","ସେଠାରେ ମୋତେ ସେ ସବୁ ବିଷୟରେ ସଚେତନ କରାଇବା ପାଇଁ ମୋ ମାଆ କିମ୍ବା ମାଉସୀ ନଥିଲେ।
"
"I don't have any information about my grandmother.
","ମୋ ନାତୁଣୀ ସ ̊ପର୍କରେ କିଛି ଖବର ପାଇନଥିଲି।
"
"I had a grandmother.
","ମୋର ଜଣେ ଜେଜେ ଥିଲା।
"
"I had a great grandmother.
","ମୋର ଜଣେ ଜେଜେ ଥିଲା।
"
"I have to feed my grandmother.
","ମୋତେ ମୋର ନାତିନାତୁଣୀଙ୍କୁ ଖାଇବାକୁ ଦେବାକୁ ପଡୁଛି ।
"
"I hold my grandmother's hand.
","ମୋ ନାତୁଣୀର ହାତ ଧର।
"
"I instantly ran to my grandmother's house.
","ଅକସ୍ମାତ ମୁଁ ଦୌଡି ଗଲି ନାନୀର ଘର ଆଡକୁ ।
"
"I know my grandmother's truth.
","ମୁଁ ମୋ ଜେଜେ ମା'ଙ୍କ ସମ୍ପର୍କରେ ସବୁ ସତ କଥା ଜାଣିଛି।
"
"I lived with my grandmother in the village.
","ମୁଁ ଗାଁରେ ମୋ ନନା ବୋଉ ପାଖରେ ରହୁଥିଲି ।
"
"I miss my grandmother and my mother so much.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I miss my grandmothers and my Mother.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I miss my mom and grandmother.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I miss my mom and grandmothers.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I miss my mom and my grandmothers.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I miss my mother and grandmother a lot.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I miss my mother and grandmother terribly.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I miss my mother and grandmother.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I miss my mother and my grandmother.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I missed my mother and grandmother.
","ମୋର ମାଆ ଓ ବଡ଼ଦେଈ କଥା ବହୁତ ମନେ ପଡ଼ିଲା ।
"
"I quote words of Mark Twain: 'India is the cradle of the human race, the birthplace of human speech, the mother of history, the grandmother of legend, and the great grandmother of tradition.
","""ଭାରତ ସମ୍ପର୍କରେ ମାର୍କ ଟ୍ୱାଇନଙ୍କ ବକ୍ତବ୍ୟକୁ ମୁଁ ମନେ ପକାଇଦେବାକୁ ଚାହେଁ- """"ଭାରତ ମାନବ ସଭ୍ୟତାର ଉତ୍ପତିସ୍ଥଳ, ଭାଷାର ଜନ୍ମସ୍ଥାନ, ଇତିହାସର ମାତା, ମହାଗାଥାର ମାତାମହୀ, ପରମ୍ପରାର ପ୍ରମାତାମହୀ ।""
"
"I remember my grandmother pouring a pot of water on the flames.
","ମୋର ମାମୁଁଙ୍କ ପିଆଜ କିଆରୀରେ ପାଣି ମଡ଼ାଇବା କଥା ମନେପଡେ଼।
"
"I remembered my grandmother.
","ମନେ ପଡ଼ି ଗଲା ମୋ' ଜେଜେ ମାଆ,
"
"I remembered my great grandmother.
","ମନେ ପଡ଼ି ଗଲା ମୋ' ଜେଜେ ମାଆ,
"
"I rushed to the house of my grandmother.
","ଅକସ୍ମାତ ମୁଁ ଦୌଡି ଗଲି ନାନୀର ଘର ଆଡକୁ ।
"
"I was born in my grandmother's house.
","ମୋର ଜନ୍ମ ଜେଜେବାପାଙ୍କ ତିଆରି ଘରେ।
"
"I was sleeping at my grandmother's house.
","ମୁ ବଡବାପା ଙ୍କ ଘରେ ଶୋଉଥିଲି।
"
"I will tell my grandmother.
","ମୁଁ ସେକଥା ମୋ ଜେଜେଙ୍କୁ କହିବି ।
"
"I would go to my grandmother's house every Saturday.
","ଆମେ ସବୁ ରବିବାର ନିଜ ଜେଜେ ମା'ଙ୍କ ଘରକୁ ଯାଉ ।
"
"I'll tell my grandmother.
","ମୁଁ ସେକଥା ମୋ ଜେଜେଙ୍କୁ କହିବି ।
"
"I've learned that from my paternal grandmother.
","ମୁଁ ତପନ ଦାଦାଙ୍କଠାରୁ ଏହା ଶିଖିଲି ।
"
"If in the family the mother or grandmother suffered from breast cancer, high risk of its development have a daughter or granddaughter.
","ଯଦି ପରିବାରରେ ମା' କିମ୍ବା ମାଉସୀ କାହାର ସ୍ତନ କର୍କଟ ଥାଏ, ତେବେ ତାଙ୍କ ପିଲାଙ୍କୁ ହେବାର ଆଶଙ୍କା ରହୁଛି।
"
"In my childhood I was inspired by my mother and grandmother.
","ପିଲାଦିନେ ମୁଁ ମୋ ଅଜା ଏବଂ ମୋ ମାମୁଁଙ୍କଠାରୁ ବହୁତ ଅନୁପ୍ରାଣିତ ହୋଇଥିଲି।
"
"In sixth grade, my grandmother died.
","ଷଷ୍ଠରେ ପଢ଼ୁଥିବାରେ ମାଆଙ୍କ ମୃତ୍ୟୁ ହୋଇଗଲା।
"
"In this village, her grandmother Indira Gandhi took power in 1980, her father Rajiv Gandhi in 1984 and her mother Sonia Gandhi started the campaign in 2004.
","କାରଣ ଏହି ଗାଁରୁ ରାହୁଲଙ୍କ ଜେଜେ ମା ଇନ୍ଦିରା ଗାନ୍ଧି 1980ରେ, ରାଜିବ ଗାନ୍ଧି 1984ରେ ଆଉ 2004ରେ ସୋନିଆ ଗାନ୍ଧି ଏହି ନିର୍ବାଚନ ମଣ୍ଡଳିରୁ ନିର୍ବାଚନ ଅଭିଯାନ ଆରମ୍ଭ କରିଥିଲେ ।
"
"It's not just grandmothers.
","କେବଳ ଜେମା ନୁହନ୍ତି ।
"
"It's not mine, it is my grandmothers.
","ମୋ ନିଜର ନହେଲେ ନାହିଁ ଏମାନେ ବି ତ ମୋ ନାତିନାତୁଣୀଙ୍କ ପରି ନା ।
"
"My family and my grandmother.
","ପରିବାର କହିଲେ ମୁ ଓ ମୋ ଜେଜେ ମା।
"
"My grandfather and grandmother live in the village.
","ମୋ ବଡବାପା ଆଉ ବଡ଼ବୋଉ ଗାଁ ରେ ରୁହନ୍ତି ।
"
"My grandmother always wanted to go home.
","ସବୁବେଳେ ମାମୁଁ ଘରକୁ ଯିବାଟା ପକ୍କା ।
"
"My grandmother died in 1960.
","1960 ମସିହାରେ ତାଙ୍କର ମାଙ୍କର ମୃତ୍ୟୁ ହେଲା ।
"
"My grandmother died when I was 6 years old.
","ମୁ ଯେତେବେଳେ ଛ ବର୍ଷର ହୋଇଥିଲି ମୋ ବଉ ର ମୃତ୍ୟୁ ହୋଇଥିଲା ।
"
"My grandmother doesn't even know.
","ନାନୀ ବି ଜାଣି ପାରିବନି ।
"
"My grandmother had 10 children.
","ତାଙ୍କ ଜେଜେବାପାଙ୍କର ୧୦ଜଣ ସନ୍ତାନ ଥିଲେ ।
"
"My grandmother had already told me about it.
","ପୂର୍ବରୁ ନାନୀ ମୋତେ ତା ବିଷୟରେ ଜଣାଇନଥିଲା ।
"
"My grandmother had two marriages.
","ମୋର ଦାଦା ଦୁଇଟା ବିବାହା କରିଛନ୍ତି ।
"
"My grandmother has been the biggest inspiration in my life.
","ମୋ ମାଆ ହିଁ ମୋ ଜୀବନର ସବୁଠୁ ବଡ଼ ପ୍ରେରଣା ।
"
"My grandmother is also worried.
","ମୋ ମାମୁଁ ବି ଭାରି ଚିନ୍ତାରେ ଅଛନ୍ତି ।
"
"My grandmother is the greatest inspiration in my life.
","ମୋ ମାଆ ହିଁ ମୋ ଜୀବନର ସବୁଠୁ ବଡ଼ ପ୍ରେରଣା ।
"
"My grandmother married twice.
","ମୋର ଦାଦା ଦୁଇଟା ବିବାହା କରିଛନ୍ତି ।
"
"My grandmother rebutted.
","ମୋ ନାନୀକୁ ମନା କରିଦିଆଗଲା ।
"
"My grandmother swatted my hand.
","ମା ବିଆ ପାଣି ମୋ ହାତକୁ ଭିଜେଇ ଦେଲା ।
"
"My grandmother told me about this before.
","ପୂର୍ବରୁ ନାନୀ ମୋତେ ତା ବିଷୟରେ ଜଣାଇନଥିଲା ।
"
"My grandmother was already dead by then.
","ମୋ ନନାଙ୍କ ଦେହାନ୍ତ ହେଲାଣି ସେତେବେଳକୁ।
"
"My grandmother was an astrologer.
","ଜେଜେବାପା ଥିଲେ ଜଣେ ଜ୍ୟୋତିର୍ବିଦ ।
"
"My grandmother was married twice.
","ମୋର ଦାଦା ଦୁଇଟା ବିବାହା କରିଛନ୍ତି ।
"
"My grandmother was only four years old.
","ମୋ ବଡ଼ଝିଅକୁ ସେବେ ମାତ୍ର ଚାରି ବର୍ଷ ବୟସ ।
"
"My grandmother was the biggest inspiration in my life.
","ମୋ ମାଆ ହିଁ ମୋ ଜୀବନର ସବୁଠୁ ବଡ଼ ପ୍ରେରଣା ।
"
"My grandmother was the greatest inspiration in my life.
","ମୋ ମାଆ ହିଁ ମୋ ଜୀବନର ସବୁଠୁ ବଡ଼ ପ୍ରେରଣା ।
"
"My grandmother's dead.
","ମୋ ନାତିର ମୃତ୍ୟୁ ହୋଇଯାଇଛି।
"
"My grandmother's name
","ମାମୁଙ୍କର ନାମ
"
"My grandmothers hands.
","ମୋ ନାତୁଣୀର ହାତ ଧର।
"
"My mom was with my grandmother in the church.
","ଚର୍ଚ୍ଚ ଭିତରେ ମୋର ଜେଜେ ମା' ଓ ମା' ଥିଲେ।
"
"My mother and grandmother are great singers.
","ମା' ଓ ବଡ଼ ଭଉଣୀ ଭଲ ଗୀତ ଗାଆନ୍ତି।
"
"My mother and grandmother stand before me.
","ମୋ ସାମ୍ନାରେ ବଡ଼ବାପା ଓ ବଡ଼ ମାଆ ଠିଆ ହୋଇଥିଲେ ।
"
"My mother and grandmother they didn't understand.
","ବଡ଼ାବୁ ଓ ମା ଯେତେ ବୁଝେଇଲେ ବୁଝୁ ନାହାନ୍ତି।
"
"My mother and my grandmother live in the village.
","ମୁଁ ଆଉ ତୋ ଜେଜେ ମାଆ ଗାଁରେ ରହୁଥିଲୁ ।
"
"Now she lives with her 70-year-old grandmother.
","ବର୍ତ୍ତମାନ ସେ ତାଙ୍କ ୭୩ ବର୍ଷ ବୟସ୍କା ମା'ଙ୍କ ସହିତ ରହୁଛନ୍ତି ।
"
"Now they live at their grandmother's house.
","ସେମାନେ ଏବେ ନିଜ ଦାଦାଙ୍କ ଘରେ ରହୁଛନ୍ତି।
"
"Our mother lost her father at young age, and grew up at her grandmother's house.
","ତା'ର ନିଜର ବାପା ମାଆଙ୍କୁ ଖୁବ୍ ଛୋଟବେଳୁ ହରାଇ ସେ ମାମୁଁ ଘରେ ମାଇଁ ଙ୍କ ପାଖରେ ବଢିଥିଲା ।
"
"Police said the children are staying with their maternal grandmother.
","ପୋଲିସ ଅନୁଯାୟୀ, ଛାତ୍ରୀ ନିଜର ଜେଜେ ମା'ଙ୍କ ନିକଟରେ ରହୁଥିଲା ।
"
"Police say the boy lived with his grandmother.
","ପୋଲିସ ଅନୁଯାୟୀ, ଛାତ୍ରୀ ନିଜର ଜେଜେ ମା'ଙ୍କ ନିକଟରେ ରହୁଥିଲା ।
"
"Rahul Gandhi's father and grandmother, former Prime Ministers Rajiv Gandhi and Indira Gandhi, were assassinated.
","ରାହୁଲ ଗାନ୍ଧିଙ୍କ ବାପା, ଜେଜେ ମା ତଥା ପୂର୍ବତନ ପ୍ରଧାନମନ୍ତ୍ରୀ ରାଜୀବ ଗାନ୍ଧି ଏବଂ ଇନ୍ଦିରା ଗାନ୍ଧିଙ୍କୁ ହତ୍ୟା କରାଯାଇଥିଲା ।
"
"Ranveer Singh's grandmother was not keeping well for a long time.
","ରଣବୀର ସିଂଙ୍କ ଜେଜେ ମା'ଙ୍କ ନିଧନ, ଲମ୍ବା ସମୟରୁ ଥିଲେ ଅସୁସ୍ଥ ।
"
"She had appeared in over 50 films, usually playing grandmother roles.
","୨୫୦ରୁ ଅଧିକ ଫିଲ୍ମରେ ସେ ଅଭିନୟ କରିଥିବା ବେଳେ ପ୍ରାୟ ମା' ଭୂମିକାରେ ହିଁ ଅଭିନୟ କରୁଥିଲେ।
"
"She has acted in over 50 films and mostly portrayed the role of a grandmother.
","୨୫୦ରୁ ଅଧିକ ଫିଲ୍ମରେ ସେ ଅଭିନୟ କରିଥିବା ବେଳେ ପ୍ରାୟ ମା' ଭୂମିକାରେ ହିଁ ଅଭିନୟ କରୁଥିଲେ।
"
"She is very sweet just like her grandmother.
","ସେ ତାଙ୍କ ଜେଜେ ମା ଙ୍କ ପରି ବହୁତ ସୁନ୍ଦର ଅଟନ୍ତି ।
"
"She married her grandmother's husband!
","ନିଜ ଜେଜେଙ୍କୁ ବିବାହ କରିଥିଲେ ଯୁବତୀ !
"
"She's a mother grandmother.
","ଏହାବାଦ ସେ ଜଣେ ଜେଜେ ମା'।
"
"She's not very far from my grandmother.
","ସେ ମୋ ମାଙ୍କର କୌଣସି ଦୂର ସମ୍ପର୍କୀୟ ବି ନୁହନ୍ତି ।
"
"Similarly, his paternal grandmother was British, and he also has Pennsylvania Dutch ancestry.
","[୩୨] ତାଙ୍କର ଜେଜେ ବାପା ବ୍ରିଟିଶ ଥିଲେ ଏବଂ ତାଙ୍କର ପେନସିଲଭାନିଆ ଡଚ୍ ପୂର୍ବପୁରୁଷ ମଧ୍ୟ ଅଛନ୍ତି ।
"
"So, he then grew up under the care of his maternal grandmother.
","ତେଣୁ ସେ ତା' ଜେଜେ ମା'ଙ୍କ ତତ୍ତ୍ୱାବଧାନରେ ବଢିଥାଏ ।
"
"Take my grandmother.
","ନିଅ ମୋର ମାଆ ବୁଢ଼ୀ।
"
"That faith first lived in your grandmother Lois and your mother Eunice.
","5 ପ୍ରଥମ େର େସହି ବିଶ୍ବାସ ତୁମ୍ଭର ମାତାମହୀ ଲୋଯି ଓ ମାତା ଇଉନୀକୀଙ୍କଠା େର ଥିଲା।
"
"The actor's maternal grandmother was unwell for a long time.
","ଅଭିନେତ୍ରୀଙ୍କ ମା' ଦୀର୍ଘ ଦିନ ଧରି ଅସୁସ୍ଥ ଅଛନ୍ତି ।
"
"The baby was with her grandmother.
","ଶିଶୁଟି ତାର ଜେଜେ ମାଙ୍କ ସହିତ ଯାଉଥିଲା ।
"
"The boy is currently with his grandmother.
","ପିଲାଟି ବର୍ତ୍ତମାନ ତାଙ୍କ ଜେଜେବାପାଙ୍କ ପାଖରେ ଅଛି।
"
"The boy's grandmother also died.
","ମା'ଙ୍କ ଜୁଇ ନଲିଭୁଣୁ ସେହି ବଡ଼ପୁଅଙ୍କର ବି ମୃତ୍ୟୁ ହୋଇଗଲା।
"
"The child had accompanied her grandmother.
","ଶିଶୁଟି ତାର ଜେଜେ ମାଙ୍କ ସହିତ ଯାଉଥିଲା ।
"
"The child is currently with his grandmother.
","ପିଲାଟି ବର୍ତ୍ତମାନ ତାଙ୍କ ଜେଜେବାପାଙ୍କ ପାଖରେ ଅଛି।
"
"The child is now with her grandmother.
","ପିଲାଟି ବର୍ତ୍ତମାନ ତାଙ୍କ ଜେଜେବାପାଙ୍କ ପାଖରେ ଅଛି।
"
"The elder woman is my grandmother.
","ବୃଦ୍ଧ ଜନନୀ ତାତ ମୋର ।
"
"The girl was travelling with her grandmother.
","ଶିଶୁଟି ତାର ଜେଜେ ମାଙ୍କ ସହିତ ଯାଉଥିଲା ।
"
