eng_Latn,ory_Orya
"""""""But,"""" said the child: """"Tell me here in Heaven I don't do anything else but sing and smile.""
","""ଶିଶୁ - """"କିନ୍ତୁ ମୋତେ ଆପଣ କୁହନ୍ତୁ, ଏଠାରେ ସ୍ୱର୍ଗରେ ମୁଁ କେବଳ ଗୀତ ଗାଇବା ଏବଂ ହସିବା ଛଡା ଆଉ କିଛି କରେ ନାହିଁ।""
"
"""""""Child"""" means any child of the age of 6 to 14 years;""
",""" (c) """"ଶିଶୁ"""" ଅର୍ଥାତ୍ ଛଅରୁ ଚଉଦ ବର୍ଷ ବୟସର ବାଳକ କିମ୍ବା ବାଳିକା;""
"
"""""""Don't educate your child to be rich.""
","ନିଜର ସନ୍ତାନଙ୍କୁ ଧନୀ ହେବା ପାଇଁ ଶିକ୍ଷିତ କରାଅ ନାହିଁ।
"
"""""""Educate a child according to his own path, and even when he grows old, he will not stray from it"""" (Proverbs 22:6).""
","""""""ବାଳକର ଗନ୍ତବ୍ୟ ପଥରେ ତାହାକୁ ଶିକ୍ଷିତ କରାଅ, ତେଣୁ ସେ ବୃଦ୍ଧ ହେଲେହେଁ ତହିଁରୁ ବିମୁଖ ହେବନାହିଁ"""" (ହିତୋପଦେଶ ୨୨ଃ୬) ।""
"
"""""""Every child is an artist -- the problem is how to remain an artist when you grow up."""" ~ Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist once you grow up."""" - Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when they grow up."""" -Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" - Pablo Picass""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" - Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" - Pablo Picasso.""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" - Pablo""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" - Pablo...""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" - Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" - attributed to Pablo Picasso.""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" -- Pablo Picasso.""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" Pablo Picasso.""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" sa Pablo Picasso.""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" ~ Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up"""" ― Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up. """" - Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up."""" - Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up."""" - Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up."""" - Picasso.""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up."""" -Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up."""" ~ Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up."""" ― Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up.""""- Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up.""""-- Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grow up.""""-Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist, the problem is staying an artist when you grown up"""" (Pablo Picasso)""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist.The problem is how to remain an artist once he grows up.""""-Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist; the problem is how to remain an artist once you grow up."""" - Pablo Picasso.""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist; the problem is staying an artist when you grow up"""" - Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist; the problem is staying an artist when you grow up."""" - Pablo Picasso""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist; the problem is staying an artist when you grow up."""" - Pablo Picasso.""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is an artist; the problem is staying an artist when you grow up.""""-Pablo Picasso.""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ହେଉଛି ଜଣେ କଳାକାର, ସମସ୍ୟା ହେଉଛି ତୁମେ ବଡ଼ ହେବା ପର୍ଯ୍ୟନ୍ତ କଳାକାର ହୋଇ ରହିବା"""" - ପାବଲୋ ପିକାସୋ""
"
"""""""Every child is potentially the light of the world - and at the same time it's darkness; wherefore must the question of education be accounted as of primary most importance.""""""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ଅନ୍ତର୍ନିହିତ ଭାବରେ ବିଶ୍ୱର ପ୍ରକାଶ ଅଟନ୍ତି ଏବଂ ଠିକ୍ ସେହି ସମୟରେ ଏହାର ଅନ୍ଧକାର; ଅତଃ ଶିକ୍ଷାର ପ୍ରଶ୍ନ ପ୍ରାଥମିକ ଗୁରୁତ୍ୱ ଭାବରେ ବିବେଚିତ ହେବା ଅତ୍ୟନ୍ତ ଆବଶ୍ୟକ ।""
"
"""""""Every child is potentially the light of the world - and at the same time its darkness; wherefore must the question of education be accounted as of primary importance.""""""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ଅନ୍ତର୍ନିହିତ ଭାବରେ ବିଶ୍ୱର ପ୍ରକାଶ ଅଟନ୍ତି ଏବଂ ଠିକ୍ ସେହି ସମୟରେ ଏହାର ଅନ୍ଧକାର; ଅତଃ ଶିକ୍ଷାର ପ୍ରଶ୍ନ ପ୍ରାଥମିକ ଗୁରୁତ୍ୱ ଭାବରେ ବିବେଚିତ ହେବା ଅତ୍ୟନ୍ତ ଆବଶ୍ୟକ ।""
"
"""""""Every child is potentially the light of the world -- and at the same time its darkness; wherefore must the question of education be accounted as of primary importance.""""""
","""""""ପ୍ରତ୍ୟେକ ଶିଶୁ ଅନ୍ତର୍ନିହିତ ଭାବରେ ବିଶ୍ୱର ପ୍ରକାଶ ଅଟନ୍ତି ଏବଂ ଠିକ୍ ସେହି ସମୟରେ ଏହାର ଅନ୍ଧକାର; ଅତଃ ଶିକ୍ଷାର ପ୍ରଶ୍ନ ପ୍ରାଥମିକ ଗୁରୁତ୍ୱ ଭାବରେ ବିବେଚିତ ହେବା ଅତ୍ୟନ୍ତ ଆବଶ୍ୟକ ।""
"
"""""""For this child I have prayed; and the Lord has granted me the desires of my heart.""""""
","""""""ମୁ ଏହି ବାଳକ ନିମନ୍ତେ ପ୍ରାର୍ଥନା କରିଥିଲି, ଆଉ ସଦାପ୍ରଭୁ ମାେତେ ମଞ୍ଜକ୍ସ୍ଟର କରିଛନ୍ତି।""
"
"""""""Four years ago, Gauri and I decided to have a third child.""
","""""""ଚାରି ବର୍ଷ ତଳେ ମୋ ସୁନ୍ଦରୀ ପତ୍ନୀ ଗୌରୀ ଖାନ୍ ଓ ମୁଁ ମିଶି ସ୍ଥିର କରିଥିଲୁ ଯେ ଆମେ ଏକ ତୃତୀୟ ସନ୍ତାନ ଚାହୁଁଛୁ ।""
"
"""""""Four years ago, you would not have seen a single child in the school,"""" he says.""
","""ସେ କହନ୍ତି, """"ଚାରି ବର୍ଷ ତଳେ ଏହି ସ୍କୁଲରେ କେହି ଜଣେ ବି ଛାତ୍ରକୁ ଆପଣ ଦେଖିବାକୁ ପାଇନଥାନ୍ତେ।""
"
"""""""Good child, you can go.""
","""""""ଠିକ୍ ଅଛି, ମହାଶୟ, ଆପଣ ଯାଇପାରିବେ ।""
"
"""""""I Let us remember: One book, one pen, one child, and one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""I have to take care of the child.""
","""""""ମୋତେ ଏହି ଶିଶୁର ଯତ୍ନ ନେବାକୁ ପଡ଼ିଥାଏ ।""
"
"""""""I hope each child will realise her full potential and make the nation proud,"""" he said.""
","""ପ୍ରଧାନମନ୍ତ୍ରୀ କହିଥିଲେ """"ପ୍ରତ୍ୟେକ ଶିଶୁ ନିଜର ପୂର୍ଣ୍ଣ ସମ୍ଭାବନାକୁ ବାସ୍ତବ ରୂପ ଦେବ ଏବଂ ଦେଶକୁ ଗୌରାବାନ୍ୱିତ କରିବ"""" ।""
"
"""""""I know my child best.""
","""ସେ କହିଥିଲେ, """"ମୁଁ ମୋ ପୁତୁରାକୁ ଭଲ ଭାବରେ ଜାଣିଛି ।""
"
"""""""I know my child very well.""
","""ସେ କହିଥିଲେ, """"ମୁଁ ମୋ ପୁତୁରାକୁ ଭଲ ଭାବରେ ଜାଣିଛି ।""
"
"""""""I prayed for this child, and the Lord answered my prayer and gave him to me.""""""
","""""""ମୁ ଏହି ବାଳକ ନିମନ୍ତେ ପ୍ରାର୍ଥନା କରିଥିଲି, ଆଉ ସଦାପ୍ରଭୁ ମାେତେ ମଞ୍ଜକ୍ସ୍ଟର କରିଛନ୍ତି।""
"
"""""""I shall take care of this child.""""""
","""""""ମୋତେ ଏହି ଶିଶୁର ଯତ୍ନ ନେବାକୁ ପଡ଼ିଥାଏ ।""
"
"""""""I would see the child in only her underwear, sitting listlessly in her grandmother's lap.""
","""""""ମୁଁ ଶିଶୁଟିକୁ କେବଳ ଚଡ଼ି ପିନ୍ଧି ଚୁପ୍ଚାପ୍ ତା' ଜେଜେମା'ଙ୍କ କୋଳରେ ବସିଥିବା ଦେଖୁଥିଲି ।""
"
"""""""I'm very happy, my child.""
","""""""ପୁତ୍ର, ମୁଁ ଖୁବ୍ ଆନନ୍ଦିତ ।""
"
"""""""If we succeed in delivering nutrition coverage to every mother, every child, many lives will be saved,"""" he added.""
","""""""ଯଦି ଆମେ ପ୍ରତ୍ୟେକ ମା', ପ୍ରତ୍ୟେକ ଶିଶୁଙ୍କ ପାଇଁ ପୁଷ୍ଟି ସୁନିଶ୍ଚିତ କରିପାରିବୁ, ତେବେ ଦେଶରେ ଅନେକ ମୂଲ୍ୟବାନ ଜୀବନ ରକ୍ଷା କରାଯାଇପାରିବ"""" ବୋଲି ପ୍ରଧାନମନ୍ତ୍ରୀ ଉଲ୍ଲେଖ କରିଥିଲେ ।""
"
"""""""If we succeed in delivering the nutrition campaign to every mother, every child, many lives will be saved,"""" he added.""
","""""""ଯଦି ଆମେ ପ୍ରତ୍ୟେକ ମା', ପ୍ରତ୍ୟେକ ଶିଶୁଙ୍କ ପାଇଁ ପୁଷ୍ଟି ସୁନିଶ୍ଚିତ କରିପାରିବୁ, ତେବେ ଦେଶରେ ଅନେକ ମୂଲ୍ୟବାନ ଜୀବନ ରକ୍ଷା କରାଯାଇପାରିବ"""" ବୋଲି ପ୍ରଧାନମନ୍ତ୍ରୀ ଉଲ୍ଲେଖ କରିଥିଲେ ।""
"
